LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Number of Lines,Impedance @ Frequency,Tolerance,DC Resistance(DCR),Current Rating,Operating Temperature
C14709,BLM18PG121SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/fa365b03943947af82e802e86ce28761.pdf?productCode=C14709,1585850,0.0175,50,50,https://www.lcsc.com/product-detail/C14709.html,0603,Tape & Reel (TR),1,120Ω@100MHz,±25%,50mΩ,2A,-55℃~+125℃
C85833,BLM18KG601SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/2d503a4b167da9bb5d0eb4a3fa711314.pdf?productCode=C85833,1154200,0.0199,50,50,https://www.lcsc.com/product-detail/C85833.html,0603,Tape & Reel (TR),1,600Ω@100MHz,±25%,150mΩ,1.3A,-55℃~+125℃
C76884,BLM15AG601SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/f85b01b3a1a015a5ec4a9f03876e0063.pdf?productCode=C76884,972700,0.0101,100,100,https://www.lcsc.com/product-detail/C76884.html,0402,Tape & Reel (TR),1,600Ω@100MHz,±25%,520mΩ,300mA,-55℃~+125℃
C85812,BLM15AG121SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/f85b01b3a1a015a5ec4a9f03876e0063.pdf?productCode=C85812,949100,0.0100,100,100,https://www.lcsc.com/product-detail/C85812.html,0402,Tape & Reel (TR),1,120Ω@100MHz,±25%,190mΩ,550mA,-55℃~+125℃
C107332,MPZ1608S101ATAH0,TDK,https://datasheet.lcsc.com/datasheet/pdf/5525eadde63874e80c8e8f485485d5a6.pdf?productCode=C107332,799350,0.0186,10,10,https://www.lcsc.com/product-detail/C107332.html,0603,Tape & Reel (TR),1,100Ω@100MHz,±25%,30mΩ,3A,-55℃~+125℃
C85831,BLM18KG121TN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/2d503a4b167da9bb5d0eb4a3fa711314.pdf?productCode=C85831,775550,0.0233,50,50,https://www.lcsc.com/product-detail/C85831.html,0603,Tape & Reel (TR),1,120Ω@100MHz,±25%,30mΩ,3A,-55℃~+125℃
C19330,BLM18AG601SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/2d503a4b167da9bb5d0eb4a3fa711314.pdf?productCode=C19330,757000,0.0160,50,50,https://www.lcsc.com/product-detail/C19330.html,0603,Tape & Reel (TR),1,600Ω@100MHz,±25%,380mΩ,500mA,-55℃~+125℃
C76883,BLM15AG102SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/f85b01b3a1a015a5ec4a9f03876e0063.pdf?productCode=C76883,626300,0.0060,100,100,https://www.lcsc.com/product-detail/C76883.html,0402,Tape & Reel (TR),1,1kΩ@100MHz,±25%,650mΩ,300mA,-55℃~+125℃
C76891,BLM15PD121SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/f85b01b3a1a015a5ec4a9f03876e0063.pdf?productCode=C76891,589050,0.0154,50,50,https://www.lcsc.com/product-detail/C76891.html,0402,Tape & Reel (TR),1,120Ω@100MHz,±25%,90mΩ,1.3A,-55℃~+125℃
C76886,BLM15AX601SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/f85b01b3a1a015a5ec4a9f03876e0063.pdf?productCode=C76886,585900,0.0126,50,50,https://www.lcsc.com/product-detail/C76886.html,0402,Tape & Reel (TR),1,600Ω@100MHz,±25%,340mΩ,500mA,-55℃~+125℃
C76888,BLM15HD182SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/d3c74377b0928ed60229ef4bb9f3feac.pdf?productCode=C76888,582150,0.0196,50,50,https://www.lcsc.com/product-detail/C76888.html,0402,Tape & Reel (TR),1,1.8kΩ@100MHz,±25%,2.2Ω,200mA,-55℃~+125℃
C85840,BLM21PG221SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/1addff62e5484bf39ea4690b7cc5dd21.pdf?productCode=C85840,567740,0.0304,20,20,https://www.lcsc.com/product-detail/C85840.html,0805,Tape & Reel (TR),1,220Ω@100MHz,±25%,45mΩ,2A,-55℃~+125℃
C76815,MPZ1608S221ATA00,TDK,https://datasheet.lcsc.com/datasheet/pdf/5525eadde63874e80c8e8f485485d5a6.pdf?productCode=C76815,567120,0.0157,10,10,https://www.lcsc.com/product-detail/C76815.html,0603,Tape & Reel (TR),1,220Ω@100MHz,±25%,50mΩ,2.2A,-55℃~+125℃
C82850,BLM18PG181SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/2d503a4b167da9bb5d0eb4a3fa711314.pdf?productCode=C82850,508800,0.0152,50,50,https://www.lcsc.com/product-detail/C82850.html,0603,Tape & Reel (TR),1,180Ω@100MHz,±25%,90mΩ,1.5A,-55℃~+125℃
C74764,BLM21PG331SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/1addff62e5484bf39ea4690b7cc5dd21.pdf?productCode=C74764,413780,0.0338,20,20,https://www.lcsc.com/product-detail/C74764.html,0805,Tape & Reel (TR),1,330Ω@100MHz,±25%,70mΩ,1.5A,-55℃~+125℃
C76892,BLM18AG121SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/2d503a4b167da9bb5d0eb4a3fa711314.pdf?productCode=C76892,388050,0.0125,50,50,https://www.lcsc.com/product-detail/C76892.html,0603,Tape & Reel (TR),1,120Ω@100MHz,±25%,180mΩ,800mA,-55℃~+125℃
C82155,BLM18HE152SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/2f82b35c4cf051a1d6cd28b95b66d0d6.pdf?productCode=C82155,373660,0.0626,10,10,https://www.lcsc.com/product-detail/C82155.html,0603,Tape & Reel (TR),1,1.5kΩ@100MHz,±25%,500mΩ,500mA,-55℃~+125℃
C85824,BLM18AG102SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/2d503a4b167da9bb5d0eb4a3fa711314.pdf?productCode=C85824,344400,0.0145,50,50,https://www.lcsc.com/product-detail/C85824.html,0603,Tape & Reel (TR),1,1kΩ@100MHz,±25%,500mΩ,450mA,-55℃~+125℃
C85813,BLM15AG221SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/f85b01b3a1a015a5ec4a9f03876e0063.pdf?productCode=C85813,336800,0.0100,100,100,https://www.lcsc.com/product-detail/C85813.html,0402,Tape & Reel (TR),1,220Ω@100MHz,±25%,290mΩ,450mA,-55℃~+125℃
