LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Number of Lines,Impedance @ Frequency,Tolerance,DC Resistance(DCR),Current Rating,Operating Temperature
C275428,MMZ1005Y102CT000,TDK,https://datasheet.lcsc.com/datasheet/pdf/5cb64914119eac12dd818df36ace095d.pdf?productCode=C275428,970,0.0087,10,10,https://www.lcsc.com/product-detail/C275428.html,0402,Tape & Reel (TR),1,1kΩ@100MHz,±25%,700mΩ,200mA,-55℃~+125℃
C139469,MU1005-601Y,BOURNS,https://datasheet.lcsc.com/datasheet/pdf/31ed0ecc3b384ba7b1cef9c9b67c407b.pdf?productCode=C139469,905,0.1143,5,5,https://www.lcsc.com/product-detail/C139469.html,0402,Tape & Reel (TR),1,600Ω@100MHz,±25%,800mΩ,80mA,-55℃~+125℃
C2661637,MH1608-471Y,BOURNS,https://datasheet.lcsc.com/datasheet/pdf/7f0426ef046fbb06a31cef2ca0797607.pdf?productCode=C2661637,900,0.0300,10,10,https://www.lcsc.com/product-detail/C2661637.html,0603,Tape & Reel (TR),1,470Ω@100MHz,±25%,200mΩ,1A,-55℃~+125℃
C2661836,BLM21SP601SH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/8ec38af99a53bfbb79a42bbdeb9ca7c3.pdf?productCode=C2661836,895,0.3382,5,5,https://www.lcsc.com/product-detail/C2661836.html,0805,Tape & Reel (TR),1,600Ω@100MHz,±25%,60mΩ,2.3A,-55℃~+125℃
C2662026,MAF1005GAD352AT000,TDK,https://datasheet.lcsc.com/datasheet/pdf/0e6335929b4c37e55312c42aefc6ac8f.pdf?productCode=C2662026,850,0.0715,10,10,https://www.lcsc.com/product-detail/C2662026.html,0402,Tape & Reel (TR),1,500Ω@100MHz,-,1.65Ω,270mA,-55℃~+125℃
C335604,ILBB0603ER102V,VISHAY,https://datasheet.lcsc.com/datasheet/pdf/2d9ed804cfa8986de7d7a5734992e0a5.pdf?productCode=C335604,850,0.0602,10,10,https://www.lcsc.com/product-detail/C335604.html,0603,Tape & Reel (TR),1,1kΩ@100MHz,±25%,360mΩ,150mA,-55℃~+125℃
C275447,MMZ1608R600ATA00,TDK,https://datasheet.lcsc.com/datasheet/pdf/87432f053e79e0383615d7ea0c5b69df.pdf?productCode=C275447,850,0.0167,50,50,https://www.lcsc.com/product-detail/C275447.html,0603,Tape & Reel (TR),1,60Ω@100MHz,±25%,100mΩ,800mA,-55℃~+125℃
C88965,BLM15HB121SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/d3c74377b0928ed60229ef4bb9f3feac.pdf?productCode=C88965,850,0.0174,50,50,https://www.lcsc.com/product-detail/C88965.html,0402,Tape & Reel (TR),1,120Ω@100MHz,±25%,700mΩ,300mA,-55℃~+125℃
C275473,MMZ2012Y301BT000,TDK,https://datasheet.lcsc.com/datasheet/pdf/100f49180778c4abeffca1a0b76fe38d.pdf?productCode=C275473,820,0.0391,20,20,https://www.lcsc.com/product-detail/C275473.html,0805,Tape & Reel (TR),1,300Ω@100MHz,±25%,150mΩ,600mA,-55℃~+125℃
C907941,BLM18BD152SH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/667fa24f526ad50e7a82234acb7e3680.pdf?productCode=C907941,750,0.0205,50,50,https://www.lcsc.com/product-detail/C907941.html,0603,Tape & Reel (TR),1,1.5kΩ@100MHz,±25%,1.2Ω,150mA,-55℃~+125℃
C710373,BLM18KG300JH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/0b4a23897cfbfcb266e74774e445a0ee.pdf?productCode=C710373,680,0.0368,20,20,https://www.lcsc.com/product-detail/C710373.html,0603,Tape & Reel (TR),1,30Ω@100MHz,±25%,10mΩ,3.3A,-55℃~+150℃
C6131973,BLM21HE802SN1L,muRata,https://datasheet.lcsc.com/datasheet/pdf/2debe3913a0b2617c660c43ddb4b49c8.pdf?productCode=C6131973,650,0.4365,5,5,https://www.lcsc.com/product-detail/C6131973.html,0805,Tape & Reel (TR),1,8kΩ@100MHz,±25%,900mΩ,650mA,-55℃~+125℃
C275418,MMZ1005F330CT000,TDK,https://datasheet.lcsc.com/datasheet/pdf/5cb64914119eac12dd818df36ace095d.pdf?productCode=C275418,650,0.0115,50,50,https://www.lcsc.com/product-detail/C275418.html,0402,Tape & Reel (TR),1,33Ω@100MHz,±25%,500mΩ,200mA,-55℃~+125℃
C160973,BLM15PX221SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/1c34a7614e1938e8ba2245ef3941a4bd.pdf?productCode=C160973,650,0.0115,50,50,https://www.lcsc.com/product-detail/C160973.html,0402,Tape & Reel (TR),1,220Ω@100MHz,±25%,100mΩ,1.4A,-55℃~+125℃
C1533918,BLM21SP181SH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/d8b49cf112ff46f7ce37cb1be813ec48.pdf?productCode=C1533918,625,0.2300,5,5,https://www.lcsc.com/product-detail/C1533918.html,0805,Tape & Reel (TR),1,180Ω@100MHz,±25%,20mΩ,4A,-55℃~+125℃
C1533986,ILBB0603ER400V,VISHAY,https://datasheet.lcsc.com/datasheet/pdf/b442b06571b434efb3a2ec0f70ccb9c8.pdf?productCode=C1533986,605,0.0436,5,5,https://www.lcsc.com/product-detail/C1533986.html,0603,Tape & Reel (TR),1,40Ω@100MHz,±25%,800mΩ,150mA,-55℃~+125℃
C710392,BLM18SN220TH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/c2ce8d9b6a83440f36dd37f39e8c9489.pdf?productCode=C710392,605,0.2143,5,5,https://www.lcsc.com/product-detail/C710392.html,0603,Tape & Reel (TR),1,22Ω@100MHz,±7%,4mΩ,8A,-55℃~+125℃
C24500226,MH2029-300T,BOURNS,https://datasheet.lcsc.com/datasheet/pdf/1382e2d3a397b04f5e7cbe082472a036.pdf?productCode=C24500226,600,0.0351,10,10,https://www.lcsc.com/product-detail/C24500226.html,0805,Tape & Reel (TR),-,30Ω@100MHz,±25%,4mΩ,8.5A,-55℃~+125℃
