LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Number of Lines,Impedance @ Frequency,Tolerance,DC Resistance(DCR),Current Rating,Operating Temperature
C88972,BLM18AG471SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/2d503a4b167da9bb5d0eb4a3fa711314.pdf?productCode=C88972,31450,0.0116,50,50,https://www.lcsc.com/product-detail/C88972.html,0603,Tape & Reel (TR),1,470Ω@100MHz,±25%,350mΩ,550mA,-55℃~+125℃
C275487,MPZ1608S331ATA00,TDK,https://datasheet.lcsc.com/datasheet/pdf/5525eadde63874e80c8e8f485485d5a6.pdf?productCode=C275487,31330,0.0148,10,10,https://www.lcsc.com/product-detail/C275487.html,0603,Tape & Reel (TR),1,330Ω@100MHz,±25%,80mΩ,1.7A,-55℃~+125℃
C413961,BLM18KG471SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/270bb2c282cc9d193bae20c2f0681aa2.pdf?productCode=C413961,31300,0.0356,20,20,https://www.lcsc.com/product-detail/C413961.html,0603,Tape & Reel (TR),1,470Ω@100MHz,±25%,130mΩ,1.5A,-55℃~+125℃
C337873,BLM15AX121SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/f9ac50304e05b2702008f07ca258ce9a.pdf?productCode=C337873,30400,0.0147,50,50,https://www.lcsc.com/product-detail/C337873.html,0402,Tape & Reel (TR),1,120Ω@100MHz,±25%,130mΩ,700mA,-55℃~+125℃
C237347,BLM15PD800SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/f85b01b3a1a015a5ec4a9f03876e0063.pdf?productCode=C237347,30300,0.0136,50,50,https://www.lcsc.com/product-detail/C237347.html,0402,Tape & Reel (TR),1,80Ω@100MHz,±25%,70mΩ,1.5A,-55℃~+125℃
C87549,MMZ1005S241CT000,TDK,https://datasheet.lcsc.com/datasheet/pdf/5cb64914119eac12dd818df36ace095d.pdf?productCode=C87549,29670,0.0108,10,10,https://www.lcsc.com/product-detail/C87549.html,0402,Tape & Reel (TR),1,240Ω@100MHz,±25%,280mΩ,400mA,-55℃~+125℃
C85821,BLM15EG221SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/ca5e1f283af90d78c8f1196005c56025.pdf?productCode=C85821,29100,0.0353,20,20,https://www.lcsc.com/product-detail/C85821.html,0402,Tape & Reel (TR),1,220Ω@100MHz,±25%,280mΩ,700mA,-55℃~+125℃
C85818,BLM15BB221SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/f85b01b3a1a015a5ec4a9f03876e0063.pdf?productCode=C85818,29050,0.0109,50,50,https://www.lcsc.com/product-detail/C85818.html,0402,Tape & Reel (TR),1,220Ω@100MHz,±25%,800mΩ,200mA,-55℃~+125℃
C89445,MMZ1608R102ATA00,TDK,https://datasheet.lcsc.com/datasheet/pdf/87432f053e79e0383615d7ea0c5b69df.pdf?productCode=C89445,28950,0.0129,50,50,https://www.lcsc.com/product-detail/C89445.html,0603,Tape & Reel (TR),1,1kΩ@100MHz,±25%,500mΩ,400mA,-55℃~+125℃
C337874,BLM15BD121SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/f9ac50304e05b2702008f07ca258ce9a.pdf?productCode=C337874,28450,0.0181,50,50,https://www.lcsc.com/product-detail/C337874.html,0402,Tape & Reel (TR),1,120Ω@100MHz,±25%,300mΩ,300mA,-55℃~+125℃
C337877,BLM18AG102SH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/c609d621185b842fec0ffe292e1e4f4e.pdf?productCode=C337877,28340,0.0300,20,20,https://www.lcsc.com/product-detail/C337877.html,0603,Tape & Reel (TR),1,1kΩ@100MHz,±25%,500mΩ,450mA,-55℃~+125℃
