LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Frequency,Frequency Stability,Normal temperature Frequency Tolerance,Output Type,Voltage - Supply,Current - Supply,Operating Temperature,Load Capacitance,Equivalent Series Resistance(ESR)
C127893,XRCGB25M000F3M00R0,muRata,https://datasheet.lcsc.com/datasheet/pdf/21fde927ecc243a88213e4f624c2409b.pdf?productCode=C127893,5490,0.2852,5,5,https://www.lcsc.com/product-detail/C127893.html,SMD2016-4P,Tape & Reel (TR),25MHz,±40ppm,±30ppm,,,,-30℃~+85℃,6pF,150Ω
C7322371,NX2016SA-16MHZ-EXS00A-CS07826,NDK,https://datasheet.lcsc.com/datasheet/pdf/31bfe3817b3eae7289eca8f9a728cda4.pdf?productCode=C7322371,5457,0.4442,1,1,https://www.lcsc.com/product-detail/C7322371.html,SMD2016-4P,Tape & Reel (TR),16MHz,-,,,,,-40℃~+125℃,8pF,200Ω
C37635399,XOS20032000LT00351005,TOGNJING,https://datasheet.lcsc.com/datasheet/pdf/520e0007995304d68afc02d6c8d28772.pdf?productCode=C37635399,5437,0.5541,1,1,https://www.lcsc.com/product-detail/C37635399.html,SMD2016-4P,Tape & Reel (TR),32MHz,±20ppm,±10ppm,CMOS,1.62V~3.63V,5mA,-40℃~+85℃,,
C49363531,Y201648MCBCX,JLYE,https://datasheet.lcsc.com/datasheet/pdf/ccab7e5e46f3aac1fc04504f1adc1b60.pdf?productCode=C49363531,5425,0.0611,5,5,https://www.lcsc.com/product-detail/C49363531.html,SMD2016-4P,Tape & Reel (TR),48MHz,±20ppm,±10ppm,,,,-40℃~+85℃,8pF,
C2831374,OT20164MJBA4SL,YXC Crystal Oscillators,https://datasheet.lcsc.com/datasheet/pdf/b336a5b52993e15e0134a8f3d7decec7.pdf?productCode=C2831374,5398,0.6897,1,1,https://www.lcsc.com/product-detail/C2831374.html,SMD2016-4P,Tape & Reel (TR),4MHz,±20ppm,±10ppm,CMOS,1.8V~3.3V,,-40℃~+85℃,,
C19723437,1X026000EP,huaxindianzi,https://datasheet.lcsc.com/datasheet/pdf/6fa46f73d75fc2b80d7eed19b7dc1a14.pdf?productCode=C19723437,5370,0.0608,5,5,https://www.lcsc.com/product-detail/C19723437.html,SMD2016-4P,Tape & Reel (TR),26MHz,±30ppm,±10ppm,,,,-40℃~+85℃,6pF,60Ω
C22381767,XL7EL89CMI-111YLC-25M,YXC Crystal Oscillators,https://datasheet.lcsc.com/datasheet/pdf/03f32cc3dfdcdfc9fffa8449db791193.pdf?productCode=C22381767,5340,0.0754,10,10,https://www.lcsc.com/product-detail/C22381767.html,SMD2016-4P,Tape & Reel (TR),25MHz,±20ppm,±10ppm,,,,-40℃~+85℃,10pF,100Ω
C37635322,XTM20016000FT00351005,TOGNJING,https://datasheet.lcsc.com/datasheet/pdf/fb9cdf0764a7fd64af68f813a9470953.pdf?productCode=C37635322,5325,0.0506,5,5,https://www.lcsc.com/product-detail/C37635322.html,SMD2016-4P,Tape & Reel (TR),16MHz,±20ppm,±10ppm,,,,-40℃~+85℃,9pF,80Ω
C42420959,2.D.1.240001218,MDH,https://datasheet.lcsc.com/datasheet/pdf/95dbc173fe4d6372ff99cdcd8744fd1d.pdf?productCode=C42420959,5300,0.0689,10,10,https://www.lcsc.com/product-detail/C42420959.html,SMD2016-4P,Tape & Reel (TR),24MHz,-,-,,,,-40℃~+85℃,12pF,40Ω
C7528807,XKXEL89CJI-SUAYLC-32.768K,YXC Crystal Oscillators,https://datasheet.lcsc.com/datasheet/pdf/816678a814b266af727e313205c8e9b5.pdf?productCode=C7528807,5300,0.2260,5,5,https://www.lcsc.com/product-detail/C7528807.html,SMD3215-2P,Tape & Reel (TR),32.768kHz,±30ppm,±20ppm,,,,-40℃~+85℃,7pF,80kΩ
C42420967,2.D.1.400000920,MDH,https://datasheet.lcsc.com/datasheet/pdf/5177a16240590cbf97b3f6220d35f990.pdf?productCode=C42420967,5290,0.0704,10,10,https://www.lcsc.com/product-detail/C42420967.html,SMD2016-4P,Tape & Reel (TR),40MHz,-,-,,,,-40℃~+105℃,9pF,40Ω
C7206306,R940000096,TROQ,https://datasheet.lcsc.com/datasheet/pdf/937b4d80e7888fb2e60b81170d74df0f.pdf?productCode=C7206306,5290,0.1257,5,5,https://www.lcsc.com/product-detail/C7206306.html,SMD2016-4P,Tape & Reel (TR),40MHz,±10ppm,±10ppm,,,,-20℃~+70℃,12pF,80Ω
C42464261,XTM20032000FT00351001,TOGNJING,https://datasheet.lcsc.com/datasheet/pdf/fb9cdf0764a7fd64af68f813a9470953.pdf?productCode=C42464261,5210,0.0847,5,5,https://www.lcsc.com/product-detail/C42464261.html,SMD2016-4P,Tape & Reel (TR),32MHz,±10ppm,±10ppm,,,,-20℃~+70℃,9pF,40Ω
C42420960,2.D.1.250001203,MDH,https://datasheet.lcsc.com/datasheet/pdf/ab52493d3678ababd5e33840572dedde.pdf?productCode=C42420960,5130,0.0691,10,10,https://www.lcsc.com/product-detail/C42420960.html,SMD2016-4P,Tape & Reel (TR),25MHz,-,-,,,,-40℃~+85℃,12pF,60Ω
C669079,OT201620MJBA4SL,YXC Crystal Oscillators,https://datasheet.lcsc.com/datasheet/pdf/b336a5b52993e15e0134a8f3d7decec7.pdf?productCode=C669079,5125,0.7142,1,1,https://www.lcsc.com/product-detail/C669079.html,SMD2016-4P,Tape & Reel (TR),20MHz,±20ppm,±10ppm,CMOS,1.8V~3.3V,4mA,-40℃~+85℃,,
C93232,DST310S 32.768KHz,KDS,https://datasheet.lcsc.com/datasheet/pdf/aa230d1abf1849b08a31f278ee9cd34e.pdf?productCode=C93232,5095,0.3328,5,5,https://www.lcsc.com/product-detail/C93232.html,SMD3215-2P,Tape & Reel (TR),32.768kHz,,,,,,-,12.5pF,80kΩ
C97605,SC-32S32.768kHz20PPM9pF,Seiko,https://datasheet.lcsc.com/datasheet/pdf/01dfa0f4259dba8a3f226f0ebcc7a103.pdf?productCode=C97605,5080,0.1935,5,5,https://www.lcsc.com/product-detail/C97605.html,SMD3215-2P,Tape & Reel (TR),32.768kHz,,±20ppm,,,,-40℃~+85℃,9pF,
C19173063,R924000302,TROQ,https://datasheet.lcsc.com/datasheet/pdf/8492329f7b4b2bf2ef0a39d3922dba4c.pdf?productCode=C19173063,5000,0.0746,10,10,https://www.lcsc.com/product-detail/C19173063.html,SMD2016-4P,Tape & Reel (TR),24MHz,±10ppm,±10ppm,,,,-40℃~+85℃,8.5pF,
C21636180,OV-0100-C7-100.000KHZ-20PPM-TA-QC,Micro Crystal,https://www.microcrystal.com/fileadmin/Media/Products/kHzOSC/Datasheet/OV-0100-C7.pdf,4939,3.0694,1,1,https://www.lcsc.com/product-detail/C21636180.html,SMD3215-4P,Tape & Reel (TR),100kHz,±20ppm,±20ppm,,3V,850nA,-40℃~+85℃,,
C5366532,CM7V-T1A-32.768KHZ-12.5PF-20PPM-TA-QC,Micro Crystal,https://www.microcrystal.com/fileadmin/Media/Products/32kHz/Datasheet/CM7V-T1A.pdf,4912,0.6027,1,1,https://www.lcsc.com/product-detail/C5366532.html,SMD3215-2P,Tape & Reel (TR),32.768kHz,-,±20ppm,,,,-40℃~+85℃,12.5pF,70kΩ
C156244,NX3215SA-32.768K-STD-MUA-14,NDK,https://datasheet.lcsc.com/datasheet/pdf/8399211df9fc40c6a183dbb973dc6e92.pdf?productCode=C156244,4900,0.3692,5,5,https://www.lcsc.com/product-detail/C156244.html,SMD3215-2P,Tape & Reel (TR),32.768kHz,-,±20ppm,,,,-40℃~+85℃,6pF,70kΩ
