LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Frequency,Frequency Stability,Normal temperature Frequency Tolerance,Output Type,Voltage - Supply,Current - Supply,Operating Temperature,Load Capacitance,Equivalent Series Resistance(ESR)
C7434948,OT7EL89CJI-111YLC-38.4M,YXC Crystal Oscillators,https://datasheet.lcsc.com/datasheet/pdf/b336a5b52993e15e0134a8f3d7decec7.pdf?productCode=C7434948,7642,0.5949,1,1,https://www.lcsc.com/product-detail/C7434948.html,SMD2016-4P,Tape & Reel (TR),38.4MHz,±20ppm,±10ppm,CMOS,1.8V~3.3V,,-40℃~+85℃,,
C7294683,CN4026M00008001,huaxindianzi,https://datasheet.lcsc.com/datasheet/pdf/b41b9635c65dfd1a70945e83754651b5.pdf?productCode=C7294683,7630,0.0879,5,5,https://www.lcsc.com/product-detail/C7294683.html,SMD2016-4P,Tape & Reel (TR),26MHz,±30ppm,±10ppm,,,,-40℃~+85℃,8pF,60Ω
C648950,7D027000I01,HD,https://datasheet.lcsc.com/datasheet/pdf/e79c697d2ff184f06b9bca8acfb59000.pdf?productCode=C648950,7585,0.0945,5,5,https://www.lcsc.com/product-detail/C648950.html,SMD2016-4P,Tape & Reel (TR),27MHz,±20ppm,±10ppm,,,,-,10pF,
C528987,NX3215SA 32.768KHZ EXS00A-MU00525,NDK,https://datasheet.lcsc.com/datasheet/pdf/524bac56b55e65eca5bbcc5105004c56.pdf?productCode=C528987,7575,0.3422,5,5,https://www.lcsc.com/product-detail/C528987.html,SMD3215-2P,Tape & Reel (TR),32.768kHz,,,,,,-40℃~+85℃,6pF,70kΩ
C3008209,NX2016SA-27.12MHZ-EXS00A-CS06346,NDK,https://datasheet.lcsc.com/datasheet/pdf/6ee4d0e066a2f68ae236900dd462f852.pdf?productCode=C3008209,7565,0.3815,5,5,https://www.lcsc.com/product-detail/C3008209.html,SMD2016-4P,Tape & Reel (TR),27.12MHz,,,,,,-40℃~+125℃,10pF,60Ω
C37635338,XTM20040000JT00351005,TOGNJING,https://datasheet.lcsc.com/datasheet/pdf/fb9cdf0764a7fd64af68f813a9470953.pdf?productCode=C37635338,7485,0.0642,5,5,https://www.lcsc.com/product-detail/C37635338.html,SMD2016-4P,Tape & Reel (TR),40MHz,±20ppm,±10ppm,,,,-40℃~+85℃,12pF,40Ω
C1986927,Q22FA12800043,EPSON,https://datasheet.lcsc.com/datasheet/pdf/bfdb950e55b5919c364f5ec82f534fb5.pdf?productCode=C1986927,7415,0.2570,5,5,https://www.lcsc.com/product-detail/C1986927.html,SMD2016-4P,Tape & Reel (TR),32MHz,±20ppm,±10ppm,,,,-40℃~+85℃,8pF,60Ω
C7294681,CN4026M00006001,huaxindianzi,https://datasheet.lcsc.com/datasheet/pdf/9c6def1e24aa34fd98b042d17d01627d.pdf?productCode=C7294681,7205,0.0856,5,5,https://www.lcsc.com/product-detail/C7294681.html,SMD2016-4P,Tape & Reel (TR),26MHz,±30ppm,±10ppm,,,,-40℃~+85℃,6pF,60Ω
C127895,XRCGB24M000F3M00R0,muRata,https://datasheet.lcsc.com/datasheet/pdf/cdc8b054629948bebc9718258dda055b.pdf?productCode=C127895,7155,0.1991,5,5,https://www.lcsc.com/product-detail/C127895.html,SMD2016-4P,Tape & Reel (TR),24MHz,±40ppm,±30ppm,,,,-30℃~+85℃,6pF,150Ω
C255890,Q22FA12800149,EPSON,https://datasheet.lcsc.com/datasheet/pdf/072a7f7b720682eba8fb78c985213f61.pdf?productCode=C255890,7150,0.2724,5,5,https://www.lcsc.com/product-detail/C255890.html,SMD2016-4P,Tape & Reel (TR),27MHz,,±10ppm,,,,-40℃~+85℃,8pF,60Ω
C252274,7F25000E20UCG,SJK,https://datasheet.lcsc.com/datasheet/pdf/f710dfe7f1c6c48f7209ce543dc41a70.pdf?productCode=C252274,7145,0.1890,5,5,https://www.lcsc.com/product-detail/C252274.html,SMD2016-4P,Tape & Reel (TR),25MHz,±30ppm,±10ppm,,,,-40℃~+85℃,20pF,
C48616921,0121M4-52.000F10HPNNL,HCI,https://datasheet.lcsc.com/datasheet/pdf/0012c6129e44b65afbc4e1c450bffe57.pdf?productCode=C48616921,7140,0.1252,5,5,https://www.lcsc.com/product-detail/C48616921.html,SMD2016-4P,Tape & Reel (TR),52MHz,±10ppm,±10ppm,,,,-20℃~+70℃,10pF,60Ω
C17702128,F3K232768HWRBD,JYJE,https://datasheet.lcsc.com/datasheet/pdf/e9e213dcb6d9251dd7c66f6f243ccd32.pdf?productCode=C17702128,7120,0.1916,5,5,https://www.lcsc.com/product-detail/C17702128.html,SMD3215-2P,Tape & Reel (TR),32.768kHz,,±20ppm,,,,-40℃~+85℃,9pF,75kΩ
C5155056,TZ1510A,TST,https://datasheet.lcsc.com/datasheet/pdf/879d9d43ee4e56e8cce62935217d1521.pdf?productCode=C5155056,7074,0.5696,1,1,https://www.lcsc.com/product-detail/C5155056.html,SMD3215-2P,Tape & Reel (TR),32.768kHz,±20ppm,±20ppm,,,,-40℃~+85℃,9pF,80kΩ
C48927873,8HSC327C0309L,CHANGXING ELECTRONICS,https://datasheet.lcsc.com/datasheet/pdf/d936f07576681ebb8a8e9e74d327a837.pdf?productCode=C48927873,6845,0.1701,5,5,https://www.lcsc.com/product-detail/C48927873.html,SMD3215-2P,Tape & Reel (TR),32.768kHz,-,±20ppm,,,,-40℃~+85℃,9pF,-
C50658158,XL7EL89CLI-111YLC-32M,YXC Crystal Oscillators,https://datasheet.lcsc.com/datasheet/pdf/03f32cc3dfdcdfc9fffa8449db791193.pdf?productCode=C50658158,6820,0.0827,5,5,https://www.lcsc.com/product-detail/C50658158.html,SMD2016-4P,Tape & Reel (TR),32MHz,±20ppm,±10ppm,,,,-40℃~+85℃,9pF,80Ω
C725986,OT201624MJBA4SL,YXC Crystal Oscillators,https://datasheet.lcsc.com/datasheet/pdf/b336a5b52993e15e0134a8f3d7decec7.pdf?productCode=C725986,6665,0.7600,1,1,https://www.lcsc.com/product-detail/C725986.html,SMD2016-4P,Tape & Reel (TR),24MHz,±20ppm,±10ppm,CMOS,1.8V~3.3V,,-40℃~+85℃,,
C37635397,XOS20026000LT00351005,TOGNJING,https://datasheet.lcsc.com/datasheet/pdf/520e0007995304d68afc02d6c8d28772.pdf?productCode=C37635397,6660,0.2920,1,1,https://www.lcsc.com/product-detail/C37635397.html,SMD2016-4P,Tape & Reel (TR),26MHz,±20ppm,±10ppm,CMOS,1.62V~3.63V,5mA,-40℃~+85℃,,
C2842180,FC31M2-32.768-NTLLLDT,HCI,https://datasheet.lcsc.com/datasheet/pdf/41c9d4b73ec774d5e861f34b007ace22.pdf?productCode=C2842180,6545,0.2135,5,5,https://www.lcsc.com/product-detail/C2842180.html,SMD3215-2P,Tape & Reel (TR),32.768kHz,±20ppm,±20ppm,,,,-40℃~+85℃,12.5pF,50kΩ
C337647,TZ1897B,TST,https://datasheet.lcsc.com/datasheet/pdf/b15e82e17977eca064ccd5ca7ecf3650.pdf?productCode=C337647,6505,0.1786,5,5,https://www.lcsc.com/product-detail/C337647.html,SMD2016-4P,Tape & Reel (TR),27.12MHz,±30ppm,±10ppm,,,,-40℃~+85℃,10pF,60Ω
C37635332,XTM20032000DT00351005,TOGNJING,https://datasheet.lcsc.com/datasheet/pdf/fb9cdf0764a7fd64af68f813a9470953.pdf?productCode=C37635332,6420,0.0843,5,5,https://www.lcsc.com/product-detail/C37635332.html,SMD2016-4P,Tape & Reel (TR),32MHz,±20ppm,±10ppm,,,,-40℃~+85℃,8pF,40Ω
C2848222,FC31M2-32.768-N09LLDT,HCI,https://datasheet.lcsc.com/datasheet/pdf/41c9d4b73ec774d5e861f34b007ace22.pdf?productCode=C2848222,6345,0.2317,5,5,https://www.lcsc.com/product-detail/C2848222.html,SMD3215-2P,Tape & Reel (TR),32.768kHz,±20ppm,±20ppm,,,,-40℃~+85℃,9pF,50kΩ
C2682780,X201616MKB4SI,YXC Crystal Oscillators,https://datasheet.lcsc.com/datasheet/pdf/03f32cc3dfdcdfc9fffa8449db791193.pdf?productCode=C2682780,6330,0.1013,5,5,https://www.lcsc.com/product-detail/C2682780.html,SMD2016-4P,Tape & Reel (TR),16MHz,±20ppm,±10ppm,,,,-40℃~+85℃,8pF,100Ω
C42420966,2.D.1.400001218,MDH,https://datasheet.lcsc.com/datasheet/pdf/3404fbba5e0917bec14d5625613169d7.pdf?productCode=C42420966,6320,0.0515,10,10,https://www.lcsc.com/product-detail/C42420966.html,SMD2016-4P,Tape & Reel (TR),40MHz,-,-,,,,-40℃~+85℃,12pF,30Ω
C390740,SMD31327681252090,JGHC,https://datasheet.lcsc.com/datasheet/pdf/4703103fd6679257c4474fd788c8c769.pdf?productCode=C390740,6315,0.2265,5,5,https://www.lcsc.com/product-detail/C390740.html,SMD3215-2P,Tape & Reel (TR),32.768kHz,,±20ppm,,,,-40℃~+85℃,12.5pF,90kΩ
C7301963,SX1B40.000F1010F30,SCTF,https://datasheet.lcsc.com/datasheet/pdf/13229e0c60531151aa04379404d8b21a.pdf?productCode=C7301963,6310,0.0587,5,5,https://www.lcsc.com/product-detail/C7301963.html,SMD2016-4P,Tape & Reel (TR),40MHz,±30ppm,±10ppm,,,,-40℃~+85℃,10pF,60Ω
C276424,ABS07-32.768KHZ-7-T,ABRACON,https://datasheet.lcsc.com/datasheet/pdf/c9586a2d2c4cd5a5d88cd317e9f784f1.pdf?productCode=C276424,6292,0.6112,1,1,https://www.lcsc.com/product-detail/C276424.html,SMD3215-2P,Tape & Reel (TR),32.768kHz,-,±20ppm,,,,-40℃~+85℃,7pF,70kΩ
C18221409,TZ2205E,TST,https://datasheet.lcsc.com/datasheet/pdf/747486d96951623d9402c31a31c5ec11.pdf?productCode=C18221409,6285,0.2623,5,5,https://www.lcsc.com/product-detail/C18221409.html,SMD2016-4P,Tape & Reel (TR),38.4MHz,±30ppm,±10ppm,,,,-40℃~+125℃,10pF,40Ω
C252273,7F24000E12UCG,SJK,https://datasheet.lcsc.com/datasheet/pdf/3acc4faf531ba96b61d41c1b979e27c0.pdf?productCode=C252273,6215,0.1833,5,5,https://www.lcsc.com/product-detail/C252273.html,SMD2016-4P,Tape & Reel (TR),24MHz,±30ppm,±10ppm,,,,-40℃~+85℃,12pF,
C5280583,OT7EL89CJI-111YLC-24M,YXC Crystal Oscillators,https://datasheet.lcsc.com/datasheet/pdf/b336a5b52993e15e0134a8f3d7decec7.pdf?productCode=C5280583,6212,0.6424,1,1,https://www.lcsc.com/product-detail/C5280583.html,SMD2016-4P,Tape & Reel (TR),24MHz,±20ppm,±10ppm,CMOS,1.8V~3.3V,,-40℃~+85℃,,
C37635329,XTM20026000FT00351001,TOGNJING,https://datasheet.lcsc.com/datasheet/pdf/fb9cdf0764a7fd64af68f813a9470953.pdf?productCode=C37635329,6180,0.0476,10,10,https://www.lcsc.com/product-detail/C37635329.html,SMD2016-4P,Tape & Reel (TR),26MHz,±10ppm,±10ppm,,,,-20℃~+70℃,9pF,60Ω
C3013592,XC21M4-16.000-F10NLDTL,HCI,https://datasheet.lcsc.com/datasheet/pdf/7b490713dbcf39cf6333186d26586025.pdf?productCode=C3013592,6175,0.0950,5,5,https://www.lcsc.com/product-detail/C3013592.html,SMD2016-4P,Tape & Reel (TR),16MHz,±20ppm,±10ppm,,,,-40℃~+85℃,10pF,125Ω
C41369869,SX1B32.000F1010F30,SCTF,https://datasheet.lcsc.com/datasheet/pdf/13229e0c60531151aa04379404d8b21a.pdf?productCode=C41369869,6165,0.0610,5,5,https://www.lcsc.com/product-detail/C41369869.html,SMD2016-4P,Tape & Reel (TR),32MHz,±30ppm,±10ppm,,,,-40℃~+85℃,10pF,60Ω
C1985928,XRCGB32M000F2P01R0,muRata,https://datasheet.lcsc.com/datasheet/pdf/fead90f3f4215b00497f695c5e177adf.pdf?productCode=C1985928,6135,0.3641,5,5,https://www.lcsc.com/product-detail/C1985928.html,SMD2016-4P,Tape & Reel (TR),32MHz,±20ppm,±20ppm,,,,-30℃~+85℃,8pF,100Ω
C7420707,SX20Y032000BA1T001,TKD,,6120,0.0740,10,10,https://www.lcsc.com/product-detail/C7420707.html,SMD2016-4P,Tape & Reel (TR),32MHz,,±10ppm,,,,,10pF,50Ω
C37635324,XTM20024000JT00351005,TOGNJING,https://datasheet.lcsc.com/datasheet/pdf/fb9cdf0764a7fd64af68f813a9470953.pdf?productCode=C37635324,6105,0.0568,5,5,https://www.lcsc.com/product-detail/C37635324.html,SMD2016-4P,Tape & Reel (TR),24MHz,±20ppm,±10ppm,,,,-40℃~+85℃,12pF,60Ω
C55374944,XL7EL89COI-111YLC-40M,YXC Crystal Oscillators,https://datasheet.lcsc.com/datasheet/pdf/6191bd3e5330815647bbaa3c0c3f29ca.pdf?productCode=C55374944,6000,0.0807,5,5,https://www.lcsc.com/product-detail/C55374944.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C55374943,XL7EL89CPI-111YLC-40M,YXC Crystal Oscillators,https://datasheet.lcsc.com/datasheet/pdf/6191bd3e5330815647bbaa3c0c3f29ca.pdf?productCode=C55374943,6000,0.0807,5,5,https://www.lcsc.com/product-detail/C55374943.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C55155758,SEAM SMD2016 26MHZ 09PF ±10PPM ROHS,CIJIN,https://datasheet.lcsc.com/datasheet/pdf/649c0cd7fadcb41df890cf5e34ee7446.pdf?productCode=C55155758,6000,0.0744,10,10,https://www.lcsc.com/product-detail/C55155758.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C7301932,SX1B16.000F0810F30,SCTF,https://datasheet.lcsc.com/datasheet/pdf/13229e0c60531151aa04379404d8b21a.pdf?productCode=C7301932,6000,0.0879,5,5,https://www.lcsc.com/product-detail/C7301932.html,SMD2016-4P,Tape & Reel (TR),16MHz,±30ppm,±10ppm,,,,-40℃~+85℃,8pF,200Ω
C49329890,XTM20038400FT00351001,TOGNJING,https://datasheet.lcsc.com/datasheet/pdf/fb9cdf0764a7fd64af68f813a9470953.pdf?productCode=C49329890,5995,0.0889,5,5,https://www.lcsc.com/product-detail/C49329890.html,SMD2016-4P,Tape & Reel (TR),38.4MHz,±10ppm,±10ppm,,,,-20℃~+70℃,9pF,40Ω
C55155757,SEAM SMD2016 24MHZ 12PF ±10PPM ROHS,CIJIN,https://datasheet.lcsc.com/datasheet/pdf/ec56d468b18ce87b9d7d941d0a93cfdd.pdf?productCode=C55155757,5990,0.0744,10,10,https://www.lcsc.com/product-detail/C55155757.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C5360883,TZ3541C,TST,https://datasheet.lcsc.com/datasheet/pdf/867eb48aa52831d54b9b67f48eaa5f27.pdf?productCode=C5360883,5990,0.3059,5,5,https://www.lcsc.com/product-detail/C5360883.html,SMD2016-4P,Tape & Reel (TR),39MHz,±30ppm,±8ppm,,,,-40℃~+125℃,10pF,35Ω
C527602,XRCGB32M000F2P00R0,muRata,https://datasheet.lcsc.com/datasheet/pdf/870a4abe48ee5e86698b84ac58be00ce.pdf?productCode=C527602,5990,0.1769,5,5,https://www.lcsc.com/product-detail/C527602.html,SMD2016-4P,Tape & Reel (TR),32MHz,±20ppm,±20ppm,,,,-30℃~+85℃,6pF,100Ω
C55155756,SEAM SMD2016 24MHZ 09PF ±10PPM ROHS,CIJIN,https://datasheet.lcsc.com/datasheet/pdf/02c4c09594ce6eba03f3a6715f23a28f.pdf?productCode=C55155756,5980,0.0744,10,10,https://www.lcsc.com/product-detail/C55155756.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C54334071,2.D.1.400001002,MDH,https://datasheet.lcsc.com/datasheet/pdf/6185c601c887481af6140cb9d9b3b906.pdf?productCode=C54334071,5980,0.0527,10,10,https://www.lcsc.com/product-detail/C54334071.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C7275074,HY40MSMD2016DA1R30,Huiyuan crystal,https://datasheet.lcsc.com/datasheet/pdf/9de0aa28b7de987c4da5ebeb50f85e68.pdf?productCode=C7275074,5980,0.1459,5,5,https://www.lcsc.com/product-detail/C7275074.html,SMD2016-4P,Tape & Reel (TR),40MHz,±10ppm,,,,,,9pF,35Ω
C42464262,XTM20040000LT00351001,TOGNJING,https://datasheet.lcsc.com/datasheet/pdf/fb9cdf0764a7fd64af68f813a9470953.pdf?productCode=C42464262,5975,0.0819,5,5,https://www.lcsc.com/product-detail/C42464262.html,SMD2016-4P,Tape & Reel (TR),40MHz,±10ppm,±10ppm,,,,-20℃~+70℃,15pF,40Ω
C20623610,SX20Y040000B81T008,TKD,https://datasheet.lcsc.com/datasheet/pdf/1c5816874103b89b07201965b8bbd51c.pdf?productCode=C20623610,5920,0.0693,10,10,https://www.lcsc.com/product-detail/C20623610.html,SMD2016-4P,Tape & Reel (TR),40MHz,,±10ppm,,,,-40℃~+85℃,8pF,40Ω
C46613778,3DSC160G0009L,CHANGXING ELECTRONICS,https://datasheet.lcsc.com/datasheet/pdf/26ef6c0a1147a065cd0a6653ec75c435.pdf?productCode=C46613778,5880,0.0702,10,10,https://www.lcsc.com/product-detail/C46613778.html,SMD2016-4P,Tape & Reel (TR),16MHz,±30ppm,±10ppm,,,,-40℃~+85℃,9pF,-
C388793,TAXM24M4ZDBCCT2T,Yajingxin,https://datasheet.lcsc.com/datasheet/pdf/dbac87a7bbe8138425a6394cc5e372e1.pdf?productCode=C388793,5850,0.0817,10,10,https://www.lcsc.com/product-detail/C388793.html,SMD2016-4P,Tape & Reel (TR),24MHz,±15ppm,±20ppm,,,,-40℃~+85℃,10pF,80Ω
C49158163,Y201624MEBCX,JLYE,https://datasheet.lcsc.com/datasheet/pdf/8c2c3c37fc83821bf63ec0343f425820.pdf?productCode=C49158163,5830,0.0742,10,10,https://www.lcsc.com/product-detail/C49158163.html,SMD2016-4P,Tape & Reel (TR),24MHz,±20ppm,±10ppm,,,,-40℃~+85℃,10pF,
C20623599,SX20Y025000BI1T008,TKD,https://datasheet.lcsc.com/datasheet/pdf/5d10f5311ad04d25d0873744e239055f.pdf?productCode=C20623599,5800,0.0723,10,10,https://www.lcsc.com/product-detail/C20623599.html,SMD2016-4P,Tape & Reel (TR),25MHz,,±10ppm,,,,-20℃~+70℃,18pF,60Ω
C37635395,XOS20016000LT00351005,TOGNJING,https://datasheet.lcsc.com/datasheet/pdf/520e0007995304d68afc02d6c8d28772.pdf?productCode=C37635395,5779,0.2742,1,1,https://www.lcsc.com/product-detail/C37635395.html,SMD2016-4P,Tape & Reel (TR),16MHz,±20ppm,±10ppm,CMOS,1.62V~3.63V,5mA,-40℃~+85℃,,
C19272774,XL7EL89CMI-111YLC-26M,YXC Crystal Oscillators,https://datasheet.lcsc.com/datasheet/pdf/03f32cc3dfdcdfc9fffa8449db791193.pdf?productCode=C19272774,5765,0.0917,5,5,https://www.lcsc.com/product-detail/C19272774.html,SMD2016-4P,Tape & Reel (TR),26MHz,±20ppm,±10ppm,,,,-40℃~+85℃,10pF,100Ω
C521573,XDMCZLNDDF-0.032768MHZ,TAITIEN Elec,https://datasheet.lcsc.com/datasheet/pdf/eeb109e33e5c5511c51bf96b45524896.pdf?productCode=C521573,5710,0.2630,5,5,https://www.lcsc.com/product-detail/C521573.html,SMD3215-2P,Tape & Reel (TR),32.768kHz,±20ppm,±20ppm,,,,-40℃~+85℃,12.5pF,70kΩ
C27636969,OT7EL89CJI-111YLC-32M,YXC Crystal Oscillators,https://datasheet.lcsc.com/datasheet/pdf/b336a5b52993e15e0134a8f3d7decec7.pdf?productCode=C27636969,5704,0.6228,1,1,https://www.lcsc.com/product-detail/C27636969.html,SMD2016-4P,Tape & Reel (TR),32MHz,±20ppm,±10ppm,CMOS,1.8V~3.3V,,-40℃~+85℃,,
C2692145,SC-32S32.768kHz20PPM6pF,Seiko,https://datasheet.lcsc.com/datasheet/pdf/01dfa0f4259dba8a3f226f0ebcc7a103.pdf?productCode=C2692145,5680,0.2185,5,5,https://www.lcsc.com/product-detail/C2692145.html,SMD3215-2P,Tape & Reel (TR),32.768kHz,,±20ppm,,,,-40℃~+85℃,6pF,70kΩ
C712933,CJK07-327681220B20,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/b418a6322d01de2d31efd8dc70aabb00.pdf?productCode=C712933,5670,0.3485,5,5,https://www.lcsc.com/product-detail/C712933.html,SMD3215-2P,Tape & Reel (TR),32.768kHz,,±20ppm,,,,-40℃~+85℃,12.5pF,70kΩ
C54565437,YE2712MDBCD2X,Yajingxin,https://datasheet.lcsc.com/datasheet/pdf/c1bd00f922a36f300e4db59dd0c2a022.pdf?productCode=C54565437,5650,0.0741,10,10,https://www.lcsc.com/product-detail/C54565437.html,SMD2016-4P,Tape & Reel (TR),27.12MHz,±20ppm,±10ppm,,,,-40℃~+85℃,10pF,60Ω
C7301947,SX1B26.000F1010F30,SCTF,https://datasheet.lcsc.com/datasheet/pdf/13229e0c60531151aa04379404d8b21a.pdf?productCode=C7301947,5645,0.0693,5,5,https://www.lcsc.com/product-detail/C7301947.html,SMD2016-4P,Tape & Reel (TR),26MHz,±30ppm,±10ppm,,,,-40℃~+85℃,10pF,60Ω
C42420962,2.D.1.260000704,MDH,https://datasheet.lcsc.com/datasheet/pdf/ce64157336dc3409ef04909eeabea2f9.pdf?productCode=C42420962,5640,0.0674,10,10,https://www.lcsc.com/product-detail/C42420962.html,SMD2016-4P,Tape & Reel (TR),26MHz,-,-,,,,-40℃~+85℃,7pF,60Ω
C42420961,2.D.1.260000915,MDH,https://datasheet.lcsc.com/datasheet/pdf/4a88bdb5dbc69c4a364ab2f0d45ebbbb.pdf?productCode=C42420961,5620,0.0494,10,10,https://www.lcsc.com/product-detail/C42420961.html,SMD2016-4P,Tape & Reel (TR),26MHz,-,-,,,,-40℃~+85℃,9pF,60Ω
C42464259,XTM20026000DT00351001,TOGNJING,https://datasheet.lcsc.com/datasheet/pdf/fb9cdf0764a7fd64af68f813a9470953.pdf?productCode=C42464259,5605,0.0559,5,5,https://www.lcsc.com/product-detail/C42464259.html,SMD2016-4P,Tape & Reel (TR),26MHz,±10ppm,±10ppm,,,,-20℃~+70℃,8pF,60Ω
C5116077,TNXM32768K2NGDCZT2T,Yajingxin,https://datasheet.lcsc.com/datasheet/pdf/bad5134ae3c2ef4b36a969da62335c75.pdf?productCode=C5116077,5600,0.1854,5,5,https://www.lcsc.com/product-detail/C5116077.html,SMD3215-2P,Tape & Reel (TR),32.768kHz,±30ppm,±20ppm,,,,-40℃~+85℃,12.5pF,70kΩ
C51949859,0121M4-27.000F08DTNL,HCI,https://datasheet.lcsc.com/datasheet/pdf/0012c6129e44b65afbc4e1c450bffe57.pdf?productCode=C51949859,5590,0.0984,5,5,https://www.lcsc.com/product-detail/C51949859.html,SMD2016-4P,Tape & Reel (TR),27MHz,±20ppm,±10ppm,,,,-40℃~+85℃,8pF,100Ω
C37635335,XTM20040000FT00351001,TOGNJING,https://datasheet.lcsc.com/datasheet/pdf/fb9cdf0764a7fd64af68f813a9470953.pdf?productCode=C37635335,5570,0.0993,5,5,https://www.lcsc.com/product-detail/C37635335.html,SMD2016-4P,Tape & Reel (TR),40MHz,±10ppm,±10ppm,,,,-20℃~+70℃,9pF,40Ω
C841202,Q22FA12800519,EPSON,https://datasheet.lcsc.com/datasheet/pdf/8e7bee4743c748e245d24f35a29f0e44.pdf?productCode=C841202,5525,0.2686,5,5,https://www.lcsc.com/product-detail/C841202.html,SMD2016-4P,Tape & Reel (TR),52MHz,,±10ppm,,,,-40℃~+85℃,8pF,60Ω
C7425460,OT7EL89CJI-111YLC-25M,YXC Crystal Oscillators,https://datasheet.lcsc.com/datasheet/pdf/b336a5b52993e15e0134a8f3d7decec7.pdf?productCode=C7425460,5519,0.6567,1,1,https://www.lcsc.com/product-detail/C7425460.html,SMD2016-4P,Tape & Reel (TR),25MHz,±20ppm,±10ppm,CMOS,1.8V~3.3V,,-40℃~+85℃,,
