LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Frequency,Frequency Stability,Normal temperature Frequency Tolerance,Output Type,Voltage - Supply,Current - Supply,Operating Temperature,Load Capacitance,Equivalent Series Resistance(ESR)
C843258,NX2016SA-25MHZ-STD-CZS-2,NDK,https://datasheet.lcsc.com/datasheet/pdf/570d6929e66ea6f87f94e22a265aeb42.pdf?productCode=C843258,2920,0.4364,5,5,https://www.lcsc.com/product-detail/C843258.html,SMD2016-4P,Tape & Reel (TR),25MHz,,±15ppm,,,,-,8pF,
C7206338,RU40000011,TROQ,https://datasheet.lcsc.com/datasheet/pdf/9a93ff66bf89ff74ef9a3d2b59ff3ad4.pdf?productCode=C7206338,2919,0.4675,1,1,https://www.lcsc.com/product-detail/C7206338.html,SMD2016-4P,Tape & Reel (TR),40MHz,,±25ppm,CMOS,1.8V,,-40℃~+85℃,,
C19173077,R938400270,TROQ,https://datasheet.lcsc.com/datasheet/pdf/8492329f7b4b2bf2ef0a39d3922dba4c.pdf?productCode=C19173077,2915,0.0927,5,5,https://www.lcsc.com/product-detail/C19173077.html,SMD2016-4P,Tape & Reel (TR),38.4MHz,±20ppm,±10ppm,,,,-40℃~+85℃,10pF,
C5847934,SX20Y048000BC1T004,TKD,https://datasheet.lcsc.com/datasheet/pdf/8b70558e89c1854664f903abff1a3f34.pdf?productCode=C5847934,2915,0.1182,5,5,https://www.lcsc.com/product-detail/C5847934.html,SMD2016-4P,Tape & Reel (TR),48MHz,±30ppm,±10ppm,,,,,12pF,30Ω
C2681254,TO2124000CWBC,JYJE,https://datasheet.lcsc.com/datasheet/pdf/3c87a915d608bdda04fa84c27a52ffbe.pdf?productCode=C2681254,2914,0.6494,1,1,https://www.lcsc.com/product-detail/C2681254.html,SMD2016-4P,Tape & Reel (TR),24MHz,±20ppm,,CMOS,3.3V,10mA,-40℃~+85℃,,
C20624141,1521H-22.000J18DTSL,HCI,https://datasheet.lcsc.com/datasheet/pdf/c23b1474c8d948a28ddeb53f26007aaf.pdf?productCode=C20624141,2912,0.4663,1,1,https://www.lcsc.com/product-detail/C20624141.html,SMD2016-4P,Tape & Reel (TR),22MHz,±20ppm,±10ppm,HCMOS,1.8V~3.3V,10mA,-40℃~+85℃,,
C54561111,SX20Y024000BI1T007,TKD,https://datasheet.lcsc.com/datasheet/pdf/5a21ef0f964a1161edda129f541cb560.pdf?productCode=C54561111,2910,0.0687,10,10,https://www.lcsc.com/product-detail/C54561111.html,SMD2016-4P,Tape & Reel (TR),24MHz,,±10ppm,,,,,18pF,60Ω
C2757582,E1SB40E000000E,HOSONIC,https://datasheet.lcsc.com/datasheet/pdf/0ce1ee4b23b2968ef25f8eabe325483c.pdf?productCode=C2757582,2910,0.1290,5,5,https://www.lcsc.com/product-detail/C2757582.html,SMD2016-4P,Tape & Reel (TR),40MHz,,±10ppm,,,,-,8pF,50Ω
C2689436,E1SB48E000006E,HOSONIC,https://datasheet.lcsc.com/datasheet/pdf/93b9e805442bfac9bccc98ea96d6b58c.pdf?productCode=C2689436,2910,0.1617,5,5,https://www.lcsc.com/product-detail/C2689436.html,SMD2016-4P,Tape & Reel (TR),48MHz,±10ppm,,,,,-30℃~+85℃,,22Ω
C49329885,XTM20024000QT00351001,TOGNJING,https://datasheet.lcsc.com/datasheet/pdf/fb9cdf0764a7fd64af68f813a9470953.pdf?productCode=C49329885,2905,0.0761,5,5,https://www.lcsc.com/product-detail/C49329885.html,SMD2016-4P,Tape & Reel (TR),24MHz,±10ppm,±10ppm,,,,-20℃~+70℃,20pF,60Ω
C49158171,Y201626MFBCX,JLYE,https://datasheet.lcsc.com/datasheet/pdf/71823406e54085837b84887d17d95d75.pdf?productCode=C49158171,2905,0.0784,5,5,https://www.lcsc.com/product-detail/C49158171.html,SMD2016-4P,Tape & Reel (TR),26MHz,±20ppm,±10ppm,,,,-40℃~+85℃,12pF,
C22357946,8Y32070003,TXC,https://datasheet.lcsc.com/datasheet/pdf/d6ccd7bc33d1418269c1d23eff37b040.pdf?productCode=C22357946,2905,0.1312,5,5,https://www.lcsc.com/product-detail/C22357946.html,SMD2016-4P,Tape & Reel (TR),32MHz,,,,,,-40℃~+105℃,,80Ω
C712906,CJ16-260000410B20,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/79b8f751d331da7bc48fd3123dea50ad.pdf?productCode=C712906,2905,0.1619,5,5,https://www.lcsc.com/product-detail/C712906.html,SMD2016-4P,Tape & Reel (TR),26MHz,±20ppm,±10ppm,,,,-40℃~+85℃,4pF,100Ω
C54565439,YE26MQBCD2X,Yajingxin,https://datasheet.lcsc.com/datasheet/pdf/c1bd00f922a36f300e4db59dd0c2a022.pdf?productCode=C54565439,2900,0.0738,10,10,https://www.lcsc.com/product-detail/C54565439.html,SMD2016-4P,Tape & Reel (TR),26MHz,±20ppm,±10ppm,,,,-40℃~+85℃,7pF,60Ω
C50202088,2.D.1.400001502,MDH,https://datasheet.lcsc.com/datasheet/pdf/7e2a990641f3c5721e20018a23901851.pdf?productCode=C50202088,2900,0.0636,10,10,https://www.lcsc.com/product-detail/C50202088.html,SMD2016-4P,Tape & Reel (TR),40MHz,,±10ppm,,,,,15pF,40Ω
C19173176,RU40000027,TROQ,https://datasheet.lcsc.com/datasheet/pdf/5a39a4a6dde9dc01ba6a9051755c08b6.pdf?productCode=C19173176,2900,0.4836,1,1,https://www.lcsc.com/product-detail/C19173176.html,SMD2016-4P,Tape & Reel (TR),40MHz,,±20ppm,CMOS,1.8V~3.3V,,-40℃~+85℃,,
C49329889,XTM20032000GT00351001,TOGNJING,https://datasheet.lcsc.com/datasheet/pdf/fb9cdf0764a7fd64af68f813a9470953.pdf?productCode=C49329889,2895,0.0760,5,5,https://www.lcsc.com/product-detail/C49329889.html,SMD2016-4P,Tape & Reel (TR),32MHz,±10ppm,±10ppm,,,,-20℃~+70℃,10pF,40Ω
C2687900,E1SB24E00000PE,HOSONIC,https://datasheet.lcsc.com/datasheet/pdf/c3439088bccd1b21d56c058f814bc352.pdf?productCode=C2687900,2895,0.1252,5,5,https://www.lcsc.com/product-detail/C2687900.html,SMD2016-4P,Tape & Reel (TR),24MHz,,±30ppm,,,,-,16pF,100Ω
C52120284,0121M4-16.000F08DTNLL,HCI,https://datasheet.lcsc.com/datasheet/pdf/0012c6129e44b65afbc4e1c450bffe57.pdf?productCode=C52120284,2890,0.0755,10,10,https://www.lcsc.com/product-detail/C52120284.html,SMD2016-4P,Tape & Reel (TR),16MHz,±20ppm,±10ppm,,,,-40℃~+85℃,8pF,125Ω
C7206304,R932000224,TROQ,https://datasheet.lcsc.com/datasheet/pdf/3c1c99c95a39406879095d2a8d26d9ac.pdf?productCode=C7206304,2890,0.0991,5,5,https://www.lcsc.com/product-detail/C7206304.html,SMD2016-4P,Tape & Reel (TR),32MHz,±30ppm,±10ppm,,,,-40℃~+85℃,9pF,40Ω
C254314,X2C048000BA1H-HZ,HELE,https://datasheet.lcsc.com/datasheet/pdf/785b1f6ce4c3b9e767d0f5bd24c1f060.pdf?productCode=C254314,2890,0.2256,5,5,https://www.lcsc.com/product-detail/C254314.html,SMD2016-4P,Tape & Reel (TR),48MHz,±10ppm,±10ppm,,,,-30℃~+85℃,10pF,
C7417394,XRCGB24M000F1SBDR0,muRata,https://datasheet.lcsc.com/datasheet/pdf/4c187bd1aa522634c31eec6dbb139cea.pdf?productCode=C7417394,2885,0.6560,1,1,https://www.lcsc.com/product-detail/C7417394.html,SMD2016-4P,Tape & Reel (TR),24MHz,±20ppm,±10ppm,,,,-40℃~+105℃,12pF,70Ω
C7158512,XRCGE25M000FBA1BR0,muRata,https://datasheet.lcsc.com/datasheet/pdf/5db9cd1f11073009eae762ea04379a4e.pdf?productCode=C7158512,2885,0.3651,5,5,https://www.lcsc.com/product-detail/C7158512.html,SMD2016-4P,Tape & Reel (TR),25MHz,±35ppm,±15ppm,,,,-40℃~+125℃,8pF,100Ω
C648923,7D018432I01,HD,https://datasheet.lcsc.com/datasheet/pdf/a180e0b5e52f82ef22db90d93b2e8206.pdf?productCode=C648923,2885,0.1758,5,5,https://www.lcsc.com/product-detail/C648923.html,SMD2016-4P,Tape & Reel (TR),18.432MHz,±20ppm,±10ppm,,,,-,10pF,
C53222448,SCDYS25X00000YLPM,SOSET,https://datasheet.lcsc.com/datasheet/pdf/271915952071f607080cfb3b431d4e61.pdf?productCode=C53222448,2880,0.0629,10,10,https://www.lcsc.com/product-detail/C53222448.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C19173075,R932000409,TROQ,https://datasheet.lcsc.com/datasheet/pdf/8492329f7b4b2bf2ef0a39d3922dba4c.pdf?productCode=C19173075,2880,0.0802,10,10,https://www.lcsc.com/product-detail/C19173075.html,SMD2016-4P,Tape & Reel (TR),32MHz,±20ppm,±10ppm,,,,-40℃~+85℃,12pF,
C19076872,K2B384001010,KYX,https://datasheet.lcsc.com/datasheet/pdf/30c7a6c6d0f1c5ee00f4950d5202bcd8.pdf?productCode=C19076872,2880,0.1017,5,5,https://www.lcsc.com/product-detail/C19076872.html,SMD2016-4P,Tape & Reel (TR),38.4MHz,,±10ppm,,,,,10pF,40Ω
C53184059,X1E000381A173,EPSON,https://datasheet.lcsc.com/datasheet/pdf/ee705234126e63b4e66ccdbfa520983d.pdf?productCode=C53184059,2875,0.3579,5,5,https://www.lcsc.com/product-detail/C53184059.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C19173081,R948000413,TROQ,https://datasheet.lcsc.com/datasheet/pdf/8492329f7b4b2bf2ef0a39d3922dba4c.pdf?productCode=C19173081,2875,0.1105,5,5,https://www.lcsc.com/product-detail/C19173081.html,SMD2016-4P,Tape & Reel (TR),48MHz,±20ppm,±10ppm,,,,-40℃~+85℃,10pF,
C648934,7D024000I01,HD,https://datasheet.lcsc.com/datasheet/pdf/fcc649701a2ec23bafd564addb087fe8.pdf?productCode=C648934,2875,0.0986,5,5,https://www.lcsc.com/product-detail/C648934.html,SMD2016-4P,Tape & Reel (TR),24MHz,±20ppm,±10ppm,,,,-,10pF,
C19173169,RU10000032,TROQ,https://datasheet.lcsc.com/datasheet/pdf/5a39a4a6dde9dc01ba6a9051755c08b6.pdf?productCode=C19173169,2872,0.4836,1,1,https://www.lcsc.com/product-detail/C19173169.html,SMD2016-4P,Tape & Reel (TR),10MHz,,±20ppm,CMOS,3.3V,,-40℃~+85℃,,
C49274991,9S27100008,YL(Failong Crystal),https://datasheet.lcsc.com/datasheet/pdf/0639a52abc410246b3b1130810b0885d.pdf?productCode=C49274991,2870,0.0745,10,10,https://www.lcsc.com/product-detail/C49274991.html,SMD2016-4P,Tape & Reel (TR),27.12MHz,,±10ppm,,,,-20℃~+70℃,10pF,60Ω
C49158214,Y321532768KDCCX,JLYE,https://datasheet.lcsc.com/datasheet/pdf/649ad1efd0f438c49f24bc629cc261c2.pdf?productCode=C49158214,2870,0.1612,5,5,https://www.lcsc.com/product-detail/C49158214.html,SMD3215-2P,Tape & Reel (TR),32.768kHz,±30ppm,±20ppm,,,,-40℃~+85℃,9pF,
C54110338,XC7EL89CKO-114YLC-16M,YXC Crystal Oscillators,https://datasheet.lcsc.com/datasheet/pdf/6191bd3e5330815647bbaa3c0c3f29ca.pdf?productCode=C54110338,2865,0.1817,5,5,https://www.lcsc.com/product-detail/C54110338.html,SMD2016-4P,Tape & Reel (TR),16MHz,±80ppm,±10ppm,,,,-40℃~+125℃,8pF,90Ω
C50323514,AY24500303,TXC,https://datasheet.lcsc.com/datasheet/pdf/34b4b99ede22df3d4acb80058f473ad8.pdf?productCode=C50323514,2865,0.2504,5,5,https://www.lcsc.com/product-detail/C50323514.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C648943,7D025000R01,HD,https://datasheet.lcsc.com/datasheet/pdf/7db1e82dcfc44a2e5fe12d3df1d785d3.pdf?productCode=C648943,2865,0.0985,5,5,https://www.lcsc.com/product-detail/C648943.html,SMD2016-4P,Tape & Reel (TR),25MHz,±20ppm,±10ppm,,,,-,20pF,
C7294667,CN4016M00009001,huaxindianzi,https://datasheet.lcsc.com/datasheet/pdf/4e47762b1b9dfbc6873172335d06b1a8.pdf?productCode=C7294667,2860,0.0795,5,5,https://www.lcsc.com/product-detail/C7294667.html,SMD2016-4P,Tape & Reel (TR),16MHz,±30ppm,±10ppm,,,,-40℃~+85℃,9pF,60Ω
C7420709,SX20Y038400B81T001,TKD,,2855,0.0978,5,5,https://www.lcsc.com/product-detail/C7420709.html,SMD2016-4P,Tape & Reel (TR),38.4MHz,,±10ppm,,,,,8pF,40Ω
C7301958,SX1B37.400F0810F30,SCTF,https://datasheet.lcsc.com/datasheet/pdf/13229e0c60531151aa04379404d8b21a.pdf?productCode=C7301958,2845,0.0957,5,5,https://www.lcsc.com/product-detail/C7301958.html,SMD2016-4P,Tape & Reel (TR),37.4MHz,±30ppm,±10ppm,,,,-40℃~+85℃,8pF,60Ω
C55080688,X2EFBC-25M,Yajingxin,https://datasheet.lcsc.com/datasheet/pdf/c1bd00f922a36f300e4db59dd0c2a022.pdf?productCode=C55080688,2840,0.0712,10,10,https://www.lcsc.com/product-detail/C55080688.html,SMD2016-4P,Tape & Reel (TR),25MHz,±20ppm,±10ppm,,,,-40℃~+85℃,12pF,60Ω
C54427951,YE24MBBCD2X,Yajingxin,https://datasheet.lcsc.com/datasheet/pdf/c1bd00f922a36f300e4db59dd0c2a022.pdf?productCode=C54427951,2840,0.0721,10,10,https://www.lcsc.com/product-detail/C54427951.html,SMD2016-4P,Tape & Reel (TR),24MHz,±20ppm,±10ppm,,,,-40℃~+85℃,8pF,60Ω
C49158182,Y201640MGBCX,JLYE,https://datasheet.lcsc.com/datasheet/pdf/6ff46ba89eca99d56e08580ffc859b04.pdf?productCode=C49158182,2840,0.0726,10,10,https://www.lcsc.com/product-detail/C49158182.html,SMD2016-4P,Tape & Reel (TR),40MHz,±20ppm,±10ppm,,,,-40℃~+85℃,15pF,
C1986027,XRCGB40M000F4M00R0,muRata,https://datasheet.lcsc.com/datasheet/pdf/1efcbade6e58e1fd7462ccab6a0dc7ba.pdf?productCode=C1986027,2840,0.2278,5,5,https://www.lcsc.com/product-detail/C1986027.html,SMD2016-4P,Tape & Reel (TR),40MHz,±40ppm,±45ppm,,,,-30℃~+85℃,6pF,100Ω
C7294684,CN4026M00009001,huaxindianzi,https://datasheet.lcsc.com/datasheet/pdf/41c95cf1a7518f72c36f2e731364618a.pdf?productCode=C7294684,2830,0.0795,5,5,https://www.lcsc.com/product-detail/C7294684.html,SMD2016-4P,Tape & Reel (TR),26MHz,±30ppm,±10ppm,,,,-40℃~+85℃,9pF,60Ω
C2901741,SX1B38.400F1010F30,SCTF,https://datasheet.lcsc.com/datasheet/pdf/13229e0c60531151aa04379404d8b21a.pdf?productCode=C2901741,2830,0.1227,5,5,https://www.lcsc.com/product-detail/C2901741.html,SMD2016-4P,Tape & Reel (TR),38.4MHz,±30ppm,±10ppm,,,,-40℃~+85℃,10pF,60Ω
C41361561,O87EL89CNI-111YLC-8M,YXC Crystal Oscillators,https://datasheet.lcsc.com/datasheet/pdf/517412f1048a1c60c15f757bf3cb1b0d.pdf?productCode=C41361561,2829,0.5680,1,1,https://www.lcsc.com/product-detail/C41361561.html,SMD2016-4P,Tape & Reel (TR),8MHz,±20ppm,±10ppm,CMOS,1.2V,,-40℃~+85℃,,
C20612996,SX20Y040000BC1T008,TKD,https://datasheet.lcsc.com/datasheet/pdf/4af264d09bbec48327451922af45584d.pdf?productCode=C20612996,2820,0.0714,10,10,https://www.lcsc.com/product-detail/C20612996.html,SMD2016-4P,Tape & Reel (TR),40MHz,,±10ppm,,,,-40℃~+85℃,12pF,
C20612989,SX20Y040000B91T008,TKD,https://datasheet.lcsc.com/datasheet/pdf/4af264d09bbec48327451922af45584d.pdf?productCode=C20612989,2820,0.0727,10,10,https://www.lcsc.com/product-detail/C20612989.html,SMD2016-4P,Tape & Reel (TR),40MHz,,±10ppm,,,,-40℃~+85℃,9pF,
C49158166,Y201625MDBCX,JLYE,https://datasheet.lcsc.com/datasheet/pdf/91efb18bed4c18a28957f17d569dbf15.pdf?productCode=C49158166,2800,0.0714,10,10,https://www.lcsc.com/product-detail/C49158166.html,SMD2016-4P,Tape & Reel (TR),25MHz,±20ppm,±10ppm,,,,-40℃~+85℃,9pF,
C19173083,R948000420,TROQ,https://datasheet.lcsc.com/datasheet/pdf/8492329f7b4b2bf2ef0a39d3922dba4c.pdf?productCode=C19173083,2800,0.0692,10,10,https://www.lcsc.com/product-detail/C19173083.html,SMD2016-4P,Tape & Reel (TR),48MHz,±20ppm,±10ppm,,,,-40℃~+85℃,9pF,
