LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Frequency,Frequency Stability,Normal temperature Frequency Tolerance,Output Type,Voltage - Supply,Current - Supply,Operating Temperature,Load Capacitance,Equivalent Series Resistance(ESR)
C55129536,0121M4-38.400F10DTNLL,HCI,https://datasheet.lcsc.com/datasheet/pdf/4f0d4689ed400d11e37c6eedab83700d.pdf?productCode=C55129536,3000,0.0964,5,5,https://www.lcsc.com/product-detail/C55129536.html,SMD2016-4P,Tape & Reel (TR),38.4MHz,±20ppm,±10ppm,,,,-40℃~+85℃,10pF,80Ω
C55080686,X2EFBC-16M,Yajingxin,https://datasheet.lcsc.com/datasheet/pdf/c1bd00f922a36f300e4db59dd0c2a022.pdf?productCode=C55080686,3000,0.0712,10,10,https://www.lcsc.com/product-detail/C55080686.html,SMD2016-4P,Tape & Reel (TR),16MHz,±20ppm,±10ppm,,,,-40℃~+85℃,12pF,80Ω
C55080684,X2EBBC-16M,Yajingxin,https://datasheet.lcsc.com/datasheet/pdf/c1bd00f922a36f300e4db59dd0c2a022.pdf?productCode=C55080684,3000,0.0712,10,10,https://www.lcsc.com/product-detail/C55080684.html,SMD2016-4P,Tape & Reel (TR),16MHz,±20ppm,±10ppm,,,,-40℃~+85℃,8pF,80Ω
C54930599,NXN24.000AE12F-KAB6-3,NSK,https://datasheet.lcsc.com/datasheet/pdf/bfb81856fdabab5a8fdc9974459c157e.pdf?productCode=C54930599,3000,0.2352,5,5,https://www.lcsc.com/product-detail/C54930599.html,SMD2016-4P,Tape & Reel (TR),24MHz,±30ppm,±20ppm,,,,-40℃~+85℃,12pF,50Ω
C54561131,SX20C016000CC1T001,TKD,https://datasheet.lcsc.com/datasheet/pdf/5a21ef0f964a1161edda129f541cb560.pdf?productCode=C54561131,3000,0.2750,5,5,https://www.lcsc.com/product-detail/C54561131.html,SMD2016-4P,Tape & Reel (TR),16MHz,,±15ppm,,,,-40℃~+125℃,12pF,200Ω
C54561124,SX20Y048000B81T001,TKD,https://datasheet.lcsc.com/datasheet/pdf/5a21ef0f964a1161edda129f541cb560.pdf?productCode=C54561124,3000,0.0989,5,5,https://www.lcsc.com/product-detail/C54561124.html,SMD2016-4P,Tape & Reel (TR),48MHz,,±10ppm,,,,,8pF,
C54334070,2.D.1.400001512,MDH,https://datasheet.lcsc.com/datasheet/pdf/e0de535608d36b1a69e6929a8795f111.pdf?productCode=C54334070,3000,0.0516,5,5,https://www.lcsc.com/product-detail/C54334070.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C54334069,2.D.1.160000902,MDH,https://datasheet.lcsc.com/datasheet/pdf/f40460e7e5d8ab0528fe08e3c9133c08.pdf?productCode=C54334069,3000,0.0516,10,10,https://www.lcsc.com/product-detail/C54334069.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C53222449,SCDYS25X00000YEPM,SOSET,https://datasheet.lcsc.com/datasheet/pdf/271915952071f607080cfb3b431d4e61.pdf?productCode=C53222449,3000,0.0629,10,10,https://www.lcsc.com/product-detail/C53222449.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C53222446,SCDYS24X00000YLPM,SOSET,https://datasheet.lcsc.com/datasheet/pdf/271915952071f607080cfb3b431d4e61.pdf?productCode=C53222446,3000,0.0629,10,10,https://www.lcsc.com/product-detail/C53222446.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C53222445,SCDYS24X00000LJPM,SOSET,https://datasheet.lcsc.com/datasheet/pdf/271915952071f607080cfb3b431d4e61.pdf?productCode=C53222445,3000,0.0629,10,10,https://www.lcsc.com/product-detail/C53222445.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C53132215,SCDYS50X00000LBPM,SOSET,https://datasheet.lcsc.com/datasheet/pdf/271915952071f607080cfb3b431d4e61.pdf?productCode=C53132215,3000,0.0772,5,5,https://www.lcsc.com/product-detail/C53132215.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C53132212,SCDYS40X00000YEPM,SOSET,https://datasheet.lcsc.com/datasheet/pdf/271915952071f607080cfb3b431d4e61.pdf?productCode=C53132212,3000,0.0625,10,10,https://www.lcsc.com/product-detail/C53132212.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C53132211,SCDYS40X00000YLPM,SOSET,https://datasheet.lcsc.com/datasheet/pdf/271915952071f607080cfb3b431d4e61.pdf?productCode=C53132211,3000,0.0625,10,10,https://www.lcsc.com/product-detail/C53132211.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C53132209,SCDYS16X00000LJPM,SOSET,https://datasheet.lcsc.com/datasheet/pdf/271915952071f607080cfb3b431d4e61.pdf?productCode=C53132209,3000,0.0625,10,10,https://www.lcsc.com/product-detail/C53132209.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C53132208,SCDYS16X00000YEPM,SOSET,https://datasheet.lcsc.com/datasheet/pdf/271915952071f607080cfb3b431d4e61.pdf?productCode=C53132208,3000,0.0625,10,10,https://www.lcsc.com/product-detail/C53132208.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C53132207,SCDYS16X00000YLPM,SOSET,https://datasheet.lcsc.com/datasheet/pdf/271915952071f607080cfb3b431d4e61.pdf?productCode=C53132207,3000,0.0625,10,10,https://www.lcsc.com/product-detail/C53132207.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C53132206,SCDYS16X00000YBPM,SOSET,https://datasheet.lcsc.com/datasheet/pdf/271915952071f607080cfb3b431d4e61.pdf?productCode=C53132206,3000,0.0625,10,10,https://www.lcsc.com/product-detail/C53132206.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C53132204,SCDYS32X00000YLPM,SOSET,https://datasheet.lcsc.com/datasheet/pdf/271915952071f607080cfb3b431d4e61.pdf?productCode=C53132204,3000,0.0625,10,10,https://www.lcsc.com/product-detail/C53132204.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C53132201,SCDYS27X00000YEPM,SOSET,https://datasheet.lcsc.com/datasheet/pdf/271915952071f607080cfb3b431d4e61.pdf?productCode=C53132201,3000,0.0625,10,10,https://www.lcsc.com/product-detail/C53132201.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C53132200,SCDYS27X00000YLPM,SOSET,https://datasheet.lcsc.com/datasheet/pdf/271915952071f607080cfb3b431d4e61.pdf?productCode=C53132200,3000,0.0625,10,10,https://www.lcsc.com/product-detail/C53132200.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C53132199,SCDYS27X00000LBPM,SOSET,https://datasheet.lcsc.com/datasheet/pdf/271915952071f607080cfb3b431d4e61.pdf?productCode=C53132199,3000,0.0625,10,10,https://www.lcsc.com/product-detail/C53132199.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C53132197,SCDYS26X00000QWPM,SOSET,https://datasheet.lcsc.com/datasheet/pdf/271915952071f607080cfb3b431d4e61.pdf?productCode=C53132197,3000,0.0625,10,10,https://www.lcsc.com/product-detail/C53132197.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C53132196,SCDYS25X00000YBPM,SOSET,https://datasheet.lcsc.com/datasheet/pdf/271915952071f607080cfb3b431d4e61.pdf?productCode=C53132196,3000,0.0625,10,10,https://www.lcsc.com/product-detail/C53132196.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C19723439,1X026000AP,huaxindianzi,https://datasheet.lcsc.com/datasheet/pdf/795683ee3e057d6b7d2f164ff506d5cd.pdf?productCode=C19723439,3000,0.0815,5,5,https://www.lcsc.com/product-detail/C19723439.html,SMD2016-4P,Tape & Reel (TR),26MHz,±30ppm,±10ppm,,,,-40℃~+85℃,9pF,60Ω
C19188579,D31N-032768-B-AL-04,AKER,https://datasheet.lcsc.com/datasheet/pdf/fed37c7de82928e1be32f48d1122ac77.pdf?productCode=C19188579,3000,0.2195,5,5,https://www.lcsc.com/product-detail/C19188579.html,SMD3215-2P,Tape & Reel (TR),,,,,,,,,
C19173094,RNE32768062,TROQ,https://datasheet.lcsc.com/datasheet/pdf/0276b383add4455edbe7d8ca176662ed.pdf?productCode=C19173094,3000,0.2401,5,5,https://www.lcsc.com/product-detail/C19173094.html,SMD3215-2P,Tape & Reel (TR),32.768kHz,,±20ppm,,,,-40℃~+85℃,6pF,
C19173078,R940000411,TROQ,https://datasheet.lcsc.com/datasheet/pdf/8492329f7b4b2bf2ef0a39d3922dba4c.pdf?productCode=C19173078,3000,0.0755,10,10,https://www.lcsc.com/product-detail/C19173078.html,SMD2016-4P,Tape & Reel (TR),40MHz,±20ppm,±10ppm,,,,-40℃~+85℃,12pF,
C19173065,R925000404,TROQ,https://datasheet.lcsc.com/datasheet/pdf/8492329f7b4b2bf2ef0a39d3922dba4c.pdf?productCode=C19173065,3000,0.0845,5,5,https://www.lcsc.com/product-detail/C19173065.html,SMD2016-4P,Tape & Reel (TR),25MHz,±20ppm,±10ppm,,,,-40℃~+85℃,10pF,
C7434863,D31N-032768-B-AL-02,AKER,https://datasheet.lcsc.com/datasheet/pdf/176bb611dbfa0a1e616d4529b3f32e13.pdf?productCode=C7434863,3000,0.4378,1,1,https://www.lcsc.com/product-detail/C7434863.html,SMD3215-2P,Tape & Reel (TR),,,,,,,,,
C7420710,SX20Y038400B91T001,TKD,,3000,0.0978,5,5,https://www.lcsc.com/product-detail/C7420710.html,SMD2016-4P,Tape & Reel (TR),38.4MHz,,±10ppm,,,,,9pF,40Ω
C5155511,SL201625M10P,Slkor,https://datasheet.lcsc.com/datasheet/pdf/2af02af3523882d9ee39d1ee56fd1032.pdf?productCode=C5155511,3000,0.0983,5,5,https://www.lcsc.com/product-detail/C5155511.html,SMD2016-4P,Tape & Reel (TR),25MHz,,±10ppm,,,,-20℃~+70℃,10pF,60Ω
C3019009,XRCGB32M768F2G10R0,muRata,https://datasheet.lcsc.com/datasheet/pdf/f2d5dbf95c830d75f4c00a392ad79baf.pdf?productCode=C3019009,3000,0.6054,1,1,https://www.lcsc.com/product-detail/C3019009.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,6pF,
C2875242,CJ16-4800011108C30,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/8113b730e5e859ebd28ae86fd2267cb6.pdf?productCode=C2875242,3000,0.1816,5,5,https://www.lcsc.com/product-detail/C2875242.html,SMD2016-4P,Tape & Reel (TR),48MHz,±30ppm,±8ppm,,,,,11.1pF,
C2757589,E1SB50E000000E,HOSONIC,https://datasheet.lcsc.com/datasheet/pdf/08c62b1e6af61703cd59b2e363a0dda9.pdf?productCode=C2757589,3000,0.2337,5,5,https://www.lcsc.com/product-detail/C2757589.html,SMD2016-4P,Tape & Reel (TR),50MHz,,±10ppm,,,,-,7pF,60Ω
C2757575,E1SB16E00000PE,HOSONIC,https://datasheet.lcsc.com/datasheet/pdf/a30b722b48ad3e61b03d2b4be9dda4d8.pdf?productCode=C2757575,3000,0.1392,5,5,https://www.lcsc.com/product-detail/C2757575.html,SMD2016-4P,Tape & Reel (TR),16MHz,,±20ppm,,,,-,16pF,150Ω
C2757572,E1SB27E00000FE,HOSONIC,https://datasheet.lcsc.com/datasheet/pdf/899cec8c19d6b7c530edacf017e94b9f.pdf?productCode=C2757572,3000,0.1202,5,5,https://www.lcsc.com/product-detail/C2757572.html,SMD2016-4P,Tape & Reel (TR),27MHz,,±10ppm,,,,-,10pF,80Ω
C914173,XRCGB26M000FBA00R0,muRata,,3000,0.3002,5,5,https://www.lcsc.com/product-detail/C914173.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C712905,CJ16-260000310B20,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/56e096b04d06b11f927a02e97f226cfb.pdf?productCode=C712905,3000,0.1112,5,5,https://www.lcsc.com/product-detail/C712905.html,SMD2016-4P,Tape & Reel (TR),26MHz,±20ppm,±10ppm,,,,-40℃~+85℃,3.7pF,100Ω
C712898,CJ16-160000910A20,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/0ddd9858eda114e461dc6a1cd47aca00.pdf?productCode=C712898,3000,0.1114,5,5,https://www.lcsc.com/product-detail/C712898.html,SMD2016-4P,Tape & Reel (TR),16MHz,±20ppm,±10ppm,,,,-,9pF,
C5329596,TZ2889A,TST,https://datasheet.lcsc.com/datasheet/pdf/09e6bcc32e1864cfd18f1d20d545e587.pdf?productCode=C5329596,2999,0.3008,1,1,https://www.lcsc.com/product-detail/C5329596.html,SMD2016-4P,Tape & Reel (TR),24.5454MHz,,,,,,-40℃~+85℃,7.5pF,100Ω
C7420785,S201648M8PF10PPM,SOSET,https://datasheet.lcsc.com/datasheet/pdf/9dc1dc793507396e992a4f4c9b34e1d9.pdf?productCode=C7420785,2995,0.1195,5,5,https://www.lcsc.com/product-detail/C7420785.html,SMD2016,Tape & Reel (TR),48MHz,±10ppm,±10ppm,,,,,8pF,60Ω
C5574119,ABM11W-32.0000MHZ-8-D2X-T3,ABRACON,https://datasheet.lcsc.com/datasheet/pdf/859e09f2b5059baf71f1b89444f4cc79.pdf?productCode=C5574119,2995,0.5541,1,1,https://www.lcsc.com/product-detail/C5574119.html,SMD2016-4P,Tape & Reel (TR),32MHz,±20ppm,±20ppm,,,,-40℃~+85℃,8pF,50Ω
C781762,7D022000I01,HD,https://datasheet.lcsc.com/datasheet/pdf/2a7010ee41185105d880cbbe515b5e07.pdf?productCode=C781762,2995,0.1834,5,5,https://www.lcsc.com/product-detail/C781762.html,SMD2016-4P,Tape & Reel (TR),22MHz,±20ppm,±10ppm,,,,-,10pF,
C648945,7D026000B01,HD,https://datasheet.lcsc.com/datasheet/pdf/190e111580089fa0ea15b322c830551e.pdf?productCode=C648945,2995,0.1713,5,5,https://www.lcsc.com/product-detail/C648945.html,SMD2016-4P,Tape & Reel (TR),26MHz,±20ppm,±10ppm,,,,-,6.8pF,
C55080685,X2ECBC-16M,Yajingxin,https://datasheet.lcsc.com/datasheet/pdf/c1bd00f922a36f300e4db59dd0c2a022.pdf?productCode=C55080685,2990,0.0712,10,10,https://www.lcsc.com/product-detail/C55080685.html,SMD2016-4P,Tape & Reel (TR),16MHz,±20ppm,±10ppm,,,,-40℃~+85℃,9pF,80Ω
C54561115,SX20Y027000BC1T002,TKD,https://datasheet.lcsc.com/datasheet/pdf/5a21ef0f964a1161edda129f541cb560.pdf?productCode=C54561115,2990,0.0732,10,10,https://www.lcsc.com/product-detail/C54561115.html,SMD2016-4P,Tape & Reel (TR),27MHz,,±10ppm,,,,-40℃~+85℃,12pF,60Ω
C53132210,SCDYS40X00000LJPM,SOSET,https://datasheet.lcsc.com/datasheet/pdf/271915952071f607080cfb3b431d4e61.pdf?productCode=C53132210,2990,0.0625,10,10,https://www.lcsc.com/product-detail/C53132210.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C53132202,SCDYS27X12000YLPM,SOSET,https://datasheet.lcsc.com/datasheet/pdf/271915952071f607080cfb3b431d4e61.pdf?productCode=C53132202,2990,0.0625,10,10,https://www.lcsc.com/product-detail/C53132202.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C49158169,Y201626MDBCX,JLYE,https://datasheet.lcsc.com/datasheet/pdf/12f6c68d89a076433d891e36fa3c1ae9.pdf?productCode=C49158169,2990,0.0741,10,10,https://www.lcsc.com/product-detail/C49158169.html,SMD2016-4P,Tape & Reel (TR),26MHz,±20ppm,±10ppm,,,,-40℃~+85℃,9pF,
C7430179,SMA-019200-ABY2T0,AKER,https://datasheet.lcsc.com/datasheet/pdf/6b7e9ea04b92edac511923d5a580df48.pdf?productCode=C7430179,2990,0.6161,1,1,https://www.lcsc.com/product-detail/C7430179.html,SMD2016-4P,Tape & Reel (TR),19.2MHz,±50ppm,,CMOS,1.8V,4mA,-20℃~+70℃,,
C648982,7D050000R01,HD,https://datasheet.lcsc.com/datasheet/pdf/2665bb353b1ab269baaa62947efb0a69.pdf?productCode=C648982,2990,0.2200,5,5,https://www.lcsc.com/product-detail/C648982.html,SMD2016-4P,Tape & Reel (TR),50MHz,±20ppm,±10ppm,,,,-,20pF,
C53695799,0121M4-40.000F15DTNLL,HCI,https://datasheet.lcsc.com/datasheet/pdf/0012c6129e44b65afbc4e1c450bffe57.pdf?productCode=C53695799,2985,0.0905,5,5,https://www.lcsc.com/product-detail/C53695799.html,SMD2016-4P,Tape & Reel (TR),40MHz,±20ppm,±10ppm,,,,-40℃~+85℃,15pF,60Ω
C52953343,SCFYS32X76800LJPN,SOSET,https://datasheet.lcsc.com/datasheet/pdf/9f5b3085192b0e4406d049235fc62f28.pdf?productCode=C52953343,2985,0.1541,5,5,https://www.lcsc.com/product-detail/C52953343.html,SMD3215,Tape & Reel (TR),,,,,,,,,
C20623588,SX20Y020000DA1T005,TKD,https://datasheet.lcsc.com/datasheet/pdf/cde7b9c4a869b661937a786e10c35fc3.pdf?productCode=C20623588,2985,0.0786,5,5,https://www.lcsc.com/product-detail/C20623588.html,SMD2016-4P,Tape & Reel (TR),20MHz,,±20ppm,,,,-40℃~+85℃,10pF,80Ω
C7430181,CXAN-026000-AD12D40,AKER,https://datasheet.lcsc.com/datasheet/pdf/7f962b9d0c77c9f124e645f038f17eae.pdf?productCode=C7430181,2985,0.1853,5,5,https://www.lcsc.com/product-detail/C7430181.html,SMD2016-4P,Tape & Reel (TR),26MHz,±20ppm,±20ppm,,,,,12pF,100Ω
C54561113,SX20Y025000BA1T001,TKD,https://datasheet.lcsc.com/datasheet/pdf/5a21ef0f964a1161edda129f541cb560.pdf?productCode=C54561113,2980,0.0687,10,10,https://www.lcsc.com/product-detail/C54561113.html,SMD2016-4P,Tape & Reel (TR),25MHz,,±10ppm,,,,,10pF,60Ω
C53132198,SCDYS26X00000YEPM,SOSET,https://datasheet.lcsc.com/datasheet/pdf/271915952071f607080cfb3b431d4e61.pdf?productCode=C53132198,2980,0.0625,10,10,https://www.lcsc.com/product-detail/C53132198.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C51308739,YE26MBBDE2X,Yajingxin,https://datasheet.lcsc.com/datasheet/pdf/11d4980a9b1e1e9801d457a6d1c47e80.pdf?productCode=C51308739,2980,0.0712,10,10,https://www.lcsc.com/product-detail/C51308739.html,SMD2016-4P,Tape & Reel (TR),26MHz,±30ppm,±10ppm,,,,-30℃~+85℃,8pF,40Ω
C49274990,9S24000069,YL(Failong Crystal),https://datasheet.lcsc.com/datasheet/pdf/1ad4a0c401f1f4ae0062776bc5d2c115.pdf?productCode=C49274990,2980,0.0767,10,10,https://www.lcsc.com/product-detail/C49274990.html,SMD2016-4P,Tape & Reel (TR),24MHz,±20ppm,±10ppm,,,,-40℃~+85℃,7pF,80Ω
C22468882,AY26070002,TXC,https://datasheet.lcsc.com/datasheet/pdf/d7daa60703dc35743aebb65e667817ff.pdf?productCode=C22468882,2980,0.3668,1,1,https://www.lcsc.com/product-detail/C22468882.html,SMD2016-4P,Tape & Reel (TR),,,±10ppm,,,,-40℃~+125℃,,
C20623616,SX20Y050000B71T002,TKD,https://datasheet.lcsc.com/datasheet/pdf/49d5d87d2297c1d891902fdabacbeab5.pdf?productCode=C20623616,2980,0.1184,5,5,https://www.lcsc.com/product-detail/C20623616.html,SMD2016-4P,Tape & Reel (TR),50MHz,,±10ppm,,,,-40℃~+85℃,7pF,40Ω
C5362215,D31N-032768-B-AL-01,AKER,https://datasheet.lcsc.com/datasheet/pdf/ce0248f2b7ef19a90da11d413c66e838.pdf?productCode=C5362215,2980,0.3516,1,1,https://www.lcsc.com/product-detail/C5362215.html,SMD3215-2P,Tape & Reel (TR),32.768kHz,,±20ppm,,,,,12.5pF,70kΩ
C7129840,XRCGB26M000F1S2AR0,muRata,https://datasheet.lcsc.com/datasheet/pdf/a3c05825c3600210768b134afa8d663c.pdf?productCode=C7129840,2975,0.1303,5,5,https://www.lcsc.com/product-detail/C7129840.html,SMD2016-4P,Tape & Reel (TR),26MHz,±10ppm,±10ppm,,,,-30℃~+85℃,7.5pF,60Ω
C2757569,E1SB26E00000PE,HOSONIC,https://datasheet.lcsc.com/datasheet/pdf/6c46af3f10aa0affaeeba40d7627436d.pdf?productCode=C2757569,2975,0.1204,5,5,https://www.lcsc.com/product-detail/C2757569.html,SMD2016-4P,Tape & Reel (TR),26MHz,,±10ppm,,,,-,12pF,80Ω
C2757568,E1SB24E00000EE,HOSONIC,https://datasheet.lcsc.com/datasheet/pdf/e06e0c22a65abdaddcfcc3b49273b079.pdf?productCode=C2757568,2975,0.1204,5,5,https://www.lcsc.com/product-detail/C2757568.html,SMD2016-4P,Tape & Reel (TR),24MHz,,±20ppm,,,,-,20pF,60Ω
C708997,CN4048M00009T8188022,JWT,https://datasheet.lcsc.com/datasheet/pdf/40127fefa9a2403395793cfeb99bda7b.pdf?productCode=C708997,2975,0.1058,5,5,https://www.lcsc.com/product-detail/C708997.html,SMD2016-4P,Tape & Reel (TR),-,,,,,,-40℃~+125℃,-,
C55266006,XL7EL89CMI-111YLC-20M,YXC Crystal Oscillators,https://datasheet.lcsc.com/datasheet/pdf/03f32cc3dfdcdfc9fffa8449db791193.pdf?productCode=C55266006,2970,0.0729,10,10,https://www.lcsc.com/product-detail/C55266006.html,SMD2016-4P,Tape & Reel (TR),20MHz,±20ppm,±10ppm,,,,-40℃~+85℃,10pF,90Ω
C54561106,SX20M016000B51T001,TKD,https://datasheet.lcsc.com/datasheet/pdf/5a21ef0f964a1161edda129f541cb560.pdf?productCode=C54561106,2970,0.0727,10,10,https://www.lcsc.com/product-detail/C54561106.html,SMD2016-4P,Tape & Reel (TR),16MHz,,±10ppm,,,,,5pF,120Ω
C54427946,YE24MDBCD2X,Yajingxin,https://datasheet.lcsc.com/datasheet/pdf/c1bd00f922a36f300e4db59dd0c2a022.pdf?productCode=C54427946,2970,0.0738,10,10,https://www.lcsc.com/product-detail/C54427946.html,SMD2016-4P,Tape & Reel (TR),24MHz,±20ppm,±10ppm,,,,-40℃~+85℃,10pF,60Ω
C53132203,SCDYS32X00000LBPM,SOSET,https://datasheet.lcsc.com/datasheet/pdf/271915952071f607080cfb3b431d4e61.pdf?productCode=C53132203,2970,0.0625,10,10,https://www.lcsc.com/product-detail/C53132203.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C52953342,SCFYS32X76800LNPN,SOSET,https://datasheet.lcsc.com/datasheet/pdf/9f5b3085192b0e4406d049235fc62f28.pdf?productCode=C52953342,2970,0.1581,5,5,https://www.lcsc.com/product-detail/C52953342.html,SMD3215,Tape & Reel (TR),,,,,,,,,
C50202079,2.D.1.240000903,MDH,https://datasheet.lcsc.com/datasheet/pdf/c5866e5c7db7baa9bb394f11ca556d49.pdf?productCode=C50202079,2970,0.0617,10,10,https://www.lcsc.com/product-detail/C50202079.html,SMD2016-4P,Tape & Reel (TR),24MHz,,±10ppm,,,,,9pF,60Ω
