LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Type,Resistance,Tolerance,Voltage Rating,Power(Watts),Temperature Coefficient
C114621,RC0603FR-074K99L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C114621,173600,0.0070,100,100,https://www.lcsc.com/product-detail/C114621.html,0603,Tape & Reel (TR),Thick Film Resistor,4.99kΩ,±1%,75V,100mW,±100ppm/℃
C114557,RC0805FR-0720RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C114557,168400,0.0079,100,100,https://www.lcsc.com/product-detail/C114557.html,0805,Tape & Reel (TR),Thick Film Resistor,20Ω,±1%,150V,125mW,±100ppm/℃
C138029,RC0402FR-07240KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C138029,166800,0.0027,100,100,https://www.lcsc.com/product-detail/C138029.html,0402,Tape & Reel (TR),Thick Film Resistor,240kΩ,±1%,50V,62.5mW,±100ppm/℃
C226372,AC0402FR-0724R9L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C226372,164200,0.0045,100,100,https://www.lcsc.com/product-detail/C226372.html,0402,Tape & Reel (TR),Thick Film Resistor,24.9Ω,±1%,50V,62.5mW,±100ppm/℃
C274352,RC0402FR-0713K3L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C274352,162000,0.0055,100,100,https://www.lcsc.com/product-detail/C274352.html,0402,Tape & Reel (TR),Thick Film Resistor,13.3kΩ,±1%,50V,62.5mW,±100ppm/℃
C273695,RC0402FR-0725K5L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C273695,158300,0.0039,100,100,https://www.lcsc.com/product-detail/C273695.html,0402,Tape & Reel (TR),Thick Film Resistor,25.5kΩ,±1%,50V,62.5mW,±100ppm/℃
C144657,AC0603FR-07470RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C144657,156800,0.0066,100,100,https://www.lcsc.com/product-detail/C144657.html,0603,Tape & Reel (TR),Thick Film Resistor,470Ω,±1%,75V,100mW,±100ppm/℃
C137968,RC0402FR-074K02L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C137968,154500,0.0018,100,100,https://www.lcsc.com/product-detail/C137968.html,0402,Tape & Reel (TR),Thick Film Resistor,4.02kΩ,±1%,50V,62.5mW,±100ppm/℃
C185392,RC0402FR-0780R6L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C185392,151500,0.0014,100,100,https://www.lcsc.com/product-detail/C185392.html,0402,Tape & Reel (TR),Thick Film Resistor,80.6Ω,±1%,50V,62.5mW,±100ppm/℃
C126358,RC0603FR-073KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C126358,149800,0.0069,100,100,https://www.lcsc.com/product-detail/C126358.html,0603,Tape & Reel (TR),Thick Film Resistor,3kΩ,±1%,75V,100mW,±100ppm/℃
C105588,RC0603FR-07100RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C105588,146400,0.0061,100,100,https://www.lcsc.com/product-detail/C105588.html,0603,Tape & Reel (TR),Thick Film Resistor,100Ω,±1%,75V,100mW,±100ppm/℃
C114524,RC0805FR-07120KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C114524,144800,0.0078,100,100,https://www.lcsc.com/product-detail/C114524.html,0805,Tape & Reel (TR),Thick Film Resistor,120kΩ,±1%,150V,125mW,±100ppm/℃
C138021,RC0402FR-0727RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C138021,142500,0.0048,100,100,https://www.lcsc.com/product-detail/C138021.html,0402,Tape & Reel (TR),Thick Film Resistor,27Ω,±1%,50V,62.5mW,±100ppm/℃
C137970,RC0402FR-07499RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C137970,142000,0.0045,100,100,https://www.lcsc.com/product-detail/C137970.html,0402,Tape & Reel (TR),Thick Film Resistor,499Ω,±1%,50V,62.5mW,±100ppm/℃
C125935,AC0603FR-07200RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C125935,140100,0.0082,100,100,https://www.lcsc.com/product-detail/C125935.html,0603,Tape & Reel (TR),Thick Film Resistor,200Ω,±1%,75V,100mW,±100ppm/℃
C137807,RC0603FR-07110KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C137807,139400,0.0070,100,100,https://www.lcsc.com/product-detail/C137807.html,0603,Tape & Reel (TR),Thick Film Resistor,110kΩ,±1%,75V,100mW,±100ppm/℃
C114532,RC0805FR-072ML,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C114532,137600,0.0081,100,100,https://www.lcsc.com/product-detail/C114532.html,0805,Tape & Reel (TR),Thick Film Resistor,2MΩ,±1%,150V,125mW,±100ppm/℃
C412503,AC0402FR-0730KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C412503,136700,0.0040,100,100,https://www.lcsc.com/product-detail/C412503.html,0402,Tape & Reel (TR),Thick Film Resistor,30kΩ,±1%,50V,62.5mW,±100ppm/℃
C114528,RC0805FR-07330KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C114528,132500,0.0077,100,100,https://www.lcsc.com/product-detail/C114528.html,0805,Tape & Reel (TR),Thick Film Resistor,330kΩ,±1%,150V,125mW,±100ppm/℃
C137950,RC0402FR-0762KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C137950,131800,0.0033,100,100,https://www.lcsc.com/product-detail/C137950.html,0402,Tape & Reel (TR),Thick Film Resistor,62kΩ,±1%,50V,62.5mW,±100ppm/℃
C137498,RC0805FR-0768RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C137498,127800,0.0076,100,100,https://www.lcsc.com/product-detail/C137498.html,0805,Tape & Reel (TR),Thick Film Resistor,68Ω,±1%,150V,125mW,±100ppm/℃
C114535,RC0805FR-076K2L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C114535,123000,0.0090,100,100,https://www.lcsc.com/product-detail/C114535.html,0805,Tape & Reel (TR),Thick Film Resistor,6.2kΩ,±1%,150V,125mW,±100ppm/℃
C137695,RC0603FR-07620RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C137695,122700,0.0065,100,100,https://www.lcsc.com/product-detail/C137695.html,0603,Tape & Reel (TR),Thick Film Resistor,620Ω,±1%,75V,100mW,±100ppm/℃
C105578,RC0603FR-071ML,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C105578,122300,0.0065,100,100,https://www.lcsc.com/product-detail/C105578.html,0603,Tape & Reel (TR),Thick Film Resistor,1MΩ,±1%,75V,100mW,±100ppm/℃
C137690,RC0603FR-07680KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C137690,120900,0.0068,100,100,https://www.lcsc.com/product-detail/C137690.html,0603,Tape & Reel (TR),Thick Film Resistor,680kΩ,±1%,75V,100mW,±100ppm/℃
C126353,RC0805FR-0733RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C126353,120500,0.0077,100,100,https://www.lcsc.com/product-detail/C126353.html,0805,Tape & Reel (TR),Thick Film Resistor,33Ω,±1%,150V,125mW,±100ppm/℃
C114548,RC0805FR-0768KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C114548,120000,0.0068,100,100,https://www.lcsc.com/product-detail/C114548.html,0805,Tape & Reel (TR),Thick Film Resistor,68kΩ,±1%,150V,125mW,±100ppm/℃
C5455562,AC0402FR-7W4K7L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C5455562,117800,0.0052,100,100,https://www.lcsc.com/product-detail/C5455562.html,0402,Tape & Reel (TR),Thick Film Resistor,4.7kΩ,±1%,75V,125mW,±100ppm/℃
