LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Type,Resistance,Tolerance,Voltage Rating,Power(Watts),Temperature Coefficient
C276315,RC0805FR-0791RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C276315,2500,0.0055,100,100,https://www.lcsc.com/product-detail/C276315.html,0805,Tape & Reel (TR),Thick Film Resistor,91Ω,±1%,150V,125mW,±100ppm/℃
C274349,RC0402FR-0727R4L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C274349,2500,0.0013,100,100,https://www.lcsc.com/product-detail/C274349.html,0402,Tape & Reel (TR),Thick Film Resistor,27.4Ω,±1%,50V,62.5mW,±100ppm/℃
C228751,AC0805FR-07332RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228751,2500,0.0061,100,100,https://www.lcsc.com/product-detail/C228751.html,0805,Tape & Reel (TR),Thick Film Resistor,332Ω,±1%,150V,125mW,±100ppm/℃
C228296,AC0805FR-07137RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228296,2500,0.0061,100,100,https://www.lcsc.com/product-detail/C228296.html,0805,Tape & Reel (TR),Thick Film Resistor,137Ω,±1%,150V,125mW,±100ppm/℃
C228040,AC0603FR-0771K5L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228040,2500,0.0033,100,100,https://www.lcsc.com/product-detail/C228040.html,0603,Tape & Reel (TR),Thick Film Resistor,71.5kΩ,±1%,75V,100mW,±100ppm/℃
C227577,AC0603FR-07133KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227577,2500,0.0039,100,100,https://www.lcsc.com/product-detail/C227577.html,0603,Tape & Reel (TR),Thick Film Resistor,133kΩ,±1%,75V,100mW,±100ppm/℃
C227253,AC0402FR-0786R6L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227253,2500,0.0019,100,100,https://www.lcsc.com/product-detail/C227253.html,0402,Tape & Reel (TR),Thick Film Resistor,86.6Ω,±1%,50V,62.5mW,±100ppm/℃
C137502,RC0805FR-0762KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C137502,2500,0.0075,100,100,https://www.lcsc.com/product-detail/C137502.html,0805,Tape & Reel (TR),Thick Film Resistor,62kΩ,±1%,150V,125mW,±100ppm/℃
C132157,RC0402FR-0712K1L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C132157,2500,0.0033,100,100,https://www.lcsc.com/product-detail/C132157.html,0402,Tape & Reel (TR),Thick Film Resistor,12.1kΩ,±1%,50V,62.5mW,±100ppm/℃
C6234260,SR0805FR-4733RL,YAGEO,,2460,0.0317,20,20,https://www.lcsc.com/product-detail/C6234260.html,0805,Tape & Reel (TR),Thick Film Resistor,33Ω,±1%,,500mW,±100ppm/℃
C3914822,AF0805FR-07750RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/ebd14ddabfb2b500a2b3786a8b0d1c4f.pdf?productCode=C3914822,2450,0.0100,50,50,https://www.lcsc.com/product-detail/C3914822.html,0805,Tape & Reel (TR),Thick Film Resistor,750Ω,±1%,150V,125mW,±100ppm/℃
C228592,AC0805FR-071M05L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228592,2450,0.0095,50,50,https://www.lcsc.com/product-detail/C228592.html,0805,Tape & Reel (TR),Thick Film Resistor,1.05MΩ,±1%,150V,125mW,±100ppm/℃
C2838726,AF0603FR-078K2L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/ebd14ddabfb2b500a2b3786a8b0d1c4f.pdf?productCode=C2838726,2400,0.0074,100,100,https://www.lcsc.com/product-detail/C2838726.html,0603,Tape & Reel (TR),Thick Film Resistor,8.2kΩ,±1%,75V,100mW,±100ppm/℃
C727990,AC0805FR-7W20R5L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C727990,2400,0.0085,50,50,https://www.lcsc.com/product-detail/C727990.html,0805,Tape & Reel (TR),Thick Film Resistor,20.5Ω,±1%,150V,250mW,±100ppm/℃
C483078,RC0805FR-07267RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C483078,2400,0.0033,100,100,https://www.lcsc.com/product-detail/C483078.html,0805,Tape & Reel (TR),Thick Film Resistor,267Ω,±1%,150V,125mW,±100ppm/℃
C482890,RC0603FR-076M19L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C482890,2400,0.0016,100,100,https://www.lcsc.com/product-detail/C482890.html,0603,Tape & Reel (TR),Thick Film Resistor,6.19MΩ,±1%,75V,100mW,±100ppm/℃
C246013,RC0603FR-07845KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C246013,2400,0.0050,100,100,https://www.lcsc.com/product-detail/C246013.html,0603,Tape & Reel (TR),Thick Film Resistor,845kΩ,±1%,75V,100mW,±100ppm/℃
C229015,AC0805FR-07820RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C229015,2400,0.0062,100,100,https://www.lcsc.com/product-detail/C229015.html,0805,Tape & Reel (TR),Thick Film Resistor,820Ω,±1%,150V,125mW,±100ppm/℃
C228320,AC0805FR-0715K4L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228320,2400,0.0044,100,100,https://www.lcsc.com/product-detail/C228320.html,0805,Tape & Reel (TR),Thick Film Resistor,15.4kΩ,±1%,150V,125mW,±100ppm/℃
C227903,AC0603FR-0743R2L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227903,2400,0.0032,100,100,https://www.lcsc.com/product-detail/C227903.html,0603,Tape & Reel (TR),Thick Film Resistor,43.2Ω,±1%,75V,100mW,±100ppm/℃
C227607,AC0603FR-07162KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227607,2400,0.0038,100,100,https://www.lcsc.com/product-detail/C227607.html,0603,Tape & Reel (TR),Thick Film Resistor,162kΩ,±1%,75V,100mW,±100ppm/℃
C185342,RC0603FR-072K74L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C185342,2400,0.0024,100,100,https://www.lcsc.com/product-detail/C185342.html,0603,Tape & Reel (TR),Thick Film Resistor,2.74kΩ,±1%,75V,100mW,±100ppm/℃
C137931,RC0402FR-07866KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C137931,2400,0.0010,100,100,https://www.lcsc.com/product-detail/C137931.html,0402,Tape & Reel (TR),Thick Film Resistor,866kΩ,±1%,50V,62.5mW,±100ppm/℃
C6732985,AC0805FR-7W5K6L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C6732985,2300,0.0056,100,100,https://www.lcsc.com/product-detail/C6732985.html,0805,Tape & Reel (TR),Thick Film Resistor,5.6kΩ,±1%,,250mW,±100ppm/℃
C482835,RC0603FR-073M65L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C482835,2300,0.0017,100,100,https://www.lcsc.com/product-detail/C482835.html,0603,Tape & Reel (TR),Thick Film Resistor,3.65MΩ,±1%,75V,100mW,±100ppm/℃
C477709,RC0402FR-073M92L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C477709,2300,0.0014,100,100,https://www.lcsc.com/product-detail/C477709.html,0402,Tape & Reel (TR),Thick Film Resistor,3.92MΩ,±1%,50V,62.5mW,±100ppm/℃
C327329,RC0402FR-0766K5L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C327329,2300,0.0013,100,100,https://www.lcsc.com/product-detail/C327329.html,0402,Tape & Reel (TR),Thick Film Resistor,66.5kΩ,±1%,50V,62.5mW,±100ppm/℃
C273847,RC0805FR-07392KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C273847,2300,0.0054,100,100,https://www.lcsc.com/product-detail/C273847.html,0805,Tape & Reel (TR),Thick Film Resistor,392kΩ,±1%,150V,125mW,±100ppm/℃
C273827,RC0805FR-0740K2L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C273827,2300,0.0095,100,100,https://www.lcsc.com/product-detail/C273827.html,0805,Tape & Reel (TR),Thick Film Resistor,40.2kΩ,±1%,150V,125mW,±100ppm/℃
C273750,RC0603FR-0714K3L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C273750,2300,0.0022,100,100,https://www.lcsc.com/product-detail/C273750.html,0603,Tape & Reel (TR),Thick Film Resistor,14.3kΩ,±1%,75V,100mW,±100ppm/℃
C228986,AC0805FR-07732KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228986,2300,0.0061,100,100,https://www.lcsc.com/product-detail/C228986.html,0805,Tape & Reel (TR),Thick Film Resistor,732kΩ,±1%,150V,125mW,±100ppm/℃
C228984,AC0805FR-0771K5L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228984,2300,0.0061,100,100,https://www.lcsc.com/product-detail/C228984.html,0805,Tape & Reel (TR),Thick Film Resistor,71.5kΩ,±1%,150V,125mW,±100ppm/℃
C228973,AC0805FR-076M81L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228973,2300,0.0045,100,100,https://www.lcsc.com/product-detail/C228973.html,0805,Tape & Reel (TR),Thick Film Resistor,6.81MΩ,±1%,150V,125mW,±100ppm/℃
C228845,AC0805FR-07464KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228845,2300,0.0061,100,100,https://www.lcsc.com/product-detail/C228845.html,0805,Tape & Reel (TR),Thick Film Resistor,464kΩ,±1%,150V,125mW,±100ppm/℃
C228665,AC0805FR-0725K5L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228665,2300,0.0061,100,100,https://www.lcsc.com/product-detail/C228665.html,0805,Tape & Reel (TR),Thick Film Resistor,25.5kΩ,±1%,150V,125mW,±100ppm/℃
C228329,AC0805FR-07165RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228329,2300,0.0061,100,100,https://www.lcsc.com/product-detail/C228329.html,0805,Tape & Reel (TR),Thick Film Resistor,165Ω,±1%,150V,125mW,±100ppm/℃
C228279,AC0805FR-07121RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228279,2300,0.0061,100,100,https://www.lcsc.com/product-detail/C228279.html,0805,Tape & Reel (TR),Thick Film Resistor,121Ω,±1%,150V,125mW,±100ppm/℃
C227864,AC0603FR-073K57L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227864,2300,0.0094,100,100,https://www.lcsc.com/product-detail/C227864.html,0603,Tape & Reel (TR),Thick Film Resistor,3.57kΩ,±1%,75V,100mW,±100ppm/℃
C227090,AC0402FR-0745R3L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227090,2300,0.0019,100,100,https://www.lcsc.com/product-detail/C227090.html,0402,Tape & Reel (TR),Thick Film Resistor,45.3Ω,±1%,50V,62.5mW,±100ppm/℃
C227051,AC0402FR-073M6L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227051,2300,0.0025,100,100,https://www.lcsc.com/product-detail/C227051.html,0402,Tape & Reel (TR),Thick Film Resistor,3.6MΩ,±1%,50V,62.5mW,±100ppm/℃
C185395,RC0402FR-077K15L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C185395,2300,0.0012,100,100,https://www.lcsc.com/product-detail/C185395.html,0402,Tape & Reel (TR),Thick Film Resistor,7.15kΩ,±1%,50V,62.5mW,±100ppm/℃
C185373,RC0603FR-0713K3L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C185373,2300,0.0024,100,100,https://www.lcsc.com/product-detail/C185373.html,0603,Tape & Reel (TR),Thick Film Resistor,13.3kΩ,±1%,75V,100mW,±100ppm/℃
C144765,AC0402FR-07374KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C144765,2300,0.0019,100,100,https://www.lcsc.com/product-detail/C144765.html,0402,Tape & Reel (TR),Thick Film Resistor,374kΩ,±1%,50V,62.5mW,±100ppm/℃
C4184914,AF0402FR-0721K5L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/ebd14ddabfb2b500a2b3786a8b0d1c4f.pdf?productCode=C4184914,2200,0.0047,100,100,https://www.lcsc.com/product-detail/C4184914.html,0402,Tape & Reel (TR),Thick Film Resistor,21.5kΩ,±1%,50V,62.5mW,±100ppm/℃
C723562,AF0402FR-0731K6L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/ebd14ddabfb2b500a2b3786a8b0d1c4f.pdf?productCode=C723562,2200,0.0047,100,100,https://www.lcsc.com/product-detail/C723562.html,0402,Tape & Reel (TR),Thick Film Resistor,31.6kΩ,±1%,50V,62.5mW,±100ppm/℃
C483055,RC0805FR-072M74L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C483055,2200,0.0027,100,100,https://www.lcsc.com/product-detail/C483055.html,0805,Tape & Reel (TR),Thick Film Resistor,2.74MΩ,±1%,150V,125mW,±100ppm/℃
C273790,RC0603FR-0731R6L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C273790,2200,0.0017,100,100,https://www.lcsc.com/product-detail/C273790.html,0603,Tape & Reel (TR),Thick Film Resistor,31.6Ω,±1%,75V,100mW,±100ppm/℃
C246005,RC0603FR-0773R2L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C246005,2200,0.0017,100,100,https://www.lcsc.com/product-detail/C246005.html,0603,Tape & Reel (TR),Thick Film Resistor,73.2Ω,±1%,75V,100mW,±100ppm/℃
C229034,AC0805FR-078K66L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C229034,2200,0.0042,100,100,https://www.lcsc.com/product-detail/C229034.html,0805,Tape & Reel (TR),Thick Film Resistor,8.66kΩ,±1%,150V,125mW,±100ppm/℃
C228846,AC0805FR-07464RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228846,2200,0.0061,100,100,https://www.lcsc.com/product-detail/C228846.html,0805,Tape & Reel (TR),Thick Film Resistor,464Ω,±1%,150V,125mW,±100ppm/℃
C228754,AC0805FR-0733RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228754,2200,0.0061,100,100,https://www.lcsc.com/product-detail/C228754.html,0805,Tape & Reel (TR),Thick Film Resistor,33Ω,±1%,150V,125mW,±100ppm/℃
C228103,AC0603FR-07953KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228103,2200,0.0032,100,100,https://www.lcsc.com/product-detail/C228103.html,0603,Tape & Reel (TR),Thick Film Resistor,953kΩ,±1%,75V,100mW,±100ppm/℃
C228021,AC0603FR-076K04L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228021,2200,0.0058,100,100,https://www.lcsc.com/product-detail/C228021.html,0603,Tape & Reel (TR),Thick Film Resistor,6.04kΩ,±1%,75V,100mW,±100ppm/℃
C227760,AC0603FR-0728RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227760,2200,0.0033,100,100,https://www.lcsc.com/product-detail/C227760.html,0603,Tape & Reel (TR),Thick Film Resistor,28Ω,±1%,75V,100mW,±100ppm/℃
C227278,AC0402FR-07953RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227278,2200,0.0015,100,100,https://www.lcsc.com/product-detail/C227278.html,0402,Tape & Reel (TR),Thick Film Resistor,953Ω,±1%,50V,62.5mW,±100ppm/℃
C227194,AC0402FR-07698RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227194,2200,0.0019,100,100,https://www.lcsc.com/product-detail/C227194.html,0402,Tape & Reel (TR),Thick Film Resistor,698Ω,±1%,50V,62.5mW,±100ppm/℃
C227029,AC0402FR-07392RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227029,2200,0.0019,100,100,https://www.lcsc.com/product-detail/C227029.html,0402,Tape & Reel (TR),Thick Film Resistor,392Ω,±1%,50V,62.5mW,±100ppm/℃
C226362,AC0402FR-0723K2L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C226362,2200,0.0019,100,100,https://www.lcsc.com/product-detail/C226362.html,0402,Tape & Reel (TR),Thick Film Resistor,23.2kΩ,±1%,50V,62.5mW,±100ppm/℃
C188257,RC0603FR-07511KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C188257,2200,0.0079,100,100,https://www.lcsc.com/product-detail/C188257.html,0603,Tape & Reel (TR),Thick Film Resistor,511kΩ,±1%,75V,100mW,±100ppm/℃
C185307,RC0603FR-078K25L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C185307,2200,0.0069,100,100,https://www.lcsc.com/product-detail/C185307.html,0603,Tape & Reel (TR),Thick Film Resistor,8.25kΩ,±1%,75V,100mW,±100ppm/℃
C163416,RC0603FR-07931RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C163416,2200,0.0017,100,100,https://www.lcsc.com/product-detail/C163416.html,0603,Tape & Reel (TR),Thick Film Resistor,931Ω,±1%,75V,100mW,±100ppm/℃
C144743,AC0402FR-07620RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C144743,2200,0.0029,100,100,https://www.lcsc.com/product-detail/C144743.html,0402,Tape & Reel (TR),Thick Film Resistor,620Ω,±1%,50V,62.5mW,±100ppm/℃
C125758,RC0603FR-0720RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C125758,2200,0.0023,100,100,https://www.lcsc.com/product-detail/C125758.html,0603,Tape & Reel (TR),Thick Film Resistor,20Ω,±1%,75V,100mW,±100ppm/℃
C2135707,PT0805FR-7W0R27L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/d24f9498a378892db8b98c9d196cf45b.pdf?productCode=C2135707,2180,0.0249,20,20,https://www.lcsc.com/product-detail/C2135707.html,0805,Tape & Reel (TR),Thick Film Resistor,270mΩ,±1%,,250mW,±100ppm/℃
C7210042,AC0805FR-7W1ML,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C7210042,2150,0.0060,50,50,https://www.lcsc.com/product-detail/C7210042.html,0805,Tape & Reel (TR),Thick Film Resistor,1MΩ,±1%,,250mW,±100ppm/℃
C4308980,AF0805FR-074K3L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/ebd14ddabfb2b500a2b3786a8b0d1c4f.pdf?productCode=C4308980,2150,0.0099,50,50,https://www.lcsc.com/product-detail/C4308980.html,0805,Tape & Reel (TR),Thick Film Resistor,4.3kΩ,±1%,150V,125mW,±100ppm/℃
C6738226,AF0603FR-0733K2L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/ebd14ddabfb2b500a2b3786a8b0d1c4f.pdf?productCode=C6738226,2100,0.0075,100,100,https://www.lcsc.com/product-detail/C6738226.html,0603,Tape & Reel (TR),Thick Film Resistor,33.2kΩ,±1%,75V,100mW,±100ppm/℃
C723450,AF0402FR-071ML,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/ebd14ddabfb2b500a2b3786a8b0d1c4f.pdf?productCode=C723450,2100,0.0030,100,100,https://www.lcsc.com/product-detail/C723450.html,0402,Tape & Reel (TR),Thick Film Resistor,1MΩ,±1%,50V,62.5mW,±100ppm/℃
C482980,RC0805FR-071K74L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C482980,2100,0.0053,100,100,https://www.lcsc.com/product-detail/C482980.html,0805,Tape & Reel (TR),Thick Film Resistor,1.74kΩ,±1%,150V,125mW,±100ppm/℃
C273796,RC0603FR-0735K7L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C273796,2100,0.0024,100,100,https://www.lcsc.com/product-detail/C273796.html,0603,Tape & Reel (TR),Thick Film Resistor,35.7kΩ,±1%,75V,100mW,±100ppm/℃
C245912,RC0603FR-0714K7L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C245912,2100,0.0024,100,100,https://www.lcsc.com/product-detail/C245912.html,0603,Tape & Reel (TR),Thick Film Resistor,14.7kΩ,±1%,75V,100mW,±100ppm/℃
C228859,AC0805FR-0749K9L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228859,2100,0.0066,100,100,https://www.lcsc.com/product-detail/C228859.html,0805,Tape & Reel (TR),Thick Film Resistor,49.9kΩ,±1%,150V,125mW,±100ppm/℃
