LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Diode Configuration,Pd - Power Dissipation,Zener Voltage(Nom),Reverse Leakage Current (Ir),Zener Voltage(Range),Operating Junction Temperature Range,Impedance(Zzt),Impedance(Zzk),Tolerance
C82471,BZX84C5V6LT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/8dc1f6aff879092b3791b2f6a4252417.pdf?productCode=C82471,9170,0.0433,10,10,https://www.lcsc.com/product-detail/C82471.html,SOT-23,Tape & Reel (TR),1 Independent,250mW,5.6V,1uA@2V,5.2V~6V,-65℃~+150℃,40Ω,,
C12772,LBZX84C10LT1G,LRC,https://datasheet.lcsc.com/datasheet/pdf/958c93fa8aaf4c88902c466265a898f6.pdf?productCode=C12772,17400,0.0243,50,50,https://www.lcsc.com/product-detail/C12772.html,SOT-23,Tape & Reel (TR),1 Independent,225mW,10V,200nA,9.4V~10.6V,-55℃~+150℃,20Ω,-,-
C5137741,BZX84C10W-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/206166150a81d498b53c19abdfe92710.pdf?productCode=C5137741,2670,0.0882,5,5,https://www.lcsc.com/product-detail/C5137741.html,SOT-323,Tape & Reel (TR),1 Independent,200mW,10V,200nA@7V,9.4V~10.6V,-65℃~+125℃,20Ω,100Ω,-
C12773,LBZX84C12LT1G,LRC,https://datasheet.lcsc.com/datasheet/pdf/f38bff37f838ce082f42e60b9be47320.pdf?productCode=C12773,16450,0.0198,50,50,https://www.lcsc.com/product-detail/C12773.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,12V,100nA,11.4V~12.7V,-55℃~+150℃,25Ω,1kΩ,±5%
C236175,BZX84C3V0LT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/032f762f76304fb992686bebdef4ca48.pdf?productCode=C236175,4730,0.0594,10,10,https://www.lcsc.com/product-detail/C236175.html,SOT-23,Tape & Reel (TR),1 Independent,250mW,3V,10uA@1V,2.8V~3.2V,-65℃~+150℃,95Ω,-,-
C94413,BZX84C3V6LT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/9acbfbe7a0574aba9cc030127a4780a4.pdf?productCode=C94413,5200,0.0481,10,10,https://www.lcsc.com/product-detail/C94413.html,SOT-23,Tape & Reel (TR),1 Independent,250mW,3.6V,5uA@1V,3.4V~3.8V,-65℃~+150℃,90Ω,-,
C3735049,BZX84C10W-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/206166150a81d498b53c19abdfe92710.pdf?productCode=C3735049,2430,0.0836,5,5,https://www.lcsc.com/product-detail/C3735049.html,SOT-323,Tape & Reel (TR),1 Independent,200mW,10V,200nA@7V,9.4V~10.6V,-65℃~+125℃,20Ω,100Ω,-
C152532,BZX84C4V3LT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/9acbfbe7a0574aba9cc030127a4780a4.pdf?productCode=C152532,4690,0.0509,10,10,https://www.lcsc.com/product-detail/C152532.html,SOT-23,Tape & Reel (TR),1 Independent,250mW,4.3V,3uA@1V,4V~4.6V,-65℃~+150℃,90Ω,,
C896691,BZX84C4V7LT3G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/f43f82821950ef91c351e2d54e5a8218.pdf?productCode=C896691,5700,0.0407,20,20,https://www.lcsc.com/product-detail/C896691.html,SOT-23,Tape & Reel (TR),1 Independent,250mW,4.7V,3uA@2V,4.4V~5V,-55℃~+150℃,80Ω,-,-
C82468,BZX84C9V1LT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/9acbfbe7a0574aba9cc030127a4780a4.pdf?productCode=C82468,3820,0.0419,20,20,https://www.lcsc.com/product-detail/C82468.html,SOT-23,Tape & Reel (TR),1 Independent,250mW,9.1V,500nA@6V,8.5V~9.6V,-65℃~+150℃,15Ω,,
C35678,LBZX84C18LT1G,LRC,https://datasheet.lcsc.com/datasheet/pdf/2cd29759e292489d942b15edad1017d1.pdf?productCode=C35678,11900,0.0198,50,50,https://www.lcsc.com/product-detail/C35678.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,18V,50nA,16.8V~19.1V,-55℃~+150℃,45Ω,-,-
C7224152,BZX84C36Q-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/1b702302fd77b9622d440be4ac79742b.pdf?productCode=C7224152,3070,0.0610,10,10,https://www.lcsc.com/product-detail/C7224152.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,36V,100nA@25V,34V~38V,-65℃~+150℃,90Ω,350Ω,-
C705320,BZX84C15Q-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/0e9070e678a9cae3b02bc454e6fc458f.pdf?productCode=C705320,2500,0.0719,10,10,https://www.lcsc.com/product-detail/C705320.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,15V,100nA@10.5V,13.8V~15.6V,-65℃~+150℃,30Ω,200Ω,-
C507917,BZX84C22W-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/206166150a81d498b53c19abdfe92710.pdf?productCode=C507917,2980,0.0363,20,20,https://www.lcsc.com/product-detail/C507917.html,SOT-323,Tape & Reel (TR),1 Independent,200mW,22V,100nA@15.4V,20.8V~23.3V,-65℃~+125℃,55Ω,225Ω,-
C780796,BZX84C15W-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/206166150a81d498b53c19abdfe92710.pdf?productCode=C780796,650,0.0389,10,10,https://www.lcsc.com/product-detail/C780796.html,SOT-323,Tape & Reel (TR),1 Independent,200mW,15V,100nA@10.5V,13.8V~15.6V,-65℃~+125℃,30Ω,170Ω,-
C384560,BZX84C4V7-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/0e9070e678a9cae3b02bc454e6fc458f.pdf?productCode=C384560,1860,0.0426,20,20,https://www.lcsc.com/product-detail/C384560.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,4.7V,3uA@2V,4.4V~5V,-65℃~+150℃,80Ω,500Ω,-
C236201,BZX84C7V5LT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/bad09a4911c32149769aaf8186ebd33f.pdf?productCode=C236201,3060,0.0461,10,10,https://www.lcsc.com/product-detail/C236201.html,SOT-23,Tape & Reel (TR),1 Independent,250mW,7.5V,1uA@5V,7V~7.9V,-65℃~+150℃,15Ω,,
C44302089,BZX84C15VDBZR,TI,,190,0.1064,5,5,https://www.lcsc.com/product-detail/C44302089.html,SOT-23-3,Tape & Reel (TR),,,,,,,,,
C2846995,LBZX84C51LT1G,LRC,https://datasheet.lcsc.com/datasheet/pdf/ecae04c719301640918897b330e90565.pdf?productCode=C2846995,2980,0.0375,20,20,https://www.lcsc.com/product-detail/C2846995.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,51V,50nA,48V~54V,-55℃~+150℃,180Ω,-,-
C177019,BZX84C3V3-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/0e9070e678a9cae3b02bc454e6fc458f.pdf?productCode=C177019,1050,0.0788,10,10,https://www.lcsc.com/product-detail/C177019.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,3.3V,5uA,3.1V~3.5V,-65℃~+150℃,95Ω,600Ω,-
C131830,LBZX84C30LT1G,LRC,https://datasheet.lcsc.com/datasheet/pdf/f38bff37f838ce082f42e60b9be47320.pdf?productCode=C131830,4550,0.0179,50,50,https://www.lcsc.com/product-detail/C131830.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,30V,50nA,28V~32V,-55℃~+150℃,80Ω,50Ω,-
C6136705,BZX84C30Q-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/1b702302fd77b9622d440be4ac79742b.pdf?productCode=C6136705,360,0.0485,10,10,https://www.lcsc.com/product-detail/C6136705.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,30V,100nA@21V,28V~32V,-65℃~+150℃,80Ω,300Ω,-
C2986569,BZX84C6V2-HAF,ST(Semtech),https://datasheet.lcsc.com/datasheet/pdf/39beeb83c9a24184659a47d0a5141c18.pdf?productCode=C2986569,2800,0.0205,20,20,https://www.lcsc.com/product-detail/C2986569.html,TO-236,Tape & Reel (TR),1 Independent,350mW,6.2V,3uA@4V,5.8V~6.6V,-65℃~+150℃,10Ω,-,-
C2760561,BZX84C16Q-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/0e9070e678a9cae3b02bc454e6fc458f.pdf?productCode=C2760561,390,0.0495,10,10,https://www.lcsc.com/product-detail/C2760561.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,16V,100nA@11.2V,15.3V~17.1V,-65℃~+150℃,40Ω,200Ω,-
C896696,BZX84C9V1LT3G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/f43f82821950ef91c351e2d54e5a8218.pdf?productCode=C896696,200,0.1030,5,5,https://www.lcsc.com/product-detail/C896696.html,SOT-23,Tape & Reel (TR),1 Independent,250mW,9.1V,500nA@6V,8.5V~9.6V,-65℃~+150℃,15Ω,75Ω,±2%
C896695,BZX84C6V8LT3G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/f43f82821950ef91c351e2d54e5a8218.pdf?productCode=C896695,500,0.0778,5,5,https://www.lcsc.com/product-detail/C896695.html,SOT-23,Tape & Reel (TR),1 Independent,250mW,6.8V,2uA@4V,6.4V~7.2V,-65℃~+150℃,15Ω,400Ω,-
C674413,BZX84C7V5-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/0e9070e678a9cae3b02bc454e6fc458f.pdf?productCode=C674413,100,0.0219,20,20,https://www.lcsc.com/product-detail/C674413.html,SOT-23-3,Tape & Reel (TR),1 Independent,350mW,7.5V,1uA@5V,7V~7.9V,-65℃~+150℃,15Ω,80Ω,-
C154784,BZX84C5V1LT3G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/9acbfbe7a0574aba9cc030127a4780a4.pdf?productCode=C154784,100,0.0958,5,5,https://www.lcsc.com/product-detail/C154784.html,SOT-23,Tape & Reel (TR),1 Independent,250mW,5.1V,2uA@2V,4.8V~5.4V,-65℃~+150℃,60Ω,,
C131835,LBZX84C22LT1G,LRC,https://datasheet.lcsc.com/datasheet/pdf/f38bff37f838ce082f42e60b9be47320.pdf?productCode=C131835,2800,0.0197,50,50,https://www.lcsc.com/product-detail/C131835.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,22V,100nA@2V,20.8V~23.3V,-55℃~+150℃,55Ω,200Ω,-
C85185,BZX84C5V6-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/0e9070e678a9cae3b02bc454e6fc458f.pdf?productCode=C85185,60,0.0601,20,20,https://www.lcsc.com/product-detail/C85185.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,5.6V,100nA,5.2V~6V,-65℃~+150℃,40Ω,400Ω,-
C12764,LBZX84C15LT1G,LRC,https://datasheet.lcsc.com/datasheet/pdf/f38bff37f838ce082f42e60b9be47320.pdf?productCode=C12764,2750,0.0207,50,50,https://www.lcsc.com/product-detail/C12764.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,15V,50nA,13.8V~15.6V,-55℃~+150℃,30Ω,600Ω,±5%
C7224155,BZX84C39Q-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/1b702302fd77b9622d440be4ac79742b.pdf?productCode=C7224155,100,0.0522,10,10,https://www.lcsc.com/product-detail/C7224155.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,39V,100nA@27.3V,37V~41V,-65℃~+150℃,130Ω,350Ω,-
C7093894,BZX84C30T-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/3ee5bf45c04165640760181428724563.pdf?productCode=C7093894,150,0.0696,10,10,https://www.lcsc.com/product-detail/C7093894.html,SOT-523,Tape & Reel (TR),1 Independent,150mW,30V,100nA,28V~32V,-65℃~+150℃,80Ω,300Ω,
C7093892,BZX84C27T-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/3ee5bf45c04165640760181428724563.pdf?productCode=C7093892,50,0.1257,5,5,https://www.lcsc.com/product-detail/C7093892.html,SOT-523,Tape & Reel (TR),1 Independent,150mW,27V,100nA@18.9V,25.1V~28.9V,-65℃~+150℃,80Ω,250Ω,
C6870228,BZX84C24T-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/3ee5bf45c04165640760181428724563.pdf?productCode=C6870228,115,0.0768,5,5,https://www.lcsc.com/product-detail/C6870228.html,SOT-523,Tape & Reel (TR),1 Independent,150mW,24V,100nA,22.8V~25.6V,-65℃~+150℃,70Ω,250Ω,
C6756362,BZX84C36T-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/3ee5bf45c04165640760181428724563.pdf?productCode=C6756362,120,0.0655,10,10,https://www.lcsc.com/product-detail/C6756362.html,SOT-523,Tape & Reel (TR),1 Independent,150mW,36V,100nA@25.2V,34V~38V,-65℃~+150℃,90Ω,325Ω,
C6522967,BZX84C39T-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/3ee5bf45c04165640760181428724563.pdf?productCode=C6522967,130,0.0801,5,5,https://www.lcsc.com/product-detail/C6522967.html,SOT-523,Tape & Reel (TR),1 Independent,150mW,39V,100nA@27.3V,37V~41V,-65℃~+150℃,130Ω,350Ω,
C5605652,BZX84C20T-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/3ee5bf45c04165640760181428724563.pdf?productCode=C5605652,80,0.0730,5,5,https://www.lcsc.com/product-detail/C5605652.html,SOT-523,Tape & Reel (TR),1 Independent,150mW,20V,100nA@14V,18.8V~21.2V,-65℃~+150℃,55Ω,225Ω,
C5605639,BZX84C13T-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/3ee5bf45c04165640760181428724563.pdf?productCode=C5605639,130,0.0671,5,5,https://www.lcsc.com/product-detail/C5605639.html,SOT-523,Tape & Reel (TR),1 Independent,150mW,13V,100nA@8V,12.4V~14.1V,-65℃~+150℃,30Ω,150Ω,
C5584882,BZX84C43Q-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/0e9070e678a9cae3b02bc454e6fc458f.pdf?productCode=C5584882,150,0.0516,10,10,https://www.lcsc.com/product-detail/C5584882.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,43V,100nA@30.1V,40V~46V,-65℃~+150℃,150Ω,375Ω,-
C5584744,BZX84C22Q-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/1b702302fd77b9622d440be4ac79742b.pdf?productCode=C5584744,100,0.0525,10,10,https://www.lcsc.com/product-detail/C5584744.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,22V,100nA,20.8V~23.3V,-65℃~+150℃,55Ω,250Ω,-
C5584693,BZX84C15T-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/3ee5bf45c04165640760181428724563.pdf?productCode=C5584693,120,0.0696,5,5,https://www.lcsc.com/product-detail/C5584693.html,SOT-523,Tape & Reel (TR),1 Independent,150mW,15V,100nA,13.8V~15.6V,-65℃~+150℃,30Ω,170Ω,
C5584648,BZX84C11T-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/3ee5bf45c04165640760181428724563.pdf?productCode=C5584648,90,0.0748,5,5,https://www.lcsc.com/product-detail/C5584648.html,SOT-523,Tape & Reel (TR),1 Independent,150mW,11V,100nA@8V,10.4V~11.6V,-65℃~+150℃,20Ω,150Ω,
C5566686,BZX84C33T-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/3ee5bf45c04165640760181428724563.pdf?productCode=C5566686,110,0.0698,5,5,https://www.lcsc.com/product-detail/C5566686.html,SOT-523,Tape & Reel (TR),1 Independent,150mW,33V,100nA,31V~35V,-65℃~+150℃,80Ω,300Ω,
C5267250,LBZX84C75LT1G,LRC,https://datasheet.lcsc.com/datasheet/pdf/b904230d8d8f9362ec4947913b641124.pdf?productCode=C5267250,1600,0.0248,20,20,https://www.lcsc.com/product-detail/C5267250.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,75V,50nA,70V~79V,-55℃~+150℃,255Ω,-,-
C5248724,BZX84C39W-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/206166150a81d498b53c19abdfe92710.pdf?productCode=C5248724,130,0.0641,10,10,https://www.lcsc.com/product-detail/C5248724.html,SOT-323,Tape & Reel (TR),1 Independent,200mW,39V,100nA,37V~41V,-65℃~+125℃,130Ω,350Ω,-
C5248716,BZX84C30W-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/206166150a81d498b53c19abdfe92710.pdf?productCode=C5248716,150,0.0646,10,10,https://www.lcsc.com/product-detail/C5248716.html,SOT-323,Tape & Reel (TR),1 Independent,200mW,30V,100nA@21V,28V~32V,-65℃~+125℃,80Ω,300Ω,-
C5248702,BZX84C20W-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/206166150a81d498b53c19abdfe92710.pdf?productCode=C5248702,10,0.0509,10,10,https://www.lcsc.com/product-detail/C5248702.html,SOT-323,Tape & Reel (TR),1 Independent,200mW,20V,100nA@14V,18.8V~21.2V,-65℃~+125℃,55Ω,225Ω,-
C5248699,BZX84C16W-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/206166150a81d498b53c19abdfe92710.pdf?productCode=C5248699,130,0.0682,10,10,https://www.lcsc.com/product-detail/C5248699.html,SOT-323,Tape & Reel (TR),1 Independent,200mW,16V,100nA@11.2V,15.3V~17.1V,-65℃~+125℃,40Ω,200Ω,-
C2988403,BZX84C10T-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/3ee5bf45c04165640760181428724563.pdf?productCode=C2988403,100,0.0657,10,10,https://www.lcsc.com/product-detail/C2988403.html,SOT-523,Tape & Reel (TR),1 Independent,150mW,10V,200nA@7V,9.4V~10.6V,,20Ω,100Ω,
C896693,BZX84C5V6LT3G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/f43f82821950ef91c351e2d54e5a8218.pdf?productCode=C896693,80,0.0342,20,20,https://www.lcsc.com/product-detail/C896693.html,SOT-23,Tape & Reel (TR),1 Independent,250mW,5.6V,1uA@2V,5.2V~6V,-65℃~+150℃,40Ω,500Ω,-
C516600,BZX84C3V6-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/0e9070e678a9cae3b02bc454e6fc458f.pdf?productCode=C516600,80,0.0412,20,20,https://www.lcsc.com/product-detail/C516600.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,3.6V,5uA@1V,3.4V~3.8V,-65℃~+150℃,90Ω,600Ω,-
C460819,BZX84C27Q-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/1b702302fd77b9622d440be4ac79742b.pdf?productCode=C460819,30,0.0522,10,10,https://www.lcsc.com/product-detail/C460819.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,27V,100nA@18.9V,25.1V~28.9V,-65℃~+150℃,80Ω,300Ω,-
C460817,BZX84C20Q-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/1b702302fd77b9622d440be4ac79742b.pdf?productCode=C460817,110,0.0522,10,10,https://www.lcsc.com/product-detail/C460817.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,20V,100nA@14V,18.8V~21.2V,-65℃~+150℃,55Ω,225Ω,-
C460814,BZX84C12W-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/206166150a81d498b53c19abdfe92710.pdf?productCode=C460814,10,0.0885,10,10,https://www.lcsc.com/product-detail/C460814.html,SOT-323,Tape & Reel (TR),1 Independent,200mW,12V,100nA@8V,11.4V~12.7V,-65℃~+125℃,25Ω,150Ω,-
C151048,BZX84C6V8-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/0e9070e678a9cae3b02bc454e6fc458f.pdf?productCode=C151048,54,0.0575,2,2,https://www.lcsc.com/product-detail/C151048.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,6.8V,2uA@4V,6.4V~7.2V,-65℃~+150℃,15Ω,80Ω,-
C49504,LBZX84C20LT1G,LRC,https://datasheet.lcsc.com/datasheet/pdf/f38bff37f838ce082f42e60b9be47320.pdf?productCode=C49504,1800,0.0222,50,50,https://www.lcsc.com/product-detail/C49504.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,20V,50nA,18.8V~21.2V,-55℃~+150℃,55Ω,600Ω,-
C14279,LBZX84C36LT1G,LRC,https://datasheet.lcsc.com/datasheet/pdf/f38bff37f838ce082f42e60b9be47320.pdf?productCode=C14279,2250,0.0242,50,50,https://www.lcsc.com/product-detail/C14279.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,36V,50nA,34V~38V,-55℃~+150℃,90Ω,600Ω,-
C486161,BZX84C9V1 RFG,Taiwan Semiconductor,https://datasheet.lcsc.com/datasheet/pdf/258cd06c211272adf1f851bcda60de8f.pdf?productCode=C486161,20,0.0318,20,20,https://www.lcsc.com/product-detail/C486161.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,9.1V,500nA@6V,8.5V~9.6V,-65℃~+150℃,15Ω,100Ω,-
C410853,BZX84C7V5 RFG,Taiwan Semiconductor,https://datasheet.lcsc.com/datasheet/pdf/258cd06c211272adf1f851bcda60de8f.pdf?productCode=C410853,240,0.0353,20,20,https://www.lcsc.com/product-detail/C410853.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,7.5V,1uA@5V,7V~7.9V,-65℃~+150℃,15Ω,80Ω,-
C12763,LBZX84C13LT1G,LRC,https://datasheet.lcsc.com/datasheet/pdf/f38bff37f838ce082f42e60b9be47320.pdf?productCode=C12763,1300,0.0197,50,50,https://www.lcsc.com/product-detail/C12763.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,13V,100nA,12.4V~14.1V,-55℃~+150℃,30Ω,600Ω,-
C12762,LBZX84C11LT1G,LRC,https://datasheet.lcsc.com/datasheet/pdf/f38bff37f838ce082f42e60b9be47320.pdf?productCode=C12762,560,0.0192,20,20,https://www.lcsc.com/product-detail/C12762.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,11V,100nA,10.4V~11.6V,-55℃~+150℃,20Ω,50Ω,-
C5267249,LBZX84C68LT1G,LRC,https://datasheet.lcsc.com/datasheet/pdf/ecae04c719301640918897b330e90565.pdf?productCode=C5267249,20,0.0269,20,20,https://www.lcsc.com/product-detail/C5267249.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,68V,50nA@35V,64V~72V,-55℃~+150℃,240Ω,-,-
C525412,LBZX84C47LT1G,LRC,https://datasheet.lcsc.com/datasheet/pdf/b904230d8d8f9362ec4947913b641124.pdf?productCode=C525412,260,0.0211,20,20,https://www.lcsc.com/product-detail/C525412.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,47V,50nA,44V~50V,-55℃~+150℃,170Ω,-,-
C411195,LBZX84C33LT1G,LRC,https://datasheet.lcsc.com/datasheet/pdf/f38bff37f838ce082f42e60b9be47320.pdf?productCode=C411195,250,0.0191,50,50,https://www.lcsc.com/product-detail/C411195.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,33V,50nA,31V~35V,-55℃~+150℃,80Ω,80Ω,-
C131834,LBZX84C24LT1G,LRC,https://datasheet.lcsc.com/datasheet/pdf/f38bff37f838ce082f42e60b9be47320.pdf?productCode=C131834,100,0.0207,50,50,https://www.lcsc.com/product-detail/C131834.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,24V,100nA@1V,22.8V~25.6V,-55℃~+150℃,70Ω,450Ω,-
C131833,LBZX84C27LT1G,LRC,https://datasheet.lcsc.com/datasheet/pdf/f38bff37f838ce082f42e60b9be47320.pdf?productCode=C131833,50,0.0216,50,50,https://www.lcsc.com/product-detail/C131833.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,27V,50nA,25.1V~28.9V,-55℃~+150℃,80Ω,150Ω,-
