LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Diode Configuration,Pd - Power Dissipation,Zener Voltage(Nom),Reverse Leakage Current (Ir),Zener Voltage(Range),Operating Junction Temperature Range,Impedance(Zzt),Impedance(Zzk),Tolerance
C268610,MMSZ5245A_R1_00001,PANJIT,https://datasheet.lcsc.com/datasheet/pdf/16c1899b5dfb14accf8bd7ea4011b6fa.pdf?productCode=C268610,5740,0.0429,20,20,https://www.lcsc.com/product-detail/C268610.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,15V,500nA@11V,14.7V~15.3V,-50℃~+150℃,16Ω,600Ω,-
C46472942,MMSZ5231BT1G-TP,TECH PUBLIC,https://datasheet.lcsc.com/datasheet/pdf/c145086725e180d036ff9011316c46b4.pdf?productCode=C46472942,5700,0.0177,50,50,https://www.lcsc.com/product-detail/C46472942.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,5.1V,5uA@2V,4.85V~5.36V,-55℃~+150℃,17Ω,1.6kΩ,-
C41410797,MMSZ5251BS,R+O,https://datasheet.lcsc.com/datasheet/pdf/fd38dbf7891eeab523fe4c8bd002891d.pdf?productCode=C41410797,5680,0.0272,20,20,https://www.lcsc.com/product-detail/C41410797.html,SOD-323,Tape & Reel (TR),1 Independent,200mW,22V,100nA,20.9V~23.1V,-55℃~+150℃,29Ω,600Ω,-
C282317,MMSZ5246B_R1_00001,PANJIT,https://datasheet.lcsc.com/datasheet/pdf/fead952fddeee85c5e15eb7cb4cdcbd6.pdf?productCode=C282317,5640,0.0395,20,20,https://www.lcsc.com/product-detail/C282317.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,16V,100nA@12V,15.2V~16.8V,-55℃~+150℃,17Ω,600Ω,-
C20602107,MMSZ5258B,YANGJIE,https://datasheet.lcsc.com/datasheet/pdf/a596e673ed031fbca286e64709e0e777.pdf?productCode=C20602107,5620,0.0210,20,20,https://www.lcsc.com/product-detail/C20602107.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,36V,100nA@27V,34.2V~37.8V,-55℃~+150℃,70Ω,700Ω,-
C5277984,MMSZ5244B,MSKSEMI,https://datasheet.lcsc.com/datasheet/pdf/fc18b3cd94f63355c92e047229a62363.pdf?productCode=C5277984,5620,0.0282,20,20,https://www.lcsc.com/product-detail/C5277984.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,14V,100nA,13.3V~14.7V,-55℃~+150℃,15Ω,600Ω,-
C14548,MMSZ5241BT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/2b8c7f1eb64149509927656cf6a356c6.pdf?productCode=C14548,5620,0.0548,10,10,https://www.lcsc.com/product-detail/C14548.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,11V,2uA@8.4V,10.45V~11.55V,-55℃~+150℃,22Ω,600Ω,±5%
C268619,MMSZ5251A_R1_00001,PANJIT,https://datasheet.lcsc.com/datasheet/pdf/e15df6cbb6e230d8c80aef7801b21ceb.pdf?productCode=C268619,5600,0.0361,20,20,https://www.lcsc.com/product-detail/C268619.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,22V,100nA@17V,21.56V~22.44V,-50℃~+150℃,29Ω,600Ω,-
C235772,MMSZ5254BT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/5fd4ed59a1ff9e393f15d5588166eb54.pdf?productCode=C235772,5560,0.0665,10,10,https://www.lcsc.com/product-detail/C235772.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,27V,100nA@21V,25.65V~28.85V,-55℃~+150℃,41Ω,600Ω,±5%
C41410799,MMSZ5245BS,R+O,https://datasheet.lcsc.com/datasheet/pdf/fd38dbf7891eeab523fe4c8bd002891d.pdf?productCode=C41410799,5550,0.0197,50,50,https://www.lcsc.com/product-detail/C41410799.html,SOD-323,Tape & Reel (TR),1 Independent,200mW,15V,100nA,14.25V~15.75V,-55℃~+150℃,16Ω,600Ω,-
C42263513,MMSZ5242B_R1_00301,PANJIT,https://datasheet.lcsc.com/datasheet/pdf/2174ce7aa3052754b3cff0e62fa651d6.pdf?productCode=C42263513,5380,0.0299,20,20,https://www.lcsc.com/product-detail/C42263513.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,12V,1uA,11.4V~12.6V,-55℃~+150℃,30Ω,600Ω,-
C707172,MMSZ5242B,Slkor,https://datasheet.lcsc.com/datasheet/pdf/4e4874330e301bcccafecad58abf09aa.pdf?productCode=C707172,5300,0.0245,20,20,https://www.lcsc.com/product-detail/C707172.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,13V,2uA@9.1V,11.4V~12.6V,-55℃~+150℃,30Ω,600Ω,±5%
C5277980,MMSZ5256BS,MSKSEMI,https://datasheet.lcsc.com/datasheet/pdf/714c2e8215b8a97358cd4ef8f12c7ed9.pdf?productCode=C5277980,5120,0.0350,20,20,https://www.lcsc.com/product-detail/C5277980.html,SOD-323,Tape & Reel (TR),1 Independent,200mW,30V,100nA@23V,28.5V~31.5V,-65℃~+150℃,49Ω,600Ω,-
C391552,MMSZ5236A_R1_00001,PANJIT,https://datasheet.lcsc.com/datasheet/pdf/4147b8e9c2a90018503439d07dfc6a4a.pdf?productCode=C391552,5100,0.0348,20,20,https://www.lcsc.com/product-detail/C391552.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,7.5V,3uA@6V,7.35V~7.65V,-50℃~+150℃,6Ω,500Ω,-
C268627,MMSZ5258B_R1_00001,PANJIT,https://datasheet.lcsc.com/datasheet/pdf/1451900db9fb433be9b2744ef46f7b9b.pdf?productCode=C268627,5040,0.0313,20,20,https://www.lcsc.com/product-detail/C268627.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,36V,100nA@27V,34.2V~37.8V,-55℃~+150℃,70Ω,700Ω,-
C282318,MMSZ5248B_R1_00001,PANJIT,https://datasheet.lcsc.com/datasheet/pdf/b15bb6adac4942e1f691cec4f81b2c96.pdf?productCode=C282318,5000,0.0309,20,20,https://www.lcsc.com/product-detail/C282318.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,18V,100nA@14V,17.1V~18.9V,-55℃~+150℃,21Ω,600Ω,-
C2902545,MMSZ5239BS_R1_00001,PANJIT,https://datasheet.lcsc.com/datasheet/pdf/4fd548d95ecb8b3afbc203b61a1541de.pdf?productCode=C2902545,4900,0.0244,20,20,https://www.lcsc.com/product-detail/C2902545.html,SOD-323,Tape & Reel (TR),1 Independent,200mW,9.1V,3uA,8.65V~9.56V,-55℃~+150℃,10Ω,600Ω,-
C142579,MMSZ5245C-E3-08,VISHAY,https://datasheet.lcsc.com/datasheet/pdf/684e589e942c094c6867d6cd900c5b67.pdf?productCode=C142579,4805,0.0642,5,5,https://www.lcsc.com/product-detail/C142579.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,15V,100nA,,-55℃~+150℃,16Ω,,
C268624,MMSZ5254B_R1_00001,PANJIT,https://datasheet.lcsc.com/datasheet/pdf/ad9a612466a7c3e39a80ad9f35a7de36.pdf?productCode=C268624,4760,0.0441,20,20,https://www.lcsc.com/product-detail/C268624.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,27V,100nA@21V,25.65V~28.35V,-55℃~+150℃,41Ω,600Ω,-
