LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Diode Configuration,Pd - Power Dissipation,Zener Voltage(Nom),Reverse Leakage Current (Ir),Zener Voltage(Range),Operating Junction Temperature Range,Impedance(Zzt),Impedance(Zzk),Tolerance
C707170,MMSZ5240B,Slkor,https://datasheet.lcsc.com/datasheet/pdf/4e4874330e301bcccafecad58abf09aa.pdf?productCode=C707170,620,0.0274,20,20,https://www.lcsc.com/product-detail/C707170.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,10V,3uA@8V,9.5V~10.5V,-55℃~+150℃,17Ω,600Ω,-
C5249649,MMSZ5245B,ElecSuper,https://datasheet.lcsc.com/datasheet/pdf/1f155c5886167c23136ec1e43c5df476.pdf?productCode=C5249649,605,0.0170,5,5,https://www.lcsc.com/product-detail/C5249649.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,15V,100nA@11V,14.25V~15.75V,,16Ω,600Ω,
C21714114,MMSZ5235B,CBI,https://datasheet.lcsc.com/datasheet/pdf/8b2e31e5edef83811e61a7a88164fb96.pdf?productCode=C21714114,600,0.0150,50,50,https://www.lcsc.com/product-detail/C21714114.html,SOD-123,Tape & Reel (TR),1 Independent,350mW,6.8V,3uA@5V,6.46V~7.14V,-65℃~+150℃,5Ω,750Ω,-
C707161,MMSZ5229B,Slkor,https://datasheet.lcsc.com/datasheet/pdf/4e4874330e301bcccafecad58abf09aa.pdf?productCode=C707161,600,0.0216,20,20,https://www.lcsc.com/product-detail/C707161.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,4.3V,5uA@1V,4.09V~4.52V,-55℃~+150℃,22Ω,2kΩ,-
C2975761,AD-MMSZ5238B,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/9600685dc4ee4a57366b258c5dea5788.pdf?productCode=C2975761,580,0.0295,20,20,https://www.lcsc.com/product-detail/C2975761.html,SOD-123,Tape & Reel (TR),1 Independent,350mW,8.7V,3uA@6.5V,8.27V~9.14V,-55℃~+150℃,8Ω,600Ω,-
C894678,SZMMSZ5241BT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/76a5954562ceee3dcf4f2570a16ec1a6.pdf?productCode=C894678,565,0.3886,5,5,https://www.lcsc.com/product-detail/C894678.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,11V,2uA@8.4V,10.45V~11.55V,-55℃~+150℃,22Ω,600Ω,±5%
C236214,MMSZ5251BT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/d80a1fab8506ed09fe7ba161c1fab315.pdf?productCode=C236214,565,0.0879,5,5,https://www.lcsc.com/product-detail/C236214.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,22V,100nA@17V,20.9V~23.1V,-55℃~+150℃,29Ω,600Ω,-
C894686,SZMMSZ5251BT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/76a5954562ceee3dcf4f2570a16ec1a6.pdf?productCode=C894686,560,0.3109,5,5,https://www.lcsc.com/product-detail/C894686.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,22V,100nA@17V,20.9V~23.1V,-55℃~+150℃,29Ω,600Ω,±5%
C46061850,MMSZ5235B,GOODWORK,https://datasheet.lcsc.com/datasheet/pdf/d669947b80aaff7d70018896e446b923.pdf?productCode=C46061850,550,0.0149,50,50,https://www.lcsc.com/product-detail/C46061850.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,6.8V,3uA@5V,6.46V~7.14V,-55℃~+150℃,5Ω,750Ω,-
C894672,SZMMSZ5233BT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/76a5954562ceee3dcf4f2570a16ec1a6.pdf?productCode=C894672,545,0.3209,5,5,https://www.lcsc.com/product-detail/C894672.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,6V,5uA,5.7V~6.3V,-55℃~+150℃,7Ω,1.6kΩ,±5%
C49238170,MMSZ5231B,Guangdong Hottech,https://datasheet.lcsc.com/datasheet/pdf/e1e12c269674bcb4d95d3eb11391730d.pdf?productCode=C49238170,500,0.0258,20,20,https://www.lcsc.com/product-detail/C49238170.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,5.1V,5uA,4.85V~5.36V,-65℃~+150℃,17Ω,1.6kΩ,-
C20616336,MMSZ5226B,HXY MOSFET,https://datasheet.lcsc.com/datasheet/pdf/af5e059871d3844d71cbd67722fbad11.pdf?productCode=C20616336,500,0.0178,50,50,https://www.lcsc.com/product-detail/C20616336.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,3.3V,25uA@1V,3.14V~3.47V,-,95Ω,1.6kΩ,-
C5249130,MMSZ5243BS-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/073edf23b0e02cfeb6a589873dbb1e03.pdf?productCode=C5249130,500,0.0194,20,20,https://www.lcsc.com/product-detail/C5249130.html,SOD-323,Tape & Reel (TR),1 Independent,200mW,13V,500nA@9.9V,12.35V~13.65V,-65℃~+150℃,13Ω,600Ω,
C5293056,MMSZ5243C,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/49bdf9142f4eed1383dc8fa8df934999.pdf?productCode=C5293056,480,0.0253,20,20,https://www.lcsc.com/product-detail/C5293056.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,13V,500nA,12.74V~13.26V,-55℃~+150℃,13Ω,600Ω,-
C2903822,MMSZ5236B,LGE,https://datasheet.lcsc.com/datasheet/pdf/6b57e24f6d27c1e26d1a67ae974501ad.pdf?productCode=C2903822,480,0.0186,20,20,https://www.lcsc.com/product-detail/C2903822.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,7.5V,3uA@6V,7.13V~7.88V,-,6Ω,500Ω,-
C462969,SZMMSZ5242BT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/a417117b178bdb08a63a89816e1c6d80.pdf?productCode=C462969,475,0.1385,5,5,https://www.lcsc.com/product-detail/C462969.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,12V,1uA@9.1V,11.4V~12.6V,-55℃~+150℃,30Ω,600Ω,-
C191365,MMSZ5245BS,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/57e258df504b4d81881147d650fcdbd4.pdf?productCode=C191365,460,0.0245,20,20,https://www.lcsc.com/product-detail/C191365.html,SOD-323,Tape & Reel (TR),1 Independent,200mW,15V,100nA@11V,14.25V~15.75V,-,16Ω,600Ω,-
C39847160,MMSZ5242B,GOODWORK,https://datasheet.lcsc.com/datasheet/pdf/d669947b80aaff7d70018896e446b923.pdf?productCode=C39847160,450,0.0213,50,50,https://www.lcsc.com/product-detail/C39847160.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,12V,1uA@9.1V,11.4V~12.6V,-55℃~+150℃,30Ω,600Ω,-
C3731426,MMSZ5230B,DIOTEC,https://datasheet.lcsc.com/datasheet/pdf/562eccf62cac3cee9d2918666cb91cbb.pdf?productCode=C3731426,450,0.0903,5,5,https://www.lcsc.com/product-detail/C3731426.html,SOD-123F,Bag-packed,1 Independent,500mW,4.7V,5uA@2V,4.47V~4.94V,-50℃~+150℃,19Ω,-,-
C2991941,MMSZ5253B,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/1ed760df077227e319cb4e1d07e4e239.pdf?productCode=C2991941,440,0.0293,20,20,https://www.lcsc.com/product-detail/C2991941.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,25V,100nA,23.75V~26.25V,-55℃~+150℃,35Ω,600Ω,-
C191368,MMSZ5234BS,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/57e258df504b4d81881147d650fcdbd4.pdf?productCode=C191368,440,0.0303,20,20,https://www.lcsc.com/product-detail/C191368.html,SOD-323,Tape & Reel (TR),1 Independent,200mW,6.2V,5uA,5.89V~6.51V,-,7Ω,1kΩ,-
C156265,MMSZ5232B-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/9fcdbb98526725f0b0a14ceb5eec7814.pdf?productCode=C156265,430,0.0467,10,10,https://www.lcsc.com/product-detail/C156265.html,SOD-123,Tape & Reel (TR),1 Independent,370mW,5.6V,5uA@3V,5.32V~5.83V,-65℃~+150℃,11Ω,1.6kΩ,
C891726,MMSZ5235ET1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/4aaa35e10f4e56d6188235036f318dc7.pdf?productCode=C891726,424,0.2419,1,1,https://www.lcsc.com/product-detail/C891726.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,6.8V,3uA@5V,6.46V~7.14V,-55℃~+150℃,5Ω,750Ω,±5%
C2975498,MMSZ5223B-TP,MCC,https://datasheet.lcsc.com/datasheet/pdf/9a079df17fac951236ff8abb372b8f82.pdf?productCode=C2975498,420,0.0514,20,20,https://www.lcsc.com/product-detail/C2975498.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,2.7V,75uA@1V,-,-65℃~+150℃,30Ω,1.3kΩ,±5%
C460921,MMSZ5255BS-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/073edf23b0e02cfeb6a589873dbb1e03.pdf?productCode=C460921,420,0.0472,10,10,https://www.lcsc.com/product-detail/C460921.html,SOD-323,Tape & Reel (TR),1 Independent,200mW,28V,100nA@21V,26.6V~29.4V,,44Ω,600Ω,
C6227265,MMSZ5239C-E3-08,VISHAY,https://datasheet.lcsc.com/datasheet/pdf/ec6319962a7e32984871ec26b74d493a.pdf?productCode=C6227265,410,0.2038,5,5,https://www.lcsc.com/product-detail/C6227265.html,SOD-123,Tape & Reel (TR),1 Independent,300mW,9.1V,3uA@7V,-,-55℃~+150℃,10Ω,600Ω,±2%
C42456327,MMSZ5232B,GOODWORK,https://datasheet.lcsc.com/datasheet/pdf/d669947b80aaff7d70018896e446b923.pdf?productCode=C42456327,400,0.0159,50,50,https://www.lcsc.com/product-detail/C42456327.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,5.6V,5uA@3V,5.32V~5.88V,-55℃~+150℃,11Ω,1.6kΩ,-
C5674367,MMSZ5232B-AU_R1_000A1,PANJIT,https://datasheet.lcsc.com/datasheet/pdf/8b0b8d7b486416861201f1b931bc52d7.pdf?productCode=C5674367,400,0.0457,20,20,https://www.lcsc.com/product-detail/C5674367.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,5.6V,5uA@3V,5.32V~5.88V,-55℃~+150℃,11Ω,1.6kΩ,-
C2983234,MMSZ5242B,LGE,https://datasheet.lcsc.com/datasheet/pdf/6b57e24f6d27c1e26d1a67ae974501ad.pdf?productCode=C2983234,400,0.0186,50,50,https://www.lcsc.com/product-detail/C2983234.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,12V,1uA@9.1V,11.4V~12.6V,-,30Ω,600Ω,-
C151381,MMSZ5233B-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/9fcdbb98526725f0b0a14ceb5eec7814.pdf?productCode=C151381,400,0.0448,10,10,https://www.lcsc.com/product-detail/C151381.html,SOD-123,Tape & Reel (TR),1 Independent,370mW,6V,5uA@3.5V,5.7V~6.3V,-65℃~+150℃,7Ω,1.6kΩ,
C4402958,MMSZ5258BS_R1_00001,PANJIT,https://datasheet.lcsc.com/datasheet/pdf/6296bce0673d732671bcb93390f9343c.pdf?productCode=C4402958,380,0.0431,20,20,https://www.lcsc.com/product-detail/C4402958.html,SOD-323,Tape & Reel (TR),1 Independent,200mW,36V,100nA@27V,34.2V~37.8V,-55℃~+150℃,70Ω,700Ω,-
C2992443,MMSZ5239B,PANJIT,https://datasheet.lcsc.com/datasheet/pdf/4d5379754d1452f4fc06819b5052dc5a.pdf?productCode=C2992443,370,0.0563,10,10,https://www.lcsc.com/product-detail/C2992443.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,9.1V,3uA@6.5V,8.65V~9.56V,-55℃~+150℃,10Ω,600Ω,
C5277992,MMSZ5256B,MSKSEMI,https://datasheet.lcsc.com/datasheet/pdf/fc18b3cd94f63355c92e047229a62363.pdf?productCode=C5277992,360,0.0218,20,20,https://www.lcsc.com/product-detail/C5277992.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,30V,100nA@23V,28.5V~31.5V,-55℃~+150℃,49Ω,600Ω,-
C3729647,MMSZ5258B-E3-08,VISHAY,https://datasheet.lcsc.com/datasheet/pdf/ec6319962a7e32984871ec26b74d493a.pdf?productCode=C3729647,360,0.0813,5,5,https://www.lcsc.com/product-detail/C3729647.html,SOD-123,Tape & Reel (TR),1 Independent,300mW,36V,100nA@27V,-,-55℃~+150℃,70Ω,700Ω,±5%
C2975762,AD-MMSZ5242B,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/9600685dc4ee4a57366b258c5dea5788.pdf?productCode=C2975762,360,0.0295,20,20,https://www.lcsc.com/product-detail/C2975762.html,SOD-123,Tape & Reel (TR),1 Independent,350mW,12V,1uA@9.1V,11.4V~12.6V,-55℃~+150℃,30Ω,600Ω,-
C266795,SZMMSZ5267BT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/20903e2f36711889bfd5465b7f200527.pdf?productCode=C266795,360,0.1646,5,5,https://www.lcsc.com/product-detail/C266795.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,75V,100nA@56V,71.25V~78.75V,-55℃~+150℃,270Ω,1.7kΩ,±5%
C7528236,MMSZ5243BW,Jingdao Microelectronics,https://datasheet.lcsc.com/datasheet/pdf/5b0526dfab18aa6abb3bc061be639c85.pdf?productCode=C7528236,350,0.0155,50,50,https://www.lcsc.com/product-detail/C7528236.html,SOD-123W,Tape & Reel (TR),1 Independent,500mW,13V,1uA@9.9V,12.35V~13.65V,-55℃~+150℃,13Ω,600Ω,±5%
C5342843,MMSZ5259B,XCH,https://datasheet.lcsc.com/datasheet/pdf/91dd2cd5efc2ed4c369870c4b4b86b94.pdf?productCode=C5342843,350,0.0183,50,50,https://www.lcsc.com/product-detail/C5342843.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,-,100nA@30V,37.05V~40.95V,-,80Ω,800Ω,-
C5362068,MMSZ5245BS,CBI,https://datasheet.lcsc.com/datasheet/pdf/f15fd07719b1219cd3ea9367b4ebb0dc.pdf?productCode=C5362068,340,0.0184,20,20,https://www.lcsc.com/product-detail/C5362068.html,SOD-323,Tape & Reel (TR),1 Independent,200mW,15V,100nA,14.25V~15.75V,-55℃~+150℃,16Ω,600Ω,-
C894677,SZMMSZ5239BT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/76a5954562ceee3dcf4f2570a16ec1a6.pdf?productCode=C894677,340,0.1397,5,5,https://www.lcsc.com/product-detail/C894677.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,9.1V,3uA@7V,8.65V~9.56V,-55℃~+150℃,10Ω,600Ω,±5%
C191372,MMSZ5254BS,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/57e258df504b4d81881147d650fcdbd4.pdf?productCode=C191372,340,0.0289,20,20,https://www.lcsc.com/product-detail/C191372.html,SOD-323,Tape & Reel (TR),1 Independent,200mW,27V,100nA@21V,25.65V~28.35V,-,41Ω,600Ω,-
C3031853,MMSZ5243BS,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/f2d70d7d0aa0540a5373d968a7944db0.pdf?productCode=C3031853,320,0.0228,20,20,https://www.lcsc.com/product-detail/C3031853.html,SOD-323,Tape & Reel (TR),1 Independent,200mW,13V,500nA@9.9V,12.35V~13.65V,-55℃~+150℃,13Ω,600Ω,-
C3764126,MMSZ5244B,onsemi,https://datasheet.lcsc.com/datasheet/pdf/8daf0bcae6073b8fcaa258ae804d1042.pdf?productCode=C3764126,311,0.0460,311,311,https://www.lcsc.com/product-detail/C3764126.html,SOD-123,Bag-packed,1 Independent,500mW,14V,100nA@10V,13.3V~14.7V,-,15Ω,600Ω,±5%
C22396430,HMMSZ5242BT1G,HXY MOSFET,https://datasheet.lcsc.com/datasheet/pdf/79c14ec2325ee1057a03e6b6ab109906.pdf?productCode=C22396430,300,0.0191,50,50,https://www.lcsc.com/product-detail/C22396430.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,12V,1uA@9.1V,11.4V~12.6V,-,30Ω,600Ω,-
C20616338,MMSZ5240B,HXY MOSFET,https://datasheet.lcsc.com/datasheet/pdf/2733c880157b67aefbdf1a1e018f5caf.pdf?productCode=C20616338,300,0.0171,50,50,https://www.lcsc.com/product-detail/C20616338.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,10V,3uA@8V,9.5V~10.5V,,19Ω,,
C7529085,MMSZ5246C,amsem,https://datasheet.lcsc.com/datasheet/pdf/a38426411bb0e8cc583c7be987b707d2.pdf?productCode=C7529085,300,0.0187,50,50,https://www.lcsc.com/product-detail/C7529085.html,SOD-123,Tape & Reel (TR),1 Independent,350mW,16V,100nA,15.88V~16.32V,-,17Ω,600Ω,-
C5342839,MMSZ5242B,XCH,https://datasheet.lcsc.com/datasheet/pdf/91dd2cd5efc2ed4c369870c4b4b86b94.pdf?productCode=C5342839,300,0.0182,50,50,https://www.lcsc.com/product-detail/C5342839.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,-,1uA@9.1V,11.4V~12.6V,-,30Ω,600Ω,-
C5277989,MMSZ5252B,MSKSEMI,https://datasheet.lcsc.com/datasheet/pdf/fc18b3cd94f63355c92e047229a62363.pdf?productCode=C5277989,300,0.0215,20,20,https://www.lcsc.com/product-detail/C5277989.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,24V,100nA@18V,22.8V~25.2V,-55℃~+150℃,33Ω,600Ω,-
C707163,MMSZ5231B,Slkor,https://datasheet.lcsc.com/datasheet/pdf/4e4874330e301bcccafecad58abf09aa.pdf?productCode=C707163,300,0.0224,20,20,https://www.lcsc.com/product-detail/C707163.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,5.1V,5uA@2V,4.85V~5.36V,-55℃~+150℃,17Ω,1.6kΩ,±5%
C236192,MMSZ5257BT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/a417117b178bdb08a63a89816e1c6d80.pdf?productCode=C236192,290,0.0570,10,10,https://www.lcsc.com/product-detail/C236192.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,33V,100nA@25V,31.35V~34.65V,-55℃~+150℃,58Ω,700Ω,-
C20616340,MMSZ5248B,HXY MOSFET,https://datasheet.lcsc.com/datasheet/pdf/eeea38afe3e7f2d04fac7e0b6153fb5c.pdf?productCode=C20616340,280,0.0244,20,20,https://www.lcsc.com/product-detail/C20616340.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,18V,100nA,17.1V~18.9V,-,42.7Ω,600Ω,-
C3028996,MMSZ5237B,DIOTEC,https://datasheet.lcsc.com/datasheet/pdf/8b21613c3456f4bf7f69ab8bb4f128fb.pdf?productCode=C3028996,280,0.0542,10,10,https://www.lcsc.com/product-detail/C3028996.html,SOD-123F,Tape & Reel (TR),1 Independent,500mW,8.2V,3uA@6.5V,7.8V~8.61V,-50℃~+150℃,8Ω,-,±5%
C5358741,MMSZ5233C-E3-18,VISHAY,https://datasheet.lcsc.com/datasheet/pdf/ec6319962a7e32984871ec26b74d493a.pdf?productCode=C5358741,276,0.5943,1,1,https://www.lcsc.com/product-detail/C5358741.html,SOD-123,Tape & Reel (TR),1 Independent,300mW,6V,5uA@3.5V,-,-55℃~+150℃,7Ω,1.6kΩ,±2%
C20602074,MMSZ5237B,YANGJIE,https://datasheet.lcsc.com/datasheet/pdf/a596e673ed031fbca286e64709e0e777.pdf?productCode=C20602074,260,0.0213,20,20,https://www.lcsc.com/product-detail/C20602074.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,8.2V,3uA@6.5V,7.79V~8.61V,-55℃~+150℃,8Ω,500Ω,-
C5244949,MMSZ5233B,DIODES,https://datasheet.lcsc.com/datasheet/pdf/9fcdbb98526725f0b0a14ceb5eec7814.pdf?productCode=C5244949,255,0.2511,5,5,https://www.lcsc.com/product-detail/C5244949.html,SOD-123,Bag-packed,1 Independent,370mW,6V,5uA@3.5V,5.7V~6.3V,-65℃~+150℃,7Ω,1.6kΩ,
C5244960,MMSZ5252B,DIODES,https://datasheet.lcsc.com/datasheet/pdf/9fcdbb98526725f0b0a14ceb5eec7814.pdf?productCode=C5244960,250,0.2049,5,5,https://www.lcsc.com/product-detail/C5244960.html,SOD-123,Bag-packed,1 Independent,370mW,24V,100nA@18V,22.8V~25.2V,-65℃~+150℃,33Ω,600Ω,
C891737,MMSZ5258CT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/5fd4ed59a1ff9e393f15d5588166eb54.pdf?productCode=C891737,245,0.2411,5,5,https://www.lcsc.com/product-detail/C891737.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,36V,100nA@27V,35.28V~36.72V,-55℃~+150℃,70Ω,700Ω,±2%
C2975763,AD-MMSZ5246B,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/9600685dc4ee4a57366b258c5dea5788.pdf?productCode=C2975763,240,0.0295,20,20,https://www.lcsc.com/product-detail/C2975763.html,SOD-123,Tape & Reel (TR),1 Independent,350mW,16V,100nA@12V,15.2V~16.8V,-55℃~+150℃,17Ω,600Ω,-
