LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Diode Configuration,Pd - Power Dissipation,Zener Voltage(Nom),Reverse Leakage Current (Ir),Zener Voltage(Range),Operating Junction Temperature Range,Impedance(Zzt),Impedance(Zzk),Tolerance
C51315467,MMSZ5248BS,CBI,https://datasheet.lcsc.com/datasheet/pdf/1f2a7f8025e304741405258a8e0f2fdc.pdf?productCode=C51315467,1900,0.0150,50,50,https://www.lcsc.com/product-detail/C51315467.html,SOD-323,Tape & Reel (TR),1 Independent,200mW,18V,100nA@14V,17.1V~18.9V,-55℃~+150℃,21Ω,600Ω,-
C49318118,MMSZ5232B,luJing,https://datasheet.lcsc.com/datasheet/pdf/7afe415607e8ab6a3ff100eb870d2ef9.pdf?productCode=C49318118,1900,0.0136,50,50,https://www.lcsc.com/product-detail/C49318118.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,-,5uA@3V,5.32V~5.88V,-,11Ω,1.6kΩ,-
C24833829,MMSZ5231B_R1_00301,PANJIT,https://datasheet.lcsc.com/datasheet/pdf/d3411ad1048cc7608c4bbd745d70a6f3.pdf?productCode=C24833829,1900,0.0311,20,20,https://www.lcsc.com/product-detail/C24833829.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,5.1V,5uA@2V,4.85V~5.36V,-55℃~+150℃,17Ω,1.6kΩ,-
C6991424,MMSZ5242B-AU_R1_000A1,PANJIT,https://datasheet.lcsc.com/datasheet/pdf/8b0b8d7b486416861201f1b931bc52d7.pdf?productCode=C6991424,1900,0.0319,20,20,https://www.lcsc.com/product-detail/C6991424.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,12V,1uA@9.1V,11.4V~12.6V,-55℃~+150℃,30Ω,600Ω,-
C5362066,MMSZ5254B,CBI,https://datasheet.lcsc.com/datasheet/pdf/faffa9fdfcd7d73b4394b0177ef99fa5.pdf?productCode=C5362066,1900,0.0169,50,50,https://www.lcsc.com/product-detail/C5362066.html,SOD-123,Tape & Reel (TR),1 Independent,350mW,27V,100nA,25.65V~28.35V,-65℃~+150℃,41Ω,600Ω,-
C268626,MMSZ5257B_R1_00001,PANJIT,https://datasheet.lcsc.com/datasheet/pdf/a6e5a921f72102bcc01c51746c6f5900.pdf?productCode=C268626,1860,0.0244,20,20,https://www.lcsc.com/product-detail/C268626.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,33V,100nA@25V,31.35V~34.65V,-55℃~+150℃,58Ω,700Ω,-
C513123,MMSZ5246BQ-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/9fcdbb98526725f0b0a14ceb5eec7814.pdf?productCode=C513123,1850,0.0485,10,10,https://www.lcsc.com/product-detail/C513123.html,SOD-123,Tape & Reel (TR),1 Independent,370mW,16V,100nA@12V,15.2V~16.8V,-65℃~+150℃,17Ω,600Ω,
C500786,MMSZ5235B-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/9fcdbb98526725f0b0a14ceb5eec7814.pdf?productCode=C500786,1840,0.0407,10,10,https://www.lcsc.com/product-detail/C500786.html,SOD-123,Tape & Reel (TR),1 Independent,370mW,6.8V,3uA@5V,6.46V~7.14V,-65℃~+150℃,5Ω,750Ω,
C82050,MMSZ5242BT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/03657490163bd8bf58522f8bf8ee19e0.pdf?productCode=C82050,1840,0.0404,20,20,https://www.lcsc.com/product-detail/C82050.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,12V,1uA@9.1V,11.4V~12.6V,-55℃~+150℃,30Ω,600Ω,
C668978,MMSZ5242B-TP,MCC,https://datasheet.lcsc.com/datasheet/pdf/d7d21e6a7b8c6a8ebe1c3fdac5aa90bc.pdf?productCode=C668978,1820,0.0477,20,20,https://www.lcsc.com/product-detail/C668978.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,12V,1uA,,-65℃~+150℃,30Ω,600Ω,
C179586,MMSZ5270BT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/9107fb2eb170b058c7da9c7e87e1d672.pdf?productCode=C179586,1810,0.0492,10,10,https://www.lcsc.com/product-detail/C179586.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,91V,100nA@69V,86.45V~95.55V,-55℃~+150℃,400Ω,2.3kΩ,-
C46472953,MMSZ5250BT1G-TP,TECH PUBLIC,https://datasheet.lcsc.com/datasheet/pdf/615e9caef563231c76fc4417fa2ac029.pdf?productCode=C46472953,1800,0.0210,50,50,https://www.lcsc.com/product-detail/C46472953.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,20V,100nA@15V,19V~21V,-55℃~+150℃,25Ω,600Ω,-
C2902539,MMSZ5229B_R1_00001,PANJIT,https://datasheet.lcsc.com/datasheet/pdf/72544a1207f46a26480de72dfdc30ee6.pdf?productCode=C2902539,1800,0.0256,20,20,https://www.lcsc.com/product-detail/C2902539.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,4.3V,5uA@1V,4.09V~4.52V,-55℃~+150℃,22Ω,2kΩ,-
C7231182,MMSZ5250B-E3-08,VISHAY,https://datasheet.lcsc.com/datasheet/pdf/d5467c4f0164580cca6515a5d21c94ef.pdf?productCode=C7231182,1790,0.0561,10,10,https://www.lcsc.com/product-detail/C7231182.html,SOD-123,Tape & Reel (TR),1 Independent,300mW,20V,100nA@15V,-,-55℃~+150℃,25Ω,600Ω,±5%
C46472943,MMSZ5232BT1G-TP,TECH PUBLIC,https://datasheet.lcsc.com/datasheet/pdf/4fc8a2dbd92baed7bc5a355ec06c7fa3.pdf?productCode=C46472943,1750,0.0191,50,50,https://www.lcsc.com/product-detail/C46472943.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,5.6V,5uA@3V,5.32V~5.88V,-55℃~+150℃,11Ω,1.6kΩ,-
C7529077,MMSZ5240B,amsem,https://datasheet.lcsc.com/datasheet/pdf/0b3c54ec57cf14fee0a9b6daaa7267ca.pdf?productCode=C7529077,1750,0.0158,50,50,https://www.lcsc.com/product-detail/C7529077.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,10V,3uA@8V,9.5V~10.5V,-,17Ω,600Ω,-
C5359570,MMSZ5243C-E3-08,VISHAY,https://datasheet.lcsc.com/datasheet/pdf/c2392d7db3c93a56c519b9dac2700c9f.pdf?productCode=C5359570,1720,0.1501,5,5,https://www.lcsc.com/product-detail/C5359570.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,13V,500nA@9.9V,-,-55℃~+150℃,13Ω,600Ω,±2%
C2903818,MMSZ5234B,LGE,https://datasheet.lcsc.com/datasheet/pdf/6b57e24f6d27c1e26d1a67ae974501ad.pdf?productCode=C2903818,1720,0.0223,20,20,https://www.lcsc.com/product-detail/C2903818.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,6.2V,5uA@4V,5.89V~6.51V,-,7Ω,1kΩ,-
C46472957,MMSZ5261BT1G-TP,TECH PUBLIC,https://datasheet.lcsc.com/datasheet/pdf/54c7a1bdc9f74835dc1b4376de7a145d.pdf?productCode=C46472957,1700,0.0165,50,50,https://www.lcsc.com/product-detail/C46472957.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,47V,100nA@36V,44.65V~49.35V,-55℃~+150℃,105Ω,1kΩ,-
C7529069,MMSZ5230B,amsem,https://datasheet.lcsc.com/datasheet/pdf/0b3c54ec57cf14fee0a9b6daaa7267ca.pdf?productCode=C7529069,1700,0.0155,50,50,https://www.lcsc.com/product-detail/C7529069.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,4.7V,5uA@2V,4.47V~4.94V,-,19Ω,1.9kΩ,-
C7528226,MMSZ5242BW,Jingdao Microelectronics,https://datasheet.lcsc.com/datasheet/pdf/5b0526dfab18aa6abb3bc061be639c85.pdf?productCode=C7528226,1700,0.0155,50,50,https://www.lcsc.com/product-detail/C7528226.html,SOD-123W,Tape & Reel (TR),1 Independent,500mW,12V,2uA,11.4V~12.6V,-55℃~+150℃,30Ω,600Ω,±5%
C7471761,MMSZ5237B,LGE,https://datasheet.lcsc.com/datasheet/pdf/37680a1d98caa48b26253c8bc1c665d2.pdf?productCode=C7471761,1700,0.0216,20,20,https://www.lcsc.com/product-detail/C7471761.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,8.2V,3uA@6.5V,7.79V~8.61V,-,8Ω,500Ω,-
C150078,MMSZ5222BT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/7c76e8082946489da05673554d110b0e.pdf?productCode=C150078,1690,0.0753,10,10,https://www.lcsc.com/product-detail/C150078.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,2.5V,100uA@1V,2.38V~2.63V,-55℃~+150℃,30Ω,1.25kΩ,±5%
C268592,MMSZ5232A_R1_00001,PANJIT,https://datasheet.lcsc.com/datasheet/pdf/bbe9a10da341a1a061310d241e623659.pdf?productCode=C268592,1660,0.0266,20,20,https://www.lcsc.com/product-detail/C268592.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,5.6V,5uA@3V,5.49V~5.71V,-50℃~+150℃,11Ω,1.6kΩ,-
C46472951,MMSZ5243BT1G-TP,TECH PUBLIC,https://datasheet.lcsc.com/datasheet/pdf/94b87ef300c4deab8d527e0b807be825.pdf?productCode=C46472951,1650,0.0191,50,50,https://www.lcsc.com/product-detail/C46472951.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,13V,500nA@9.9V,12.35V~13.65V,-55℃~+150℃,13Ω,600Ω,-
C21714209,MMSZ5248B,CBI,https://datasheet.lcsc.com/datasheet/pdf/2d453a5dec83df3dbf2baadb81c006a2.pdf?productCode=C21714209,1650,0.0150,50,50,https://www.lcsc.com/product-detail/C21714209.html,SOD-123,Tape & Reel (TR),1 Independent,350mW,18V,100nA@14V,17.1V~18.9V,-65℃~+150℃,21Ω,600Ω,-
C21548,MMSZ5225B,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/58b652fc1b904f6b8e3559cdcdfa014a.pdf?productCode=C21548,1640,0.0301,20,20,https://www.lcsc.com/product-detail/C21548.html,SOD-123,Tape & Reel (TR),1 Independent,350mW,3V,50uA,2.85V~3.15V,-65℃~+150℃,30Ω,1.6kΩ,-
C242416,MMSZ5266BT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/5fd4ed59a1ff9e393f15d5588166eb54.pdf?productCode=C242416,1620,0.0853,10,10,https://www.lcsc.com/product-detail/C242416.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,68V,100nA@52V,64.6V~71.4V,-55℃~+150℃,230Ω,1.6kΩ,±5%
C21536,MMSZ5251B,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/58b652fc1b904f6b8e3559cdcdfa014a.pdf?productCode=C21536,1620,0.0231,20,20,https://www.lcsc.com/product-detail/C21536.html,SOD-123,Tape & Reel (TR),1 Independent,350mW,22V,100nA,20.9V~23.1V,-65℃~+150℃,29Ω,600Ω,-
C231291,SZMMSZ5226BT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/5fd4ed59a1ff9e393f15d5588166eb54.pdf?productCode=C231291,1605,0.1083,5,5,https://www.lcsc.com/product-detail/C231291.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,3.3V,25uA,3.14V~3.47V,-55℃~+150℃,28Ω,1.6kΩ,±5%
C46472949,MMSZ5241BT1G-TP,TECH PUBLIC,https://datasheet.lcsc.com/datasheet/pdf/1539babbef001dcf5fe92db1b1e982fa.pdf?productCode=C46472949,1600,0.0191,50,50,https://www.lcsc.com/product-detail/C46472949.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,11V,2uA@8.4V,10.45V~11.55V,-55℃~+150℃,22Ω,600Ω,±5%
C39847161,MMSZ5246B,GOODWORK,https://datasheet.lcsc.com/datasheet/pdf/d669947b80aaff7d70018896e446b923.pdf?productCode=C39847161,1600,0.0149,50,50,https://www.lcsc.com/product-detail/C39847161.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,16V,100nA@12V,15.2V~16.8V,-55℃~+150℃,17Ω,600Ω,-
C80160,MMSZ5267BT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/03657490163bd8bf58522f8bf8ee19e0.pdf?productCode=C80160,1570,0.0467,10,10,https://www.lcsc.com/product-detail/C80160.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,75V,100nA@56V,71.25V~78.75V,-55℃~+150℃,270Ω,1.7kΩ,
C780865,MMSZ5221B-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/9fcdbb98526725f0b0a14ceb5eec7814.pdf?productCode=C780865,1560,0.0449,20,20,https://www.lcsc.com/product-detail/C780865.html,SOD-123,Tape & Reel (TR),1 Independent,370mW,2.4V,100uA@1V,2.28V~2.52V,-65℃~+150℃,30Ω,1.2kΩ,
C21547690,MMSZ5246B,DOWO,https://datasheet.lcsc.com/datasheet/pdf/2a814a849244d9279449cfe456aa1fc9.pdf?productCode=C21547690,1550,0.0140,50,50,https://www.lcsc.com/product-detail/C21547690.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,16V,100nA@12V,15.2V~16.8V,-,17Ω,600Ω,-
C42419980,MMSZ5226BT1G-CN,ChipNobo,https://datasheet.lcsc.com/datasheet/pdf/6256ff36cdf21bb3242192943cbcf845.pdf?productCode=C42419980,1500,0.0135,50,50,https://www.lcsc.com/product-detail/C42419980.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,3.3V,25uA,3.14V~3.47V,-65℃~+150℃,28Ω,1.6kΩ,-
C41751473,MMSZ5246B_R1_00301,PANJIT,https://datasheet.lcsc.com/datasheet/pdf/2174ce7aa3052754b3cff0e62fa651d6.pdf?productCode=C41751473,1500,0.0248,20,20,https://www.lcsc.com/product-detail/C41751473.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,16V,100nA,15.2V~16.8V,-55℃~+150℃,17Ω,600Ω,-
C21549,MMSZ5226B,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/58b652fc1b904f6b8e3559cdcdfa014a.pdf?productCode=C21549,1500,0.0335,20,20,https://www.lcsc.com/product-detail/C21549.html,SOD-123,Tape & Reel (TR),1 Independent,350mW,3.3V,25uA,3.14V~3.47V,-65℃~+150℃,28Ω,1.6kΩ,-
C21541,MMSZ5258B,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/58b652fc1b904f6b8e3559cdcdfa014a.pdf?productCode=C21541,1500,0.0300,20,20,https://www.lcsc.com/product-detail/C21541.html,SOD-123,Tape & Reel (TR),1 Independent,350mW,36V,100nA@27V,34.2V~37.8V,-65℃~+150℃,70Ω,700Ω,-
C5331081,MMSZ5266B,MSKSEMI,https://datasheet.lcsc.com/datasheet/pdf/fc18b3cd94f63355c92e047229a62363.pdf?productCode=C5331081,1460,0.0293,20,20,https://www.lcsc.com/product-detail/C5331081.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,68V,100nA@52V,64.6V~71.4V,-55℃~+150℃,230Ω,1.6kΩ,-
C46472955,MMSZ5254BT1G-TP,TECH PUBLIC,https://datasheet.lcsc.com/datasheet/pdf/b7fd4212d2fb4ba61f7e071a55a023f0.pdf?productCode=C46472955,1450,0.0160,50,50,https://www.lcsc.com/product-detail/C46472955.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,27V,100nA@21V,25.65V~28.35V,-55℃~+150℃,41Ω,600Ω,-
C21547687,MMSZ5245B,DOWO,https://datasheet.lcsc.com/datasheet/pdf/9af46e794354ab468639df4fe7ee217f.pdf?productCode=C21547687,1450,0.0180,50,50,https://www.lcsc.com/product-detail/C21547687.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,15V,100nA,14.25V~15.75V,-,16Ω,600Ω,-
C46061849,MMSZ5234B,GOODWORK,https://datasheet.lcsc.com/datasheet/pdf/d669947b80aaff7d70018896e446b923.pdf?productCode=C46061849,1400,0.0149,50,50,https://www.lcsc.com/product-detail/C46061849.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,6.2V,5uA@4V,5.89V~6.51V,-55℃~+150℃,7Ω,1kΩ,-
C19077432,MMSZ5252B,R+O,https://datasheet.lcsc.com/datasheet/pdf/26ade382493570f6ac7aa9df8c9e3d26.pdf?productCode=C19077432,1400,0.0233,50,50,https://www.lcsc.com/product-detail/C19077432.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,24V,100nA@18V,22.8V~25.2V,-55℃~+150℃,33Ω,-,-
C894682,SZMMSZ5245ET1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/540bf69e649d6cd6d13293787635058b.pdf?productCode=C894682,1385,0.2243,5,5,https://www.lcsc.com/product-detail/C894682.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,15V,100nA@11V,14.25V~15.75V,-55℃~+150℃,16Ω,600Ω,±5%
C20602081,MMSZ5240BQ,YANGJIE,https://datasheet.lcsc.com/datasheet/pdf/6d575bd5b380064ce29562a24157d405.pdf?productCode=C20602081,1380,0.0347,20,20,https://www.lcsc.com/product-detail/C20602081.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,10V,3uA@8V,9.5V~10.5V,-55℃~+150℃,17Ω,600Ω,±5%
C2125,MMSZ5238B,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/58b652fc1b904f6b8e3559cdcdfa014a.pdf?productCode=C2125,1380,0.0297,20,20,https://www.lcsc.com/product-detail/C2125.html,SOD-123,Tape & Reel (TR),1 Independent,350mW,8.7V,3uA,8.27V~9.14V,-65℃~+150℃,8Ω,600Ω,-
C2902537,MMSZ5223B_R1_00001,PANJIT,https://datasheet.lcsc.com/datasheet/pdf/72544a1207f46a26480de72dfdc30ee6.pdf?productCode=C2902537,1360,0.0370,20,20,https://www.lcsc.com/product-detail/C2902537.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,2.7V,75uA@1V,2.57V~2.84V,-55℃~+150℃,30Ω,1.3kΩ,-
C5339884,MMSZ5232B,YANGJIE,https://datasheet.lcsc.com/datasheet/pdf/a596e673ed031fbca286e64709e0e777.pdf?productCode=C5339884,1340,0.0204,20,20,https://www.lcsc.com/product-detail/C5339884.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,5.6V,5uA@3V,5.32V~5.88V,-55℃~+150℃,11Ω,1.6kΩ,-
C5277986,MMSZ5248B,MSKSEMI,https://datasheet.lcsc.com/datasheet/pdf/fc18b3cd94f63355c92e047229a62363.pdf?productCode=C5277986,1340,0.0208,20,20,https://www.lcsc.com/product-detail/C5277986.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,18V,100nA@14V,17.1V~18.9V,-55℃~+150℃,21Ω,600Ω,-
C5277993,MMSZ5257B,MSKSEMI,https://datasheet.lcsc.com/datasheet/pdf/fc18b3cd94f63355c92e047229a62363.pdf?productCode=C5277993,1320,0.0225,20,20,https://www.lcsc.com/product-detail/C5277993.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,33V,100nA@25V,31.35V~34.65V,-55℃~+150℃,58Ω,700Ω,-
C3031852,MMSZ5256BS,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/f2d70d7d0aa0540a5373d968a7944db0.pdf?productCode=C3031852,1320,0.0241,20,20,https://www.lcsc.com/product-detail/C3031852.html,SOD-323,Tape & Reel (TR),1 Independent,200mW,30V,250nA@23V,28.5V~31.5V,-55℃~+150℃,49Ω,600Ω,-
C20602064,MMSZ5229BQ,YANGJIE,https://datasheet.lcsc.com/datasheet/pdf/6d575bd5b380064ce29562a24157d405.pdf?productCode=C20602064,1300,0.0356,20,20,https://www.lcsc.com/product-detail/C20602064.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,4.3V,5uA@1V,4.09V~4.52V,-55℃~+150℃,22Ω,2kΩ,±5%
C5362064,MMSZ5245B,CBI,https://datasheet.lcsc.com/datasheet/pdf/faffa9fdfcd7d73b4394b0177ef99fa5.pdf?productCode=C5362064,1300,0.0169,50,50,https://www.lcsc.com/product-detail/C5362064.html,SOD-123,Tape & Reel (TR),1 Independent,350mW,15V,100nA@11V,14.25V~15.75V,-65℃~+150℃,16Ω,600Ω,-
C781890,MMSZ5231BQ-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/9fcdbb98526725f0b0a14ceb5eec7814.pdf?productCode=C781890,1290,0.0446,10,10,https://www.lcsc.com/product-detail/C781890.html,SOD-123,Tape & Reel (TR),1 Independent,370mW,5.1V,5uA@2V,4.85V~5.36V,-65℃~+150℃,17Ω,1.6kΩ,
C268629,MMSZ5261B_R1_00001,PANJIT,https://datasheet.lcsc.com/datasheet/pdf/8a93b2dff7075594a159790ada3d6eb7.pdf?productCode=C268629,1260,0.0281,20,20,https://www.lcsc.com/product-detail/C268629.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,47V,100nA@36V,44.65V~49.35V,-55℃~+150℃,105Ω,1kΩ,
C151457,MMSZ5242BS-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/073edf23b0e02cfeb6a589873dbb1e03.pdf?productCode=C151457,1260,0.0409,20,20,https://www.lcsc.com/product-detail/C151457.html,SOD-323,Tape & Reel (TR),1 Independent,200mW,12V,1uA@9.1V,11.4V~12.6V,,30Ω,600Ω,
C51315470,MMSZ5257B,CBI,https://datasheet.lcsc.com/datasheet/pdf/9b5a06a5c51ebf5ad64126347e0141b7.pdf?productCode=C51315470,1250,0.0166,50,50,https://www.lcsc.com/product-detail/C51315470.html,SOD-123,Tape & Reel (TR),1 Independent,350mW,33V,100nA@25V,31.35V~34.65V,-65℃~+150℃,58Ω,700Ω,-
C46472945,MMSZ5235BT1G-TP,TECH PUBLIC,https://datasheet.lcsc.com/datasheet/pdf/54fedde66e06d3d431dab23b11c12661.pdf?productCode=C46472945,1250,0.0202,50,50,https://www.lcsc.com/product-detail/C46472945.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,6.8V,3uA@5V,6.46V~7.14V,-55℃~+150℃,5Ω,750Ω,-
C3765016,MMSZ5225B-E3-08,VISHAY,https://datasheet.lcsc.com/datasheet/pdf/ec6319962a7e32984871ec26b74d493a.pdf?productCode=C3765016,1250,0.1090,5,5,https://www.lcsc.com/product-detail/C3765016.html,SOD-123,Tape & Reel (TR),1 Independent,300mW,3V,50uA@1V,-,-55℃~+150℃,30Ω,1.6kΩ,±5%
C2130,MMSZ5248BS,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/59fa8c1de5d64dd2821188ffbc4a78b0.pdf?productCode=C2130,1220,0.0294,20,20,https://www.lcsc.com/product-detail/C2130.html,SOD-323,Tape & Reel (TR),1 Independent,200mW,18V,100nA,17.1V~18.9V,-65℃~+150℃,21Ω,600Ω,
C7528228,MMSZ5254BW,Jingdao Microelectronics,https://datasheet.lcsc.com/datasheet/pdf/5b0526dfab18aa6abb3bc061be639c85.pdf?productCode=C7528228,1200,0.0155,50,50,https://www.lcsc.com/product-detail/C7528228.html,SOD-123W,Tape & Reel (TR),1 Independent,500mW,27V,100nA@21V,25.65V~28.35V,-55℃~+150℃,41Ω,600Ω,±5%
C188536,MMSZ5256A_R1_00001,PANJIT,https://datasheet.lcsc.com/datasheet/pdf/dbe6f60055d323b2595c68222ba46edc.pdf?productCode=C188536,1180,0.0301,20,20,https://www.lcsc.com/product-detail/C188536.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,30V,100nA@23V,29.4V~30.6V,-50℃~+150℃,49Ω,600Ω,-
C21547691,MMSZ5240B,DOWO,https://datasheet.lcsc.com/datasheet/pdf/27639262b73ebc32f873b855d3e42fdc.pdf?productCode=C21547691,1150,0.0148,50,50,https://www.lcsc.com/product-detail/C21547691.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,10V,3uA@8V,9.5V~10.5V,-,17Ω,600Ω,-
