LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Diode Configuration,Pd - Power Dissipation,Zener Voltage(Nom),Reverse Leakage Current (Ir),Zener Voltage(Range),Operating Junction Temperature Range,Impedance(Zzt),Impedance(Zzk),Tolerance
C41368118,BZX84C3V9,JUXING,https://datasheet.lcsc.com/datasheet/pdf/b2195da955aba1d1f394e1b8030aabfc.pdf?productCode=C41368118,3000,0.0232,50,50,https://www.lcsc.com/product-detail/C41368118.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,3.9V,3uA@1V,3.7V~4.1V,-,90Ω,600Ω,-
C41368116,BZX84C2V4,JUXING,https://datasheet.lcsc.com/datasheet/pdf/b2195da955aba1d1f394e1b8030aabfc.pdf?productCode=C41368116,2200,0.0181,50,50,https://www.lcsc.com/product-detail/C41368116.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,2.4V,50uA@1V,2.2V~2.6V,-,100Ω,600Ω,-
C22368954,BZX84C3V6,Wild Goose,https://datasheet.lcsc.com/datasheet/pdf/e6345c62146cb6ad307514d9cd2fcf93.pdf?productCode=C22368954,3650,0.0140,50,50,https://www.lcsc.com/product-detail/C22368954.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,3.6V,5uA@1V,3.4V~3.8V,-,90Ω,600Ω,-
C21714314,BZX84C9V1,Slkor,https://datasheet.lcsc.com/datasheet/pdf/623bd5f12f1eeee8256bdb36f71ac8d0.pdf?productCode=C21714314,2450,0.0186,50,50,https://www.lcsc.com/product-detail/C21714314.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,9.1V,500nA@6V,8.5V~9.6V,-,15Ω,100Ω,-
C21714312,BZX84C7V5,Slkor,https://datasheet.lcsc.com/datasheet/pdf/623bd5f12f1eeee8256bdb36f71ac8d0.pdf?productCode=C21714312,5750,0.0188,50,50,https://www.lcsc.com/product-detail/C21714312.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,7.5V,1uA@5V,7V~7.9V,-,15Ω,80Ω,-
C21714309,BZX84C3V9,Slkor,https://datasheet.lcsc.com/datasheet/pdf/623bd5f12f1eeee8256bdb36f71ac8d0.pdf?productCode=C21714309,1700,0.0186,50,50,https://www.lcsc.com/product-detail/C21714309.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,3.9V,3uA@1V,3.7V~4.1V,-,90Ω,600Ω,-
C21714308,BZX84C3V6,Slkor,https://datasheet.lcsc.com/datasheet/pdf/623bd5f12f1eeee8256bdb36f71ac8d0.pdf?productCode=C21714308,2300,0.0190,50,50,https://www.lcsc.com/product-detail/C21714308.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,3.6V,5uA,3.4V~3.8V,-,90Ω,600Ω,-
C21714306,BZX84C3V0,Slkor,https://datasheet.lcsc.com/datasheet/pdf/623bd5f12f1eeee8256bdb36f71ac8d0.pdf?productCode=C21714306,2700,0.0186,50,50,https://www.lcsc.com/product-detail/C21714306.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,3V,10uA@1V,2.8V~3.2V,-,95Ω,600Ω,-
C7529004,BZX84C9V1,amsem,https://datasheet.lcsc.com/datasheet/pdf/5ffa051684ae5ddf5f0e518e07e68bd9.pdf?productCode=C7529004,6000,0.0201,50,50,https://www.lcsc.com/product-detail/C7529004.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,9.1V,500nA@6V,8.5V~9.6V,-55℃~+150℃,15Ω,100Ω,-
C6771859,BZX84C8V2,MOT,https://datasheet.lcsc.com/datasheet/pdf/664dfbbe40a8a129794d373db55de4a3.pdf?productCode=C6771859,2800,0.0120,50,50,https://www.lcsc.com/product-detail/C6771859.html,SOT-23,Tape & Reel (TR),1 Independent,225mW,8.2V,560nA@5V,7.79V~8.61V,-,76Ω,-,±5%
C6771856,BZX84C6V2,MOT,https://datasheet.lcsc.com/datasheet/pdf/664dfbbe40a8a129794d373db55de4a3.pdf?productCode=C6771856,1500,0.0120,50,50,https://www.lcsc.com/product-detail/C6771856.html,SOT-23,Tape & Reel (TR),1 Independent,225mW,6.2V,2.4uA@4V,5.89V~6.51V,-,150Ω,-,±5%
C6771854,BZX84C5V1,MOT,https://datasheet.lcsc.com/datasheet/pdf/664dfbbe40a8a129794d373db55de4a3.pdf?productCode=C6771854,3000,0.0200,50,50,https://www.lcsc.com/product-detail/C6771854.html,SOT-23,Tape & Reel (TR),1 Independent,225mW,5.1V,2uA@2V,4.85V~5.36V,-,480Ω,-,±5%
C6771853,BZX84C4V7,MOT,https://datasheet.lcsc.com/datasheet/pdf/664dfbbe40a8a129794d373db55de4a3.pdf?productCode=C6771853,2250,0.0120,50,50,https://www.lcsc.com/product-detail/C6771853.html,SOT-23,Tape & Reel (TR),1 Independent,225mW,4.7V,3uA@2V,4.47V~4.94V,-,500Ω,-,±5%
C6771852,BZX84C4V3,MOT,https://datasheet.lcsc.com/datasheet/pdf/664dfbbe40a8a129794d373db55de4a3.pdf?productCode=C6771852,2850,0.0120,50,50,https://www.lcsc.com/product-detail/C6771852.html,SOT-23,Tape & Reel (TR),1 Independent,225mW,4.3V,500nA@1V,4.09V~4.52V,-,600Ω,-,±5%
C6771851,BZX84C3V9,MOT,https://datasheet.lcsc.com/datasheet/pdf/664dfbbe40a8a129794d373db55de4a3.pdf?productCode=C6771851,3000,0.0120,50,50,https://www.lcsc.com/product-detail/C6771851.html,SOT-23,Tape & Reel (TR),1 Independent,225mW,3.9V,500nA@1V,3.71V~4.09V,-,600Ω,-,±5%
C6771846,BZX84C2V4,MOT,https://datasheet.lcsc.com/datasheet/pdf/664dfbbe40a8a129794d373db55de4a3.pdf?productCode=C6771846,2400,0.0120,50,50,https://www.lcsc.com/product-detail/C6771846.html,SOT-23,Tape & Reel (TR),1 Independent,225mW,2.4V,50uA@1V,2.28V~2.6V,-,600Ω,-,±5%
C5365573,BZX84C3V3,JUXING,https://datasheet.lcsc.com/datasheet/pdf/b2195da955aba1d1f394e1b8030aabfc.pdf?productCode=C5365573,2800,0.0175,50,50,https://www.lcsc.com/product-detail/C5365573.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,3.3V,5uA@1V,3.1V~3.5V,-,95Ω,-,-
C5359908,BZX84C7V5,MSKSEMI,https://datasheet.lcsc.com/datasheet/pdf/d4eb39e5709f34dcfbb72fb8ad1739ba.pdf?productCode=C5359908,1640,0.0222,20,20,https://www.lcsc.com/product-detail/C5359908.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,7.5V,1uA,7V~7.9V,-,15Ω,80Ω,-
