LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Diode Configuration,Pd - Power Dissipation,Zener Voltage(Nom),Reverse Leakage Current (Ir),Zener Voltage(Range),Operating Junction Temperature Range,Impedance(Zzt),Impedance(Zzk),Tolerance
C46472876,BZX84C13LT1G-TP,TECH PUBLIC,https://datasheet.lcsc.com/datasheet/pdf/d0beb1b4dee09c6efcb14109a3905e8b.pdf?productCode=C46472876,2300,0.0201,50,50,https://www.lcsc.com/product-detail/C46472876.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,13V,100nA,12.4V~14.1V,-55℃~+150℃,30Ω,170Ω,-
C46472872,BZX84C18LT1G-TP,TECH PUBLIC,https://datasheet.lcsc.com/datasheet/pdf/41d86b31be98f763a99d2fabc1fc9a41.pdf?productCode=C46472872,1900,0.0165,50,50,https://www.lcsc.com/product-detail/C46472872.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,18V,100nA,16.8V~19.1V,-55℃~+150℃,45Ω,225Ω,-
C46472871,BZX84C20LT1G-TP,TECH PUBLIC,https://datasheet.lcsc.com/datasheet/pdf/01b6bbac3b375d3398229bae4beb1e92.pdf?productCode=C46472871,2650,0.0209,50,50,https://www.lcsc.com/product-detail/C46472871.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,20V,100nA@14V,18.8V~21.2V,-55℃~+150℃,55Ω,225Ω,-
C46472857,BZX84C10LT1G-TP,TECH PUBLIC,https://datasheet.lcsc.com/datasheet/pdf/4f2901ddfffa82077170612c74f93bf5.pdf?productCode=C46472857,1750,0.0199,50,50,https://www.lcsc.com/product-detail/C46472857.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,10V,200nA,9.4V~10.6V,-55℃~+150℃,20Ω,150Ω,-
C42436613,TPBZX84C8V2LT1G,TECH PUBLIC,https://datasheet.lcsc.com/datasheet/pdf/8f6fcd7c6fdb70a0991014072af6ff32.pdf?productCode=C42436613,2950,0.0187,50,50,https://www.lcsc.com/product-detail/C42436613.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,8.2V,700nA@5V,7.7V~8.7V,-55℃~+150℃,15Ω,80Ω,±5%
C7093915,BZX84C3V9Q-13-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/0e9070e678a9cae3b02bc454e6fc458f.pdf?productCode=C7093915,120,0.0535,10,10,https://www.lcsc.com/product-detail/C7093915.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,3.9V,3uA@1V,3.7V~4.1V,-65℃~+150℃,90Ω,600Ω,-
C7093912,BZX84C3V6Q-13-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/0e9070e678a9cae3b02bc454e6fc458f.pdf?productCode=C7093912,140,0.0361,10,10,https://www.lcsc.com/product-detail/C7093912.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,3.6V,5uA@1V,3.4V~3.8V,-65℃~+150℃,90Ω,600Ω,-
C6475334,BZX84C9V1Q-13-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/1b702302fd77b9622d440be4ac79742b.pdf?productCode=C6475334,20,0.0462,10,10,https://www.lcsc.com/product-detail/C6475334.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,9.1V,500nA@6V,8.5V~9.6V,-65℃~+150℃,15Ω,100Ω,-
C6136746,BZX84C8V2Q-13-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/1b702302fd77b9622d440be4ac79742b.pdf?productCode=C6136746,20,0.0495,10,10,https://www.lcsc.com/product-detail/C6136746.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,8.2V,700nA@5V,7.7V~8.7V,-65℃~+150℃,15Ω,80Ω,-
C6133200,BZX84C7V5Q-13-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/1b702302fd77b9622d440be4ac79742b.pdf?productCode=C6133200,110,0.0492,10,10,https://www.lcsc.com/product-detail/C6133200.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,7.5V,1uA@5V,7V~7.9V,-65℃~+150℃,15Ω,80Ω,-
C5957067,BZX84C2V7Q-13-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/1b702302fd77b9622d440be4ac79742b.pdf?productCode=C5957067,130,0.0535,10,10,https://www.lcsc.com/product-detail/C5957067.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,2.7V,20uA@1V,2.5V~2.9V,-65℃~+150℃,100Ω,600Ω,-
C5585000,BZX84C6V8Q-13-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/0e9070e678a9cae3b02bc454e6fc458f.pdf?productCode=C5585000,120,0.0535,10,10,https://www.lcsc.com/product-detail/C5585000.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,6.8V,2uA@4V,6.4V~7.2V,-65℃~+150℃,15Ω,80Ω,-
C5566732,BZX84C5V1Q-13-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/0e9070e678a9cae3b02bc454e6fc458f.pdf?productCode=C5566732,20,0.0535,10,10,https://www.lcsc.com/product-detail/C5566732.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,5.1V,2uA,4.8V~5.4V,-65℃~+150℃,60Ω,480Ω,-
C5566710,BZX84C3V0Q-13-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/0e9070e678a9cae3b02bc454e6fc458f.pdf?productCode=C5566710,80,0.0535,10,10,https://www.lcsc.com/product-detail/C5566710.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,3V,10uA@1V,2.8V~3.2V,-65℃~+150℃,95Ω,600Ω,-
C896962,SZBZX84C9V1LT3G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/2b6a33904b95535eb4d1b6fa24468d31.pdf?productCode=C896962,100,0.1303,5,5,https://www.lcsc.com/product-detail/C896962.html,SOT-23,Tape & Reel (TR),1 Independent,250mW,9.1V,500nA@6V,8.5V~9.6V,-65℃~+150℃,15Ω,-,-
C896958,SZBZX84C7V5LT3G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/365b57ab99d2a7635d25c087b53674eb.pdf?productCode=C896958,100,0.1755,5,5,https://www.lcsc.com/product-detail/C896958.html,SOT-23,Tape & Reel (TR),1 Independent,225mW,7.5V,1uA@5V,-,-65℃~+150℃,15Ω,-,-
C896950,SZBZX84C4V7LT3G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/2b6a33904b95535eb4d1b6fa24468d31.pdf?productCode=C896950,40,0.2920,5,5,https://www.lcsc.com/product-detail/C896950.html,SOT-23,Tape & Reel (TR),1 Independent,250mW,4.7V,3uA@2V,4.4V~5V,-65℃~+150℃,80Ω,-,-
C894479,SZBZX84C3V6LT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/be5c2b3c63ed81313871d64332b2e129.pdf?productCode=C894479,140,0.0399,10,10,https://www.lcsc.com/product-detail/C894479.html,SOT-23,Tape & Reel (TR),1 Independent,250mW,3.6V,5uA@1V,3.4V~3.8V,-65℃~+150℃,90Ω,-,-
C894469,SZBZX84C2V7LT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/be5c2b3c63ed81313871d64332b2e129.pdf?productCode=C894469,20,0.0515,10,10,https://www.lcsc.com/product-detail/C894469.html,SOT-23,Tape & Reel (TR),1 Independent,250mW,2.7V,20uA@1V,2.5V~2.9V,-65℃~+150℃,100Ω,-,-
C511373,BZX84C16-HE3-08,VISHAY,https://datasheet.lcsc.com/datasheet/pdf/7a1a6ba3bbcc9a7596c60acc5d0ed92c.pdf?productCode=C511373,1,0.3320,1,1,https://www.lcsc.com/product-detail/C511373.html,SOT-23,Tape & Reel (TR),1 Independent,500mW,16V,50nA,15.3V~16.8V,,40Ω,200Ω,
C464124,SZBZX84C5V6LT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/a55b515fab5d551436730b0ae9433317.pdf?productCode=C464124,10,0.0513,10,10,https://www.lcsc.com/product-detail/C464124.html,SOT-23,Tape & Reel (TR),1 Independent,250mW,5.6V,1uA@2V,5.2V~6V,-65℃~+150℃,40Ω,-,-
C236221,SZBZX84C8V2LT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/43359a3bb821065121ebe4df2ae08d52.pdf?productCode=C236221,10,0.0507,10,10,https://www.lcsc.com/product-detail/C236221.html,SOT-23,Tape & Reel (TR),1 Independent,250mW,8.2V,700nA@5V,7.7V~8.7V,-65℃~+150℃,15Ω,-,-
C236220,SZBZX84C2V4LT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/be5c2b3c63ed81313871d64332b2e129.pdf?productCode=C236220,10,0.0369,5,5,https://www.lcsc.com/product-detail/C236220.html,SOT-23,Tape & Reel (TR),1 Independent,250mW,2.4V,50uA@1V,2.2V~2.6V,-65℃~+150℃,100Ω,-,-
C46472873,BZX84C16LT1G-TP,TECH PUBLIC,https://datasheet.lcsc.com/datasheet/pdf/730050bf53e08746c754a5006f36ca92.pdf?productCode=C46472873,1500,0.0201,50,50,https://www.lcsc.com/product-detail/C46472873.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,16V,100nA,15.3V~17.1V,-55℃~+150℃,40Ω,200Ω,-
