LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Diode Configuration,Pd - Power Dissipation,Zener Voltage(Nom),Reverse Leakage Current (Ir),Zener Voltage(Range),Operating Junction Temperature Range,Impedance(Zzt),Impedance(Zzk),Tolerance
C118571,BZX84C6V8,ST(Semtech),https://datasheet.lcsc.com/datasheet/pdf/801f6d200d6942f299ea73342e4455c3.pdf?productCode=C118571,200,0.0237,50,50,https://www.lcsc.com/product-detail/C118571.html,TO-236,Tape & Reel (TR),1 Independent,350mW,6.8V,2uA@4V,6.4V~7.2V,-65℃~+150℃,15Ω,-,-
C20167752,BZX84C15WQ,YANGJIE,https://datasheet.lcsc.com/datasheet/pdf/a6fa91b9edca83ea649464b8aef36356.pdf?productCode=C20167752,2750,0.0405,10,10,https://www.lcsc.com/product-detail/C20167752.html,SOT-323(SC-70),Tape & Reel (TR),1 Independent,200mW,15V,100nA@10.5V,13.8V~15.6V,-55℃~+150℃,30Ω,200Ω,±5%
C55072092,BZX84C15CA,FOSAN,https://datasheet.lcsc.com/datasheet/pdf/9a6d554f3f465605d2b4823e6c2f6076.pdf?productCode=C55072092,2950,0.0155,50,50,https://www.lcsc.com/product-detail/C55072092.html,SOT-23,Tape & Reel (TR),,,,,,,,,
C5155257,BZX84C6V8A,Jingdao Microelectronics,https://datasheet.lcsc.com/datasheet/pdf/c08c659f5e15b5959621fc20262fc901.pdf?productCode=C5155257,5050,0.0163,50,50,https://www.lcsc.com/product-detail/C5155257.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,6.8V,500nA@3.5V,6.4V~7.2V,-55℃~+150℃,30Ω,,
C2942551,BZX84C4V7Q,YANGJIE,https://datasheet.lcsc.com/datasheet/pdf/84d05898049da2e390218cf7a8773e3a.pdf?productCode=C2942551,2720,0.0327,20,20,https://www.lcsc.com/product-detail/C2942551.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,4.7V,3uA@2V,4.4V~5V,-55℃~+150℃,80Ω,500Ω,
C51814192,BZX84C5V6W,CBI,https://datasheet.lcsc.com/datasheet/pdf/93ab6bdcc7497516a671775aedc5b5d8.pdf?productCode=C51814192,2000,0.0200,50,50,https://www.lcsc.com/product-detail/C51814192.html,SOT-323,Tape & Reel (TR),1 Independent,200mW,5.6V,1uA@2V,5.2V~6V,-65℃~+150℃,40Ω,-,-
C51814189,BZX84C6V2W,CBI,https://datasheet.lcsc.com/datasheet/pdf/93ab6bdcc7497516a671775aedc5b5d8.pdf?productCode=C51814189,2900,0.0231,50,50,https://www.lcsc.com/product-detail/C51814189.html,SOT-323,Tape & Reel (TR),1 Independent,200mW,6.2V,3uA@4V,5.8V~6.6V,-65℃~+150℃,10Ω,-,-
C51814174,BZX84C16CA,CBI,https://datasheet.lcsc.com/datasheet/pdf/9fd42098a2fde6c47b91331797325b02.pdf?productCode=C51814174,3000,0.0278,20,20,https://www.lcsc.com/product-detail/C51814174.html,SOT-23,Tape & Reel (TR),1 Pair Common Anode,350mW,16V,50nA@11.2V,15.3V~17.1V,-65℃~+150℃,40Ω,-,-
C51814172,BZX84C2V4W,CBI,https://datasheet.lcsc.com/datasheet/pdf/93ab6bdcc7497516a671775aedc5b5d8.pdf?productCode=C51814172,2850,0.0221,50,50,https://www.lcsc.com/product-detail/C51814172.html,SOT-323,Tape & Reel (TR),1 Independent,200mW,2.4V,50uA@1V,2.2V~2.6V,-65℃~+150℃,100Ω,-,-
C50326942,BZX84C18CC,YFW,https://datasheet.lcsc.com/datasheet/pdf/1009c50d3ee24f82bdea5fa0e7430d96.pdf?productCode=C50326942,20,0.0296,20,20,https://www.lcsc.com/product-detail/C50326942.html,SOT-23,Tape & Reel (TR),1 Pair Common Cathode,350mW,18V,50nA,16.8V~19.1V,-65℃~+150℃,45Ω,-,-
C50326941,BZX84C18CA,YFW,https://datasheet.lcsc.com/datasheet/pdf/abc245ae20de8e7651d83a6a6d8db2c8.pdf?productCode=C50326941,200,0.0204,20,20,https://www.lcsc.com/product-detail/C50326941.html,SOT-23,Tape & Reel (TR),1 Pair Common Anode,350mW,18V,50nA,16.8V~19.1V,-65℃~+150℃,45Ω,-,-
C5155256,BZX84C7V5A,Jingdao Microelectronics,https://datasheet.lcsc.com/datasheet/pdf/18dbf1e9a5e1d7ea91ab784cde3d87b4.pdf?productCode=C5155256,3000,0.0212,50,50,https://www.lcsc.com/product-detail/C5155256.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,7.5V,500nA,7V~7.9V,-55℃~+150℃,30Ω,,
C2942550,BZX84C3V3Q,YANGJIE,https://datasheet.lcsc.com/datasheet/pdf/7688f98ffa694476ace7f9a0fba51fe4.pdf?productCode=C2942550,2220,0.0284,20,20,https://www.lcsc.com/product-detail/C2942550.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,3.3V,5uA@1V,3.1V~3.5V,-55℃~+150℃,5Ω,600Ω,-
C968299,BZX84C7V5W,YANGJIE,https://datasheet.lcsc.com/datasheet/pdf/dbd218fe56157c3199667b087cae30c3.pdf?productCode=C968299,2200,0.0332,20,20,https://www.lcsc.com/product-detail/C968299.html,SOT-323(SC-70),Tape & Reel (TR),1 Independent,200mW,7.5V,1uA@5V,7V~7.9V,-55℃~+150℃,15Ω,80Ω,-
C968290,BZX84C5V6W,YANGJIE,https://datasheet.lcsc.com/datasheet/pdf/dbd218fe56157c3199667b087cae30c3.pdf?productCode=C968290,3000,0.0318,20,20,https://www.lcsc.com/product-detail/C968290.html,SOT-323(SC-70),Tape & Reel (TR),1 Independent,200mW,5.6V,1uA@2V,5.2V~6V,-55℃~+150℃,40Ω,400Ω,-
C968272,BZX84C3V0W,YANGJIE,https://datasheet.lcsc.com/datasheet/pdf/dbd218fe56157c3199667b087cae30c3.pdf?productCode=C968272,2500,0.0326,20,20,https://www.lcsc.com/product-detail/C968272.html,SOT-323(SC-70),Tape & Reel (TR),1 Independent,200mW,3V,10uA@1V,2.8V~3.2V,-55℃~+150℃,95Ω,600Ω,-
C5155269,BZX84C2V4A,Jingdao Microelectronics,https://datasheet.lcsc.com/datasheet/pdf/c08c659f5e15b5959621fc20262fc901.pdf?productCode=C5155269,2600,0.0147,50,50,https://www.lcsc.com/product-detail/C5155269.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,2.4V,120uA@1V,2.28V~2.56V,-55℃~+150℃,100Ω,,
C5155268,BZX84C2V7A,Jingdao Microelectronics,https://datasheet.lcsc.com/datasheet/pdf/24e48a1f048cafe7efb5f3ce13f8e17d.pdf?productCode=C5155268,1650,0.0228,50,50,https://www.lcsc.com/product-detail/C5155268.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,2.7V,120uA,2.5V~2.9V,-55℃~+150℃,110Ω,,
C5155264,BZX84C3V6A,Jingdao Microelectronics,https://datasheet.lcsc.com/datasheet/pdf/c08c659f5e15b5959621fc20262fc901.pdf?productCode=C5155264,2000,0.0144,50,50,https://www.lcsc.com/product-detail/C5155264.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,3.6V,10uA,3.4V~3.8V,-55℃~+150℃,130Ω,,
C5155263,BZX84C3V9A,Jingdao Microelectronics,https://datasheet.lcsc.com/datasheet/pdf/c08c659f5e15b5959621fc20262fc901.pdf?productCode=C5155263,2150,0.0228,50,50,https://www.lcsc.com/product-detail/C5155263.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,3.9V,5uA@1V,3.7V~4.1V,-55℃~+150℃,130Ω,,
C5155262,BZX84C4V3A,Jingdao Microelectronics,https://datasheet.lcsc.com/datasheet/pdf/c08c659f5e15b5959621fc20262fc901.pdf?productCode=C5155262,2450,0.0195,50,50,https://www.lcsc.com/product-detail/C5155262.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,4.3V,5uA@1V,4V~4.6V,-55℃~+150℃,130Ω,,
C5155261,BZX84C4V7A,Jingdao Microelectronics,https://datasheet.lcsc.com/datasheet/pdf/c08c659f5e15b5959621fc20262fc901.pdf?productCode=C5155261,1950,0.0228,50,50,https://www.lcsc.com/product-detail/C5155261.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,4.7V,2uA@1V,4.4V~5V,-55℃~+150℃,130Ω,,
C2942553,BZX84C5V6Q,YANGJIE,https://datasheet.lcsc.com/datasheet/pdf/7688f98ffa694476ace7f9a0fba51fe4.pdf?productCode=C2942553,1380,0.0381,20,20,https://www.lcsc.com/product-detail/C2942553.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,5.6V,1uA@2V,5.2V~6V,-55℃~+150℃,40Ω,400Ω,-
C968294,BZX84C6V2W,YANGJIE,https://datasheet.lcsc.com/datasheet/pdf/dbd218fe56157c3199667b087cae30c3.pdf?productCode=C968294,1480,0.0279,20,20,https://www.lcsc.com/product-detail/C968294.html,SOT-323(SC-70),Tape & Reel (TR),1 Independent,200mW,6.2V,3uA@4V,5.8V~6.6V,-55℃~+150℃,10Ω,150Ω,-
C968284,BZX84C4V7W,YANGJIE,https://datasheet.lcsc.com/datasheet/pdf/dbd218fe56157c3199667b087cae30c3.pdf?productCode=C968284,1480,0.0279,20,20,https://www.lcsc.com/product-detail/C968284.html,SOT-323(SC-70),Tape & Reel (TR),1 Independent,200mW,4.7V,3uA@2V,4.4V~5V,-55℃~+150℃,80Ω,500Ω,-
C968278,BZX84C3V9W,YANGJIE,https://datasheet.lcsc.com/datasheet/pdf/dbd218fe56157c3199667b087cae30c3.pdf?productCode=C968278,1940,0.0326,20,20,https://www.lcsc.com/product-detail/C968278.html,SOT-323(SC-70),Tape & Reel (TR),1 Independent,200mW,3.9V,3uA,3.7V~4.1V,-55℃~+150℃,90Ω,600Ω,-
C968276,BZX84C3V6W,YANGJIE,https://datasheet.lcsc.com/datasheet/pdf/dbd218fe56157c3199667b087cae30c3.pdf?productCode=C968276,1560,0.0326,20,20,https://www.lcsc.com/product-detail/C968276.html,SOT-323(SC-70),Tape & Reel (TR),1 Independent,200mW,3.6V,5uA@1V,3.4V~3.8V,-55℃~+150℃,90Ω,600Ω,-
C5155265,BZX84C3V3A,Jingdao Microelectronics,https://datasheet.lcsc.com/datasheet/pdf/c08c659f5e15b5959621fc20262fc901.pdf?productCode=C5155265,750,0.0198,50,50,https://www.lcsc.com/product-detail/C5155265.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,3.3V,20uA@1V,3.1V~3.5V,-55℃~+150℃,130Ω,,
C5155260,BZX84C5V1A,Jingdao Microelectronics,https://datasheet.lcsc.com/datasheet/pdf/c8591d54c4be7331b9edf7d3a355dc28.pdf?productCode=C5155260,550,0.0198,50,50,https://www.lcsc.com/product-detail/C5155260.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,5.1V,2uA@1.5V,4.8V~5.4V,-55℃~+150℃,130Ω,-,±5%
C5155255,BZX84C8V2A,Jingdao Microelectronics,https://datasheet.lcsc.com/datasheet/pdf/c08c659f5e15b5959621fc20262fc901.pdf?productCode=C5155255,1400,0.0198,50,50,https://www.lcsc.com/product-detail/C5155255.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,8.2V,500nA,7.7V~8.7V,-55℃~+150℃,30Ω,,
C5155254,BZX84C9V1A,Jingdao Microelectronics,https://datasheet.lcsc.com/datasheet/pdf/5bdaebb65ba2f8873d0929e63bf7a0d2.pdf?productCode=C5155254,750,0.0154,50,50,https://www.lcsc.com/product-detail/C5155254.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,9.1V,500nA@6V,8.5V~9.6V,-55℃~+150℃,30Ω,-,±5%
C2942554,BZX84C6V8Q,YANGJIE,https://datasheet.lcsc.com/datasheet/pdf/7688f98ffa694476ace7f9a0fba51fe4.pdf?productCode=C2942554,280,0.0411,20,20,https://www.lcsc.com/product-detail/C2942554.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,6.8V,2uA,6.4V~7.2V,-55℃~+150℃,5Ω,80Ω,-
C2942552,BZX84C5V1Q,YANGJIE,https://datasheet.lcsc.com/datasheet/pdf/7688f98ffa694476ace7f9a0fba51fe4.pdf?productCode=C2942552,340,0.0334,20,20,https://www.lcsc.com/product-detail/C2942552.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,5.1V,2uA@2V,4.8V~5.4V,-55℃~+150℃,60Ω,480Ω,-
C2942547,BZX84C2V4Q,YANGJIE,https://datasheet.lcsc.com/datasheet/pdf/7688f98ffa694476ace7f9a0fba51fe4.pdf?productCode=C2942547,620,0.0475,20,20,https://www.lcsc.com/product-detail/C2942547.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,2.4V,50uA@1V,2.28V~2.56V,-55℃~+150℃,5Ω,600Ω,-
C968274,BZX84C3V3W,YANGJIE,https://datasheet.lcsc.com/datasheet/pdf/dbd218fe56157c3199667b087cae30c3.pdf?productCode=C968274,480,0.0278,20,20,https://www.lcsc.com/product-detail/C968274.html,SOT-323(SC-70),Tape & Reel (TR),1 Independent,200mW,3.3V,5uA@1V,3.1V~3.5V,-55℃~+150℃,95Ω,600Ω,-
C968260,BZX84C2V4W,YANGJIE,https://datasheet.lcsc.com/datasheet/pdf/dbd218fe56157c3199667b087cae30c3.pdf?productCode=C968260,780,0.0264,20,20,https://www.lcsc.com/product-detail/C968260.html,SOT-323(SC-70),Tape & Reel (TR),1 Independent,200mW,2.4V,50uA@1V,2.28V~2.52V,-55℃~+150℃,100Ω,600Ω,-
C5155259,BZX84C5V6A,Jingdao Microelectronics,https://datasheet.lcsc.com/datasheet/pdf/c08c659f5e15b5959621fc20262fc901.pdf?productCode=C5155259,350,0.0228,50,50,https://www.lcsc.com/product-detail/C5155259.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,5.6V,1uA,5.2V~6V,-55℃~+150℃,80Ω,,
C5155258,BZX84C6V2A,Jingdao Microelectronics,https://datasheet.lcsc.com/datasheet/pdf/292dd52d5362aa093afe3b51b4fdfa23.pdf?productCode=C5155258,250,0.0198,50,50,https://www.lcsc.com/product-detail/C5155258.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,6.2V,1uA@3V,5.8V~6.6V,-55℃~+150℃,50Ω,,
C968296,BZX84C6V8W,YANGJIE,https://datasheet.lcsc.com/datasheet/pdf/dbd218fe56157c3199667b087cae30c3.pdf?productCode=C968296,40,0.0279,20,20,https://www.lcsc.com/product-detail/C968296.html,SOT-323(SC-70),Tape & Reel (TR),1 Independent,200mW,6.8V,2uA@4V,6.4V~7.2V,-55℃~+150℃,15Ω,80Ω,-
C968282,BZX84C4V3W,YANGJIE,https://datasheet.lcsc.com/datasheet/pdf/dbd218fe56157c3199667b087cae30c3.pdf?productCode=C968282,200,0.0281,20,20,https://www.lcsc.com/product-detail/C968282.html,SOT-323(SC-70),Tape & Reel (TR),1 Independent,200mW,4.3V,3uA@1V,4V~4.6V,-55℃~+150℃,90Ω,600Ω,-
C20167773,BZX84C3V6WQ,YANGJIE,https://datasheet.lcsc.com/datasheet/pdf/a6fa91b9edca83ea649464b8aef36356.pdf?productCode=C20167773,2990,0.0405,10,10,https://www.lcsc.com/product-detail/C20167773.html,SOT-323(SC-70),Tape & Reel (TR),1 Independent,200mW,3.6V,5uA@1V,3.4V~3.8V,-55℃~+150℃,90Ω,600Ω,±5%
C5605661,BZX84C30-TP,MCC,https://datasheet.lcsc.com/datasheet/pdf/a270d7b8b6e691c45d7d80d383406aa9.pdf?productCode=C5605661,3000,0.0378,20,20,https://www.lcsc.com/product-detail/C5605661.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,30V,100nA@21V,28V~32V,-55℃~+150℃,80Ω,300Ω,±5%
C668904,BZX84C24-TP,MCC,https://datasheet.lcsc.com/datasheet/pdf/2040badc0ab092683d88e745141ca8f9.pdf?productCode=C668904,1660,0.0337,20,20,https://www.lcsc.com/product-detail/C668904.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,24V,100nA@16.8V,22.8V~25.6V,-55℃~+150℃,70Ω,250Ω,±5%
C2975802,AD-BZX84C27,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/725102f5b69357219dcd3957241a8293.pdf?productCode=C2975802,2880,0.0386,20,20,https://www.lcsc.com/product-detail/C2975802.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,27V,100nA@18.9V,25.1V~28.9V,-55℃~+150℃,80Ω,300Ω,-
C721430,BZX84C16-TP,MCC,https://datasheet.lcsc.com/datasheet/pdf/2040badc0ab092683d88e745141ca8f9.pdf?productCode=C721430,1260,0.0392,20,20,https://www.lcsc.com/product-detail/C721430.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,16V,100nA@11.2V,15.3V~17.1V,-55℃~+150℃,40Ω,200Ω,±5%
C51814178,BZX84C3V3CA,CBI,https://datasheet.lcsc.com/datasheet/pdf/9fd42098a2fde6c47b91331797325b02.pdf?productCode=C51814178,2880,0.0228,20,20,https://www.lcsc.com/product-detail/C51814178.html,SOT-23,Tape & Reel (TR),1 Pair Common Anode,350mW,3.3V,5uA@1V,3.1V~3.5V,-65℃~+150℃,95Ω,-,-
C37635986,BZX84C5V6CA,YFW,https://datasheet.lcsc.com/datasheet/pdf/de6ff03930206aca71bbe2622b27042e.pdf?productCode=C37635986,100,0.0276,20,20,https://www.lcsc.com/product-detail/C37635986.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,5.6V,1uA@2V,5.2V~6V,-65℃~+150℃,40Ω,-,-
C2859151,BZX84C4V3CC,ST(Semtech),https://datasheet.lcsc.com/datasheet/pdf/72df6f14c63bf8f345a0b0604b5ee87f.pdf?productCode=C2859151,1550,0.0386,10,10,https://www.lcsc.com/product-detail/C2859151.html,TO-236,Tape & Reel (TR),1 Pair Common Cathode,350mW,4.3V,3uA@1V,4V~4.6V,-65℃~+150℃,90Ω,-,-
C51814225,BZX84C5V1CA,CBI,https://datasheet.lcsc.com/datasheet/pdf/9fd42098a2fde6c47b91331797325b02.pdf?productCode=C51814225,620,0.0257,20,20,https://www.lcsc.com/product-detail/C51814225.html,SOT-23,Tape & Reel (TR),1 Pair Common Anode,350mW,5.1V,2uA@2V,4.8V~5.4V,-65℃~+150℃,60Ω,-,-
C2975643,AD-BZX84C24,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/1873775c596537f9a82030be00d211cd.pdf?productCode=C2975643,600,0.0486,20,20,https://www.lcsc.com/product-detail/C2975643.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,24V,100nA,22.8V~25.6V,-55℃~+150℃,70Ω,250Ω,
C82475,BZX84C12LT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/9acbfbe7a0574aba9cc030127a4780a4.pdf?productCode=C82475,20680,0.0396,10,10,https://www.lcsc.com/product-detail/C82475.html,SOT-23,Tape & Reel (TR),1 Independent,250mW,12V,100nA@8V,11.4V~12.7V,-65℃~+150℃,25Ω,,
C80857,BZX84C15LT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/d45d14e9894243e7b51ac99e9861c2ba.pdf?productCode=C80857,43420,0.0379,20,20,https://www.lcsc.com/product-detail/C80857.html,SOT-23,Tape & Reel (TR),1 Independent,250mW,15V,50nA@10.5V,13.8V~15.6V,-65℃~+150℃,30Ω,,
C82474,BZX84C18LT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/9acbfbe7a0574aba9cc030127a4780a4.pdf?productCode=C82474,33020,0.0598,10,10,https://www.lcsc.com/product-detail/C82474.html,SOT-23,Tape & Reel (TR),1 Independent,250mW,18V,50nA@12.6V,16.8V~19.1V,-65℃~+150℃,45Ω,,
C165614,BZX84C39LT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/9acbfbe7a0574aba9cc030127a4780a4.pdf?productCode=C165614,189440,0.0143,20,20,https://www.lcsc.com/product-detail/C165614.html,SOT-23,Tape & Reel (TR),1 Independent,250mW,39V,50nA,37V~41V,-65℃~+150℃,130Ω,,
C82476,BZX84C10LT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/9acbfbe7a0574aba9cc030127a4780a4.pdf?productCode=C82476,18140,0.0397,20,20,https://www.lcsc.com/product-detail/C82476.html,SOT-23,Tape & Reel (TR),1 Independent,250mW,10V,200nA@6V,9.4V~10.6V,-65℃~+150℃,20Ω,,
C44457,BZX84C16LT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/3f217d10c0454fd3a420e5c051d94ae6.pdf?productCode=C44457,11540,0.0373,20,20,https://www.lcsc.com/product-detail/C44457.html,SOT-23,Tape & Reel (TR),1 Independent,250mW,16V,50nA,15.3V~17.1V,-65℃~+150℃,40Ω,-,-
C235768,BZX84C13LT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/be5c2b3c63ed81313871d64332b2e129.pdf?productCode=C235768,5980,0.0330,20,20,https://www.lcsc.com/product-detail/C235768.html,SOT-23,Tape & Reel (TR),1 Independent,250mW,13V,100nA@8V,12.4V~14.1V,-65℃~+150℃,30Ω,-,-
C235767,BZX84C11LT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/be5c2b3c63ed81313871d64332b2e129.pdf?productCode=C235767,6060,0.0420,20,20,https://www.lcsc.com/product-detail/C235767.html,SOT-23,Tape & Reel (TR),1 Independent,250mW,11V,100nA@8V,10.4V~11.6V,-65℃~+150℃,20Ω,-,-
C500789,BZX84C15-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/0e9070e678a9cae3b02bc454e6fc458f.pdf?productCode=C500789,6600,0.0449,20,20,https://www.lcsc.com/product-detail/C500789.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,15V,100nA@10.5V,13.8V~15.6V,-65℃~+150℃,30Ω,200Ω,-
