LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Diode Configuration,Pd - Power Dissipation,Zener Voltage(Nom),Reverse Leakage Current (Ir),Zener Voltage(Range),Operating Junction Temperature Range,Impedance(Zzt),Impedance(Zzk),Tolerance
C235746,BZX84C3V9,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/53d237aace3255465876980a52b5518a.pdf?productCode=C235746,2960,0.0307,20,20,https://www.lcsc.com/product-detail/C235746.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,3.9V,3uA@1V,3.7V~4.1V,-,90Ω,600Ω,-
C235745,BZX84C4V7,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/53d237aace3255465876980a52b5518a.pdf?productCode=C235745,2740,0.0283,20,20,https://www.lcsc.com/product-detail/C235745.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,4.7V,3uA@2V,4.4V~5V,-,80Ω,500Ω,-
C235743,BZX84C7V5,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/53d237aace3255465876980a52b5518a.pdf?productCode=C235743,2620,0.0248,20,20,https://www.lcsc.com/product-detail/C235743.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,7.5V,1uA,7V~7.9V,-,15Ω,80Ω,-
C118570,BZX84C6V2,ST(Semtech),https://datasheet.lcsc.com/datasheet/pdf/801f6d200d6942f299ea73342e4455c3.pdf?productCode=C118570,3080,0.0288,20,20,https://www.lcsc.com/product-detail/C118570.html,TO-236,Tape & Reel (TR),1 Independent,350mW,6.2V,3uA@4V,5.8V~6.6V,-65℃~+150℃,10Ω,-,-
C118568,BZX84C5V1,ST(Semtech),https://datasheet.lcsc.com/datasheet/pdf/801f6d200d6942f299ea73342e4455c3.pdf?productCode=C118568,1750,0.0143,50,50,https://www.lcsc.com/product-detail/C118568.html,TO-236,Tape & Reel (TR),1 Independent,350mW,5.1V,2uA@2V,4.8V~5.4V,-65℃~+150℃,60Ω,-,-
C118567,BZX84C4V7,ST(Semtech),https://datasheet.lcsc.com/datasheet/pdf/801f6d200d6942f299ea73342e4455c3.pdf?productCode=C118567,3250,0.0196,50,50,https://www.lcsc.com/product-detail/C118567.html,TO-236,Tape & Reel (TR),1 Independent,350mW,4.7V,3uA@2V,4.4V~5V,-65℃~+150℃,80Ω,-,-
C54529456,BZX84C6V8,GOODWORK,https://datasheet.lcsc.com/datasheet/pdf/bb385a33c1c40e1749552ea94616530f.pdf?productCode=C54529456,2850,0.0163,50,50,https://www.lcsc.com/product-detail/C54529456.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,-,2uA@4V,6.4V~7.2V,-55℃~+150℃,15Ω,80Ω,-
C51814196,BZX84C18W,CBI,https://datasheet.lcsc.com/datasheet/pdf/93ab6bdcc7497516a671775aedc5b5d8.pdf?productCode=C51814196,2600,0.0189,50,50,https://www.lcsc.com/product-detail/C51814196.html,SOT-323,Tape & Reel (TR),1 Independent,200mW,18V,50nA@12.6V,16.8V~19.1V,-65℃~+150℃,45Ω,-,-
C51315308,BZX84C3V6,CBI,https://datasheet.lcsc.com/datasheet/pdf/bb977f511801f43ee111ce4185f67bf7.pdf?productCode=C51315308,2950,0.0173,50,50,https://www.lcsc.com/product-detail/C51315308.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,3.6V,5uA@1V,3.4V~3.8V,-65℃~+150℃,90Ω,-,-
C51315306,BZX84C3V0,CBI,https://datasheet.lcsc.com/datasheet/pdf/bb977f511801f43ee111ce4185f67bf7.pdf?productCode=C51315306,3000,0.0142,50,50,https://www.lcsc.com/product-detail/C51315306.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,3V,10uA@1V,2.8V~3.2V,-65℃~+150℃,95Ω,-,-
C51315305,BZX84C2V7,CBI,https://datasheet.lcsc.com/datasheet/pdf/bb977f511801f43ee111ce4185f67bf7.pdf?productCode=C51315305,3000,0.0142,50,50,https://www.lcsc.com/product-detail/C51315305.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,2.7V,20uA@1V,2.5V~2.9V,-65℃~+150℃,100Ω,-,-
C51315304,BZX84C2V4,CBI,https://datasheet.lcsc.com/datasheet/pdf/bb977f511801f43ee111ce4185f67bf7.pdf?productCode=C51315304,2750,0.0161,50,50,https://www.lcsc.com/product-detail/C51315304.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,2.4V,50uA@1V,2.2V~2.6V,-65℃~+150℃,100Ω,-,-
C49010228,BZX84C5V1,YONGYUTAI,https://datasheet.lcsc.com/datasheet/pdf/240f4a7b6b55623e20a28b4fabde60c2.pdf?productCode=C49010228,2650,0.0140,50,50,https://www.lcsc.com/product-detail/C49010228.html,SOT-23,Tape & Reel (TR),1 Independent,300mW,-,2uA@2V,4.8V~5.4V,-,-,-,-
C46472835,BZX84C3V9,TECH PUBLIC,https://datasheet.lcsc.com/datasheet/pdf/fa81d24981ec649aa9f5500ddada8d31.pdf?productCode=C46472835,2650,0.0210,50,50,https://www.lcsc.com/product-detail/C46472835.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,3.9V,3uA@1V,3.7V~4.1V,-55℃~+150℃,90Ω,600Ω,-
C46472834,BZX84C4V3,TECH PUBLIC,https://datasheet.lcsc.com/datasheet/pdf/fa81d24981ec649aa9f5500ddada8d31.pdf?productCode=C46472834,2650,0.0165,50,50,https://www.lcsc.com/product-detail/C46472834.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,4.3V,3uA,4V~4.6V,-55℃~+150℃,90Ω,600Ω,-
C46472833,BZX84C4V7,TECH PUBLIC,https://datasheet.lcsc.com/datasheet/pdf/fa81d24981ec649aa9f5500ddada8d31.pdf?productCode=C46472833,2550,0.0210,50,50,https://www.lcsc.com/product-detail/C46472833.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,4.7V,3uA@2V,4.4V~5V,-55℃~+150℃,80Ω,500Ω,-
C46472830,BZX84C6V2,TECH PUBLIC,https://datasheet.lcsc.com/datasheet/pdf/fa81d24981ec649aa9f5500ddada8d31.pdf?productCode=C46472830,2450,0.0210,50,50,https://www.lcsc.com/product-detail/C46472830.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,6.2V,3uA,5.8V~6.6V,-55℃~+150℃,10Ω,150Ω,-
C46472829,BZX84C6V8,TECH PUBLIC,https://datasheet.lcsc.com/datasheet/pdf/fa81d24981ec649aa9f5500ddada8d31.pdf?productCode=C46472829,2200,0.0210,50,50,https://www.lcsc.com/product-detail/C46472829.html,SOT-23,Tape & Reel (TR),1 Independent,350mW,6.8V,2uA@4V,6.4V~7.2V,-55℃~+150℃,15Ω,80Ω,-
