LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Diode Configuration,Pd - Power Dissipation,Zener Voltage(Nom),Reverse Leakage Current (Ir),Zener Voltage(Range),Operating Junction Temperature Range,Impedance(Zzt),Impedance(Zzk),Tolerance
C268596,MMSZ5235B_R1_00001,PANJIT,https://datasheet.lcsc.com/datasheet/pdf/2c43173024c6719ac18ae6428eb452fe.pdf?productCode=C268596,2960,0.0352,20,20,https://www.lcsc.com/product-detail/C268596.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,6.8V,3uA@5V,6.46V~7.14V,-55℃~+150℃,5Ω,750Ω,-
C21545,MMSZ5236B,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/58b652fc1b904f6b8e3559cdcdfa014a.pdf?productCode=C21545,2960,0.0339,20,20,https://www.lcsc.com/product-detail/C21545.html,SOD-123,Tape & Reel (TR),1 Independent,350mW,7.5V,3uA,7.13V~7.88V,-65℃~+150℃,6Ω,500Ω,-
C464134,SZMMSZ5259BT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/5fd4ed59a1ff9e393f15d5588166eb54.pdf?productCode=C464134,2955,0.1355,5,5,https://www.lcsc.com/product-detail/C464134.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,39V,100nA@30V,37.05V~40.95V,-55℃~+150℃,80Ω,800Ω,±5%
C55208097,MMSZ5248B,YONGYUTAI,https://datasheet.lcsc.com/datasheet/pdf/11b2934fd463dcc967a17ed1d5d0bb06.pdf?productCode=C55208097,2950,0.0065,50,50,https://www.lcsc.com/product-detail/C55208097.html,SOD-123,Tape & Reel (TR),,,,,,,,,
C51315459,MMSZ5226BS,CBI,https://datasheet.lcsc.com/datasheet/pdf/1f2a7f8025e304741405258a8e0f2fdc.pdf?productCode=C51315459,2950,0.0158,50,50,https://www.lcsc.com/product-detail/C51315459.html,SOD-323,Tape & Reel (TR),1 Independent,200mW,3.3V,25uA@1V,3.14V~3.47V,-55℃~+150℃,28Ω,1.6kΩ,-
C21714201,MMSZ5237B,CBI,https://datasheet.lcsc.com/datasheet/pdf/2d453a5dec83df3dbf2baadb81c006a2.pdf?productCode=C21714201,2950,0.0148,50,50,https://www.lcsc.com/product-detail/C21714201.html,SOD-123,Tape & Reel (TR),1 Independent,350mW,8.2V,3uA@6.5V,7.79V~8.61V,-65℃~+150℃,8Ω,500Ω,-
C7529073,MMSZ5235B,amsem,https://datasheet.lcsc.com/datasheet/pdf/0b3c54ec57cf14fee0a9b6daaa7267ca.pdf?productCode=C7529073,2950,0.0155,50,50,https://www.lcsc.com/product-detail/C7529073.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,6.8V,3uA,6.46V~7.14V,-,5Ω,750Ω,-
C7528242,MMSZ5221BW,Jingdao Microelectronics,https://datasheet.lcsc.com/datasheet/pdf/5b0526dfab18aa6abb3bc061be639c85.pdf?productCode=C7528242,2950,0.0179,50,50,https://www.lcsc.com/product-detail/C7528242.html,SOD-123W,Tape & Reel (TR),1 Independent,500mW,2.4V,100uA@1V,2.28V~2.52V,-55℃~+150℃,30Ω,1.2kΩ,±5%
C7303575,MMSZ5267B-E3-08,VISHAY,https://datasheet.lcsc.com/datasheet/pdf/d5467c4f0164580cca6515a5d21c94ef.pdf?productCode=C7303575,2950,0.0740,10,10,https://www.lcsc.com/product-detail/C7303575.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,75V,100nA@56V,-,-55℃~+150℃,270Ω,1.7kΩ,±5%
C2975759,AD-MMSZ5229BS,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/16845c23417681854db58af07139e80e.pdf?productCode=C2975759,2940,0.0448,20,20,https://www.lcsc.com/product-detail/C2975759.html,SOD-323,Tape & Reel (TR),1 Independent,200mW,4.3V,5uA@1V,4.09V~4.52V,-55℃~+150℃,22Ω,2kΩ,-
C282312,MMSZ5231B_R1_00001,PANJIT,https://datasheet.lcsc.com/datasheet/pdf/c96683f1aa71e4a47df2e7348e26ff29.pdf?productCode=C282312,2940,0.0295,20,20,https://www.lcsc.com/product-detail/C282312.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,5.1V,5uA@2V,4.85V~5.36V,-55℃~+150℃,17Ω,1.6kΩ,-
C263324,MMSZ5244B_R1_00001,PANJIT,https://datasheet.lcsc.com/datasheet/pdf/2cc96a00bf4c1cd5a1b4fec688057279.pdf?productCode=C263324,2940,0.0409,20,20,https://www.lcsc.com/product-detail/C263324.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,14V,100nA@10.5V,13.3V~14.7V,-55℃~+150℃,15Ω,600Ω,-
C191371,MMSZ5251BS,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/57e258df504b4d81881147d650fcdbd4.pdf?productCode=C191371,2940,0.0309,20,20,https://www.lcsc.com/product-detail/C191371.html,SOD-323,Tape & Reel (TR),1 Independent,200mW,22V,100nA@17V,20.9V~23.1V,-,29Ω,600Ω,-
C40515,MMSZ5262BT1G,onsemi,https://datasheet.lcsc.com/datasheet/pdf/2b8c7f1eb64149509927656cf6a356c6.pdf?productCode=C40515,2940,0.0447,10,10,https://www.lcsc.com/product-detail/C40515.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,51V,100nA@39V,48.45V~53.55V,-55℃~+150℃,125Ω,1.1kΩ,±5%
C2993578,MMSZ5245B,MDD(Microdiode Semiconductor),https://datasheet.lcsc.com/datasheet/pdf/e6d005f5842b4aa494ac6dea9efc5341.pdf?productCode=C2993578,2920,0.0235,20,20,https://www.lcsc.com/product-detail/C2993578.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,14.25V,100nA@11V,15V~15.75V,-,16Ω,600Ω,±5%
C2875433,MMSZ5244BS,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/f2d70d7d0aa0540a5373d968a7944db0.pdf?productCode=C2875433,2920,0.0282,20,20,https://www.lcsc.com/product-detail/C2875433.html,SOD-323,Tape & Reel (TR),1 Independent,200mW,14V,100nA,13.3V~14.7V,-55℃~+150℃,15Ω,600Ω,-
C707175,MMSZ5246B,Slkor,https://datasheet.lcsc.com/datasheet/pdf/4e4874330e301bcccafecad58abf09aa.pdf?productCode=C707175,2920,0.0246,20,20,https://www.lcsc.com/product-detail/C707175.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,16V,100nA@12V,15.2V~16.8V,-55℃~+150℃,17Ω,600Ω,-
C21714206,MMSZ5243B,CBI,https://datasheet.lcsc.com/datasheet/pdf/2d453a5dec83df3dbf2baadb81c006a2.pdf?productCode=C21714206,2900,0.0148,50,50,https://www.lcsc.com/product-detail/C21714206.html,SOD-123,Tape & Reel (TR),1 Independent,350mW,13V,500nA@9.9V,12.35V~13.65V,-65℃~+150℃,13Ω,600Ω,-
C7529089,MMSZ5254C,amsem,https://datasheet.lcsc.com/datasheet/pdf/a38426411bb0e8cc583c7be987b707d2.pdf?productCode=C7529089,2900,0.0177,50,50,https://www.lcsc.com/product-detail/C7529089.html,SOD-123,Tape & Reel (TR),1 Independent,350mW,27V,100nA,26.46V~27.54V,-,41Ω,600Ω,-
C7529087,MMSZ5248C,amsem,https://datasheet.lcsc.com/datasheet/pdf/a38426411bb0e8cc583c7be987b707d2.pdf?productCode=C7529087,2900,0.0228,50,50,https://www.lcsc.com/product-detail/C7529087.html,SOD-123,Tape & Reel (TR),1 Independent,350mW,18V,100nA,17.64V~18.36V,-,21Ω,600Ω,-
C7529074,MMSZ5236C,amsem,https://datasheet.lcsc.com/datasheet/pdf/a38426411bb0e8cc583c7be987b707d2.pdf?productCode=C7529074,2900,0.0177,50,50,https://www.lcsc.com/product-detail/C7529074.html,SOD-123,Tape & Reel (TR),1 Independent,350mW,7.5V,3uA,7.35V~7.65V,-,6Ω,500Ω,-
C3018519,MMSZ5242B,FUXINSEMI,https://datasheet.lcsc.com/datasheet/pdf/9589aa203358d46d8ef5225c8eded566.pdf?productCode=C3018519,2900,0.0184,50,50,https://www.lcsc.com/product-detail/C3018519.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,12V,1uA,11.4V~12.6V,-55℃~+150℃,30Ω,600Ω,-
C707173,MMSZ5243B,Slkor,https://datasheet.lcsc.com/datasheet/pdf/4e4874330e301bcccafecad58abf09aa.pdf?productCode=C707173,2900,0.0231,20,20,https://www.lcsc.com/product-detail/C707173.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,13V,1uA@9.9V,12.35V~13.65V,-55℃~+150℃,13Ω,600Ω,-
C282319,MMSZ5250B_R1_00001,PANJIT,https://datasheet.lcsc.com/datasheet/pdf/ebafe32cee5692a255f657c2a822c113.pdf?productCode=C282319,2900,0.0405,20,20,https://www.lcsc.com/product-detail/C282319.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,20V,100nA@15V,19V~21V,-55℃~+150℃,25Ω,600Ω,-
C263321,MMSZ5230B_R1_00001,PANJIT,https://datasheet.lcsc.com/datasheet/pdf/2cc96a00bf4c1cd5a1b4fec688057279.pdf?productCode=C263321,2900,0.0323,20,20,https://www.lcsc.com/product-detail/C263321.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,4.7V,5uA@2V,4.47V~4.94V,-55℃~+150℃,19Ω,1.9kΩ,-
C191366,MMSZ5231BS,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/57e258df504b4d81881147d650fcdbd4.pdf?productCode=C191366,2900,0.0336,20,20,https://www.lcsc.com/product-detail/C191366.html,SOD-323,Tape & Reel (TR),1 Independent,200mW,5.1V,5uA,4.85V~5.36V,-,17Ω,1.6kΩ,-
C53337750,MMSZ5250B_R1_00301,PANJIT,https://datasheet.lcsc.com/datasheet/pdf/d3411ad1048cc7608c4bbd745d70a6f3.pdf?productCode=C53337750,2880,0.0309,20,20,https://www.lcsc.com/product-detail/C53337750.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,20V,100nA@15V,19V~21V,-55℃~+150℃,25Ω,600Ω,-
C25721518,MMSZ5231B-HE3 A-08,VISHAY,https://datasheet.lcsc.com/datasheet/pdf/55a4c27565c85e094dbfaf0811e90695.pdf?productCode=C25721518,2880,0.2686,5,5,https://www.lcsc.com/product-detail/C25721518.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,5.1V,5uA@2V,-,-55℃~+150℃,17Ω,1.6kΩ,±5%
C707167,MMSZ5236B,Slkor,https://datasheet.lcsc.com/datasheet/pdf/4e4874330e301bcccafecad58abf09aa.pdf?productCode=C707167,2880,0.0235,20,20,https://www.lcsc.com/product-detail/C707167.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,7.5V,3uA@6V,7.13V~7.88V,-55℃~+150℃,6Ω,500Ω,-
C2858523,MMSZ5230B,MDD(Microdiode Semiconductor),https://datasheet.lcsc.com/datasheet/pdf/e6d005f5842b4aa494ac6dea9efc5341.pdf?productCode=C2858523,2870,0.0192,10,10,https://www.lcsc.com/product-detail/C2858523.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,4.7V,5uA@2V,4.47V~4.94V,-,19Ω,1.9kΩ,±5%
C3151644,MMSZ5231B-E3-08,VISHAY,https://datasheet.lcsc.com/datasheet/pdf/1b3d906440dbf0333db4de2b5044541a.pdf?productCode=C3151644,2860,0.0668,10,10,https://www.lcsc.com/product-detail/C3151644.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,5.1V,5uA,-,-55℃~+150℃,17Ω,1.6kΩ,±5%
C3729116,MMSZ5226B-HE3-08,VISHAY,https://datasheet.lcsc.com/datasheet/pdf/ec6319962a7e32984871ec26b74d493a.pdf?productCode=C3729116,2855,0.0872,5,5,https://www.lcsc.com/product-detail/C3729116.html,SOD-123,Tape & Reel (TR),1 Independent,300mW,3.3V,25uA@1V,-,-55℃~+150℃,28Ω,1.6kΩ,±5%
C54859166,MMSZ5251B,YONGYUTAI,https://datasheet.lcsc.com/datasheet/pdf/11b2934fd463dcc967a17ed1d5d0bb06.pdf?productCode=C54859166,2850,0.0143,50,50,https://www.lcsc.com/product-detail/C54859166.html,SOD-123,Tape & Reel (TR),-,500mW,-,100nA@17V,20.9V~23.1V,-,29Ω,600Ω,-
C53058785,MMSZ5245B,luJing,https://datasheet.lcsc.com/datasheet/pdf/7afe415607e8ab6a3ff100eb870d2ef9.pdf?productCode=C53058785,2850,0.0205,50,50,https://www.lcsc.com/product-detail/C53058785.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,-,100nA@11V,14.25V~15.75V,-,16Ω,600Ω,-
C7529081,MMSZ5244B,amsem,https://datasheet.lcsc.com/datasheet/pdf/0b3c54ec57cf14fee0a9b6daaa7267ca.pdf?productCode=C7529081,2850,0.0166,50,50,https://www.lcsc.com/product-detail/C7529081.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,14V,100nA@10V,13.3V~14.7V,-,15Ω,600Ω,-
C7529078,MMSZ5241C,amsem,https://datasheet.lcsc.com/datasheet/pdf/a38426411bb0e8cc583c7be987b707d2.pdf?productCode=C7529078,2850,0.0187,50,50,https://www.lcsc.com/product-detail/C7529078.html,SOD-123,Tape & Reel (TR),1 Independent,350mW,11V,2uA,10.78V~11.22V,-,22Ω,600Ω,-
C7528253,MMSZ5225BW,Jingdao Microelectronics,https://datasheet.lcsc.com/datasheet/pdf/5b0526dfab18aa6abb3bc061be639c85.pdf?productCode=C7528253,2850,0.0165,50,50,https://www.lcsc.com/product-detail/C7528253.html,SOD-123W,Tape & Reel (TR),1 Independent,500mW,3V,50uA@1V,2.85V~3.15V,-55℃~+150℃,30Ω,1.6kΩ,±5%
C5342836,MMSZ5231B,XCH,https://datasheet.lcsc.com/datasheet/pdf/91dd2cd5efc2ed4c369870c4b4b86b94.pdf?productCode=C5342836,2850,0.0184,50,50,https://www.lcsc.com/product-detail/C5342836.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,-,5uA@2V,4.85V~5.36V,-,17Ω,1.6kΩ,-
C2993558,MMSZ5221B,MDD(Microdiode Semiconductor),https://datasheet.lcsc.com/datasheet/pdf/e69b0deb1283862d4c65213fc65e5896.pdf?productCode=C2993558,2850,0.0196,50,50,https://www.lcsc.com/product-detail/C2993558.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,2.4V,100uA@1V,2.28V~2.52V,-,30Ω,1.2kΩ,±5%
C2910092,MMSZ5255BS,JSCJ,https://datasheet.lcsc.com/datasheet/pdf/f2d70d7d0aa0540a5373d968a7944db0.pdf?productCode=C2910092,2840,0.0327,20,20,https://www.lcsc.com/product-detail/C2910092.html,SOD-323,Tape & Reel (TR),1 Independent,200mW,28V,100nA,26.6V~29.4V,-65℃~+175℃,44Ω,600Ω,-
C39114964,MMSZ5245B_R1_00301,PANJIT,https://datasheet.lcsc.com/datasheet/pdf/2174ce7aa3052754b3cff0e62fa651d6.pdf?productCode=C39114964,2820,0.0248,20,20,https://www.lcsc.com/product-detail/C39114964.html,SOD-123,Tape & Reel (TR),1 Independent,500mW,15V,100nA@11V,14.25V~15.75V,-55℃~+150℃,16Ω,600Ω,-
C3742224,MMSZ5239B,DIOTEC,https://datasheet.lcsc.com/datasheet/pdf/562eccf62cac3cee9d2918666cb91cbb.pdf?productCode=C3742224,2820,0.0542,10,10,https://www.lcsc.com/product-detail/C3742224.html,SOD-123F,Tape & Reel (TR),1 Independent,500mW,9.1V,100nA@7V,8.65V~9.56V,-50℃~+150℃,10Ω,-,-
C560274,MMSZ5227B-7-F,DIODES,https://datasheet.lcsc.com/datasheet/pdf/9fcdbb98526725f0b0a14ceb5eec7814.pdf?productCode=C560274,2820,0.0547,10,10,https://www.lcsc.com/product-detail/C560274.html,SOD-123,Tape & Reel (TR),1 Independent,370mW,3.6V,15uA@1V,3.42V~3.78V,-65℃~+150℃,24Ω,1.7kΩ,
