LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Capacitance,Tolerance,Voltage Rating,Temperature Coefficient
C520074,CC0805KKX7R6BB475,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C520074,270,0.0830,10,10,https://www.lcsc.com/product-detail/C520074.html,0805,Tape & Reel (TR),4.7uF,±10%,10V,X7R
C520047,CC0805JRX7R9BB823,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C520047,3900,0.0158,50,50,https://www.lcsc.com/product-detail/C520047.html,0805,Tape & Reel (TR),82nF,±5%,50V,X7R
C520041,CC0805JRX7R8BB823,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C520041,1950,0.0189,50,50,https://www.lcsc.com/product-detail/C520041.html,0805,Tape & Reel (TR),82nF,±5%,25V,X7R
C520040,CC0805JRX7R8BB683,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C520040,3850,0.0189,50,50,https://www.lcsc.com/product-detail/C520040.html,0805,Tape & Reel (TR),68nF,±5%,25V,X7R
C520038,CC0805JRX7R8BB333,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C520038,3850,0.0240,50,50,https://www.lcsc.com/product-detail/C520038.html,0805,Tape & Reel (TR),33nF,±5%,25V,X7R
C520035,CC0805JRX7R7BB473,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C520035,2200,0.0138,50,50,https://www.lcsc.com/product-detail/C520035.html,0805,Tape & Reel (TR),47nF,±5%,16V,X7R
C520024,CC0805JRX7R9BB272,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C520024,850,0.0155,50,50,https://www.lcsc.com/product-detail/C520024.html,0805,Tape & Reel (TR),2.7nF,±5%,50V,X7R
C520021,CC0805JRX7R9BB182,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C520021,2850,0.0194,50,50,https://www.lcsc.com/product-detail/C520021.html,0805,Tape & Reel (TR),1.8nF,±5%,50V,X7R
C520019,CC0805KRX7R6BB224,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C520019,4000,0.0221,50,50,https://www.lcsc.com/product-detail/C520019.html,0805,Tape & Reel (TR),220nF,±10%,10V,X7R
C520016,CC0805JRX7R9BB153,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C520016,3300,0.0151,50,50,https://www.lcsc.com/product-detail/C520016.html,0805,Tape & Reel (TR),15nF,±5%,50V,X7R
C520015,CC0805JRX7R9BB682,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C520015,1700,0.0183,50,50,https://www.lcsc.com/product-detail/C520015.html,0805,Tape & Reel (TR),6.8nF,±5%,50V,X7R
C520011,CC0805JRX7R9BB331,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C520011,3271,0.0149,1,1,https://www.lcsc.com/product-detail/C520011.html,0805,Tape & Reel (TR),330pF,±5%,50V,X7R
C520009,CC0805JRX7R8BB103,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C520009,700,0.0199,50,50,https://www.lcsc.com/product-detail/C520009.html,0805,Tape & Reel (TR),10nF,±5%,25V,X7R
