"LCSC Part#","MPN","Manufacturer","Availability","Minimum","Multiples","Product Detail","Package","Packaging","Diode Configuration","Pd - Power Dissipation","Zener Voltage(Nom)","Reverse Leakage Current (Ir)","Zener Voltage(Range)","Operating Junction Temperature Range","Impedance(Zzt)","Impedance(Zzk)","Tolerance"
"C894476","SZBZX84C3V0ET1G","onsemi","940","5","5","https://www.lcsc.com/product-detail/C894476.html","SOT-23","Tape & Reel (TR)","1 Independent","225mW","3V","10uA@1V","2.8V~3.2V","-65℃~+150℃","95Ω","-","-"
"C894479","SZBZX84C3V6LT1G","onsemi","140","10","10","https://www.lcsc.com/product-detail/C894479.html","SOT-23","Tape & Reel (TR)","1 Independent","250mW","3.6V","5uA@1V","3.4V~3.8V","-65℃~+150℃","90Ω","-","-"
"C894487","SZBZX84C51ET1G","onsemi","920","5","5","https://www.lcsc.com/product-detail/C894487.html","SOT-23-3","Tape & Reel (TR)","1 Independent","225mW","51V","50nA@35.7V","48V~54V","-65℃~+150℃","180Ω","-","-"
"C894496","SZBZX84C6V2ET1G","onsemi","925","5","5","https://www.lcsc.com/product-detail/C894496.html","SOT-23","Tape & Reel (TR)","1 Independent","250mW","6.2V","3uA@4V","5.8V~6.6V","-65℃~+150℃","10Ω","",""
"C894501","SZBZX84C9V1ET1G","onsemi","1000","5","5","https://www.lcsc.com/product-detail/C894501.html","SOT-23","Tape & Reel (TR)","1 Independent","250mW","9.1V","500nA@6V","8.5V~9.6V","-65℃~+150℃","15Ω","-","-"
"C894672","SZMMSZ5233BT1G","onsemi","545","5","5","https://www.lcsc.com/product-detail/C894672.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","6V","5uA","5.7V~6.3V","-55℃~+150℃","7Ω","1.6kΩ","±5%"
"C894677","SZMMSZ5239BT1G","onsemi","340","5","5","https://www.lcsc.com/product-detail/C894677.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","9.1V","3uA@7V","8.65V~9.56V","-55℃~+150℃","10Ω","600Ω","±5%"
"C894678","SZMMSZ5241BT1G","onsemi","565","5","5","https://www.lcsc.com/product-detail/C894678.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","11V","2uA@8.4V","10.45V~11.55V","-55℃~+150℃","22Ω","600Ω","±5%"
"C894682","SZMMSZ5245ET1G","onsemi","1385","5","5","https://www.lcsc.com/product-detail/C894682.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","15V","100nA@11V","14.25V~15.75V","-55℃~+150℃","16Ω","600Ω","±5%"
"C894686","SZMMSZ5251BT1G","onsemi","560","5","5","https://www.lcsc.com/product-detail/C894686.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","22V","100nA@17V","20.9V~23.1V","-55℃~+150℃","29Ω","600Ω","±5%"
"C894703","SZMMSZ5268BT1G","onsemi","770","5","5","https://www.lcsc.com/product-detail/C894703.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","82V","100nA@62V","77.9V~86.1V","-55℃~+150℃","330Ω","2kΩ","±5%"
"C894704","SZMMSZ5270BT1G","onsemi","2680","5","5","https://www.lcsc.com/product-detail/C894704.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","91V","100nA@69V","86.45V~95.55V","-55℃~+150℃","400Ω","2.3kΩ","±5%"
"C896688","BZX84C18LT3G","onsemi","55","5","5","https://www.lcsc.com/product-detail/C896688.html","SOT-23","Tape & Reel (TR)","1 Independent","250mW","18V","50nA@20V","16.8V~19.1V","-65℃~+150℃","45Ω","-","±2%"
"C896691","BZX84C4V7LT3G","onsemi","5700","20","20","https://www.lcsc.com/product-detail/C896691.html","SOT-23","Tape & Reel (TR)","1 Independent","250mW","4.7V","3uA@2V","4.4V~5V","-55℃~+150℃","80Ω","-","-"
"C896693","BZX84C5V6LT3G","onsemi","80","20","20","https://www.lcsc.com/product-detail/C896693.html","SOT-23","Tape & Reel (TR)","1 Independent","250mW","5.6V","1uA@2V","5.2V~6V","-65℃~+150℃","40Ω","500Ω","-"
"C896695","BZX84C6V8LT3G","onsemi","500","5","5","https://www.lcsc.com/product-detail/C896695.html","SOT-23","Tape & Reel (TR)","1 Independent","250mW","6.8V","2uA@4V","6.4V~7.2V","-65℃~+150℃","15Ω","400Ω","-"
"C896696","BZX84C9V1LT3G","onsemi","200","5","5","https://www.lcsc.com/product-detail/C896696.html","SOT-23","Tape & Reel (TR)","1 Independent","250mW","9.1V","500nA@6V","8.5V~9.6V","-65℃~+150℃","15Ω","75Ω","±2%"
"C896932","SZBZX84C12LT3G","onsemi","1155","5","5","https://www.lcsc.com/product-detail/C896932.html","SOT-23","Tape & Reel (TR)","1 Independent","250mW","12V","100nA@8V","11.4V~12.7V","-65℃~+150℃","25Ω","-","-"
"C896933","SZBZX84C13LT3G","onsemi","70","10","10","https://www.lcsc.com/product-detail/C896933.html","SOT-23","Tape & Reel (TR)","1 Independent","250mW","13V","100nA@8V","12.4V~14.1V","-65℃~+150℃","30Ω","-","-"
"C896935","SZBZX84C15LT3G","onsemi","6500","10","10","https://www.lcsc.com/product-detail/C896935.html","SOT-23","Tape & Reel (TR)","1 Independent","250mW","15V","50nA@10.5V","13.8V~15.6V","-65℃~+150℃","20Ω","-","-"
"C896938","SZBZX84C18LT3G","onsemi","35","5","5","https://www.lcsc.com/product-detail/C896938.html","SOT-23","Tape & Reel (TR)","1 Independent","250mW","18V","50nA@12.6V","16.8V~19.1V","-65℃~+150℃","45Ω","-","-"
"C896944","SZBZX84C39LT3G","onsemi","215","5","5","https://www.lcsc.com/product-detail/C896944.html","SOT-23","Tape & Reel (TR)","1 Independent","225mW","39V","50nA@27.3V","37V~41V","-65℃~+150℃","130Ω","-","-"
"C896950","SZBZX84C4V7LT3G","onsemi","40","5","5","https://www.lcsc.com/product-detail/C896950.html","SOT-23","Tape & Reel (TR)","1 Independent","250mW","4.7V","3uA@2V","4.4V~5V","-65℃~+150℃","80Ω","-","-"
"C896954","SZBZX84C5V6LT3G","onsemi","90","5","5","https://www.lcsc.com/product-detail/C896954.html","SOT-23","Tape & Reel (TR)","1 Independent","250mW","5.6V","1uA@2V","5.2V~6V","-65℃~+150℃","40Ω","-","-"
"C896958","SZBZX84C7V5LT3G","onsemi","100","5","5","https://www.lcsc.com/product-detail/C896958.html","SOT-23","Tape & Reel (TR)","1 Independent","225mW","7.5V","1uA@5V","-","-65℃~+150℃","15Ω","-","-"
"C896959","SZBZX84C8V2ET3G","onsemi","300","5","5","https://www.lcsc.com/product-detail/C896959.html","SOT-23","Tape & Reel (TR)","1 Independent","250mW","8.2V","700nA@5V","7.7V~8.7V","-65℃~+150℃","15Ω","-","-"
"C896960","SZBZX84C8V2LT3G","onsemi","1610","5","5","https://www.lcsc.com/product-detail/C896960.html","SOT-23","Tape & Reel (TR)","1 Independent","225mW","8.2V","700nA@5V","7.7V~8.7V","-65℃~+150℃","15Ω","-","-"
"C896962","SZBZX84C9V1LT3G","onsemi","100","5","5","https://www.lcsc.com/product-detail/C896962.html","SOT-23","Tape & Reel (TR)","1 Independent","250mW","9.1V","500nA@6V","8.5V~9.6V","-65℃~+150℃","15Ω","-","-"
"C917506","BZX84C12-E3-08","VISHAY","10","10","10","https://www.lcsc.com/product-detail/C917506.html","SOT-23","Tape & Reel (TR)","1 Independent","500mW","12V","100nA","11.4V~12.6V","","25Ω","150Ω",""
"C962733","BZX84C5V1","Shikues","140","20","20","https://www.lcsc.com/product-detail/C962733.html","SOT-23","Tape & Reel (TR)","1 Independent","225mW","5.1V","2uA@2V","4.8V~5.4V","-55℃~+150℃","60Ω","-","-"
"C968237","BZX84C10","YANGJIE","3000","20","20","https://www.lcsc.com/product-detail/C968237.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","10V","200nA@7V","9.4V~10.6V","-55℃~+150℃","20Ω","150Ω","-"
"C968238","BZX84C10W","YANGJIE","920","20","20","https://www.lcsc.com/product-detail/C968238.html","SOT-323(SC-70)","Tape & Reel (TR)","1 Independent","200mW","10V","200nA@7V","9.4V~10.6V","-55℃~+150℃","20Ω","150Ω","-"
"C968239","BZX84C11","YANGJIE","2180","20","20","https://www.lcsc.com/product-detail/C968239.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","11V","100nA@8V","10.4V~11.6V","-55℃~+150℃","20Ω","150Ω","-"
"C968241","BZX84C12","YANGJIE","260","20","20","https://www.lcsc.com/product-detail/C968241.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","12V","100nA@8V","11.4V~12.7V","-55℃~+150℃","25Ω","150Ω","-"
"C968242","BZX84C12W","YANGJIE","2440","20","20","https://www.lcsc.com/product-detail/C968242.html","SOT-323(SC-70)","Tape & Reel (TR)","1 Independent","200mW","12V","100nA@8V","11.4V~12.7V","-55℃~+150℃","25Ω","150Ω","-"
"C968243","BZX84C13","YANGJIE","40","20","20","https://www.lcsc.com/product-detail/C968243.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","13V","100nA@8V","12.4V~14.1V","-55℃~+150℃","30Ω","170Ω","-"
"C968244","BZX84C13W","YANGJIE","2580","20","20","https://www.lcsc.com/product-detail/C968244.html","SOT-323(SC-70)","Tape & Reel (TR)","1 Independent","200mW","13V","100nA@8V","12.4V~14.1V","-55℃~+150℃","30Ω","170Ω","-"
"C968246","BZX84C15W","YANGJIE","2980","20","20","https://www.lcsc.com/product-detail/C968246.html","SOT-323(SC-70)","Tape & Reel (TR)","1 Independent","200mW","15V","100nA@10.5V","13.8V~15.6V","-55℃~+150℃","30Ω","200Ω","-"
"C968247","BZX84C16","YANGJIE","1400","20","20","https://www.lcsc.com/product-detail/C968247.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","16V","100nA@11.2V","15.3V~17.1V","-55℃~+150℃","40Ω","200Ω","-"
"C968248","BZX84C16W","YANGJIE","2300","20","20","https://www.lcsc.com/product-detail/C968248.html","SOT-323(SC-70)","Tape & Reel (TR)","1 Independent","200mW","16V","100nA@11.2V","15.3V~17.1V","-55℃~+150℃","40Ω","200Ω","-"
"C968252","BZX84C20W","YANGJIE","2400","20","20","https://www.lcsc.com/product-detail/C968252.html","SOT-323(SC-70)","Tape & Reel (TR)","1 Independent","200mW","20V","100nA@14V","18.8V~21.2V","-55℃~+150℃","55Ω","225Ω","-"
"C968253","BZX84C22","YANGJIE","1860","20","20","https://www.lcsc.com/product-detail/C968253.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","22V","100nA@15.4V","20.8V~23.3V","-55℃~+150℃","55Ω","250Ω","-"
"C968255","BZX84C24","YANGJIE","480","20","20","https://www.lcsc.com/product-detail/C968255.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","24V","100nA@16.8V","22.8V~25.6V","-55℃~+150℃","70Ω","250Ω","-"
"C968256","BZX84C24W","YANGJIE","2780","20","20","https://www.lcsc.com/product-detail/C968256.html","SOT-323(SC-70)","Tape & Reel (TR)","1 Independent","200mW","24V","100nA@16.8V","22.8V~25.6V","-55℃~+150℃","70Ω","250Ω","-"
"C968257","BZX84C27","YANGJIE","720","20","20","https://www.lcsc.com/product-detail/C968257.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","27V","100nA@18.9V","25.1V~28.9V","-55℃~+150℃","80Ω","300Ω","-"
"C968260","BZX84C2V4W","YANGJIE","780","20","20","https://www.lcsc.com/product-detail/C968260.html","SOT-323(SC-70)","Tape & Reel (TR)","1 Independent","200mW","2.4V","50uA@1V","2.28V~2.52V","-55℃~+150℃","100Ω","600Ω","-"
"C968261","BZX84C2V7","YANGJIE","20","20","20","https://www.lcsc.com/product-detail/C968261.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","2.7V","20uA@1V","2.5V~2.9V","-55℃~+150℃","100Ω","600Ω","-"
"C968263","BZX84C30","YANGJIE","820","20","20","https://www.lcsc.com/product-detail/C968263.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","30V","100nA@21V","28V~32V","-55℃~+150℃","80Ω","300Ω","-"
"C968268","BZX84C36W","YANGJIE","1340","20","20","https://www.lcsc.com/product-detail/C968268.html","SOT-323(SC-70)","Tape & Reel (TR)","1 Independent","200mW","36V","100nA@25.2V","34V~38V","-55℃~+150℃","90Ω","350Ω","-"
"C968269","BZX84C39","YANGJIE","2820","20","20","https://www.lcsc.com/product-detail/C968269.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","39V","100nA@27.3V","37V~41V","-55℃~+150℃","130Ω","350Ω","-"
"C968272","BZX84C3V0W","YANGJIE","2500","20","20","https://www.lcsc.com/product-detail/C968272.html","SOT-323(SC-70)","Tape & Reel (TR)","1 Independent","200mW","3V","10uA@1V","2.8V~3.2V","-55℃~+150℃","95Ω","600Ω","-"
"C968273","BZX84C3V3","YANGJIE","20","20","20","https://www.lcsc.com/product-detail/C968273.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","3.3V","5uA@1V","3.1V~3.5V","-55℃~+150℃","95Ω","600Ω","-"
"C968274","BZX84C3V3W","YANGJIE","480","20","20","https://www.lcsc.com/product-detail/C968274.html","SOT-323(SC-70)","Tape & Reel (TR)","1 Independent","200mW","3.3V","5uA@1V","3.1V~3.5V","-55℃~+150℃","95Ω","600Ω","-"
"C968275","BZX84C3V6","YANGJIE","3000","20","20","https://www.lcsc.com/product-detail/C968275.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","3.6V","5uA@1V","3.4V~3.8V","-55℃~+150℃","90Ω","600Ω","-"
"C968276","BZX84C3V6W","YANGJIE","1560","20","20","https://www.lcsc.com/product-detail/C968276.html","SOT-323(SC-70)","Tape & Reel (TR)","1 Independent","200mW","3.6V","5uA@1V","3.4V~3.8V","-55℃~+150℃","90Ω","600Ω","-"
"C968278","BZX84C3V9W","YANGJIE","1940","20","20","https://www.lcsc.com/product-detail/C968278.html","SOT-323(SC-70)","Tape & Reel (TR)","1 Independent","200mW","3.9V","3uA","3.7V~4.1V","-55℃~+150℃","90Ω","600Ω","-"
"C968279","BZX84C43","YANGJIE","2460","20","20","https://www.lcsc.com/product-detail/C968279.html","SOT-23(TO-236)","Tape & Reel (TR)","1 Independent","350mW","43V","100nA@30.1V","40.85V~45.15V","-55℃~+150℃","150Ω","375Ω","-"
"C968280","BZX84C47","YANGJIE","880","20","20","https://www.lcsc.com/product-detail/C968280.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","47V","100nA@32.9V","44.65V~49.35V","-55℃~+150℃","170Ω","375Ω","-"
"C968281","BZX84C4V3","YANGJIE","20","20","20","https://www.lcsc.com/product-detail/C968281.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","4.3V","3uA@1V","4V~4.6V","-55℃~+150℃","90Ω","600Ω","-"
"C968282","BZX84C4V3W","YANGJIE","200","20","20","https://www.lcsc.com/product-detail/C968282.html","SOT-323(SC-70)","Tape & Reel (TR)","1 Independent","200mW","4.3V","3uA@1V","4V~4.6V","-55℃~+150℃","90Ω","600Ω","-"
"C968283","BZX84C4V7","YANGJIE","20","20","20","https://www.lcsc.com/product-detail/C968283.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","4.7V","3uA@2V","4.4V~5V","-55℃~+150℃","80Ω","500Ω","-"
"C968284","BZX84C4V7W","YANGJIE","1480","20","20","https://www.lcsc.com/product-detail/C968284.html","SOT-323(SC-70)","Tape & Reel (TR)","1 Independent","200mW","4.7V","3uA@2V","4.4V~5V","-55℃~+150℃","80Ω","500Ω","-"
"C968286","BZX84C56","YANGJIE","2500","20","20","https://www.lcsc.com/product-detail/C968286.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","56V","50nA","53V~59V","-55℃~+150℃","200Ω","425Ω","-"
"C968287","BZX84C5V1","YANGJIE","1640","20","20","https://www.lcsc.com/product-detail/C968287.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","5.1V","2uA","4.8V~5.4V","-55℃~+150℃","60Ω","480Ω","-"
"C968290","BZX84C5V6W","YANGJIE","3000","20","20","https://www.lcsc.com/product-detail/C968290.html","SOT-323(SC-70)","Tape & Reel (TR)","1 Independent","200mW","5.6V","1uA@2V","5.2V~6V","-55℃~+150℃","40Ω","400Ω","-"
"C968294","BZX84C6V2W","YANGJIE","1480","20","20","https://www.lcsc.com/product-detail/C968294.html","SOT-323(SC-70)","Tape & Reel (TR)","1 Independent","200mW","6.2V","3uA@4V","5.8V~6.6V","-55℃~+150℃","10Ω","150Ω","-"
"C968296","BZX84C6V8W","YANGJIE","40","20","20","https://www.lcsc.com/product-detail/C968296.html","SOT-323(SC-70)","Tape & Reel (TR)","1 Independent","200mW","6.8V","2uA@4V","6.4V~7.2V","-55℃~+150℃","15Ω","80Ω","-"
"C968297","BZX84C75","YANGJIE","1580","20","20","https://www.lcsc.com/product-detail/C968297.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","75V","50nA","70V~79V","-55℃~+150℃","255Ω","500Ω","-"
"C968298","BZX84C7V5","YANGJIE","2980","20","20","https://www.lcsc.com/product-detail/C968298.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","7.5V","1uA@5V","7V~7.9V","-55℃~+150℃","15Ω","80Ω","-"
"C968299","BZX84C7V5W","YANGJIE","2200","20","20","https://www.lcsc.com/product-detail/C968299.html","SOT-323(SC-70)","Tape & Reel (TR)","1 Independent","200mW","7.5V","1uA@5V","7V~7.9V","-55℃~+150℃","15Ω","80Ω","-"
"C968300","BZX84C8V2","YANGJIE","20","20","20","https://www.lcsc.com/product-detail/C968300.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","8.2V","700nA","7.7V~8.7V","-55℃~+150℃","15Ω","80Ω","-"
"C970337","BZX84C3V0","LGE","7400","50","50","https://www.lcsc.com/product-detail/C970337.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","3V","10uA@1V","2.8V~3.2V","-65℃~+150℃","95Ω","600Ω","-"
"C970340","BZX84C39","LGE","150","50","50","https://www.lcsc.com/product-detail/C970340.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","39V","100nA","37V~41V","-65℃~+150℃","130Ω","350Ω","-"
"C2760558","BZX84C3V3Q-7-F","DIODES","340","10","10","https://www.lcsc.com/product-detail/C2760558.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","3.3V","5uA","3.1V~3.5V","-65℃~+150℃","95Ω","600Ω","-"
"C2760561","BZX84C16Q-7-F","DIODES","390","10","10","https://www.lcsc.com/product-detail/C2760561.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","16V","100nA@11.2V","15.3V~17.1V","-65℃~+150℃","40Ω","200Ω","-"
"C2760562","BZX84C4V7Q-7-F","DIODES","140","10","10","https://www.lcsc.com/product-detail/C2760562.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","4.7V","3uA","4.4V~5V","-65℃~+150℃","80Ω","500Ω","-"
"C2760563","BZX84C2V4Q-7-F","DIODES","200","10","10","https://www.lcsc.com/product-detail/C2760563.html","SOT-23-3","Tape & Reel (TR)","1 Independent","300mW","2.4V","50uA@1V","2.2V~2.6V","-65℃~+150℃","100Ω","600Ω","-"
"C2760640","BZX84C2V4T-7-F","DIODES","2410","10","10","https://www.lcsc.com/product-detail/C2760640.html","SOT-523","Tape & Reel (TR)","1 Independent","150mW","2.4V","50uA@1V","2.2V~2.6V","-65℃~+150℃","100Ω","600Ω",""
"C2832544","BZX84C3V9","CBI","900","50","50","https://www.lcsc.com/product-detail/C2832544.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","3.9V","3uA@1V","3.7V~4.1V","-65℃~+150℃","90Ω","-","-"
"C2832545","BZX84C4V3","CBI","850","50","50","https://www.lcsc.com/product-detail/C2832545.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","4.3V","3uA@1V","4V~4.6V","-65℃~+150℃","90Ω","-","-"
"C2832546","BZX84C4V7","CBI","450","50","50","https://www.lcsc.com/product-detail/C2832546.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","4.7V","3uA@2V","4.4V~5V","-65℃~+150℃","80Ω","-","-"
"C2832547","BZX84C5V1","CBI","2360","20","20","https://www.lcsc.com/product-detail/C2832547.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","5.1V","2uA@2V","4.8V~5.4V","-65℃~+150℃","60Ω","-","-"
"C2832548","BZX84C5V6","CBI","1550","50","50","https://www.lcsc.com/product-detail/C2832548.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","5.6V","1uA@2V","5.2V~6V","-65℃~+150℃","40Ω","-","-"
"C2832549","BZX84C6V2","CBI","4400","50","50","https://www.lcsc.com/product-detail/C2832549.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","6.2V","3uA@4V","5.8V~6.6V","-65℃~+150℃","10Ω","-","-"
"C2832550","BZX84C6V8","CBI","150","50","50","https://www.lcsc.com/product-detail/C2832550.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","6.8V","2uA","6.4V~7.2V","-65℃~+150℃","15Ω","-","-"
"C2832551","BZX84C7V5","CBI","2500","50","50","https://www.lcsc.com/product-detail/C2832551.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","7.5V","1uA@5V","7V~7.9V","-65℃~+150℃","15Ω","-","-"
"C2832552","BZX84C8V2","CBI","3050","50","50","https://www.lcsc.com/product-detail/C2832552.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","8.2V","700nA@5V","7.7V~8.7V","-65℃~+150℃","15Ω","-","-"
"C2832554","BZX84C10","CBI","2800","50","50","https://www.lcsc.com/product-detail/C2832554.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","10V","200nA@7V","9.4V~10.6V","-65℃~+150℃","20Ω","-","-"
"C2832555","BZX84C11","CBI","2950","50","50","https://www.lcsc.com/product-detail/C2832555.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","11V","100nA@8V","10.4V~11.6V","-65℃~+150℃","20Ω","-","-"
"C2832556","BZX84C12","CBI","2150","50","50","https://www.lcsc.com/product-detail/C2832556.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","12V","100nA","11.4V~12.7V","-65℃~+150℃","25Ω","-","-"
"C2832557","BZX84C13","CBI","150","50","50","https://www.lcsc.com/product-detail/C2832557.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","13V","100nA@8V","12.4V~14.1V","-65℃~+150℃","30Ω","-","-"
"C2832559","BZX84C16","CBI","250","50","50","https://www.lcsc.com/product-detail/C2832559.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","16V","50nA@11.2V","15.3V~17.1V","-65℃~+150℃","40Ω","-","-"
"C2832560","BZX84C18","CBI","3000","50","50","https://www.lcsc.com/product-detail/C2832560.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","18V","50nA@12.6V","16.8V~19.1V","-65℃~+150℃","45Ω","-","-"
"C2832561","BZX84C20","CBI","2000","50","50","https://www.lcsc.com/product-detail/C2832561.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","20V","50nA@14V","18.8V~21.2V","-65℃~+150℃","55Ω","-","-"
"C2832562","BZX84C22","CBI","2100","50","50","https://www.lcsc.com/product-detail/C2832562.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","22V","50nA@15.4V","20.8V~23.3V","-65℃~+150℃","55Ω","-","-"
"C2832563","BZX84C24","CBI","150","50","50","https://www.lcsc.com/product-detail/C2832563.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","24V","50nA@16.8V","22.8V~25.6V","-65℃~+150℃","70Ω","-","-"
"C2832565","BZX84C30","CBI","700","50","50","https://www.lcsc.com/product-detail/C2832565.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","30V","50nA@21V","28V~32V","-65℃~+150℃","80Ω","-","-"
"C2832567","BZX84C36","CBI","450","50","50","https://www.lcsc.com/product-detail/C2832567.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","36V","50nA@25.2V","34V~38V","-65℃~+150℃","90Ω","-","-"
"C2832568","BZX84C39","CBI","300","50","50","https://www.lcsc.com/product-detail/C2832568.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","39V","50nA","37V~41V","-65℃~+150℃","130Ω","-","-"
"C2843307","BZX84C5V6","Slkor","2550","50","50","https://www.lcsc.com/product-detail/C2843307.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","5.6V","1uA","5.2V~6V","-","40Ω","400Ω","-"
