"LCSC Part#","MPN","Manufacturer","Availability","Minimum","Multiples","Product Detail","Package","Packaging","Capacitance","Tolerance","Voltage Rating","Temperature Coefficient","Operating Temperature"
"C520003","CC0805JRNPO9BN131","YAGEO","4600","50","50","https://www.lcsc.com/product-detail/C520003.html","0805","Tape & Reel (TR)","130pF","±5%","50V","NP0",""
"C1853295","CC0805JRNPO9BN161","YAGEO","13150","50","50","https://www.lcsc.com/product-detail/C1853295.html","0805","Tape & Reel (TR)","160pF","±5%","50V","NP0",""
"C113826","CC0805JRNPO9BN181","YAGEO","39000","50","50","https://www.lcsc.com/product-detail/C113826.html","0805","Tape & Reel (TR)","180pF","±5%","50V","NP0",""
"C541566","CC0805FRNPO9BN201","YAGEO","3750","10","10","https://www.lcsc.com/product-detail/C541566.html","0805","Tape & Reel (TR)","200pF","±1%","50V","NP0",""
"C185600","GRM2165C2A241JA01D","muRata","1435","5","5","https://www.lcsc.com/product-detail/C185600.html","0805","Tape & Reel (TR)","240pF","±5%","100V","C0G",""
"C107106","CC0805JRNPO0BN271","YAGEO","14050","50","50","https://www.lcsc.com/product-detail/C107106.html","0805","Tape & Reel (TR)","270pF","±5%","100V","NP0",""
"C113829","CC0805JRNPO9BN301","YAGEO","2900","50","50","https://www.lcsc.com/product-detail/C113829.html","0805","Tape & Reel (TR)","300pF","±5%","50V","NP0",""
"C327150","CC0805JRNPO9BN361","YAGEO","3150","50","50","https://www.lcsc.com/product-detail/C327150.html","0805","Tape & Reel (TR)","360pF","±5%","50V","NP0",""
"C527236","CC0805KRX7RYBB391","YAGEO","3350","50","50","https://www.lcsc.com/product-detail/C527236.html","0805","Tape & Reel (TR)","390pF","±10%","250V","X7R",""
"C520006","CC0805JRNPO9BN431","YAGEO","3950","50","50","https://www.lcsc.com/product-detail/C520006.html","0805","Tape & Reel (TR)","430pF","±5%","50V","NP0",""
"C309486","CC0805JRNPO9BN511","YAGEO","4350","50","50","https://www.lcsc.com/product-detail/C309486.html","0805","Tape & Reel (TR)","510pF","±5%","50V","NP0",""
"C576987","CC0805JRNPOYBN561","YAGEO","3750","50","50","https://www.lcsc.com/product-detail/C576987.html","0805","Tape & Reel (TR)","560pF","±5%","250V","NP0",""
"C541568","CC0805FRNPO9BN621","YAGEO","2060","20","20","https://www.lcsc.com/product-detail/C541568.html","0805","Tape & Reel (TR)","620pF","±1%","50V","NP0",""
"C520008","CC0805JRNPO9BN751","YAGEO","2400","50","50","https://www.lcsc.com/product-detail/C520008.html","0805","Tape & Reel (TR)","750pF","±5%","50V","NP0",""
"C527190","CC0805FRNPO9BN821","YAGEO","3340","20","20","https://www.lcsc.com/product-detail/C527190.html","0805","Tape & Reel (TR)","820pF","±1%","50V","NP0",""
"C32964719","C0805C911J5GACTU","KEMET","4000","10","10","https://www.lcsc.com/product-detail/C32964719.html","0805","Tape & Reel (TR)","910pF","±5%","50V","C0G",""
"C426328","GRM2165C1H112JA01D","muRata","3040","20","20","https://www.lcsc.com/product-detail/C426328.html","0805","Tape & Reel (TR)","1.1nF","±5%","50V","C0G",""
"C726625","CC0805KRX7RYBB122","YAGEO","2350","50","50","https://www.lcsc.com/product-detail/C726625.html","0805","Tape & Reel (TR)","1.2nF","±10%","250V","X7R",""
"C710937","GRM2165C2A132JA01D","muRata","1680","20","20","https://www.lcsc.com/product-detail/C710937.html","0805","Tape & Reel (TR)","1.3nF","±5%","100V","C0G",""
"C2174465","C0805C182J2GACAUTO","KEMET","2430","10","10","https://www.lcsc.com/product-detail/C2174465.html","0805","Tape & Reel (TR)","1.8nF","±5%","200V","C0G",""
"C710939","GRM2165C2A202JA01D","muRata","4760","10","10","https://www.lcsc.com/product-detail/C710939.html","0805","Tape & Reel (TR)","2nF","±5%","100V","C0G",""
"C710933","GRM2165C1H242JA01D","muRata","9940","20","20","https://www.lcsc.com/product-detail/C710933.html","0805","Tape & Reel (TR)","2.4nF","±5%","50V","C0G",""
"C2987938","GRM2165C1H272FA01D","muRata","3775","5","5","https://www.lcsc.com/product-detail/C2987938.html","0805","Tape & Reel (TR)","2.7nF","±1%","50V","C0G",""
"C541576","CC0805FKNPO9BN392","YAGEO","3155","5","5","https://www.lcsc.com/product-detail/C541576.html","0805","Tape & Reel (TR)","3.9nF","±1%","50V","NP0",""
"C710936","GRM2165C1H432JA01D","muRata","2180","20","20","https://www.lcsc.com/product-detail/C710936.html","0805","Tape & Reel (TR)","4.3nF","±5%","50V","C0G",""
"C710948","GRM2195C1H512JA01D","muRata","3160","10","10","https://www.lcsc.com/product-detail/C710948.html","0805","Tape & Reel (TR)","5.1nF","±5%","50V","C0G",""
"C527234","CC0805KRX7RABB562","YAGEO","2050","50","50","https://www.lcsc.com/product-detail/C527234.html","0805","Tape & Reel (TR)","5.6nF","±10%","200V","X7R",""
"C710949","GRM2195C1H622JA01D","muRata","8780","10","10","https://www.lcsc.com/product-detail/C710949.html","0805","Tape & Reel (TR)","6.2nF","±5%","50V","C0G",""
"C710950","GRM2195C1H752JA01D","muRata","1840","20","20","https://www.lcsc.com/product-detail/C710950.html","0805","Tape & Reel (TR)","7.5nF","±5%","50V","C0G",""
"C2182371","C0805C822J2GACAUTO","KEMET","2340","5","5","https://www.lcsc.com/product-detail/C2182371.html","0805","Tape & Reel (TR)","8.2nF","±5%","200V","C0G",""
"C710951","GRM2195C1H912JA01D","muRata","1880","20","20","https://www.lcsc.com/product-detail/C710951.html","0805","Tape & Reel (TR)","9.1nF","±5%","50V","C0G",""
"C710944","GRM2195C1H113JA01D","muRata","6230","5","5","https://www.lcsc.com/product-detail/C710944.html","0805","Tape & Reel (TR)","11nF","±5%","50V","C0G",""
"C97906","GRM2195C1H123JA01D","muRata","21200","10","10","https://www.lcsc.com/product-detail/C97906.html","0805","Tape & Reel (TR)","12nF","±5%","50V","C0G",""
"C710945","GRM2195C1H133JA01D","muRata","3320","10","10","https://www.lcsc.com/product-detail/C710945.html","0805","Tape & Reel (TR)","13nF","±5%","50V","C0G",""
"C3895668","GCM21B5C1H183FA16L","muRata","1275","5","5","https://www.lcsc.com/product-detail/C3895668.html","0805","Tape & Reel (TR)","18nF","±1%","50V","C0G",""
"C17588990","GCM21B5C1H203FA16L","muRata","2190","5","5","https://www.lcsc.com/product-detail/C17588990.html","0805","Tape & Reel (TR)","20nF","±1%","50V","C0G",""
"C3882413","GRM2165C1H273JA01D","muRata","3160","5","5","https://www.lcsc.com/product-detail/C3882413.html","0805","Tape & Reel (TR)","27nF","±5%","50V","C0G",""
"C520044","CC0805JRX7R9BB393","YAGEO","7700","50","50","https://www.lcsc.com/product-detail/C520044.html","0805","Tape & Reel (TR)","39nF","±5%","50V","X7R",""
"C107156","CC0805KRX7R9BB563","YAGEO","15300","100","100","https://www.lcsc.com/product-detail/C107156.html","0805","Tape & Reel (TR)","56nF","±10%","50V","X7R",""
"C520047","CC0805JRX7R9BB823","YAGEO","3900","50","50","https://www.lcsc.com/product-detail/C520047.html","0805","Tape & Reel (TR)","82nF","±5%","50V","X7R",""
"C113854","CC0805KRX7R9BB124","YAGEO","19250","50","50","https://www.lcsc.com/product-detail/C113854.html","0805","Tape & Reel (TR)","120nF","±10%","50V","X7R",""
"C327148","CC0805KRX7R7BB184","YAGEO","6550","50","50","https://www.lcsc.com/product-detail/C327148.html","0805","Tape & Reel (TR)","180nF","±10%","16V","X7R",""
"C113845","CC0805KKX7R9BB274","YAGEO","5450","50","50","https://www.lcsc.com/product-detail/C113845.html","0805","Tape & Reel (TR)","270nF","±10%","50V","X7R",""
"C1854267","CC0805KKX7R9BB394","YAGEO","9540","20","20","https://www.lcsc.com/product-detail/C1854267.html","0805","Tape & Reel (TR)","390nF","±10%","50V","X7R",""
"C577007","CC0805KKX7R9BB564","YAGEO","30460","20","20","https://www.lcsc.com/product-detail/C577007.html","0805","Tape & Reel (TR)","560nF","±10%","50V","X7R",""
"C272882","CC1206JKNPODBN100","YAGEO","4000","10","10","https://www.lcsc.com/product-detail/C272882.html","1206","Tape & Reel (TR)","10pF","±5%","2kV","NP0",""
"C113882","CC1206JRNPO9BN120","YAGEO","1500","20","20","https://www.lcsc.com/product-detail/C113882.html","1206","Tape & Reel (TR)","12pF","±5%","50V","NP0",""
"C326650","CC1206JKNPOCBN150","YAGEO","4200","50","50","https://www.lcsc.com/product-detail/C326650.html","1206","Tape & Reel (TR)","15pF","±5%","1kV","NP0",""
"C5182458","CC1206JKNPODBN180","YAGEO","1580","20","20","https://www.lcsc.com/product-detail/C5182458.html","1206","Tape & Reel (TR)","18pF","±5%","2kV","NP0",""
"C577124","CC1206JKNPOCBN200","YAGEO","12620","20","20","https://www.lcsc.com/product-detail/C577124.html","1206","Tape & Reel (TR)","20pF","±5%","1kV","C0G;NP0",""
"C577126","CC1206JKNPODBN220","YAGEO","9700","20","20","https://www.lcsc.com/product-detail/C577126.html","1206","Tape & Reel (TR)","22pF","±5%","2kV","NP0",""
"C541492","CC1206JKNPOCBN270","YAGEO","7580","20","20","https://www.lcsc.com/product-detail/C541492.html","1206","Tape & Reel (TR)","27pF","±5%","1kV","NP0",""
"C309497","CC1206JKNPODBN330","YAGEO","1520","20","20","https://www.lcsc.com/product-detail/C309497.html","1206","Tape & Reel (TR)","33pF","±5%","2kV","NP0",""
"C541493","CC1206JKNPOCBN390","YAGEO","8620","20","20","https://www.lcsc.com/product-detail/C541493.html","1206","Tape & Reel (TR)","39pF","±5%","1kV","NP0",""
"C577128","CC1206JKNPODBN470","YAGEO","1510","10","10","https://www.lcsc.com/product-detail/C577128.html","1206","Tape & Reel (TR)","47pF","±5%","2kV","NP0",""
"C113875","CC1206JKNPOCBN560","YAGEO","4400","20","20","https://www.lcsc.com/product-detail/C113875.html","1206","Tape & Reel (TR)","56pF","±5%","1kV","NP0",""
"C113877","CC1206JKNPODBN680","YAGEO","2060","20","20","https://www.lcsc.com/product-detail/C113877.html","1206","Tape & Reel (TR)","68pF","±5%","2kV","NP0",""
"C577130","CC1206JKNPODBN820","YAGEO","2960","20","20","https://www.lcsc.com/product-detail/C577130.html","1206","Tape & Reel (TR)","82pF","±5%","2kV","NP0",""
"C113876","CC1206JKNPODBN101","YAGEO","49030","10","10","https://www.lcsc.com/product-detail/C113876.html","1206","Tape & Reel (TR)","100pF","±5%","2kV","NP0",""
"C527263","CC1206JKNPODBN121","YAGEO","2960","10","10","https://www.lcsc.com/product-detail/C527263.html","1206","Tape & Reel (TR)","120pF","±5%","2kV","NP0",""
"C326703","CC1206JKNPOCBN151","YAGEO","24520","20","20","https://www.lcsc.com/product-detail/C326703.html","1206","Tape & Reel (TR)","150pF","±5%","1kV","NP0",""
"C541494","CC1206JKNPOCBN181","YAGEO","1710","10","10","https://www.lcsc.com/product-detail/C541494.html","1206","Tape & Reel (TR)","180pF","±5%","1kV","NP0",""
"C113874","CC1206JKNPOCBN271","YAGEO","25960","20","20","https://www.lcsc.com/product-detail/C113874.html","1206","Tape & Reel (TR)","270pF","±5%","1kV","NP0",""
"C326659","CC1206JKNPOCBN391","YAGEO","17640","20","20","https://www.lcsc.com/product-detail/C326659.html","1206","Tape & Reel (TR)","390pF","±5%","1kV","NP0",""
"C17338043","GCM31B5C3A561FX01L","muRata","1546","1","1","https://www.lcsc.com/product-detail/C17338043.html","1206","Tape & Reel (TR)","560pF","±1%","1kV","C0G",""
"C541497","CC1206JKNPOCBN681","YAGEO","14240","20","20","https://www.lcsc.com/product-detail/C541497.html","1206","Tape & Reel (TR)","680pF","±5%","1kV","NP0",""
"C527262","CC1206JKNPOCBN821","YAGEO","21460","20","20","https://www.lcsc.com/product-detail/C527262.html","1206","Tape & Reel (TR)","820pF","±5%","1kV","NP0",""
"C527278","CC1206JRNPO0BN122","YAGEO","1200","20","20","https://www.lcsc.com/product-detail/C527278.html","1206","Tape & Reel (TR)","1.2nF","±5%","100V","NP0",""
"C527281","CC1206JRNPO0BN182","YAGEO","1180","20","20","https://www.lcsc.com/product-detail/C527281.html","1206","Tape & Reel (TR)","1.8nF","±5%","100V","NP0",""
"C1854427","CC1206KKX7RBBB272","YAGEO","1380","20","20","https://www.lcsc.com/product-detail/C1854427.html","1206","Tape & Reel (TR)","2.7nF","±10%","500V","X7R",""
"C541560","CC1206GRNPO9BN392","YAGEO","2740","5","5","https://www.lcsc.com/product-detail/C541560.html","1206","Tape & Reel (TR)","3.9nF","±2%","50V","NP0",""
"C2178478","GRM3195C2A432JA01D","muRata","1390","5","5","https://www.lcsc.com/product-detail/C2178478.html","1206","Tape & Reel (TR)","4.3nF","±5%","100V","C0G",""
"C3834562","CC1206KKX7RBBB562","YAGEO","3780","20","20","https://www.lcsc.com/product-detail/C3834562.html","1206","Tape & Reel (TR)","5.6nF","±10%","500V","X7R",""
"C577167","CC1206JRNPO9BN622","YAGEO","2180","10","10","https://www.lcsc.com/product-detail/C577167.html","1206","Tape & Reel (TR)","6.2nF","±5%","50V","NP0",""
"C541598","CC1206FKNPO9BN822","YAGEO","1660","5","5","https://www.lcsc.com/product-detail/C541598.html","1206","Tape & Reel (TR)","8.2nF","±1%","50V","NP0",""
"C711034","GRM31B5C2E123JWA1L","muRata","2500","10","10","https://www.lcsc.com/product-detail/C711034.html","1206","Tape & Reel (TR)","12nF","±5%","250V","C0G",""
"C711003","GRM3195C2A183JA01D","muRata","2795","5","5","https://www.lcsc.com/product-detail/C711003.html","1206","Tape & Reel (TR)","18nF","±5%","100V","C0G",""
"C172741","GRM3195C1H203JA01D","muRata","1515","5","5","https://www.lcsc.com/product-detail/C172741.html","1206","Tape & Reel (TR)","20nF","±5%","50V","C0G",""
"C162433","GRM3195C1H273JA01D","muRata","6685","5","5","https://www.lcsc.com/product-detail/C162433.html","1206","Tape & Reel (TR)","27nF","±5%","50V","C0G",""
"C524625","GRM31M5C1H393JA01L","muRata","3725","5","5","https://www.lcsc.com/product-detail/C524625.html","1206","Tape & Reel (TR)","39nF","±5%","50V","C0G",""
"C3877727","GRM3195C2A563GA01D","muRata","1169","1","1","https://www.lcsc.com/product-detail/C3877727.html","1206","Tape & Reel (TR)","56nF","±2%","100V","C0G",""
"C541545","CC1206JRX7R9BB823","YAGEO","2460","20","20","https://www.lcsc.com/product-detail/C541545.html","1206","Tape & Reel (TR)","82nF","±5%","50V","X7R",""
"C577220","CC1206KKX7R9BB184","YAGEO","2820","20","20","https://www.lcsc.com/product-detail/C577220.html","1206","Tape & Reel (TR)","180nF","±10%","50V","X7R",""
"C577269","CC1210JKNPOCBN471","YAGEO","2170","5","5","https://www.lcsc.com/product-detail/C577269.html","1210","Tape & Reel (TR)","470pF","±5%","1kV","NP0",""
"C527380","CC1210KKX7RDBB102","YAGEO","23845","5","5","https://www.lcsc.com/product-detail/C527380.html","1210","Tape & Reel (TR)","1nF","±10%","2kV","X7R",""
"C577264","CC1210JKNPO0BN222","YAGEO","2680","5","5","https://www.lcsc.com/product-detail/C577264.html","1210","Tape & Reel (TR)","2.2nF","±5%","100V","NP0",""
"C577283","CC1210KKX7RCBB332","YAGEO","1100","5","5","https://www.lcsc.com/product-detail/C577283.html","1210","Tape & Reel (TR)","3.3nF","±10%","1kV","X7R",""
"C577284","CC1210KKX7RCBB472","YAGEO","7035","5","5","https://www.lcsc.com/product-detail/C577284.html","1210","Tape & Reel (TR)","4.7nF","±10%","1kV","X7R",""
"C527379","CC1210KKX7RBBB103","YAGEO","2595","5","5","https://www.lcsc.com/product-detail/C527379.html","1210","Tape & Reel (TR)","10nF","±10%","500V","X7R",""
"C3877770","GCM32E5C2J333FX0AL","muRata","1672","1","1","https://www.lcsc.com/product-detail/C3877770.html","1210","Tape & Reel (TR)","33nF","±1%","630V","C0G",""
