LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Capacitance,Tolerance,Voltage Rating,Temperature Coefficient
C782046,GJM1555C1H100FB01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/b181f650432e39ff6435603cb781d65b.pdf?productCode=C782046,28200,0.0342,50,50,https://www.lcsc.com/product-detail/C782046.html,0402,Tape & Reel (TR),10pF,±1%,50V,C0G
C541457,CC0402JRX7R9BB822,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C541457,28000,0.0062,100,100,https://www.lcsc.com/product-detail/C541457.html,0402,Tape & Reel (TR),8.2nF,±5%,50V,X7R
C184799,GCM3195C2A103JA16D,muRata,https://datasheet.lcsc.com/datasheet/pdf/85f4a41ef4e34047da8bc0c6c562a4a2.pdf?productCode=C184799,27985,0.1736,5,5,https://www.lcsc.com/product-detail/C184799.html,1206,Tape & Reel (TR),10nF,±5%,100V,C0G
C513605,CC0603JRNPO0BN220,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C513605,27950,0.0184,50,50,https://www.lcsc.com/product-detail/C513605.html,0603,Tape & Reel (TR),22pF,±5%,100V,NP0
C913742,GRM155R71C104JA88D,muRata,https://datasheet.lcsc.com/datasheet/pdf/1b07f9941a39059264f2a71984420091.pdf?productCode=C913742,27900,0.0193,50,50,https://www.lcsc.com/product-detail/C913742.html,0402,Tape & Reel (TR),100nF,±5%,16V,X7R
C2167207,06035C333JAT2A,Kyocera AVX,,27100,0.0247,50,50,https://www.lcsc.com/product-detail/C2167207.html,0603,Tape & Reel (TR),33nF,±5%,50V,X7R
C97907,GRM2195C1H153JA01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/c0324b7efe014db19a882de11a39573a.pdf?productCode=C97907,27100,0.0807,10,10,https://www.lcsc.com/product-detail/C97907.html,0805,Tape & Reel (TR),15nF,±5%,50V,C0G
C2941944,GCM1555C1H911JA16D,muRata,https://datasheet.lcsc.com/datasheet/pdf/5f16e1e8a12643821cee802ae7ff8b4c.pdf?productCode=C2941944,26950,0.0182,50,50,https://www.lcsc.com/product-detail/C2941944.html,0402,Tape & Reel (TR),910pF,±5%,50V,C0G
C519498,CC0603FRNPO9BN121,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C519498,26740,0.0409,20,20,https://www.lcsc.com/product-detail/C519498.html,0603,Tape & Reel (TR),120pF,±1%,50V,NP0
C185598,GRM1885C1H132JA01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/368d4a38ad2e54eda82258271ab4e137.pdf?productCode=C185598,26400,0.0193,50,50,https://www.lcsc.com/product-detail/C185598.html,0603,Tape & Reel (TR),1.3nF,±5%,50V,C0G
C88877,GJM1555C1H150JB01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/bb7c7daf22f40d74dc9493dcdcae707d.pdf?productCode=C88877,26300,0.0303,20,20,https://www.lcsc.com/product-detail/C88877.html,0402,Tape & Reel (TR),15pF,±5%,50V,C0G
C527046,CC0603FRNPO9BN180,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C527046,26220,0.0285,20,20,https://www.lcsc.com/product-detail/C527046.html,0603,Tape & Reel (TR),18pF,±1%,50V,NP0
C113874,CC1206JKNPOCBN271,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/9a86cbae8c34c796174906a7ab23dad0.pdf?productCode=C113874,25960,0.0570,20,20,https://www.lcsc.com/product-detail/C113874.html,1206,Tape & Reel (TR),270pF,±5%,1kV,NP0
C576819,CC0603JRNPO9BN500,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C576819,25900,0.0135,50,50,https://www.lcsc.com/product-detail/C576819.html,0603,Tape & Reel (TR),50pF,±5%,50V,NP0
C327115,CC0603JRNPO0BN470,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C327115,25850,0.0166,50,50,https://www.lcsc.com/product-detail/C327115.html,0603,Tape & Reel (TR),47pF,±5%,100V,NP0
C126495,GCM1555C1H120JA16D,muRata,https://datasheet.lcsc.com/datasheet/pdf/8029a07fccff460cba2cf0cf74791665.pdf?productCode=C126495,25850,0.0155,50,50,https://www.lcsc.com/product-detail/C126495.html,0402,Tape & Reel (TR),12pF,±5%,50V,C0G
C541459,CC0402JRX7R7BB223,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C541459,25800,0.0051,100,100,https://www.lcsc.com/product-detail/C541459.html,0402,Tape & Reel (TR),22nF,±5%,16V,X7R
C325461,CC0402GRNPO9BN330,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C325461,25500,0.0042,100,100,https://www.lcsc.com/product-detail/C325461.html,0402,Tape & Reel (TR),33pF,±2%,50V,NP0
C126507,GCM1555C1H331JA16D,muRata,https://datasheet.lcsc.com/datasheet/pdf/64bab33b0d2446f0bb61f7e2a07dac4a.pdf?productCode=C126507,25400,0.0246,20,20,https://www.lcsc.com/product-detail/C126507.html,0402,Tape & Reel (TR),330pF,±5%,50V,C0G
C162204,GRM1885C1H152JA01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/a4d1e2744bd5d44ba57842651a3fd598.pdf?productCode=C162204,25350,0.0332,50,50,https://www.lcsc.com/product-detail/C162204.html,0603,Tape & Reel (TR),1.5nF,±5%,50V,C0G
C527000,CC0402JRNPO9BN110,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C527000,25300,0.0135,100,100,https://www.lcsc.com/product-detail/C527000.html,0402,Tape & Reel (TR),11pF,±5%,50V,NP0
C464434,GJM1555C1H330FB01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/85f4a41ef4e34047da8bc0c6c562a4a2.pdf?productCode=C464434,25170,0.0510,10,10,https://www.lcsc.com/product-detail/C464434.html,0402,Tape & Reel (TR),33pF,±1%,50V,C0G
C599645,C0603C104J3RAC7867,KEMET,https://datasheet.lcsc.com/datasheet/pdf/838ac0f67ef10e0bd44dcb54136c1715.pdf?productCode=C599645,25120,0.0259,20,20,https://www.lcsc.com/product-detail/C599645.html,0603,Tape & Reel (TR),100nF,±5%,25V,X7R
C326712,CC0805JRX7R9BB473,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C326712,24850,0.0217,50,50,https://www.lcsc.com/product-detail/C326712.html,0805,Tape & Reel (TR),47nF,±5%,50V,X7R
C22401918,C0402C102J5GACTU,KEMET,https://datasheet.lcsc.com/datasheet/pdf/ca478561d3172e9ccd486961ecbcbc0c.pdf?productCode=C22401918,24550,0.0237,50,50,https://www.lcsc.com/product-detail/C22401918.html,0402,Tape & Reel (TR),1nF,±5%,50V,C0G
C326703,CC1206JKNPOCBN151,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/9a86cbae8c34c796174906a7ab23dad0.pdf?productCode=C326703,24520,0.0669,20,20,https://www.lcsc.com/product-detail/C326703.html,1206,Tape & Reel (TR),150pF,±5%,1kV,NP0
C519485,CC0603FRNPO9BN330,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C519485,24350,0.0256,50,50,https://www.lcsc.com/product-detail/C519485.html,0603,Tape & Reel (TR),33pF,±1%,50V,NP0
C97881,GRM1885C1H561JA01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/b37b9ce3c1644e3d98e07d9d0c7c6470.pdf?productCode=C97881,24350,0.0100,50,50,https://www.lcsc.com/product-detail/C97881.html,0603,Tape & Reel (TR),560pF,±5%,50V,C0G
C1518202,GRM1555C2A471JE01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/e499fd45891963197fb1d9bff74d8abc.pdf?productCode=C1518202,24300,0.0178,50,50,https://www.lcsc.com/product-detail/C1518202.html,0402,Tape & Reel (TR),470pF,±5%,100V,C0G
C97901,GRM2165C1H392JA01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/ed5ed5390d634070a29dd2ab1b0c66d2.pdf?productCode=C97901,24060,0.0418,20,20,https://www.lcsc.com/product-detail/C97901.html,0805,Tape & Reel (TR),3.9nF,±5%,50V,C0G
C519564,CC0603FRNPO9BN471,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C519564,24000,0.0260,50,50,https://www.lcsc.com/product-detail/C519564.html,0603,Tape & Reel (TR),470pF,±1%,50V,NP0
C415394,GJM1555C1H240FB01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/bb7c7daf22f40d74dc9493dcdcae707d.pdf?productCode=C415394,23920,0.0461,20,20,https://www.lcsc.com/product-detail/C415394.html,0402,Tape & Reel (TR),24pF,±1%,50V,C0G
C327031,CC0603JRNPO0BN560,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C327031,23850,0.0131,50,50,https://www.lcsc.com/product-detail/C327031.html,0603,Tape & Reel (TR),56pF,±5%,100V,NP0
C1518203,GRM1555C2A221JE01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/dad5d8e285a3ccf04222ff88c8ec3d6f.pdf?productCode=C1518203,23800,0.0135,50,50,https://www.lcsc.com/product-detail/C1518203.html,0402,Tape & Reel (TR),220pF,±5%,100V,C0G
C126502,GCM1555C1H220JA16D,muRata,https://datasheet.lcsc.com/datasheet/pdf/90f98e0176f34975821b595d202e3c60.pdf?productCode=C126502,23800,0.0157,50,50,https://www.lcsc.com/product-detail/C126502.html,0402,Tape & Reel (TR),22pF,±5%,50V,C0G
C437434,GCM1555C1H102JA16D,muRata,https://datasheet.lcsc.com/datasheet/pdf/85f4a41ef4e34047da8bc0c6c562a4a2.pdf?productCode=C437434,23550,0.0133,50,50,https://www.lcsc.com/product-detail/C437434.html,0402,Tape & Reel (TR),1nF,±5%,50V,C0G
C172735,C0603C104J5RACAUTO,KEMET,https://datasheet.lcsc.com/datasheet/pdf/97500b7dac554104258968e2dc7f7915.pdf?productCode=C172735,23540,0.0603,20,20,https://www.lcsc.com/product-detail/C172735.html,0603,Tape & Reel (TR),100nF,±5%,50V,X7R
C541423,CC0402GRNPO9BN151,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C541423,23500,0.0089,100,100,https://www.lcsc.com/product-detail/C541423.html,0402,Tape & Reel (TR),150pF,±2%,50V,NP0
C440183,GRM1885C1H562JA01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/487017f6b54a225cb531ae9163fbe3cd.pdf?productCode=C440183,23450,0.0350,50,50,https://www.lcsc.com/product-detail/C440183.html,0603,Tape & Reel (TR),5.6nF,±5%,50V,C0G
C541547,CC1206JRX7R9BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C541547,23220,0.0522,20,20,https://www.lcsc.com/product-detail/C541547.html,1206,Tape & Reel (TR),100nF,±5%,50V,X7R
C2169047,C0402C330J4RACAUTO,KEMET,https://datasheet.lcsc.com/datasheet/pdf/274457ed515e4e65b47c6c45847a8203.pdf?productCode=C2169047,23200,0.0163,50,50,https://www.lcsc.com/product-detail/C2169047.html,0402,Tape & Reel (TR),33pF,±5%,16V,X7R
C326848,CC0805JRNPOABN221,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C326848,22800,0.0191,50,50,https://www.lcsc.com/product-detail/C326848.html,0805,Tape & Reel (TR),220pF,±5%,200V,NP0
C1517789,GCM1885C1H103JA16D,muRata,https://datasheet.lcsc.com/datasheet/pdf/5f16e1e8a12643821cee802ae7ff8b4c.pdf?productCode=C1517789,22760,0.0878,10,10,https://www.lcsc.com/product-detail/C1517789.html,0603,Tape & Reel (TR),10nF,±5%,50V,C0G
C149612,AC0603JRNPO9BN102,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C149612,22750,0.0222,50,50,https://www.lcsc.com/product-detail/C149612.html,0603,Tape & Reel (TR),1nF,±5%,50V,NP0
C882579,GCM1555C1H681FA16D,muRata,https://datasheet.lcsc.com/datasheet/pdf/15d4b67efcda4497e4404eb5729fd957.pdf?productCode=C882579,22700,0.0249,20,20,https://www.lcsc.com/product-detail/C882579.html,0402,Tape & Reel (TR),680pF,±1%,50V,C0G
C541495,CC1206JKNPOCBN331,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/9a86cbae8c34c796174906a7ab23dad0.pdf?productCode=C541495,22700,0.0578,20,20,https://www.lcsc.com/product-detail/C541495.html,1206,Tape & Reel (TR),330pF,±5%,1kV,NP0
C526997,CC0402JRNPO8BN330,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C526997,22700,0.0078,100,100,https://www.lcsc.com/product-detail/C526997.html,0402,Tape & Reel (TR),33pF,±5%,25V,NP0
C237507,GRM1555C1H331GA01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/368d4a38ad2e54eda82258271ab4e137.pdf?productCode=C237507,22650,0.0170,50,50,https://www.lcsc.com/product-detail/C237507.html,0402,Tape & Reel (TR),330pF,±2%,50V,C0G
C97876,GRM1885C1H122JA01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/af436e044b3afa328a375bacac18e0cd.pdf?productCode=C97876,22650,0.0344,50,50,https://www.lcsc.com/product-detail/C97876.html,0603,Tape & Reel (TR),1.2nF,±5%,50V,C0G
C309127,AC0402JRNPO9BN330,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C309127,22600,0.0069,100,100,https://www.lcsc.com/product-detail/C309127.html,0402,Tape & Reel (TR),33pF,±5%,50V,NP0
C2169777,C0402C390J5GACTU,KEMET,https://datasheet.lcsc.com/datasheet/pdf/39767117ba5ceac409bdd2bc668d7c59.pdf?productCode=C2169777,22500,0.0133,50,50,https://www.lcsc.com/product-detail/C2169777.html,0402,Tape & Reel (TR),39pF,±5%,50V,C0G
C97928,GRM3195C1H103JA01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/ffe12ff1f7924c20b8c0db6df159ebf9.pdf?productCode=C97928,22320,0.1294,5,5,https://www.lcsc.com/product-detail/C97928.html,1206,Tape & Reel (TR),10nF,±5%,50V,C0G
C520046,CC0805JRX7R9BB683,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C520046,22300,0.0219,50,50,https://www.lcsc.com/product-detail/C520046.html,0805,Tape & Reel (TR),68nF,±5%,50V,X7R
C327208,CC0603JRNPO9BN111,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C327208,22300,0.0122,100,100,https://www.lcsc.com/product-detail/C327208.html,0603,Tape & Reel (TR),110pF,±5%,50V,NP0
C882580,GCM1555C1H271FA16D,muRata,https://datasheet.lcsc.com/datasheet/pdf/efa2e812db60da4efc31ea291f890afc.pdf?productCode=C882580,22140,0.0264,20,20,https://www.lcsc.com/product-detail/C882580.html,0402,Tape & Reel (TR),270pF,±1%,50V,C0G
C541413,CC0402GRNPO9BN390,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C541413,21900,0.0098,100,100,https://www.lcsc.com/product-detail/C541413.html,0402,Tape & Reel (TR),39pF,±2%,50V,NP0
C519921,CC0805JRNPO9BN430,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C519921,21850,0.0193,50,50,https://www.lcsc.com/product-detail/C519921.html,0805,Tape & Reel (TR),43pF,±5%,50V,NP0
C576955,CC0805JRNPO0BN151,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C576955,21800,0.0229,50,50,https://www.lcsc.com/product-detail/C576955.html,0805,Tape & Reel (TR),150pF,±5%,100V,NP0
C161322,GJM1555C1H470JB01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/4a08ecd0959b4a70a0cd51cfec2b2184.pdf?productCode=C161322,21680,0.0256,20,20,https://www.lcsc.com/product-detail/C161322.html,0402,Tape & Reel (TR),47pF,±5%,50V,C0G
C149616,AC0603JRNPO9BN470,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C149616,21650,0.0126,50,50,https://www.lcsc.com/product-detail/C149616.html,0603,Tape & Reel (TR),47pF,±5%,50V,NP0
C527262,CC1206JKNPOCBN821,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/9a86cbae8c34c796174906a7ab23dad0.pdf?productCode=C527262,21460,0.0572,20,20,https://www.lcsc.com/product-detail/C527262.html,1206,Tape & Reel (TR),820pF,±5%,1kV,NP0
C1864375,GCM1555C1H8R0FA16D,muRata,https://datasheet.lcsc.com/datasheet/pdf/5f16e1e8a12643821cee802ae7ff8b4c.pdf?productCode=C1864375,21400,0.0364,50,50,https://www.lcsc.com/product-detail/C1864375.html,0402,Tape & Reel (TR),8pF,±1%,50V,C0G
C519530,CC0603JRX7R9BB332,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C519530,21400,0.0147,100,100,https://www.lcsc.com/product-detail/C519530.html,0603,Tape & Reel (TR),3.3nF,±5%,50V,X7R
C2982813,AC0603JRNPO0BN221,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C2982813,21300,0.0139,50,50,https://www.lcsc.com/product-detail/C2982813.html,0603,Tape & Reel (TR),220pF,±5%,100V,NP0
C541468,CC0402FRNPO9BN121,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C541468,21300,0.0104,100,100,https://www.lcsc.com/product-detail/C541468.html,0402,Tape & Reel (TR),120pF,±1%,50V,NP0
C519489,CC0603FRNPO9BN160,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C519489,21250,0.0259,50,50,https://www.lcsc.com/product-detail/C519489.html,0603,Tape & Reel (TR),16pF,±1%,50V,NP0
C113830,CC0805JRNPO9BN510,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C113830,21250,0.0183,50,50,https://www.lcsc.com/product-detail/C113830.html,0805,Tape & Reel (TR),51pF,±5%,50V,NP0
C97906,GRM2195C1H123JA01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/276384aac1b54637a6dacffe9f74ac5b.pdf?productCode=C97906,21200,0.0642,10,10,https://www.lcsc.com/product-detail/C97906.html,0805,Tape & Reel (TR),12nF,±5%,50V,C0G
C326850,CC1206JRNPO9BN100,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C326850,21170,0.0691,10,10,https://www.lcsc.com/product-detail/C326850.html,1206,Tape & Reel (TR),10pF,±5%,50V,NP0
C85875,GJM1555C1H120JB01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/a4d1e2744bd5d44ba57842651a3fd598.pdf?productCode=C85875,21160,0.0238,20,20,https://www.lcsc.com/product-detail/C85875.html,0402,Tape & Reel (TR),12pF,±5%,50V,C0G
C513314,04025A100JAT2A,Kyocera AVX,,21100,0.0065,100,100,https://www.lcsc.com/product-detail/C513314.html,0402,Tape & Reel (TR),10pF,±5%,50V,C0G
C2167095,C0805C104J5RACTU,KEMET,https://datasheet.lcsc.com/datasheet/pdf/2fe6a453435205abf7a26ebf93692f47.pdf?productCode=C2167095,20800,0.0380,20,20,https://www.lcsc.com/product-detail/C2167095.html,0805,Tape & Reel (TR),100nF,±5%,50V,X7R
C107008,CC0402JRNPO9BN561,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C107008,20650,0.0117,50,50,https://www.lcsc.com/product-detail/C107008.html,0402,Tape & Reel (TR),560pF,±5%,50V,NP0
C576706,CC0402JRNPO9BN161,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C576706,20400,0.0079,100,100,https://www.lcsc.com/product-detail/C576706.html,0402,Tape & Reel (TR),160pF,±5%,50V,NP0
C541443,CC0402JRX7R8BB103,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C541443,20400,0.0030,100,100,https://www.lcsc.com/product-detail/C541443.html,0402,Tape & Reel (TR),10nF,±5%,25V,X7R
C2169708,GJM1555C1H110GB01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/b2809ef590b52713fb524cc6643ef893.pdf?productCode=C2169708,20360,0.0435,20,20,https://www.lcsc.com/product-detail/C2169708.html,0402,Tape & Reel (TR),11pF,±2%,50V,C0G
C113833,CC0805JRNPO9BN820,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C113833,20300,0.0183,50,50,https://www.lcsc.com/product-detail/C113833.html,0805,Tape & Reel (TR),82pF,±5%,50V,NP0
C237497,GJM1555C1H180FB01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/d331c6cb79251b3109fc92c8a5c518e0.pdf?productCode=C237497,20220,0.0388,20,20,https://www.lcsc.com/product-detail/C237497.html,0402,Tape & Reel (TR),18pF,±1%,50V,C0G
C2168189,C0402C470J3GACTU,KEMET,https://datasheet.lcsc.com/datasheet/pdf/39767117ba5ceac409bdd2bc668d7c59.pdf?productCode=C2168189,20000,0.0090,50,50,https://www.lcsc.com/product-detail/C2168189.html,0402,Tape & Reel (TR),47pF,±5%,25V,C0G
C541365,CC0402JRNPO9BN910,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C541365,20000,0.0050,100,100,https://www.lcsc.com/product-detail/C541365.html,0402,Tape & Reel (TR),91pF,±5%,50V,NP0
C309475,CC0603JRX7R9BB683,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C309475,20000,0.0110,100,100,https://www.lcsc.com/product-detail/C309475.html,0603,Tape & Reel (TR),68nF,±5%,50V,X7R
C161527,GRM1555C1H120GA01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/a72b3f8717de87695f65189ecd06d480.pdf?productCode=C161527,19900,0.0160,50,50,https://www.lcsc.com/product-detail/C161527.html,0402,Tape & Reel (TR),12pF,±2%,50V,C0G
C77068,GRM2195C1H682JA01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/a4d1e2744bd5d44ba57842651a3fd598.pdf?productCode=C77068,19820,0.0562,20,20,https://www.lcsc.com/product-detail/C77068.html,0805,Tape & Reel (TR),6.8nF,±5%,50V,C0G
C5575492,AC0402JRX7R9BB103,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C5575492,19800,0.0132,50,50,https://www.lcsc.com/product-detail/C5575492.html,0402,Tape & Reel (TR),10nF,±5%,50V,X7R
C3909570,GRM1555C2A181JE01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/594a33c4979852a2efee748f3f460b29.pdf?productCode=C3909570,19700,0.0153,50,50,https://www.lcsc.com/product-detail/C3909570.html,0402,Tape & Reel (TR),180pF,±5%,100V,C0G
C167417,06035A101JAT2A,Kyocera AVX,,19682,0.0168,1,1,https://www.lcsc.com/product-detail/C167417.html,0603,Tape & Reel (TR),100pF,±5%,50V,C0G
C520031,CC0805JRX7R9BB123,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C520031,19600,0.0316,50,50,https://www.lcsc.com/product-detail/C520031.html,0805,Tape & Reel (TR),12nF,±5%,50V,X7R
C162249,GRM1885C1H822JA01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/368d4a38ad2e54eda82258271ab4e137.pdf?productCode=C162249,19260,0.0414,20,20,https://www.lcsc.com/product-detail/C162249.html,0603,Tape & Reel (TR),8.2nF,±5%,50V,C0G
