LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Capacitance,Tolerance,Voltage Rating,Temperature Coefficient
C2181836,GCM155R71C104JA55D,muRata,https://datasheet.lcsc.com/datasheet/pdf/dd43a92dd56c734752e943ac09dd448a.pdf?productCode=C2181836,3000,0.0142,50,50,https://www.lcsc.com/product-detail/C2181836.html,0402,Tape & Reel (TR),100nF,±5%,16V,X7R
C2167084,C0805C102J5GACTU,KEMET,https://datasheet.lcsc.com/datasheet/pdf/39767117ba5ceac409bdd2bc668d7c59.pdf?productCode=C2167084,3000,0.0301,20,20,https://www.lcsc.com/product-detail/C2167084.html,0805,Tape & Reel (TR),1nF,±5%,50V,C0G
C577266,CC1210JKNPO9BN472,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C577266,3000,0.2356,5,5,https://www.lcsc.com/product-detail/C577266.html,1210,Tape & Reel (TR),4.7nF,±5%,50V,NP0
C519541,CC0603JRX7R8BB153,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C519541,3000,0.0094,100,100,https://www.lcsc.com/product-detail/C519541.html,0603,Tape & Reel (TR),15nF,±5%,25V,X7R
C2167082,06035A102JAT2A,Kyocera AVX,,2990,0.0541,10,10,https://www.lcsc.com/product-detail/C2167082.html,0603,Tape & Reel (TR),1nF,±5%,50V,C0G
C6261800,GRM188R71E224JA88D,muRata,https://datasheet.lcsc.com/datasheet/pdf/f6ffe338af5aaef359f3669b00b6dc34.pdf?productCode=C6261800,2980,0.0430,20,20,https://www.lcsc.com/product-detail/C6261800.html,0603,Tape & Reel (TR),220nF,±5%,25V,X7R
C3896876,GRT1555C1H201FA02D,muRata,https://datasheet.lcsc.com/datasheet/pdf/952188c1600b268af74c653b78737e9a.pdf?productCode=C3896876,2980,0.0219,20,20,https://www.lcsc.com/product-detail/C3896876.html,0402,Tape & Reel (TR),200pF,±1%,50V,C0G
C2170957,C0603C153J5RACTU,KEMET,https://datasheet.lcsc.com/datasheet/pdf/2fe6a453435205abf7a26ebf93692f47.pdf?productCode=C2170957,2980,0.0243,20,20,https://www.lcsc.com/product-detail/C2170957.html,0603,Tape & Reel (TR),15nF,±5%,50V,X7R
C597267,08051A150JAT2A,Kyocera AVX,,2980,0.0294,20,20,https://www.lcsc.com/product-detail/C597267.html,0805,Tape & Reel (TR),15pF,±5%,100V,C0G
C577130,CC1206JKNPODBN820,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/9a86cbae8c34c796174906a7ab23dad0.pdf?productCode=C577130,2960,0.1002,20,20,https://www.lcsc.com/product-detail/C577130.html,1206,Tape & Reel (TR),82pF,±5%,2kV,NP0
C527313,CC1206JRX7R0BB153,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C527313,2960,0.0439,20,20,https://www.lcsc.com/product-detail/C527313.html,1206,Tape & Reel (TR),15nF,±5%,100V,X7R
C527263,CC1206JKNPODBN121,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/9a86cbae8c34c796174906a7ab23dad0.pdf?productCode=C527263,2960,0.0659,10,10,https://www.lcsc.com/product-detail/C527263.html,1206,Tape & Reel (TR),120pF,±5%,2kV,NP0
C426100,GRM1885C1H750JA01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/bb7c7daf22f40d74dc9493dcdcae707d.pdf?productCode=C426100,2960,0.0340,20,20,https://www.lcsc.com/product-detail/C426100.html,0603,Tape & Reel (TR),75pF,±5%,50V,C0G
C22401934,C0402C221J5GACTU,KEMET,https://datasheet.lcsc.com/datasheet/pdf/ca478561d3172e9ccd486961ecbcbc0c.pdf?productCode=C22401934,2950,0.0200,50,50,https://www.lcsc.com/product-detail/C22401934.html,0402,Tape & Reel (TR),220pF,±5%,50V,C0G
C17373735,GQM1875C2E820FB12D,muRata,https://datasheet.lcsc.com/datasheet/pdf/395b9a7d89cead326fd03f89e24e4851.pdf?productCode=C17373735,2950,0.2959,5,5,https://www.lcsc.com/product-detail/C17373735.html,0603,Tape & Reel (TR),82pF,±1%,250V,C0G
