LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Polarity,Clamping Voltage,Reverse Leakage Current (Ir),type,Peak Pulse Power Dissipation (Ppp),Operating Temperature,Reverse Stand-Off Voltage (Vrwm),Voltage - Breakdown,Number of Channels,Peak Pulse Current (Ipp)
C151288,SMCJ51CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ffc39069ef6aef3785dfbfda82b9e7d.pdf?productCode=C151288,764,0.3056,1,1,https://www.lcsc.com/product-detail/C151288.html,DO-214AB,Tape & Reel (TR),Bidirectional,82.4V,1uA,TVS,1.5kW@10/1000us,-65℃~+150℃,51V,62.7V,1,18.2A@10/1000us
C78808,SMCJ12CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ffc39069ef6aef3785dfbfda82b9e7d.pdf?productCode=C78808,620,0.3489,5,5,https://www.lcsc.com/product-detail/C78808.html,DO-214AB,Tape & Reel (TR),Bidirectional,19.9V,,TVS,1.5kW@10/1000us,-65℃~+150℃,12V,13.3V,1,75.4A
C374030,SMCJ18A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ffc39069ef6aef3785dfbfda82b9e7d.pdf?productCode=C374030,560,0.3355,5,5,https://www.lcsc.com/product-detail/C374030.html,DO-214AB,Tape & Reel (TR),Unidirectional,29.2V,,TVS,1.5kW@10/1000us,-65℃~+150℃,18V,20V,1,51.4A
C720068,SMCJ54A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ffc39069ef6aef3785dfbfda82b9e7d.pdf?productCode=C720068,515,0.3388,5,5,https://www.lcsc.com/product-detail/C720068.html,DO-214AB,Tape & Reel (TR),Unidirectional,87.1V,,TVS,1.5kW@10/1000us,-65℃~+150℃,54V,60V,1,17.3A
C224054,SMCJ440CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ffc39069ef6aef3785dfbfda82b9e7d.pdf?productCode=C224054,502,0.6942,1,1,https://www.lcsc.com/product-detail/C224054.html,DO-214AB,Tape & Reel (TR),Bidirectional,713V,1uA,TVS,2kW@10/1000us,-65℃~+150℃,440V,543V,1,2.1A
C1973003,SMCJ14CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/d99b181af1fd4367abb6f6b0192c317c.pdf?productCode=C1973003,470,0.2797,5,5,https://www.lcsc.com/product-detail/C1973003.html,DO-214AB,Tape & Reel (TR),Bidirectional,23.2V,1uA,TVS,1.5kW@10/1000us,-65℃~+150℃,14V,17.2V,1,64.7A@10/1000us
C151284,SMCJ400A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ffc39069ef6aef3785dfbfda82b9e7d.pdf?productCode=C151284,463,0.6316,1,1,https://www.lcsc.com/product-detail/C151284.html,DO-214AB,Tape & Reel (TR),Unidirectional,648V,1uA,TVS,2kW@10/1000us,-65℃~+150℃,400V,494V,1,2.3A@10/1000us
C224061,SMCJ8.0CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ffc39069ef6aef3785dfbfda82b9e7d.pdf?productCode=C224061,443,0.5995,1,1,https://www.lcsc.com/product-detail/C224061.html,DO-214AB,Tape & Reel (TR),Bidirectional,13.6V,50uA,TVS,1.5kW@10/1000us,-65℃~+150℃,8V,9.83V,1,110.3A@10/1000us
C1973109,SMCJ7.0CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/d99b181af1fd4367abb6f6b0192c317c.pdf?productCode=C1973109,327,0.5069,1,1,https://www.lcsc.com/product-detail/C1973109.html,DO-214AB,Tape & Reel (TR),Bidirectional,12.9V,100uA,TVS,1.5kW@10/1000us,-65℃~+150℃,7.5V,9.21V,1,125A
C1976079,5.0SMDJ130CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/3f20310493cf6230e0910de5d937fe67.pdf?productCode=C1976079,294,1.4560,1,1,https://www.lcsc.com/product-detail/C1976079.html,DO-214AB(SMCJ),Tape & Reel (TR),Bidirectional,209V,5uA,TVS,5kW@10/1000us,-65℃~+150℃,130V,144V,1,24A
C2649880,SMDJ22CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/cf41f2d4916f80c50c8fda3429d1e00b.pdf?productCode=C2649880,289,0.5521,1,1,https://www.lcsc.com/product-detail/C2649880.html,DO-214AB(SMCJ),Tape & Reel (TR),Bidirectional,35.5V,2uA,TVS,3kW@10/1000us,-65℃~+150℃,22V,24.4V,1,84.5A
C224042,SMCJ18CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ffc39069ef6aef3785dfbfda82b9e7d.pdf?productCode=C224042,240,0.2747,5,5,https://www.lcsc.com/product-detail/C224042.html,DO-214AB,Tape & Reel (TR),Bidirectional,29.2V,1uA,TVS,1.5kW@10/1000us,-65℃~+150℃,18V,22.1V,1,51.4A@10/1000us
C2760752,SMCJ22A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/d99b181af1fd4367abb6f6b0192c317c.pdf?productCode=C2760752,220,0.3774,5,5,https://www.lcsc.com/product-detail/C2760752.html,DO-214AB,Tape & Reel (TR),Unidirectional,35.5V,1uA,TVS,1.5kW@10/1000us,-65℃~+150℃,22V,24.4V,1,42.3A
C224053,SMCJ440A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ffc39069ef6aef3785dfbfda82b9e7d.pdf?productCode=C224053,218,0.7103,1,1,https://www.lcsc.com/product-detail/C224053.html,DO-214AB(SMCJ),Tape & Reel (TR),Unidirectional,713V,1uA,TVS,2kW@10/1000us,-65℃~+150℃,440V,543V,1,2.1A@10/1000us
C1972994,SMCJ45CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/d99b181af1fd4367abb6f6b0192c317c.pdf?productCode=C1972994,215,0.4937,5,5,https://www.lcsc.com/product-detail/C1972994.html,DO-214AB,Tape & Reel (TR),Bidirectional,72.7V,1uA,TVS,1.5kW@10/1000us,-65℃~+150℃,45V,55.3V,1,20.6A
C1976304,1.5SMC170A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/b3cdf5a3fe351b37a79b81a465a20876.pdf?productCode=C1976304,180,0.1909,5,5,https://www.lcsc.com/product-detail/C1976304.html,DO-214AB(SMCJ),Tape & Reel (TR),Unidirectional,234V,1uA,TVS,1.5kW@10/1000us,-65℃~+150℃,145V,162V,1,6.5A
C1975387,1.5SMC130CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/b3cdf5a3fe351b37a79b81a465a20876.pdf?productCode=C1975387,179,0.6645,1,1,https://www.lcsc.com/product-detail/C1975387.html,DO-214AB(SMCJ),Tape & Reel (TR),Bidirectional,179V,1uA,TVS,1.5kW@10/1000us,-65℃~+150℃,111V,124V,1,8.5A
C1977084,1.5SMC120CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/b3cdf5a3fe351b37a79b81a465a20876.pdf?productCode=C1977084,157,1.0999,1,1,https://www.lcsc.com/product-detail/C1977084.html,DO-214AB(SMCJ),Tape & Reel (TR),Bidirectional,165V,1uA,TVS,1.5kW@10/1000us,-65℃~+150℃,102V,114V,1,9.2A
C3715262,TPSMD60CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/b11f7c4d547ebb924a4813a7a78e322f.pdf?productCode=C3715262,154,1.5546,1,1,https://www.lcsc.com/product-detail/C3715262.html,DO-214AB(SMCJ),Tape & Reel (TR),Bidirectional,96.8V,2uA,TVS,3kW,-65℃~+150℃,60V,66.7V,,31A
C3701782,TPSMC20CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/fe4080287c353e08b3ea1d595394f567.pdf?productCode=C3701782,126,1.0106,1,1,https://www.lcsc.com/product-detail/C3701782.html,DO-214AB(SMCJ),Tape & Reel (TR),Bidirectional,27.7V,1uA,TVS,1.5kW,-65℃~+150℃,17.1V,19V,,54.9A
C2760132,SMCJ200CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/d99b181af1fd4367abb6f6b0192c317c.pdf?productCode=C2760132,118,0.7005,1,1,https://www.lcsc.com/product-detail/C2760132.html,DO-214AB,Tape & Reel (TR),Bidirectional,324V,1uA,TVS,1.5kW@10/1000us,-65℃~+150℃,200V,224V,1,4.6A
C1847862,TPSMC36CA-VR,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/c3f5502d1fca8dfa77fd1e878c3c4c55.pdf?productCode=C1847862,114,0.8681,1,1,https://www.lcsc.com/product-detail/C1847862.html,DO-214AB(SMCJ),Tape & Reel (TR),Bidirectional,49.9V,1uA,TVS,1.5kW@10/1000us,-65℃~+150℃,30.8V,37.8V,,30.5A@10/1000us
C5275019,SMCJ78CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/50f2d82149edd86802154517788616f9.pdf?productCode=C5275019,105,0.3157,5,5,https://www.lcsc.com/product-detail/C5275019.html,DO-214AB,Tape & Reel (TR),Bidirectional,126V,1uA,TVS,1.5kW@10/1000us,-65℃~+150℃,78V,86.7V,1,11.9A
C5346090,3.0SMCJ33CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/35a31d33996db2dcbd5954a30c08c364.pdf?productCode=C5346090,100,1.5576,1,1,https://www.lcsc.com/product-detail/C5346090.html,DO-214AB,Tape & Reel (TR),Bidirectional,68.86V,2uA,TVS,3kW,-65℃~+150℃,33V,36.7V,1,56.3A
C3719054,SMDJ250CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/94eea1b01c8f4f2574953ab88a01bf2f.pdf?productCode=C3719054,100,2.3465,1,1,https://www.lcsc.com/product-detail/C3719054.html,DO-214AB(SMCJ),Tape & Reel (TR),Bidirectional,405V,,TVS,4kW@10/1000us,-65℃~+150℃,250V,279V,1,9.9A
C3718462,3.0SMCJ17A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/35a31d33996db2dcbd5954a30c08c364.pdf?productCode=C3718462,100,1.0187,1,1,https://www.lcsc.com/product-detail/C3718462.html,DO-214AB(SMC),Tape & Reel (TR),Unidirectional,27.6V,2uA,TVS,3kW,-65℃~+150℃,17V,18.9V,1,108.7A
C3718334,SMDJ130A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/94eea1b01c8f4f2574953ab88a01bf2f.pdf?productCode=C3718334,100,1.7928,1,1,https://www.lcsc.com/product-detail/C3718334.html,DO-214AB(SMCJ),Tape & Reel (TR),Unidirectional,209V,2uA,TVS,3kW,-65℃~+150℃,130V,144V,1,14.4A
C3718217,SMDJ7.5A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/94eea1b01c8f4f2574953ab88a01bf2f.pdf?productCode=C3718217,100,0.9910,1,1,https://www.lcsc.com/product-detail/C3718217.html,DO-214AB(SMCJ),Tape & Reel (TR),Unidirectional,12.9V,100uA,TVS,3kW,-65℃~+150℃,7.5V,8.33V,1,232.6A
C3717825,3.0SMCJ20CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/35a31d33996db2dcbd5954a30c08c364.pdf?productCode=C3717825,100,1.6132,1,1,https://www.lcsc.com/product-detail/C3717825.html,DO-214AB(SMCJ),Tape & Reel (TR),Bidirectional,32.4V,2uA,TVS,3kW,-65℃~+150℃,20V,22.2V,1,92.6A
