LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Polarity,Clamping Voltage,Reverse Leakage Current (Ir),type,Peak Pulse Power Dissipation (Ppp),Operating Temperature,Reverse Stand-Off Voltage (Vrwm),Voltage - Breakdown,Number of Channels,Peak Pulse Current (Ipp)
C178227,SMBJ28A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C178227,16340,0.1120,5,5,https://www.lcsc.com/product-detail/C178227.html,DO-214AA,Tape & Reel (TR),Unidirectional,45.4V,1uA,TVS,600W@10/1000us,-65℃~+150℃,28V,34.4V,1,13.3A@10/1000us
C151259,SMBJ28CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C151259,15355,0.1442,5,5,https://www.lcsc.com/product-detail/C151259.html,DO-214AA,Tape & Reel (TR),Bidirectional,45.4V,1uA,TVS,600W@10/1000us,-65℃~+150℃,28V,34.4V,1,13.3A@10/1000us
C151258,SMBJ20CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C151258,15180,0.1245,5,5,https://www.lcsc.com/product-detail/C151258.html,DO-214AA,Tape & Reel (TR),Bidirectional,32.4V,1uA,TVS,600W@10/1000us,-65℃~+150℃,20V,24.5V,1,18.6A@10/1000us
C83268,SMBJ24CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C83268,13110,0.1188,5,5,https://www.lcsc.com/product-detail/C83268.html,DO-214AA,Tape & Reel (TR),Bidirectional,38.9V,1uA,TVS,600W@10/1000us,-65℃~+150℃,24V,26.7V,1,15.5A
C151257,SMBJ20A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C151257,12225,0.1382,5,5,https://www.lcsc.com/product-detail/C151257.html,DO-214AA,Tape & Reel (TR),Unidirectional,32.4V,1uA,TVS,600W@10/1000us,-65℃~+150℃,20V,24.5V,1,18.6A@10/1000us
C720070,SMBJ60CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C720070,12155,0.1217,5,5,https://www.lcsc.com/product-detail/C720070.html,DO-214AA,Tape & Reel (TR),Bidirectional,96.8V,6.2uA,TVS,600W@10/1000us,-65℃~+150℃,60V,66.7V,1,6.2A
C83332,SMBJ26CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C83332,10560,0.1502,5,5,https://www.lcsc.com/product-detail/C83332.html,DO-214AA,Tape & Reel (TR),Bidirectional,42.1V,1uA,TVS,600W@10/1000us,-65℃~+150℃,26V,28.9V,1,14.3A
C224008,SMBJ13CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C224008,9135,0.1206,5,5,https://www.lcsc.com/product-detail/C224008.html,DO-214AA,Tape & Reel (TR),Bidirectional,21.5V,1uA,TVS,600W@10/1000us,-65℃~+150℃,13V,15.9V,1,28A
C151255,SMBJ16CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C151255,9015,0.1218,5,5,https://www.lcsc.com/product-detail/C151255.html,DO-214AA,Tape & Reel (TR),Bidirectional,26V,1uA,TVS,600W@10/1000us,-65℃~+150℃,16V,19.7V,1,23.1A@10/1000us
C83270,SMBJ6.0A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C83270,8485,0.1215,5,5,https://www.lcsc.com/product-detail/C83270.html,DO-214AA,Tape & Reel (TR),Unidirectional,10.3V,46nA,TVS,600W@10/1000us,-65℃~+150℃,6V,6.67V,1,58.3A
C224016,SMBJ22CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C224016,8395,0.1293,5,5,https://www.lcsc.com/product-detail/C224016.html,DO-214AA,,Bidirectional,35.5V,1uA,TVS,600W@10/1000us,-65℃~+150℃,22V,26.9V,1,16.9A@10/1000us
C151250,SMBJ10A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C151250,8245,0.1531,5,5,https://www.lcsc.com/product-detail/C151250.html,DO-214AA,Tape & Reel (TR),Unidirectional,17V,5uA,TVS,600W@10/1000us,-65℃~+150℃,10V,12.3V,1,35.3A@10/1000us
C157526,SMBJ58A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C157526,8235,0.1118,5,5,https://www.lcsc.com/product-detail/C157526.html,DO-214AA,Tape & Reel (TR),Unidirectional,93.6V,1uA,TVS,600W@10/1000us,-65℃~+150℃,58V,71.2V,1,6.9A@10/1000us
C151263,SMBJ45CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C151263,7350,0.1223,5,5,https://www.lcsc.com/product-detail/C151263.html,DO-214AA,Tape & Reel (TR),Bidirectional,72.7V,1uA,TVS,600W@10/1000us,-65℃~+150℃,45V,55.3V,1,8.3A@10/1000us
C151249,SMBJ100A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C151249,6865,0.1116,5,5,https://www.lcsc.com/product-detail/C151249.html,DO-214AA,Tape & Reel (TR),Unidirectional,162V,1uA,TVS,600W@10/1000us,-65℃~+150℃,100V,123V,1,3.7A@10/1000us
C1976990,TPSMB70CA-VR,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/5212ad8dfcd5d7f6ac36b8fc64cba5a4.pdf?productCode=C1976990,6680,0.1950,5,5,https://www.lcsc.com/product-detail/C1976990.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,113V,1uA,TVS,600W@10/1000us,-65℃~+150℃,70V,77.8V,,5.3A
C151264,SMBJ48CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C151264,6190,0.1545,5,5,https://www.lcsc.com/product-detail/C151264.html,DO-214AA,Tape & Reel (TR),Bidirectional,77.4V,1uA,TVS,600W@10/1000us,-65℃~+150℃,48V,58.9V,1,7.8A@10/1000us
C224021,SMBJ43CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C224021,5425,0.1360,5,5,https://www.lcsc.com/product-detail/C224021.html,DO-214AA,Tape & Reel (TR),Bidirectional,69.4V,1uA,TVS,600W@10/1000us,-65℃~+150℃,43V,52.8V,1,8.7A@10/1000us
C151265,SMBJ51CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C151265,5360,0.1201,5,5,https://www.lcsc.com/product-detail/C151265.html,DO-214AA,Tape & Reel (TR),Bidirectional,82.4V,1uA,TVS,600W@10/1000us,-65℃~+150℃,51V,62.7V,1,7.3A@10/1000us
C315993,SMBJ43A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C315993,5330,0.1658,5,5,https://www.lcsc.com/product-detail/C315993.html,DO-214AA,Tape & Reel (TR),Unidirectional,69.4V,1uA,TVS,600W@10/1000us,-65℃~+150℃,43V,47.8V,1,8.7A
C1975139,TPSMB91A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/c4b05efd8433d3cce79b8c6653d5b081.pdf?productCode=C1975139,4805,0.1861,5,5,https://www.lcsc.com/product-detail/C1975139.html,DO-214AA(SMBJ),Tape & Reel (TR),Unidirectional,125V,1uA,TVS,600W@10/1000us,-65℃~+175℃,77.8V,86.5V,,4.9A
C224032,SMBJ9.0CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C224032,4760,0.1282,5,5,https://www.lcsc.com/product-detail/C224032.html,DO-214AA,,Bidirectional,15.4V,10uA,TVS,600W@10/1000us,-65℃~+150℃,9V,11.1V,1,39A@10/1000us
C224020,SMBJ36A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C224020,4640,0.1172,5,5,https://www.lcsc.com/product-detail/C224020.html,DO-214AA,Tape & Reel (TR),Unidirectional,58.1V,1uA,TVS,600W@10/1000us,-65℃~+150℃,36V,44.2V,1,10.4A@10/1000us
C224029,SMBJ8.0CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C224029,3870,0.1494,5,5,https://www.lcsc.com/product-detail/C224029.html,DO-214AA,Tape & Reel (TR),Bidirectional,13.6V,50uA,TVS,600W@10/1000us,-65℃~+150℃,8V,9.83V,1,44.2A@10/1000us
C374027,SMBJ48A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C374027,3865,0.1129,5,5,https://www.lcsc.com/product-detail/C374027.html,SMB(DO-214AA),Tape & Reel (TR),Unidirectional,77.4V,1uA,TVS,600W@10/1000us,-65℃~+150℃,48V,53.3V,1,7.8A
C157525,SMBJ40A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C157525,3765,0.1437,5,5,https://www.lcsc.com/product-detail/C157525.html,DO-214AA,Tape & Reel (TR),Unidirectional,64.5V,1uA,TVS,600W@10/1000us,-65℃~+150℃,40V,49.1V,1,9.3A@10/1000us
C151267,SMBJ58CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C151267,3745,0.1221,5,5,https://www.lcsc.com/product-detail/C151267.html,DO-214AA,Tape & Reel (TR),Bidirectional,93.6V,1uA,TVS,600W@10/1000us,-65℃~+150℃,58V,71.2V,1,6.5A@10/1000us
C5299832,SMBJ85A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C5299832,3610,0.1697,5,5,https://www.lcsc.com/product-detail/C5299832.html,DO-214AA,Tape & Reel (TR),Unidirectional,137V,4.4uA,TVS,600W@10/1000us,-65℃~+150℃,85V,94.4V,1,4.4A
C1976986,TPSMB78A-VR,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/5212ad8dfcd5d7f6ac36b8fc64cba5a4.pdf?productCode=C1976986,3410,0.2412,5,5,https://www.lcsc.com/product-detail/C1976986.html,DO-214AA(SMBJ),Tape & Reel (TR),Unidirectional,126V,1uA,TVS,600W@10/1000us,-65℃~+175℃,78V,86.7V,,4.8A
C151268,SMBJ64A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C151268,3105,0.1065,5,5,https://www.lcsc.com/product-detail/C151268.html,DO-214AA,Tape & Reel (TR),Unidirectional,103V,1uA,TVS,600W@10/1000us,-65℃~+150℃,64V,78.6V,1,5.9A@10/1000us
C151254,SMBJ16A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C151254,3010,0.1333,5,5,https://www.lcsc.com/product-detail/C151254.html,DO-214AA,Tape & Reel (TR),Unidirectional,26V,1uA,TVS,600W@10/1000us,-65℃~+150℃,16V,19.7V,1,23.1A@10/1000us
C3714846,TPSMB13CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/c4b05efd8433d3cce79b8c6653d5b081.pdf?productCode=C3714846,3000,0.2113,5,5,https://www.lcsc.com/product-detail/C3714846.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,18.2V,1uA,TVS,600W,-65℃~+175℃,11.1V,12.4V,,33.5A
C3704846,TPSMB82A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/c4b05efd8433d3cce79b8c6653d5b081.pdf?productCode=C3704846,3000,0.2142,5,5,https://www.lcsc.com/product-detail/C3704846.html,DO-214AA(SMBJ),Tape & Reel (TR),Unidirectional,113V,1uA,TVS,600W,-65℃~+175℃,70.1V,77.9V,,5.4A
C1976823,TPSMB54A-VR,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/5212ad8dfcd5d7f6ac36b8fc64cba5a4.pdf?productCode=C1976823,3000,0.2943,5,5,https://www.lcsc.com/product-detail/C1976823.html,DO-214AA(SMBJ),Tape & Reel (TR),Unidirectional,87.1V,1uA,TVS,600W@10/1000us,-65℃~+175℃,54V,60V,,6.9A
C1974853,P6SMB130CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/7530c009ea42a79898e1c2f47b27d7df.pdf?productCode=C1974853,2990,0.3279,5,5,https://www.lcsc.com/product-detail/C1974853.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,179V,1uA,TVS,600W@10/1000us,-65℃~+150℃,111V,124V,1,3.4A
C3719980,SMBJ180A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C3719980,2980,0.2145,5,5,https://www.lcsc.com/product-detail/C3719980.html,DO-214AA(SMBJ),Tape & Reel (TR),Unidirectional,292V,1uA,TVS,600W@10/1000us,-65℃~+150℃,180V,201V,1,2.1A
C1974708,P6SMB170CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/7530c009ea42a79898e1c2f47b27d7df.pdf?productCode=C1974708,2975,0.2616,5,5,https://www.lcsc.com/product-detail/C1974708.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,234V,1uA,TVS,600W@10/1000us,-65℃~+150℃,145V,162V,1,2.6A
C1973233,P6SMB11A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/7530c009ea42a79898e1c2f47b27d7df.pdf?productCode=C1973233,2975,0.3412,5,5,https://www.lcsc.com/product-detail/C1973233.html,DO-214AA(SMBJ),Tape & Reel (TR),Unidirectional,15.6V,5uA,TVS,600W@10/1000us,-65℃~+150℃,9.4V,11.6V,1,39.1A@10/1000us
C1975472,P6SMB530CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/7530c009ea42a79898e1c2f47b27d7df.pdf?productCode=C1975472,2968,0.6304,1,1,https://www.lcsc.com/product-detail/C1975472.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,725V,1uA,TVS,600W@10/1000us,-65℃~+150℃,451V,503.5V,1,800mA
C1977116,1KSMB16CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/71b715e30fe86ecd8d5110ae9c92fdf2.pdf?productCode=C1977116,2951,0.5926,1,1,https://www.lcsc.com/product-detail/C1977116.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,22.5V,1uA,TVS,1kW@10/1000us,-65℃~+150℃,13.6V,15.2V,1,44.4A
C1975179,TPSMB47A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/c4b05efd8433d3cce79b8c6653d5b081.pdf?productCode=C1975179,2950,0.3063,5,5,https://www.lcsc.com/product-detail/C1975179.html,DO-214AA(SMBJ),Tape & Reel (TR),Unidirectional,64.8V,1uA,TVS,600W@10/1000us,-65℃~+175℃,40.2V,44.7V,,9.4A
C3702975,TPSMB530A-A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/c4b05efd8433d3cce79b8c6653d5b081.pdf?productCode=C3702975,2932,0.9618,1,1,https://www.lcsc.com/product-detail/C3702975.html,DO-214AA(SMBJ),Tape & Reel (TR),Unidirectional,725V,1uA,TVS,600W,-65℃~+150℃,451V,503.5V,,800mA
C3720637,SMBJ188CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C3720637,2925,0.1886,5,5,https://www.lcsc.com/product-detail/C3720637.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,304V,1uA,TVS,600W@10/1000us,-65℃~+150℃,188V,231V,1,2A@10/1000us
C1973201,SMBJ75A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C1973201,2890,0.1200,5,5,https://www.lcsc.com/product-detail/C1973201.html,DO-214AA,Tape & Reel (TR),Unidirectional,121V,1uA,TVS,600W@10/1000us,-65℃~+150℃,75V,92.1V,1,5A@10/1000us
C3711261,TPSMB2616CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/21b3efa010d761d09f22cf8e324660c3.pdf?productCode=C3711261,2888,0.5611,1,1,https://www.lcsc.com/product-detail/C3711261.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,42.1V,1uA,TVS,600W,-65℃~+175℃,26V,28.9V,,14.3A
C1975147,1KSMB18A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/71b715e30fe86ecd8d5110ae9c92fdf2.pdf?productCode=C1975147,2836,0.6726,1,1,https://www.lcsc.com/product-detail/C1975147.html,DO-214AA(SMBJ),Tape & Reel (TR),Unidirectional,25.5V,1uA,TVS,1kW@10/1000us,,15.3V,17.1V,1,39.2A
C1977243,P6SMB150CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/7530c009ea42a79898e1c2f47b27d7df.pdf?productCode=C1977243,2825,0.1521,5,5,https://www.lcsc.com/product-detail/C1977243.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,207V,1uA,TVS,600W@10/1000us,,128V,143V,1,2.9A
C3714726,TPSMB250CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/c4b05efd8433d3cce79b8c6653d5b081.pdf?productCode=C3714726,2803,0.6808,1,1,https://www.lcsc.com/product-detail/C3714726.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,344V,1uA,TVS,600W,-65℃~+150℃,214V,237V,,1.8A
C1973114,P6SMB120CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/7530c009ea42a79898e1c2f47b27d7df.pdf?productCode=C1973114,2800,0.2210,5,5,https://www.lcsc.com/product-detail/C1973114.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,165V,1uA,TVS,600W@10/1000us,,102V,126V,1,3.4A@10/1000us
C315990,SMBJ14A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C315990,2795,0.1672,5,5,https://www.lcsc.com/product-detail/C315990.html,DO-214AA,Tape & Reel (TR),Unidirectional,23.2V,1uA,TVS,600W@10/1000us,-65℃~+150℃,14V,15.6V,1,25.9A
C3719414,P6SMB9.1CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/7530c009ea42a79898e1c2f47b27d7df.pdf?productCode=C3719414,2790,0.2216,5,5,https://www.lcsc.com/product-detail/C3719414.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,13.4V,50uA,TVS,600W,-65℃~+150℃,7.78V,8.65V,1,45.5A
C1977002,TPSMB64A-VR,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/5212ad8dfcd5d7f6ac36b8fc64cba5a4.pdf?productCode=C1977002,2785,0.6223,1,1,https://www.lcsc.com/product-detail/C1977002.html,DO-214AA(SMBJ),Tape & Reel (TR),Unidirectional,103V,1uA,TVS,600W@10/1000us,-65℃~+175℃,64V,71.1V,,5.9A
C3717924,P6SMB110CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/7530c009ea42a79898e1c2f47b27d7df.pdf?productCode=C3717924,2775,0.3496,5,5,https://www.lcsc.com/product-detail/C3717924.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,152V,1uA,TVS,600W,-65℃~+150℃,94V,105V,1,4A
C3720411,SMBJ17CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C3720411,2715,0.1417,5,5,https://www.lcsc.com/product-detail/C3720411.html,DO-214AA,Tape & Reel (TR),Bidirectional,27.6V,1uA,TVS,600W@10/1000us,-65℃~+150℃,17V,18.9V,1,21.8A
C224027,SMBJ75CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C224027,2640,0.1504,5,5,https://www.lcsc.com/product-detail/C224027.html,DO-214AA,Tape & Reel (TR),Bidirectional,121V,1uA,TVS,600W@10/1000us,-65℃~+150℃,75V,92.1V,1,5A@10/1000us
C1975809,1KSMB33CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/71b715e30fe86ecd8d5110ae9c92fdf2.pdf?productCode=C1975809,2523,0.4431,1,1,https://www.lcsc.com/product-detail/C1975809.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,45.7V,1uA,TVS,1kW@10/1000us,-65℃~+150℃,28.2V,31.4V,1,21.9A
