LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Polarity,Clamping Voltage,Reverse Leakage Current (Ir),type,Peak Pulse Power Dissipation (Ppp),Operating Temperature,Reverse Stand-Off Voltage (Vrwm),Voltage - Breakdown,Number of Channels,Peak Pulse Current (Ipp)
C1850436,1.5SMB75A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/81646d782d1586f03d8f832f24e3103c.pdf?productCode=C1850436,139,0.9391,1,1,https://www.lcsc.com/product-detail/C1850436.html,DO-214AA(SMBJ),Tape & Reel (TR),Unidirectional,133V,1uA,TVS,1.5kW@10/1000us,-65℃~+150℃,64V,71V,1,14.8A@8/20us
C1977091,1KSMB82CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/71b715e30fe86ecd8d5110ae9c92fdf2.pdf?productCode=C1977091,100,1.0024,1,1,https://www.lcsc.com/product-detail/C1977091.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,113V,1uA,TVS,1kW@10/1000us,-65℃~+150℃,70.1V,77.9V,1,8.8A
C1975505,TPSMB480CA-A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/c4b05efd8433d3cce79b8c6653d5b081.pdf?productCode=C1975505,100,1.8927,1,1,https://www.lcsc.com/product-detail/C1975505.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,658V,1uA,TVS,600W@10/1000us,-65℃~+150℃,408V,456V,,900mA
C1975491,TPSMB440CA-A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/c4b05efd8433d3cce79b8c6653d5b081.pdf?productCode=C1975491,100,1.4919,1,1,https://www.lcsc.com/product-detail/C1975491.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,602V,1uA,TVS,600W@10/1000us,-65℃~+150℃,376V,418V,,1A
C1883608,1KSMB56A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/71b715e30fe86ecd8d5110ae9c92fdf2.pdf?productCode=C1883608,100,0.6483,1,1,https://www.lcsc.com/product-detail/C1883608.html,DO-214AA(SMBJ),Tape & Reel (TR),Unidirectional,85V,1uA,TVS,1kW@10/1000us,-65℃~+150℃,53V,65.1V,1,11.8A@10/1000us
C1850426,1.5SMB43A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/81646d782d1586f03d8f832f24e3103c.pdf?productCode=C1850426,98,0.8855,1,1,https://www.lcsc.com/product-detail/C1850426.html,DO-214AA(SMBJ),Tape & Reel (TR),Unidirectional,76.6V,1uA,TVS,1.5kW@10/1000us,-65℃~+150℃,36.8V,45.2V,1,140.8A@8/20us
C1850451,1.5SMB36A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/81646d782d1586f03d8f832f24e3103c.pdf?productCode=C1850451,97,0.9992,1,1,https://www.lcsc.com/product-detail/C1850451.html,DO-214AA(SMBJ),Tape & Reel (TR),Unidirectional,64.5V,1uA,TVS,1.5kW@10/1000us,-65℃~+150℃,30.8V,37.8V,1,167.8A@8/20us
C3713739,TPSMB120CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/c4b05efd8433d3cce79b8c6653d5b081.pdf?productCode=C3713739,96,0.7994,1,1,https://www.lcsc.com/product-detail/C3713739.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,165V,1uA,TVS,600W,-65℃~+150℃,102V,114V,,3.7A
C3700444,TPSMB30A-VR,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/ea21be42aef100a51ac9a9cc137962c7.pdf?productCode=C3700444,95,0.5670,1,1,https://www.lcsc.com/product-detail/C3700444.html,DO-214AA(SMBJ),Tape & Reel (TR),Unidirectional,48.4V,1uA,TVS,600W,-65℃~+175℃,30V,33.3V,,12.4A
C1975929,TPSMB130CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/c4b05efd8433d3cce79b8c6653d5b081.pdf?productCode=C1975929,95,0.7133,1,1,https://www.lcsc.com/product-detail/C1975929.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,179V,1uA,TVS,600W@10/1000us,-65℃~+175℃,111V,124V,,3.4A
C1850424,1.5SMB30A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/81646d782d1586f03d8f832f24e3103c.pdf?productCode=C1850424,95,1.0219,1,1,https://www.lcsc.com/product-detail/C1850424.html,DO-214AA(SMBJ),Tape & Reel (TR),Unidirectional,53.5V,1uA,TVS,1.5kW@10/1000us,-65℃~+150℃,25.6V,31.5V,1,201.9A@8/20us
C151261,SMBJ400A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C151261,95,0.3263,5,5,https://www.lcsc.com/product-detail/C151261.html,DO-214AA,Tape & Reel (TR),Unidirectional,648V,1uA,TVS,800W@10/1000us,-65℃~+150℃,400V,494V,1,900mA@10/1000us
C1976902,TPSMB13CA-VR,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/5212ad8dfcd5d7f6ac36b8fc64cba5a4.pdf?productCode=C1976902,90,0.1090,5,5,https://www.lcsc.com/product-detail/C1976902.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,21.5V,1uA,TVS,600W@10/1000us,-65℃~+175℃,13V,14.4V,,28A
C1975318,TPSMB16A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/c4b05efd8433d3cce79b8c6653d5b081.pdf?productCode=C1975318,90,0.6402,1,1,https://www.lcsc.com/product-detail/C1975318.html,DO-214AA(SMBJ),Tape & Reel (TR),Unidirectional,22.5V,1uA,TVS,600W@10/1000us,-65℃~+175℃,13.6V,15.2V,,27.1A
C1850425,1.5SMB68A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/81646d782d1586f03d8f832f24e3103c.pdf?productCode=C1850425,90,0.5785,1,1,https://www.lcsc.com/product-detail/C1850425.html,DO-214AA(SMBJ),Tape & Reel (TR),Unidirectional,118.9V,1uA,TVS,1.5kW@10/1000us,-65℃~+150℃,58.1V,71.4V,1,90.8A@8/20us
C1976844,TPSMB58CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/5212ad8dfcd5d7f6ac36b8fc64cba5a4.pdf?productCode=C1976844,86,0.7409,1,1,https://www.lcsc.com/product-detail/C1976844.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,79.8V,1uA,TVS,600W@10/1000us,-65℃~+150℃,52.78V,64.4V,,7.7A
C3718220,P6SMB600CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/7530c009ea42a79898e1c2f47b27d7df.pdf?productCode=C3718220,82,0.6243,1,1,https://www.lcsc.com/product-detail/C3718220.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,828V,1uA,TVS,600W,-65℃~+150℃,512V,570V,1,750mA
C1974800,P6SMB91CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/7530c009ea42a79898e1c2f47b27d7df.pdf?productCode=C1974800,80,0.3672,1,1,https://www.lcsc.com/product-detail/C1974800.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,125V,1uA,TVS,600W@10/1000us,-65℃~+175℃,77.8V,86.5V,1,4.9A
C1975546,TPSMB540CA-A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/c4b05efd8433d3cce79b8c6653d5b081.pdf?productCode=C1975546,74,0.7052,1,1,https://www.lcsc.com/product-detail/C1975546.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,740V,1uA,TVS,600W@10/1000us,-65℃~+150℃,460V,513V,,800mA
C1850431,1.5SMB68CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/81646d782d1586f03d8f832f24e3103c.pdf?productCode=C1850431,72,0.8367,1,1,https://www.lcsc.com/product-detail/C1850431.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,118.9V,1uA,TVS,1.5kW@10/1000us,-65℃~+150℃,64.6V,71.4V,1,90.8A@8/20us
C1973071,SMBJ120CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C1973071,59,0.5069,1,1,https://www.lcsc.com/product-detail/C1973071.html,DO-214AA,Tape & Reel (TR),Bidirectional,193V,1uA,TVS,600W@10/1000us,-65℃~+150℃,133V,147V,1,3.1A@10/1000us
C1975812,TPSMB130A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/c4b05efd8433d3cce79b8c6653d5b081.pdf?productCode=C1975812,58,0.6218,1,1,https://www.lcsc.com/product-detail/C1975812.html,DO-214AA(SMBJ),Tape & Reel (TR),Unidirectional,179V,1uA,TVS,600W@10/1000us,-65℃~+150℃,111V,124V,,3.4A
C1975978,TPSMB110CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/c4b05efd8433d3cce79b8c6653d5b081.pdf?productCode=C1975978,50,0.5571,1,1,https://www.lcsc.com/product-detail/C1975978.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,152V,1uA,TVS,600W@10/1000us,-65℃~+150℃,94V,105V,,4A
C1975868,TPSMB180A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/c4b05efd8433d3cce79b8c6653d5b081.pdf?productCode=C1975868,50,0.2021,5,5,https://www.lcsc.com/product-detail/C1975868.html,DO-214AA(SMBJ),Tape & Reel (TR),Unidirectional,246V,1uA,TVS,600W@10/1000us,-65℃~+175℃,154V,171V,,2.5A
C1883623,1KSMB68CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/71b715e30fe86ecd8d5110ae9c92fdf2.pdf?productCode=C1883623,50,1.0491,1,1,https://www.lcsc.com/product-detail/C1883623.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,92V,1uA,TVS,1kW@10/1000us,-65℃~+150℃,58.1V,71.4V,1,10.9A@10/1000us
C1883614,1KSMB43A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/71b715e30fe86ecd8d5110ae9c92fdf2.pdf?productCode=C1883614,47,0.8611,1,1,https://www.lcsc.com/product-detail/C1883614.html,DO-214AA(SMBJ),Tape & Reel (TR),Unidirectional,64.8V,1uA,TVS,1kW@10/1000us,-65℃~+150℃,40.2V,49.4V,1,15.4A@10/1000us
C1883629,1KSMB56CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/71b715e30fe86ecd8d5110ae9c92fdf2.pdf?productCode=C1883629,43,0.7929,1,1,https://www.lcsc.com/product-detail/C1883629.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,77V,1uA,TVS,1kW@10/1000us,-65℃~+150℃,47.8V,58.8V,1,13A
C1850430,1.5SMB75CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/81646d782d1586f03d8f832f24e3103c.pdf?productCode=C1850430,41,0.7604,1,1,https://www.lcsc.com/product-detail/C1850430.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,133.1V,1uA,TVS,1.5kW@10/1000us,-65℃~+150℃,71.3V,78.8V,1,14.8A@8/20us
C3709340,TPSMB350CA-A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/c4b05efd8433d3cce79b8c6653d5b081.pdf?productCode=C3709340,39,0.7734,1,1,https://www.lcsc.com/product-detail/C3709340.html,DO-214AA(SMBJ),Tape & Reel (TR),,482V,1uA,TVS,600W,-65℃~+150℃,300V,332V,,1.3A
C1883611,1KSMB30CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/71b715e30fe86ecd8d5110ae9c92fdf2.pdf?productCode=C1883611,29,0.4765,1,1,https://www.lcsc.com/product-detail/C1883611.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,45.7V,1uA,TVS,1kW@10/1000us,-65℃~+150℃,28.2V,34.7V,1,21.9A@10/1000us
C3715020,1.5SMB30CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/81646d782d1586f03d8f832f24e3103c.pdf?productCode=C3715020,28,0.9716,1,1,https://www.lcsc.com/product-detail/C3715020.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,53.5V,1uA,TVS,1.5kW,-65℃~+150℃,25.6V,28.5V,1,201.9A@8/20us
C1975699,TPSMB540A-A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/c4b05efd8433d3cce79b8c6653d5b081.pdf?productCode=C1975699,25,0.4726,1,1,https://www.lcsc.com/product-detail/C1975699.html,DO-214AA(SMBJ),Tape & Reel (TR),Unidirectional,740V,1uA,TVS,600W@10/1000us,-65℃~+175℃,460V,513V,,800mA
C1974526,1KSMB36A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/71b715e30fe86ecd8d5110ae9c92fdf2.pdf?productCode=C1974526,25,0.8806,1,1,https://www.lcsc.com/product-detail/C1974526.html,DO-214AA(SMBJ),Tape & Reel (TR),Unidirectional,53.9V,1uA,TVS,1kW@10/1000us,-65℃~+150℃,33.3V,41V,1,18.6A@10/1000us
C1972977,SMBJ350CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C1972977,25,0.1881,5,5,https://www.lcsc.com/product-detail/C1972977.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,567V,1uA,TVS,600W@10/1000us,-65℃~+150℃,350V,391V,1,1.5A@10/1000us
