"LCSC Part#","MPN","Manufacturer","Availability","Minimum","Multiples","Product Detail","Package","Packaging","Number of Lines","Impedance @ Frequency","Tolerance","DC Resistance(DCR)","Current Rating","Operating Temperature"
"C341514","BLM18HK331SN1D","muRata","1420","20","20","https://www.lcsc.com/product-detail/C341514.html","0603","Tape & Reel (TR)","1","330Ω@100MHz","±25%","500mΩ","200mA","-55℃~+125℃"
"C341661","BLM18HE601SZ1D","muRata","3610","5","5","https://www.lcsc.com/product-detail/C341661.html","0603","Tape & Reel (TR)","1","600Ω@100MHz","±25%","250mΩ","800mA","-55℃~+125℃"
"C341662","BLM21BB221SN1D","muRata","1670","10","10","https://www.lcsc.com/product-detail/C341662.html","0805","Tape & Reel (TR)","1","220Ω@100MHz","±25%","260mΩ","500mA","-55℃~+125℃"
"C341663","BLM21BD601SN1D","muRata","17400","10","10","https://www.lcsc.com/product-detail/C341663.html","0805","Tape & Reel (TR)","1","600Ω@100MHz","±25%","350mΩ","300mA","-55℃~+125℃"
"C341664","BLM21PG220SH1D","muRata","3700","20","20","https://www.lcsc.com/product-detail/C341664.html","0805","Tape & Reel (TR)","1","22Ω@100MHz","±25%","9mΩ","6A","-55℃~+125℃"
"C354394","BLM18PG121SH1D","muRata","4160","20","20","https://www.lcsc.com/product-detail/C354394.html","0603","Tape & Reel (TR)","1","120Ω@100MHz","±25%","50mΩ","2A","-55℃~+125℃"
"C360716","MMZ1005S102CTD25","TDK","21310","10","10","https://www.lcsc.com/product-detail/C360716.html","0402","Tape & Reel (TR)","1","1kΩ@100MHz","±25%","750mΩ","200mA","-55℃~+125℃"
"C360718","MMZ2012Y202BTD25","TDK","40730","10","10","https://www.lcsc.com/product-detail/C360718.html","0805","Tape & Reel (TR)","1","2kΩ@100MHz","±25%","500mΩ","400mA","-55℃~+125℃"
"C396652","BLM18KG121TZ1D","muRata","9140","20","20","https://www.lcsc.com/product-detail/C396652.html","0603","Tape & Reel (TR)","1","120Ω@100MHz","±25%","30mΩ","3A","-55℃~+125℃"
"C397297","BLM15BA470SN1D","muRata","400","100","100","https://www.lcsc.com/product-detail/C397297.html","0402","Tape & Reel (TR)","1","47Ω@100MHz","±25%","600mΩ","200mA","-55℃~+125℃"
"C397304","BLM21AG471SN1D","muRata","13755","5","5","https://www.lcsc.com/product-detail/C397304.html","0805","Tape & Reel (TR)","1","470Ω@100MHz","±25%","190mΩ","700mA","-55℃~+125℃"
"C404396","KPZ1608SHR601ATD25","TDK","2980","5","5","https://www.lcsc.com/product-detail/C404396.html","0603","Tape & Reel (TR)","1","600Ω@100MHz","±25%","150mΩ","1A","-55℃~+150℃"
"C404671","MPZ2012S331ATD25","TDK","11300","20","20","https://www.lcsc.com/product-detail/C404671.html","0805","Tape & Reel (TR)","1","330Ω@100MHz","±25%","50mΩ","2.5A","-55℃~+125℃"
"C404679","MPZ1608Y600BTD25","TDK","3500","20","20","https://www.lcsc.com/product-detail/C404679.html","0603","Tape & Reel (TR)","1","60Ω@100MHz","±25%","30mΩ","2.3A","-55℃~+125℃"
"C404680","MPZ1608Y101BTD25","TDK","6140","20","20","https://www.lcsc.com/product-detail/C404680.html","0603","Tape & Reel (TR)","1","100Ω@100MHz","±25%","40mΩ","2A","-55℃~+125℃"
"C404681","MPZ1608Y151BTD25","TDK","1100","50","50","https://www.lcsc.com/product-detail/C404681.html","0603","Tape & Reel (TR)","1","150Ω@100MHz","±25%","50mΩ","1.8A","-55℃~+125℃"
"C404684","MPZ1608D101BTD25","TDK","8000","50","50","https://www.lcsc.com/product-detail/C404684.html","0603","Tape & Reel (TR)","1","100Ω@100MHz","±25%","150mΩ","1A","-55℃~+125℃"
"C404687","MPZ1005S121CTD25","TDK","8460","20","20","https://www.lcsc.com/product-detail/C404687.html","0402","Tape & Reel (TR)","1","120Ω@100MHz","±25%","90mΩ","1.2A","-55℃~+125℃"
"C404693","MMZ1005S121CTD25","TDK","1600","20","20","https://www.lcsc.com/product-detail/C404693.html","0402","Tape & Reel (TR)","1","120Ω@100MHz","±25%","220mΩ","500mA","-55℃~+125℃"
"C404697","MMZ1005Y121CTD25","TDK","11690","10","10","https://www.lcsc.com/product-detail/C404697.html","0402","Tape & Reel (TR)","1","120Ω@100MHz","±25%","180mΩ","400mA","-55℃~+125℃"
"C404717","MMZ1005S601HTD25","TDK","1487","1","1","https://www.lcsc.com/product-detail/C404717.html","0402","Tape & Reel (TR)","1","600Ω@100MHz","±25%","340mΩ","440mA","-55℃~+125℃"
"C413911","MAF1005GAD152AT000","TDK","5670","10","10","https://www.lcsc.com/product-detail/C413911.html","0402","Tape & Reel (TR)","1","200Ω@100MHz","±25%","700mΩ","400mA","-55℃~+125℃"
"C413959","BLM21BD152SN1D","muRata","6450","10","10","https://www.lcsc.com/product-detail/C413959.html","0805","Tape & Reel (TR)","1","1.5kΩ@100MHz","±25%","450mΩ","250mA","-55℃~+125℃"
"C413961","BLM18KG471SN1D","muRata","31300","20","20","https://www.lcsc.com/product-detail/C413961.html","0603","Tape & Reel (TR)","1","470Ω@100MHz","±25%","130mΩ","1.5A","-55℃~+125℃"
"C426325","BLM15EX121SN1D","muRata","21230","10","10","https://www.lcsc.com/product-detail/C426325.html","0402","Tape & Reel (TR)","1","120Ω@100MHz","±25%","75mΩ","1.8A","-55℃~+125℃"
"C426644","BLM21AG331SH1D","muRata","1615","5","5","https://www.lcsc.com/product-detail/C426644.html","0805","Tape & Reel (TR)","1","330Ω@100MHz","±25%","150mΩ","800mA","-55℃~+125℃"
"C432169","BLM18KG471SH1D","muRata","9960","20","20","https://www.lcsc.com/product-detail/C432169.html","0603","Tape & Reel (TR)","1","470Ω@100MHz","±25%","130mΩ","1.5A","-55℃~+125℃"
"C432982","KMZ1608YHR601BTD25","TDK","3755","5","5","https://www.lcsc.com/product-detail/C432982.html","0603","Tape & Reel (TR)","1","600Ω@100MHz","±25%","400mΩ","500mA","-55℃~+150℃"
"C433027","MMZ1608B301CTDH5","TDK","16500","50","50","https://www.lcsc.com/product-detail/C433027.html","0603","Tape & Reel (TR)","1","300Ω@100MHz","±25%","250mΩ","500mA","-55℃~+125℃"
"C433032","MMZ1608Y300BTD25","TDK","3440","20","20","https://www.lcsc.com/product-detail/C433032.html","0603","Tape & Reel (TR)","1","30Ω@100MHz","±25%","50mΩ","1.5A","-55℃~+125℃"
"C434836","MPZ1005S330HT000","TDK","14610","10","10","https://www.lcsc.com/product-detail/C434836.html","0402","Tape & Reel (TR)","1","33Ω@100MHz","±25%","22mΩ","3A","-55℃~+125℃"
"C437400","BLM18BD102SH1D","muRata","2800","20","20","https://www.lcsc.com/product-detail/C437400.html","0603","Tape & Reel (TR)","1","1kΩ@100MHz","±25%","850mΩ","200mA","-55℃~+125℃"
"C437401","BLM18HB221SN1D","muRata","3860","20","20","https://www.lcsc.com/product-detail/C437401.html","0603","Tape & Reel (TR)","1","220Ω@100MHz","±25%","800mΩ","100mA","-55℃~+125℃"
"C437402","BLM18HD601SH1D","muRata","2440","20","20","https://www.lcsc.com/product-detail/C437402.html","0603","Tape & Reel (TR)","1","600Ω@100MHz","±25%","1.5Ω","100mA","-55℃~+125℃"
"C437403","BLM18HE152SZ1D","muRata","4880","5","5","https://www.lcsc.com/product-detail/C437403.html","0603","Tape & Reel (TR)","1","1.5kΩ@100MHz","±25%","500mΩ","500mA","-55℃~+125℃"
"C437405","BLM18PG300SH1D","muRata","550","50","50","https://www.lcsc.com/product-detail/C437405.html","0603","Tape & Reel (TR)","1","30Ω@100MHz","±25%","50mΩ","1A","-55℃~+125℃"
"C437406","BLM21AG601SH1D","muRata","7480","10","10","https://www.lcsc.com/product-detail/C437406.html","0805","Tape & Reel (TR)","1","600Ω@100MHz","±25%","210mΩ","700mA","-55℃~+125℃"
"C437407","BLM21BB201SN1D","muRata","3390","5","5","https://www.lcsc.com/product-detail/C437407.html","0805","Tape & Reel (TR)","1","200Ω@100MHz","±25%","260mΩ","500mA","-55℃~+125℃"
"C437408","BLM21BD102SH1D","muRata","1650","10","10","https://www.lcsc.com/product-detail/C437408.html","0805","Tape & Reel (TR)","1","1kΩ@100MHz","±25%","400mΩ","250mA","-55℃~+125℃"
"C437409","BLM21BD272SH1L","muRata","5970","5","5","https://www.lcsc.com/product-detail/C437409.html","0805","Tape & Reel (TR)","1","2.7kΩ@100MHz","±25%","800mΩ","200mA","-55℃~+125℃"
"C437410","BLM21PG121SH1D","muRata","7100","10","10","https://www.lcsc.com/product-detail/C437410.html","0805","Tape & Reel (TR)","1","120Ω@100MHz","±25%","30mΩ","3A","-55℃~+125℃"
"C437411","BLM21PG221SZ1D","muRata","15750","10","10","https://www.lcsc.com/product-detail/C437411.html","0805","Tape & Reel (TR)","1","220Ω@100MHz","±25%","45mΩ","2A","-55℃~+125℃"
"C440129","BLM18AG121SH1D","muRata","240","10","10","https://www.lcsc.com/product-detail/C440129.html","0603","Tape & Reel (TR)","1","120Ω@100MHz","±25%","180mΩ","800mA","-55℃~+125℃"
"C440134","BLM21BD222SN1L","muRata","5380","5","5","https://www.lcsc.com/product-detail/C440134.html","0805","Tape & Reel (TR)","1","2.25kΩ@100MHz","±25%","600mΩ","250mA","-55℃~+125℃"
"C441741","BLM21BD601SH1D","muRata","375","5","5","https://www.lcsc.com/product-detail/C441741.html","0805","Tape & Reel (TR)","1","600Ω@100MHz","±25%","350mΩ","300mA","-55℃~+125℃"
"C442498","ILHB0805ER121V","VISHAY","10310","10","10","https://www.lcsc.com/product-detail/C442498.html","0805","Tape & Reel (TR)","1","120Ω@100MHz","±25%","30mΩ","3A","-55℃~+125℃"
"C445756","MPZ1005S331ETD25","TDK","12020","10","10","https://www.lcsc.com/product-detail/C445756.html","0402","Tape & Reel (TR)","1","330Ω@100MHz","±25%","280mΩ","700mA","-55℃~+125℃"
"C476007","BLM18BB750SN1D","muRata","11900","50","50","https://www.lcsc.com/product-detail/C476007.html","0603","Tape & Reel (TR)","1","75Ω@100MHz","±25%","300mΩ","600mA","-55℃~+125℃"
"C501996","MPZ1608Y101BTA00","TDK","10920","20","20","https://www.lcsc.com/product-detail/C501996.html","0603","Tape & Reel (TR)","1","100Ω@100MHz","±25%","40mΩ","2A","-55℃~+125℃"
"C501997","MPZ1608D300BTA00","TDK","8500","50","50","https://www.lcsc.com/product-detail/C501997.html","0603","Tape & Reel (TR)","1","30Ω@100MHz","±25%","60mΩ","1.8A","-55℃~+125℃"
"C524456","MMZ1005D241CT000","TDK","35650","50","50","https://www.lcsc.com/product-detail/C524456.html","0402","Tape & Reel (TR)","1","240Ω@100MHz","±25%","900mΩ","200mA","-55℃~+125℃"
"C524528","BLM18AG102BH1D","muRata","4220","20","20","https://www.lcsc.com/product-detail/C524528.html","0603","Tape & Reel (TR)","1","1kΩ@100MHz","±25%","500mΩ","450mA","-55℃~+150℃"
"C524529","BLM18HE102SZ1D","muRata","3380","10","10","https://www.lcsc.com/product-detail/C524529.html","0603","Tape & Reel (TR)","1","1kΩ@100MHz","±25%","350mΩ","600mA","-55℃~+125℃"
"C524531","BLM21AG601SZ1D","muRata","3425","5","5","https://www.lcsc.com/product-detail/C524531.html","0805","Tape & Reel (TR)","1","600Ω@100MHz","±25%","210mΩ","700mA","-55℃~+125℃"
"C525480","BLM15AG601SH1D","muRata","25250","50","50","https://www.lcsc.com/product-detail/C525480.html","0402","Tape & Reel (TR)","1","600Ω@100MHz","±25%","600mΩ","300mA","-55℃~+125℃"
"C527614","BLM21BD182SN1D","muRata","3560","10","10","https://www.lcsc.com/product-detail/C527614.html","0805","Tape & Reel (TR)","1","1.8kΩ@100MHz","±25%","500mΩ","250mA","-55℃~+125℃"
"C527619","BLM15EX221SN1D","muRata","9120","10","10","https://www.lcsc.com/product-detail/C527619.html","0402","Tape & Reel (TR)","1","220Ω@100MHz","±25%","140mΩ","1.3A","-55℃~+125℃"
"C527966","BLM21RK601SN1D","muRata","7650","5","5","https://www.lcsc.com/product-detail/C527966.html","0805","Tape & Reel (TR)","1","600Ω@100MHz","±25%","300mΩ","200mA","-55℃~+125℃"
"C527979","BLM18HG102SH1D","muRata","1740","20","20","https://www.lcsc.com/product-detail/C527979.html","0603","Tape & Reel (TR)","1","1kΩ@100MHz","±25%","1.6Ω","100mA","-55℃~+125℃"
"C527985","BLM15AG700SH1D","muRata","4250","50","50","https://www.lcsc.com/product-detail/C527985.html","0402","Tape & Reel (TR)","1","70Ω@100MHz","±25%","150mΩ","500mA","-55℃~+125℃"
"C527991","BLM18KG221SH1D","muRata","7580","20","20","https://www.lcsc.com/product-detail/C527991.html","0603","Tape & Reel (TR)","1","220Ω@100MHz","±25%","50mΩ","2.2A","-55℃~+125℃"
"C531292","MMZ1005D100CT000","TDK","20000","100","100","https://www.lcsc.com/product-detail/C531292.html","0402","Tape & Reel (TR)","1","10Ω@100MHz","±25%","100mΩ","500mA","-55℃~+125℃"
"C531293","MMZ1608Y102BTD25","TDK","6780","10","10","https://www.lcsc.com/product-detail/C531293.html","0603","Tape & Reel (TR)","1","1kΩ@100MHz","±25%","500mΩ","400mA","-55℃~+125℃"
"C531393","MAF1005GAD701DT000","TDK","9795","5","5","https://www.lcsc.com/product-detail/C531393.html","0402","Tape & Reel (TR)","1","105Ω@100MHz","±25%","351mΩ","800mA","-55℃~+125℃"
"C560047","BLM18KG121JH1D","muRata","5390","10","10","https://www.lcsc.com/product-detail/C560047.html","0603","Tape & Reel (TR)","1","120Ω@100MHz","±25%","30mΩ","1.9A","-55℃~+150℃"
"C560050","BLM15PX221SZ1D","muRata","9880","20","20","https://www.lcsc.com/product-detail/C560050.html","0402","Tape & Reel (TR)","1","220Ω@100MHz","±25%","100mΩ","1.4A","-55℃~+125℃"
"C560053","BLM18KG221BH1D","muRata","9170","10","10","https://www.lcsc.com/product-detail/C560053.html","0603","Tape & Reel (TR)","1","220Ω@100MHz","±25%","50mΩ","1A","-55℃~+150℃"
"C560054","BLM18AG601BH1D","muRata","390","10","10","https://www.lcsc.com/product-detail/C560054.html","0603","Tape & Reel (TR)","1","600Ω@100MHz","±25%","380mΩ","500mA","-55℃~+150℃"
"C560058","BLM18KG102BH1D","muRata","8500","10","10","https://www.lcsc.com/product-detail/C560058.html","0603","Tape & Reel (TR)","1","1kΩ@100MHz","±25%","200mΩ","800mA","-55℃~+150℃"
"C560060","BLM15AG601SN1D11","muRata","9800","50","50","https://www.lcsc.com/product-detail/C560060.html","0402","Tape & Reel (TR)","1","600Ω@100MHz","±25%","520mΩ","300mA","-55℃~+125℃"
"C560062","BLM15KD200SN1D11","muRata","5250","50","50","https://www.lcsc.com/product-detail/C560062.html","0402","Tape & Reel (TR)","1","20Ω@100MHz","±25%","11mΩ","3.8A","-55℃~+125℃"
"C576399","BLM18SG330SN1D","muRata","1455","5","5","https://www.lcsc.com/product-detail/C576399.html","0603","Tape & Reel (TR)","1","33Ω@100MHz","±25%","8mΩ","6A","-55℃~+125℃"
"C596493","BLM18KG300TZ1D","muRata","5100","20","20","https://www.lcsc.com/product-detail/C596493.html","0603","Tape & Reel (TR)","1","30Ω@100MHz","±25%","10mΩ","5A","-55℃~+125℃"
"C596494","BLM18HE152SH1D","muRata","6760","10","10","https://www.lcsc.com/product-detail/C596494.html","0603","Tape & Reel (TR)","1","1.5kΩ@100MHz","±25%","500mΩ","500mA","-55℃~+125℃"
"C596495","BLM18BD102SZ1D","muRata","2640","20","20","https://www.lcsc.com/product-detail/C596495.html","0603","Tape & Reel (TR)","1","1kΩ@100MHz","±25%","850mΩ","200mA","-55℃~+125℃"
"C596496","BLM21SN300SN1D","muRata","20825","5","5","https://www.lcsc.com/product-detail/C596496.html","0805","Tape & Reel (TR)","1","30Ω@100MHz","-","4mΩ","8.5A","-55℃~+125℃"
"C596497","BLM15BB220SN1D","muRata","10550","50","50","https://www.lcsc.com/product-detail/C596497.html","0402","Tape & Reel (TR)","1","22Ω@100MHz","±25%","200mΩ","300mA","-55℃~+125℃"
"C596498","BLM15EX331SN1D","muRata","26130","10","10","https://www.lcsc.com/product-detail/C596498.html","0402","Tape & Reel (TR)","1","330Ω@100MHz","±25%","205mΩ","700mA","-55℃~+125℃"
"C603119","BLM21BD221SN1D","muRata","3810","5","5","https://www.lcsc.com/product-detail/C603119.html","0805","Tape & Reel (TR)","1","220Ω@100MHz","±25%","250mΩ","350mA","-55℃~+125℃"
"C668299","BLM15AX100SN1D","muRata","8900","50","50","https://www.lcsc.com/product-detail/C668299.html","0402","Tape & Reel (TR)","1","10Ω@100MHz","±25%","15mΩ","1.74A","-55℃~+125℃"
"C668302","BLM18KG601BH1D","muRata","410","10","10","https://www.lcsc.com/product-detail/C668302.html","0603","Tape & Reel (TR)","1","600Ω@100MHz","±25%","150mΩ","1A","-55℃~+150℃"
"C694571","MMZ1005S182ET000","TDK","16100","10","10","https://www.lcsc.com/product-detail/C694571.html","0402","Tape & Reel (TR)","1","1.8kΩ@100MHz","±25%","1.5Ω","200mA","-55℃~+125℃"
"C695168","MMZ1608Q121BTA00","TDK","1750","50","50","https://www.lcsc.com/product-detail/C695168.html","0603","Tape & Reel (TR)","1","120Ω@100MHz","±25%","300mΩ","500mA","-55℃~+125℃"
"C701156","BLM18EG221TH1D","muRata","2440","10","10","https://www.lcsc.com/product-detail/C701156.html","0603","Tape & Reel (TR)","1","220Ω@100MHz","±25%","150mΩ","1A","-55℃~+125℃"
"C701257","BLM21PG300SH1D","muRata","2340","20","20","https://www.lcsc.com/product-detail/C701257.html","0805","Tape & Reel (TR)","1","30Ω@100MHz","±25%","14mΩ","4A","-55℃~+125℃"
"C701260","BLM15KD200SN1D","muRata","13850","50","50","https://www.lcsc.com/product-detail/C701260.html","0402","Tape & Reel (TR)","1","20Ω@100MHz","±25%","11mΩ","3.8A","-55℃~+125℃"
"C701265","BLM21PG331SZ1D","muRata","2970","10","10","https://www.lcsc.com/product-detail/C701265.html","0805","Tape & Reel (TR)","1","330Ω@100MHz","±25%","70mΩ","1.5A","-55℃~+125℃"
"C701266","BLM15PX121SZ1D","muRata","520","20","20","https://www.lcsc.com/product-detail/C701266.html","0402","Tape & Reel (TR)","1","120Ω@100MHz","±25%","55mΩ","2A","-55℃~+125℃"
"C701292","BLM15BX182SN1D","muRata","22350","50","50","https://www.lcsc.com/product-detail/C701292.html","0402","Tape & Reel (TR)","1","1.8kΩ@100MHz","±25%","900mΩ","250mA","-55℃~+125℃"
"C701307","BLM15BB050SN1D","muRata","3550","50","50","https://www.lcsc.com/product-detail/C701307.html","0402","Tape & Reel (TR)","1","5Ω@100MHz","±25%","80mΩ","500mA","-55℃~+125℃"
"C703137","BLM21SN300SH1D","muRata","3770","5","5","https://www.lcsc.com/product-detail/C703137.html","0805","Tape & Reel (TR)","1","30Ω@100MHz","-","4mΩ","8.5A","-55℃~+125℃"
"C710326","BLM15AG102SZ1D","muRata","450","50","50","https://www.lcsc.com/product-detail/C710326.html","0402","Tape & Reel (TR)","1","1kΩ@100MHz","±25%","650mΩ","300mA","-55℃~+125℃"
"C710329","BLM15AX102SZ1D","muRata","14900","50","50","https://www.lcsc.com/product-detail/C710329.html","0402","Tape & Reel (TR)","1","1kΩ@100MHz","±25%","490mΩ","350mA","-55℃~+125℃"
"C710330","BLM15AX601SZ1D","muRata","3900","50","50","https://www.lcsc.com/product-detail/C710330.html","0402","Tape & Reel (TR)","1","600Ω@100MHz","±25%","340mΩ","500mA","-55℃~+125℃"
"C710331","BLM15BB100SZ1D","muRata","9900","50","50","https://www.lcsc.com/product-detail/C710331.html","0402","Tape & Reel (TR)","1","10Ω@100MHz","±25%","100mΩ","300mA","-55℃~+125℃"
"C710334","BLM15BD601SH1D","muRata","6650","50","50","https://www.lcsc.com/product-detail/C710334.html","0402","Tape & Reel (TR)","1","600Ω@100MHz","±25%","650mΩ","200mA","-"
"C710336","BLM15BX601SN1D","muRata","5050","50","50","https://www.lcsc.com/product-detail/C710336.html","0402","Tape & Reel (TR)","1","600Ω@100MHz","±25%","460mΩ","350mA","-55℃~+125℃"
"C710337","BLM15EG121SZ1D","muRata","2440","20","20","https://www.lcsc.com/product-detail/C710337.html","0402","Tape & Reel (TR)","1","120Ω@100MHz","±25%","95mΩ","1.5A","-55℃~+125℃"
"C710338","BLM15EG221SZ1D","muRata","2480","20","20","https://www.lcsc.com/product-detail/C710338.html","0402","Tape & Reel (TR)","1","220Ω@100MHz","±25%","280mΩ","700mA","-55℃~+125℃"
"C710339","BLM15GG471SZ1D","muRata","2310","5","5","https://www.lcsc.com/product-detail/C710339.html","0402","Tape & Reel (TR)","1","470Ω@100MHz","±25%","1.3Ω","200mA","-55℃~+125℃"
"C710340","BLM15HD601SZ1D","muRata","9400","20","20","https://www.lcsc.com/product-detail/C710340.html","0402","Tape & Reel (TR)","1","600Ω@100MHz","±25%","850mΩ","300mA","-55℃~+125℃"
"C710341","BLM15HG102BH1D","muRata","1500","20","20","https://www.lcsc.com/product-detail/C710341.html","0402","Tape & Reel (TR)","1","1kΩ@100MHz","±25%","1.1Ω","250mA","-55℃~+150℃"
"C710343","BLM15KD121SN1D","muRata","300","50","50","https://www.lcsc.com/product-detail/C710343.html","0402","Tape & Reel (TR)","1","120Ω@100MHz","±25%","70mΩ","1.5A","-55℃~+125℃"
"C710347","BLM15PX601SZ1D","muRata","9960","20","20","https://www.lcsc.com/product-detail/C710347.html","0402","Tape & Reel (TR)","1","600Ω@100MHz","±25%","230mΩ","900mA","-55℃~+125℃"
"C710349","BLM18AG121BH1D","muRata","3620","10","10","https://www.lcsc.com/product-detail/C710349.html","0603","Tape & Reel (TR)","1","120Ω@100MHz","±25%","180mΩ","800mA","-55℃~+150℃"
"C710353","BLM18AG601SZ1D","muRata","3200","20","20","https://www.lcsc.com/product-detail/C710353.html","0603","Tape & Reel (TR)","1","600Ω@100MHz","±25%","380mΩ","500mA","-55℃~+125℃"
"C710356","BLM18BD252BH1D","muRata","320","20","20","https://www.lcsc.com/product-detail/C710356.html","0603","Tape & Reel (TR)","1","2.5kΩ@100MHz","±25%","1.5Ω","150mA","-55℃~+150℃"
"C710361","BLM18EG101TZ1D","muRata","3060","10","10","https://www.lcsc.com/product-detail/C710361.html","0603","Tape & Reel (TR)","1","100Ω@100MHz","±25%","45mΩ","2A","-55℃~+125℃"
"C710362","BLM18EG121SZ1D","muRata","4430","10","10","https://www.lcsc.com/product-detail/C710362.html","0603","Tape & Reel (TR)","1","120Ω@100MHz","±25%","40mΩ","2A","-55℃~+125℃"
"C710364","BLM18EG221SZ1D","muRata","3410","10","10","https://www.lcsc.com/product-detail/C710364.html","0603","Tape & Reel (TR)","1","220Ω@100MHz","±25%","50mΩ","2A","-55℃~+125℃"
"C710365","BLM18EG221TZ1D","muRata","2790","10","10","https://www.lcsc.com/product-detail/C710365.html","0603","Tape & Reel (TR)","1","220Ω@100MHz","±25%","150mΩ","1A","-55℃~+125℃"
"C710366","BLM18EG471SZ1D","muRata","4000","5","5","https://www.lcsc.com/product-detail/C710366.html","0603","Tape & Reel (TR)","1","470Ω@100MHz","±25%","210mΩ","500mA","-55℃~+125℃"
"C710369","BLM18HG471SH1D","muRata","580","10","10","https://www.lcsc.com/product-detail/C710369.html","0603","Tape & Reel (TR)","1","470Ω@100MHz","±25%","850mΩ","200mA","-55℃~+125℃"
"C710370","BLM18KG101TH1D","muRata","7440","20","20","https://www.lcsc.com/product-detail/C710370.html","0603","Tape & Reel (TR)","1","100Ω@100MHz","±25%","30mΩ","3A","-55℃~+125℃"
"C710373","BLM18KG300JH1D","muRata","680","20","20","https://www.lcsc.com/product-detail/C710373.html","0603","Tape & Reel (TR)","1","30Ω@100MHz","±25%","10mΩ","3.3A","-55℃~+150℃"
"C710374","BLM18KG300TH1D","muRata","560","20","20","https://www.lcsc.com/product-detail/C710374.html","0603","Tape & Reel (TR)","1","30Ω@100MHz","±25%","10mΩ","5A","-55℃~+125℃"
"C710377","BLM18KG331SZ1D","muRata","1700","50","50","https://www.lcsc.com/product-detail/C710377.html","0603","Tape & Reel (TR)","1","330Ω@100MHz","±25%","80mΩ","1.7A","-55℃~+125℃"
"C710379","BLM18KG601SH1D","muRata","34760","20","20","https://www.lcsc.com/product-detail/C710379.html","0603","Tape & Reel (TR)","1","600Ω@100MHz","±25%","150mΩ","1.3A","-55℃~+125℃"
"C710382","BLM18KG700TZ1D","muRata","3820","20","20","https://www.lcsc.com/product-detail/C710382.html","0603","Tape & Reel (TR)","1","70Ω@100MHz","±25%","22mΩ","3.5A","-55℃~+125℃"
"C710383","BLM18PG181SH1D","muRata","1250","50","50","https://www.lcsc.com/product-detail/C710383.html","0603","Tape & Reel (TR)","1","180Ω@100MHz","±25%","90mΩ","1.5A","-55℃~+125℃"
"C710384","BLM18PG221SZ1D","muRata","3020","20","20","https://www.lcsc.com/product-detail/C710384.html","0603","Tape & Reel (TR)","1","220Ω@100MHz","±25%","100mΩ","1.4A","-55℃~+125℃"
"C710385","BLM18PG300SZ1D","muRata","3860","20","20","https://www.lcsc.com/product-detail/C710385.html","0603","Tape & Reel (TR)","1","30Ω@100MHz","±25%","50mΩ","1A","-55℃~+125℃"
"C710386","BLM18PG331SH1D","muRata","340","20","20","https://www.lcsc.com/product-detail/C710386.html","0603","Tape & Reel (TR)","1","330Ω@100MHz","±25%","150mΩ","1.2A","-55℃~+125℃"
"C710387","BLM18PG471SZ1D","muRata","3350","50","50","https://www.lcsc.com/product-detail/C710387.html","0603","Tape & Reel (TR)","1","470Ω@100MHz","±25%","200mΩ","1A","-55℃~+125℃"
"C710388","BLM18PG600SZ1D","muRata","11940","20","20","https://www.lcsc.com/product-detail/C710388.html","0603","Tape & Reel (TR)","1","60Ω@100MHz","±25%","100mΩ","1A","-55℃~+125℃"
"C710389","BLM18SD220SN1D","muRata","6180","5","5","https://www.lcsc.com/product-detail/C710389.html","0603","Tape & Reel (TR)","1","22Ω@100MHz","±25%","8mΩ","6A","-55℃~+125℃"
"C710390","BLM18SG121TZ1D","muRata","43735","5","5","https://www.lcsc.com/product-detail/C710390.html","0603","Tape & Reel (TR)","1","120Ω@100MHz","±25%","25mΩ","3A","-55℃~+125℃"
"C710392","BLM18SN220TH1D","muRata","605","5","5","https://www.lcsc.com/product-detail/C710392.html","0603","Tape & Reel (TR)","1","22Ω@100MHz","±7%","4mΩ","8A","-55℃~+125℃"
"C710397","BLM21AG121BH1D","muRata","320","5","5","https://www.lcsc.com/product-detail/C710397.html","0805","Tape & Reel (TR)","1","120Ω@100MHz","±25%","90mΩ","1A","-55℃~+150℃"
"C710503","BLM21BB750SN1D","muRata","3125","5","5","https://www.lcsc.com/product-detail/C710503.html","0805","Tape & Reel (TR)","1","75Ω@100MHz","±25%","160mΩ","700mA","-55℃~+125℃"
"C710504","BLM21BD151SN1D","muRata","2670","10","10","https://www.lcsc.com/product-detail/C710504.html","0805","Tape & Reel (TR)","1","150Ω@100MHz","±25%","250mΩ","350mA","-55℃~+125℃"
"C710506","BLM21BD331SN1D","muRata","2260","10","10","https://www.lcsc.com/product-detail/C710506.html","0805","Tape & Reel (TR)","1","330Ω@100MHz","±25%","300mΩ","300mA","-55℃~+125℃"
"C710507","BLM21BD471SN1D","muRata","320","10","10","https://www.lcsc.com/product-detail/C710507.html","0805","Tape & Reel (TR)","1","470Ω@100MHz","±25%","350mΩ","300mA","-55℃~+125℃"
"C710508","BLM21PG121BH1D","muRata","3370","10","10","https://www.lcsc.com/product-detail/C710508.html","0805","Tape & Reel (TR)","1","120Ω@100MHz","±25%","30mΩ","1.55A","-55℃~+150℃"
"C710509","BLM21PG220BH1D","muRata","2020","10","10","https://www.lcsc.com/product-detail/C710509.html","0805","Tape & Reel (TR)","1","22Ω@100MHz","±25%","9mΩ","3.3A","-55℃~+150℃"
